"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"
"Client Manager/Handler"	"GBP"	"London"	"Permanent"	"Client Manager/Handler"	"London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Posting Description  Technician and Broker Back up  We're hiring!  Aon are currently recruiting a Technician/Broker Back up to join our team in London. The successful applicant will be primarily responsible for: producing and/or providing quality checks in respect of documentation and transactional activities required to support the placement of business.  About Aon  Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  About the Role  Your impact as a Technician and Broker Back up:  Processing and Facility Management  Processing of transactional activities and the production and maintenance of facility bordereaux and records.  Preparation of reinsurance or insurance documentation  Produce reinsurance or insurance documentation for placing and also for confirmation of coverage to clients.  Promotion of products and services  Lead or take an active part in activities and initiatives aimed at promoting Aon's products and services in the marketplace (eg media events, trade conferences, client seminars).  Quality control of reinsurance or insurance documentation  Review and check reinsurance or insurance documentation to ensure that it satisfies client requirements and other standards (eg regulatory).  Credit Control Monitoring  To work with our Accounting Teams, and assist when required, to ensure premiums are collected from clients and settled to Reinsurers within the specified settlement due dates.  Preparation of market submission  Collect and analyse relevant information and prepare market submissions and presentations for new business or renewals.  Respecting Aon policies   Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you  Your knowledge and expertise:  Understands the role of reinsurance in a clients' business strategy, effective translation of those needs, understanding and knowledge of facilities, statistical analysis and interpretation, legal parameters and content.  Works well under pressure, encourages others to make informed decisions, adopts a systematic approach, prepares contingency plans, proactively addresses challenges, considers broad long term picture, communicates confidently with others.  In depth understanding, consistently maintains a working knowledge of the client, manages expectations. Stays abreast of market developments and the client potential impact, has a good knowledge of key competitors, awareness of industry practices and Aon's regulatory controls.  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.  Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do. To learn more about our colleague experience, visit Aon Colleague Experience.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Customer Services"	NA	NA	"GBP"	"Aon"	"Aon"	"JS2453513/599253745"	"10/12/2018 07:11:35"	"http://www.jobserve.com/GmgKa"	NA	NA
"Client Manager/Handler"	"GBP"	"London"	"Permanent"	"Client Manager/Handler"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Posting Description  Client Manager/Handler  We're hiring!  Aon are currently recruiting a Client Manager to join our team in London. The Client Manager will be primarily responsible for: assisting in producing and/or providing quality checks in respect of documentation and transactional activities required to support the placement of business.  About Aon  Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  About the Role  Your impact as a Client Manager/Handler :  Preparation of final reinsurance or insurance documentation  Produce final reinsurance or insurance documentation to confirm coverage to clients.  Preparation of market submission  Collect and analyse relevant information and prepare market submissions and presentations for new business or renewals.  Promotion of products and services  Lead or take an active part in activities and initiatives aimed at promoting Aon's products and services in the marketplace (eg media events, trade conferences, client seminars).  Quality control of reinsurance or insurance documentation  Review and check reinsurance or insurance documentation to ensure that it satisfies client requirements and other standards (eg regulatory).  Credit Control Monitoring  To work with our Accounting Teams, and assist when required, to ensure premiums are collected from clients and settled to Reinsurers within the specified settlement due dates.  Respecting Aon policies   Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you  Your knowledge and expertise:  Understands the role of reinsurance in a clients' business strategy, effective translation of those needs, identifies appropriate partners, negotiation, statistical analysis and interpretation, legal parameters and content.  In depth understanding, consistently maintains a working knowledge of the client, manages expectations, introduction of new products. Stays abreast of market developments and the client potential impact, has a good knowledge of key competitors, awareness of industry practices and Aon's regulatory controls.  Works well under pressure, is prepared to make contentious or unpopular recommendations, encourages others to make informed decisions, adopts a systematic approach, prepares contingency plans, proactively addresses challenges, considers broad long term picture, communicates confidently with others.  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.  Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do. To learn more about our colleague experience, visit Aon Colleague Experience.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Customer Services"	NA	NA	"GBP"	"Aon"	"Aon"	"JS2446930/580119989"	"08/12/2018 09:07:47"	"http://www.jobserve.com/GmDb3"	NA	NA
"Business Support Administrator"	"GBP"	"London"	"Permanent"	"Business Support Administrator"	"London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Posting Description Business Support Administrator We're hiring!  Aon are currently recruiting a Business Support Administrator to join our team in London. The Business Support Administrator will be primarily responsible for supporting the Global Re Specialty team (70+people) with their day to day activities; delivering high quality support to the GRS team enabling them to deliver client value and business results.  About Aon   Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions   Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services. GRS Business Support key responsibilities will involve:  Key responsabilities:   Responsibility for organising meetings for both internal and external clients  Arranging cost effective travel through Aon systems  Managing team and individual expenses through the appropriate Aon systems  Ensure Travel and Expenses bookings are consistently managed and minimised  Pro-actively contribute to satisfaction of line manager and team supported  Responsible for providing a support function working from one inbox and working out a strategy as to how the work is divided up between the team to make sure that its completed in the quickest time possible ensuring its completed to a 1st class standard  Responsible for providing support and arranging meetings for the team for business trips and client visits  Providing a flexible service covering ad hoc duties such as organising team events  meeting and greeting visitors at all levels of seniority  organising travel and preparing complex travel itineraries including the arrangement of visa's  providing support the yearly reinsurance conferences including Monte Carlo, Baden Baden and PCI  Dealing with Clients first line queries and refer to appropriate team members, when necessary  Managing relationships with key stakeholders  Responsible for the on boarding of all joiners, movers, leavers, work experience, graduates and interns  Adhering to best practices business processes as directed by Operations leader  Responsible for making sure everyone is compliant and completing CVENT and CER forms when required  Responsible for monitoring LMS modules and making sure the team are all up to date and completing on time  Responsible for making sure everyone is competent and forms have been completed in timely manner  Arranging and facilitating the induction of any new recruits to the team  Adhering to the standards, procedures and best practices of Aon Limited to ensure FCA and other regulatory compliance  Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company About you  Your knowledge and expertise: About you  Educated to A Level standard or equivalent  Strong interpersonal skills  Proven track record of being extremely organised  Effective communication and presentation skills  Problem solving skills  Ability to work well as part of a team  Experience of working in a client facing environment  Advanced skills in Excel, Word, PowerPoint  Understanding of compliance and FCA regulation Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare and additional holiday. We also offer tremendous potential with a growing worldwide organisation. Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do. To learn more about our colleague experience, visit Aon Colleague Experience.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Office and Admin"	NA	NA	"GBP"	"Aon"	"Aon"	"JS2453664/587725488"	"08/12/2018 09:07:05"	"http://www.jobserve.com/GmDbR"	NA	NA
"Claims Specialist"	""	"London"	"Permanent"	"Claims Specialist"	"London"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Posting Description  We're hiring!  Claims Specialist  Aon are currently recruiting a Claims Specialist to join our team in London. The Claims Specialist will be primarily responsible for the claims servicing of both Direct and Reinsurance clients with the primary objective of obtaining agreement & settlement as efficiently as possible while maintaining a high level of client service.  About Aon Reinsurance Solutions  Aon Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services. Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  As a Claims Specialist some of your key responsibilities will involve:  Keep claims manager and producers/account managers informed of activities/changes/problems with client claims as appropriate  Initiate and develop a working relationship with the client.  Maintain positive relationship and excellent communication with client and co-workers  Actively manage client expectations  Organise, assist with and conduct client presentations and claim review meetings as needed  Cover for other team members during absences  Request status reports from carriers and apprise clients of updated status on their claims as needed  Assist clients in resolving insurance coverage problems and/or disputes.  Provide claim analysis as directed by the service team & agreed upon at account inception  Assist the account service team in developing loss information for marketing purposes including loss development information and claim statuses on open claims as requested.  Risk Management: Ensure processes, procedures and compliance policies are always adhered to.  About you  As a Claims Specialist your skills and qualifications will ideally include:  Knowledge of Reinsurance claims handling would be advantageous  Knowledge of the London Market  Analytical and problem-solving skills.  Proven interpersonal skills with a track record dealing with domestic and international clients.  Good knowledge of Microsoft office including Word, Excel and PowerPoint.  Good ability to work under your own initiative and as part of a team.  Responsible for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. "	"London, UK"	"Finance"	NA	NA	NA	"Aon"	"Aon"	"JS2454618/599253753"	"07/12/2018 07:06:36"	"http://www.jobserve.com/Gl2Jb"	NA	NA
"Broker/Analyst"	"GBP"	"London"	"Permanent"	"Broker/Analyst"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Posting Description  Broker/Analyst  We're hiring!  Aon are currently recruiting a Broker/Analyst to join our Global Portfolio Broking team in London.  Global Portfolio Broking is designed to challenge the status quo. We believe in thinking differently about delivering capital to clients and matching risk with capital. Th e way we challenge the status quo is by tailoring our products to our clients' needs, and building bespoke products for clients to use. They are simple, direct access to capital and attractive to markets ranging from:  MGA/underwriting platforms.  Capacity Indices and delegated underwriting on a cross-class/product-specific/region-specific basis.  Structured portfolio solutions and other forms of delegated underwriting.  C apital Optimisation Vehicles (COVs) including sidecars, structured re/insurance.  About the Role  The Broker/Analyst will be primarily responsible for working with and supporting the wider team with the structuring, placement and ongoing support of our various placements.  Your principle responsibilities will include;  Providing analytical support to placing team with client meetings, presentations, market studies, tenders and reports.  Assist with the preparations for presentation and pitch materials for new projects and portfolios.  Assist with the preparation of client deliverables and presentations which influence and provide impact for the client.  Help manage the due diligence and placement processes for placements.  Gather and evaluate economic, demographic, market data for input into client and market deliverables and submissions.  Point of contact for tracking, management and reporting  Broking and the support of Reinsurance placements and MGA capacity.  Development and maintaining client and market relationships.  Liaise with actuaries to structure and develop analytic solutions to portfolio solutions driven by market and client need.  Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  Knowledge, Skills and Abilities  Ability to work in a team environment where strong communication skills are necessary both written and verbal  Ability to prioritize tasks and remain detail oriented while under pressure to meet deadlines  Ability to formulate testable hypothesis based on data  Ability to organize ideas into a detailed specification format  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.  About Aon  Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do.   We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Aon"	"Aon"	"JS2450322/591758549"	"11/12/2018 11:10:10"	"http://www.jobserve.com/Gmtem"	NA	NA
"Multiple Consultancy Roles - Non-life"	"GBP"	"London"	"Permanent"	"Multiple Consultancy Roles - Non-life"	"London - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"We are seeking both part-qualified and qualified non-life actuaries to take on a varied portfolio of consultancy work.These roles represent excellent opportunities to broaden your capital and reserving experience.Contact us now for more information."	"London, UK"	"Other"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4181/590809695"	"13/12/2018 09:18:15"	"http://www.jobserve.com/GnIPX"	NA	NA
"Next Generation Pricing - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Next Generation Pricing - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"We have a number of exciting opportunities for commercially-aware actuaries to manage or support cutting-edge pricing optimisation and technical pricing workstreams across various lines of business.Contact us now for more information."	"United Kingdom"	"Other"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5117/593978759"	"13/12/2018 09:17:41"	"http://www.jobserve.com/GnIPA"	NA	NA
"Pricing Actuaries"	""	"London"	"Permanent"	"Pricing Actuaries"	"London"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We have multiple vacancies for qualified actuaries with in-depth pricing experience, to move into exciting roles within the UK healthcare market. This is an ideal opportunity for a candidate from any sector of insurance to move into the fast-moving and developing healthcare market. These strategically focused opportunities require the ability to work with autonomy and deliver complex project work."	"London, UK"	"Finance"	NA	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82863/598778356"	"12/12/2018 11:39:09"	"http://www.jobserve.com/Gm6C6"	NA	NA
"Move to Life"	"GBP"	"London"	"Permanent"	"Move to Life"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Our client, a major insurer, has an exciting opportunity for a talented analyst from a non-life background to move into the life sector, pricing new and existing life products and maintaining the existing suite of products whilst assisting in the delivery of new projects. You will monitor and analyse market rates and identify strategies and tactics to improve market share and new business profitability whilst helping to develop and update models used within price optimisation. In addition, you will develop price optimisation models for Life Insurance products alongside new pricing concepts, taking into consideration pricing trends within the market. With an understanding of GLM modelling, the successful candidate will have some knowledge of machine learning techniques. Experience in using Radar, Earnix or other optimisation software is preferable. Applications from candidates from a life background will also be welcomed. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85034/598778518"	"12/12/2018 11:38:39"	"http://www.jobserve.com/Gm6Cf"	NA	NA
"Price and Optimise"	"GBP"	"London"	"Permanent"	"Price and Optimise"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We are working with a fast-growing insurance business looking to hire multiple candidates into optimisation and pricing focused roles. These are ideal opportunities for ambitious candidates with experience of street/market pricing and optimisation, and/or technical pricing knowledge. With an entrepreneurial focus, you will assist in developing the firm's in-house capabilities, working closely with the experienced management team with a view to driving future growth. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85321/599174197"	"12/12/2018 11:38:04"	"http://www.jobserve.com/Gm6Bz"	NA	NA
"Next Generation Pricing - Non-life"	"GBP"	"South East"	"Permanent"	"Next Generation Pricing - Non-life"	"South East - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We have a number of exciting opportunities for commercially-aware actuaries to manage or support cutting-edge pricing optimisation and technical pricing workstreams across various lines of business. Please contact us to discuss this vacancy or for an informal discussion regarding your career goals. We are very happy to perform bespoke research on your behalf. Paul Cook, Associate Director M:  E:  "	"South East, UK"	"Other"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85209/599836939"	"12/12/2018 11:37:59"	"http://www.jobserve.com/Gm6Bw"	NA	NA
"Pricing Analysts - Personal Lines"	"GBP"	"London"	"Permanent"	"Pricing Analysts - Personal Lines"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Our client, a leading insurance specialist, has a number of exciting opportunities for part-qualified GI actuaries with pricing knowledge to provide support for the Generalized Linear Model. Personal lines experience essential. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86404/601386982"	"12/12/2018 09:31:24"	"http://www.jobserve.com/Gm4cf"	NA	NA
"Data Scientist, Star Exclusive"	"GBP"	"London"	"Permanent"	"Data Scientist, Star Exclusive"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"An amazing opportunity for a candidate with a passion for analytics and data science, to provide actionable insights for this insurance business.The role demands a hands-on approach, comfort with coding and programming, and familiarity with data techniques, ideally including exposure to machine learning and other cutting-edge tools.Contact us now for more insight into the opportunity with this unique company, which offers excellent long term prospects."	"London, UK"	"Science"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5109/593978748"	"12/12/2018 09:13:19"	"http://www.jobserve.com/Gm4Ql"	NA	NA
"Data Scientist - Non-life Pricing"	"GBP"	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products.Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework.In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis.With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques.Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required."	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5329/593978963"	"11/12/2018 13:14:44"	"http://www.jobserve.com/Gmugp"	NA	NA
"Non-life Pricing Analysts - Home/Motor Lines"	"GBP"	"United Kingdom"	"Permanent"	"Non-life Pricing Analysts - Home/Motor Lines"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Leading insurer has a number of exciting opportunities for non-life pricing analysts to support their motor and home business lines where you will Develop recommendations to improve the pricing performance and longer-term pricing capability.In these key roles, you will develop the appropriate MI to measure the performance of new pricing strategies and to ensure portfolio risk is managed appropriately.You will also work closely with the risk modelling team to ensure consistency of pricing practice, utilising the risk models as the best view of risk assessment.Previous experience of the personal lines insurance market is desirable, as is knowledge of SAS, EMBlem and/or optimisation software."	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5185/593978811"	"11/12/2018 13:13:58"	"http://www.jobserve.com/GmugJ"	NA	NA
"Data Science Manager - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Data Science Manager - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Major insurer has a unique opportunity for a talented data scientist to provide a market leading technical pricing service for the Home business and help shape the development of data science techniques used in home pricing.In this exciting role, you will be responsible for the development of appropriate uses of machine learning techniques for Home Pricing, identifying opportunities for improvements to enable tasks to be performed in a more efficient manner.Acting as Subject Matter Expert and an ambassador for the technical pricing team throughout the business, you will develop data science skills throughout the team whilst building market-leading risk premium models.Candidates should have existing data science experience, and be proficient in the use of R/Python or similar software.Knowledge of Emblem, Radar, Classifier, and SAS also advantageous."	"United Kingdom"	"Other"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5184/593978808"	"11/12/2018 11:14:05"	"http://www.jobserve.com/Gmtid"	NA	NA
"Claims Manager - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Claims Manager - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Seeking a talented Claims Manager (CII part-qualified) to provide a high quality, empathetic claims service to our client's policyholders and ensure that claims are handled efficiently and in accordance with policy terms and conditions.A self-starter with excellent organisational skills with the ability to work under pressure, the successful candidate will have proven ability of handling complex household claims.Previous call centre experience is desirable."	"United Kingdom"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5255/593978891"	"11/12/2018 11:11:50"	"http://www.jobserve.com/GmtgE"	NA	NA
"Non-life Manager - Data Science and Analytics"	"GBP"	"Bristol"	"Permanent"	"Non-life Manager - Data Science and Analytics"	"Bristol - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Leading-edge client is seeking a talented individual to create and maintain multivariate statistical models for its motor business. The successful candidate will have made progress towards, or completed, a relevant professional qualification (FIA, CII or MBA).Developing and maintaining the price optimisation capability for our client, you will also create pricing controls, liaising closely with internal and external partners to ensure pricing is implemented correctly and within business timescales.You will also lead investigations into the best use of data, analytical techniques and software whilst producing appropriate models to support pricing and operational activity.With excellent interpersonal and organisational skills, you will be a creative thinker with excellent technical knowledge of pricing and analytical/data science techniques."	"Bristol, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4952/593978687"	"11/12/2018 11:08:51"	"http://www.jobserve.com/Gmtds"	NA	NA
"Pricing Excellence"	"GBP"	"London"	"Permanent"	"Pricing Excellence"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Join the London-based team of this leading global business in a pricing role with a specific focus on commercial lines. A P&C background in an insurer or Lloyd's syndicate is ideal, together with experience of dealing with vast amounts of data, with a view to a commercial focus. Any exposure to machine learning and data science will be helpful, as is knowledge of pricing software. A creative, innovative and rigorous analytical approach is well-suited to success in this team.  "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86458/602841746"	"11/12/2018 11:04:17"	"http://www.jobserve.com/GmtbV"	NA	NA
"Data Science Manager - Non-life"	"GBP"	"South East"	"Permanent"	"Data Science Manager - Non-life"	"South East - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Major insurer has a unique opportunity for a talented data scientist to provide a market leading technical pricing service for the Home business and help shape the development of data science techniques used in home pricing. In this exciting role, you will be responsible for the development of appropriate uses of machine learning techniques for Home Pricing, identifying opportunities for improvements to enable tasks to be performed in a more efficient manner. Acting as Subject Matter Expert and an ambassador for the technical pricing team throughout the business, you will develop data science skills throughout the team whilst building market-leading risk premium models. Candidates should have existing data science experience, and be proficient in the use of R/Python or similar software. Knowledge of Emblem, Radar, Classifier, and SAS also advantageous. "	"South East, UK"	"Science"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85057/600714805"	"10/12/2018 13:04:23"	"http://www.jobserve.com/Gmhjb"	NA	NA
"Audit Specialist - Data Analytics"	"GBP"	"London"	"Permanent"	"Audit Specialist - Data Analytics"	"London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Our client, a major insurer, is seeking an audit expert to support the delivery of a portfolio of data analytics assignments in support of the annual audit plan, keeping abreast of audit best practice and the changing regulatory environment. Awareness of the latest trends in data analytics and computer assisted audit techniques (CAATs) is essential, as well as an awareness of emerging risks within Financial Services and in internal audit in general.  You will also be proficient in developing and running SQL scripts and using Microsoft Excel, whilst experience of Tableau, Microsoft Access and R would be desirable  A relevant audit qualification or progress towards becoming a qualified accountant is also desirable. "	"London, UK"	"Finance"	NA	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86396/602153605"	"10/12/2018 13:04:04"	"http://www.jobserve.com/GmhjM"	NA	NA
