"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"category"	"duration"
"Software Developer (Visual Studio)"	"£25k - £45k per annum + Package"	"Poole, Dorset"	"Permanent"	"Software Developer (Visual Studio)"	"Poole, Dorset - £25k - £45k per annum + Package"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Software Developer (Visual Studio) WPF, C++, Embedded, VB6, Poole, AI, Visual Processing, £25-45k, Software Developer (Visual Studio) Poole, Dorset  £25000 - £45000 + Package.  Please note my client cannot offer sponsorship for VISA holders/international applicants.Your new company  This specialist manufacturing business have become well-reputed key players in their field and due to continued growth and seeking a specialist Software Developer to join the team. You will be based from their head office in Poole, easily commutable from most location on the South Coast and 5 minutes from the beach. Your new role  The role is open to junior developers right to up to senior level, providing you have an excellent grasp of Visual Studio and understand you'll be working on Windows Desktop or Embedded projects.  This is predominantly a hands-on position working to support the development of a scalable system which underpins the companies design and distribution of products. You'll work across a range of technologies and be able to broaden your skill set, whilst gaining knowledge of a competitive and technical market.  You will be part of a well-established team for a business pushing 50 years in industry. The role will involve maintenance work but as they dip into new markets new development projects will become the focus for the team.  The company operate a flat structure and select elements of Agile that work for them. It's a small team with good tenure and retention and of course they champion open communication and collaboration, with developers needing to react and firefight at short notice. What you'll need to succeed  You must have demonstrable experience working with Visual Studio and an OO programming language, namely Vb.NET, though C# is fine. They've replaced Silverlight with WPF for the UI and would like to see a solid grasp of modern, clean coding principles, perhaps including UWP. Wider knowledge of Embedded Software, Real Time processing, VB6, Artificial Intelligence and Image Processing will reflect well but are not essential. What you'll get in return  You'll join a profitable, successful company with plans to gradually add to the development team throughout the year. There's free parking, 32 days' holiday a good company pension and support to improve your skill set through company funded courses where appropriate. What you need to do now Salary is negotiable for the right candidate up to £45000 and is representative of the company's flexible approach to employment and empowering developers.  To be considered for this position please apply directly, or contact Max Wilcock.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Poole, Dorset, UK"	"IT, Engineering"	"£25k - £45k per annum + Package"	"Hays DT - South Coast"	"Maxwell Wilcock "	"JS-3331005"	"13/12/2018 08:55:16"	"http://www.jobserve.com/Gfjve"	NA	NA	NA	NA
"Software Developer (Visual Studio)"	"£25k - £45k per annum + Package"	"Poole, Dorset"	"Permanent"	"Software Developer (Visual Studio)"	"Poole, Dorset - £25k - £45k per annum + Package"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Software Developer (Visual Studio) WPF, C++, Embedded, VB6, Poole, AI, Visual Processing, £25-45k, Software Developer (Visual Studio) Poole, Dorset  £25000 - £45000 + Package.  Please note my client cannot offer sponsorship for VISA holders/international applicants.Your new company  This specialist manufacturing business have become well-reputed key players in their field and due to continued growth and seeking a specialist Software Developer to join the team. You will be based from their head office in Poole, easily commutable from most location on the South Coast and 5 minutes from the beach. Your new role  The role is open to junior developers right to up to senior level, providing you have an excellent grasp of Visual Studio and understand you'll be working on Windows Desktop or Embedded projects.  This is predominantly a hands-on position working to support the development of a scalable system which underpins the companies design and distribution of products. You'll work across a range of technologies and be able to broaden your skill set, whilst gaining knowledge of a competitive and technical market.  You will be part of a well-established team for a business pushing 50 years in industry. The role will involve maintenance work but as they dip into new markets new development projects will become the focus for the team.  The company operate a flat structure and select elements of Agile that work for them. It's a small team with good tenure and retention and of course they champion open communication and collaboration, with developers needing to react and firefight at short notice. What you'll need to succeed  You must have demonstrable experience working with Visual Studio and an OO programming language, namely Vb.NET, though C# is fine. They've replaced Silverlight with WPF for the UI and would like to see a solid grasp of modern, clean coding principles, perhaps including UWP. Wider knowledge of Embedded Software, Real Time processing, VB6, Artificial Intelligence and Image Processing will reflect well but are not essential. What you'll get in return  You'll join a profitable, successful company with plans to gradually add to the development team throughout the year. There's free parking, 32 days' holiday a good company pension and support to improve your skill set through company funded courses where appropriate. What you need to do now Salary is negotiable for the right candidate up to £45000 and is representative of the company's flexible approach to employment and empowering developers.  To be considered for this position please apply directly, or contact Max Wilcock.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Poole, Dorset, UK"	"IT, Engineering"	"£25k - £45k per annum + Package"	"Hays DT - South Coast"	"Maxwell Wilcock "	"JS-3331005"	"13/12/2018 08:55:38"	"http://www.jobserve.com/GlykX"	NA	NA	NA	NA
"Cloud Solutions Architect"	""	"Manchester"	"Permanent"	"Cloud Solutions Architect"	"Manchester"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"You will be familiar with major cloud platforms, and while you will have deep technical skills, you will also be strongly customer-focused, recognising the impact on the end user experience. You will be highly collaborative, at heart a team-player, always keen to engage with other technical experts across the organisation. You will not be happy just to do things the way they always have been done, but be at the leading edge of learning to work with new technologies, partners and adopting new ways of working.The role will include the following tasks:Technical specification and design of a portfolio of connected car servicesHelp shape technical best practicesIn conjunction with product owners, systems engineers and other business stakeholders, take a leading role in developing the best connected car solutionsDrive the creation of prototypes and proofs of conceptsEnsuring the scalability and robustness of all created servicesDefine and create APIs for the created servicesWork and engage with ecosystem players, external data sources, platform providers and other third parties to create compelling data-driven applicationsEnsure security and data privacy business needs are metHelp define scope, interfaces and estimate project development effortEssentialsUnderstanding and experience of emerging cloud services and data architectures, such as serverless services, IoT services, telematics, mobile services.Experience as an architect or software development lead for cloud-hosted software, creating application software and developing and specifying associated APIs.Experience in working in an agile software development environmentExperience and Qualifications RequiredA university degree in Computer Science or a related subjectExperience of creating consumer productsExperience working with Cloud based architectures/services (eg AWS, Azure, GCP)Understanding of software security, threats, vulnerabilitiesUnderstanding of Analytics and DatamodellingExperience with RESTful servicesExperience with Continuous Integration PlatformsExcellent teamwork skillsExcellent communication skills, able to simplify complex conceptsIn-depth experience in programming in one language - node.js, Java, PythonExperienced in working in an Agile environment, with agile tools and in a Matrix structured organisation.Desirable Experience and QualificationsPrevious experience with Automotive and vehicle systems eg Telematics, Connected ServicesExperience working with a number of agile workflow tools including: JIRA, Confluence, agile kanbansExperience at working with agile at scale using frameworks such as SAFe or LeSSBig Data experienceExperience working with Machine Learning or other branches of Artificial IntelligenceExperience working with and managing complex stakeholder relationshipsBenefits:Bonus (Individual Performance Payment)Pension: Contribution by employee 4% - Company 8%, Contribution by employee 5% - Company 9% or Contribution by employee 6% - Company 10%Privilege Discount Scheme - up to 20% discount on Jaguar Land Rover for employee and family -discounts on Ford - amount varies by modelYearly pay reviewFlexible Working arrangementsCanteen facilitiesOccupational Health services26 days holiday + 8 days statutoryChildcare VouchersEmployee Discount offers for family and leisure activities"	"Manchester, UK"	"IT"	NA	"Experis IT"	"Oliver Hurved "	"JS-BBBH94565"	"07/12/2018 15:28:35"	"http://www.jobserve.com/Gl6MF"	NA	NA	NA	NA
"Site Reliability Engineer"	"£55k - £70k per annum + Exceptional Benefits"	"City of London"	"Permanent"	"Site Reliability Engineer"	"City of London - £55k - £70k per annum + Exceptional Benefits"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We know AI is the hot topic, so why not join one of the fastest growing in AI companies in their industry?Focused on producing Software in which has truly revolutionised the way in which their industry operates, this is now an opportunity for you to work solely on this product and be part of a team responsible for changing the landscape of globally recognised companies. You will support both the platform and the AI research through managing and maintaining the AWS cloud Infrastructure, Python being a key and Automating everything possible! Working closely with researchers on breakthrough discoveries in deep learning you will use your DevOps and Infrastructure skills to apply these to their latest products.They have buy in from 9 internationally renowned companies worldwide and have recently secured over 30 million in funding to continue their vision and journey to use deep learning, automating and training its AI to improve the inefficiency in a process that saves both time and money. This Industry agnostic product, means the sky is the limit with the software's ability to transfer across industries and allow you to be part of something BIG at the forefront of AI.You will be a keen technologist with from a strong Linux Infrastructure background, an interest in joining a forward thinking start up, liaising with AI researchers and proficient in maintaining and supporting CI/CD pipelines, Containerization and Infrastructure as code.Apply, or get in contact directly to if you would like to join a company within the 100 most promising start-ups in Artificial Intelligence in the coming 2019."	"City of London, UK"	"IT"	"£55k - £70k per annum + Exceptional Benefits"	"Linuxrecruit"	"Jack Martin "	"JS-BBBH3241"	"12/12/2018 15:22:52"	"http://www.jobserve.com/Gm8BH"	NA	"ASAP"	NA	NA
"Team Lead Developer - Full Stack - Permanent"	"£65k - £75k per annum"	"City of London"	"Permanent"	"Team Lead Developer - Full Stack - Permanent"	"City of London - £65k - £75k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Team Lead Developer - Full Stack - PermanentLocation: LondonOverviewThe Full Stack Team Lead Developer is a key role, leading the development capability for both the Legacy and new emerging technologies within the IT department for a Global Professional Services Firm based in Central London. This will support the delivery of Business Transformation across the organisation and to clients. Focusing on progression and innovation of user-centric digital products to drive improvements and efficiencies across the business.The Team Lead Developer will work closely with the business relationship management, architects, solution design teams and agile project manager to build and deliver a tactical digital & innovation portfolio workstream.  Key Responsibilities:Hands on full-stack developer, including strong Front End development capability and a good understanding of UXManagement responsibility of a small team of developers and one UX/UI designerResponsible for building, maintaining and supporting both enterprise and client facing applicationsCollaborating with Business Relationship Managers and Solution Designers to turn concepts into practical solutions for relevant business challengesTo build and deliver a balanced portfolio of strategic and tactical digital innovation projectsPrototyping, piloting, development & scaling of user-centric digital products as well as implementing new & emerging technologies to drive efficiencies and improvement across the businessScan and leverage cross-industry trends in new & emerging technologies such as artificial intelligence, machine learning and data science to apply in the context of accountancy and professional servicesAct as technical point of contact when collaborating with external vendor partners and work with them to leverage their development capabilitiesDevelopment Leadership - work with the senior technical manager to create best-practice software development processesContribute to thought leadership by keeping up-to-date on new approaches, techniques and tools and take account of changes and trends in technology, the market-place and in the business and propose changes to future plans accordinglyMentor and support junior developers Key Skills/Experience:Proven track record of successfully building and delivering digital products (mobile & web apps and services) to market using agile methodologiesKey development skillsets: C#, .NET platform, JavaScript, HTML/CSS, Azure PaaS (Azure Functions; Azure Logic Apps; Cosmos DB; Azure App Service; ARM templates), SharePoint & ReactExtensive experience with full Microsoft technology stackExperience with Office 365 including PowerApps, Flow; SharePoint OnlineExperience of authentication, access and identity management technology using Azure ADExperience with cloud platforms, especially Microsoft AzureExperience of application integration at the various levels application, application interface or data layerExperienced in modern DevOps methodologies and continuous integration using GitExperience of test driven development preferredFin-tech or Reg-tech product development experience preferreDemonstrate a good understanding of User Experience methodology and its importance in digital product developmentBSc/MSc in Computer Science with a required minimum of 6 years of applicable industry experience strongly preferred)This is an incredible opportunity to join a progressive IT department at a leading Professional services firm and make a real imprint on the way the firm will move forward in the future. Please send your CV to Alex Simmons for immediate consideration."	"City of London, UK"	"IT"	"£65k - £75k per annum"	"Marks Sattin"	"Alex Simmons "	"JS-ASI747500"	"13/12/2018 10:43:00"	"http://www.jobserve.com/GnI3O"	NA	NA	NA	NA
"Lead Machine Learning Scientist (Bayesian Inference,Statistics)"	"GBP"	"London"	"Permanent"	"Lead Machine Learning Scientist (Bayesian Inference,Statistics)"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Lead Machine Learning Scientist (Bayesian Inference, Statistics)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Machine Learning Scientist (Bayesian Inference, Statistics) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Machine Learning Scientist within our startup/SME (currently 600 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Machine Learning Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Machine Learning Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Machine Learning Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil "	"London, UK"	"Science"	"GBP"	"Understanding Recruitment"	"Understanding Recruitment"	"JSDFBBE997/603304364"	"12/12/2018 09:10:45"	"http://www.jobserve.com/Gm4OU"	NA	NA	NA	NA
"Bayesian Inference Researcher/ML Scientist (leading tech)"	"GBP"	"London"	"Permanent"	"Bayesian Inference Researcher/ML Scientist (leading tech)"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Lead Bayesian Inference Researcher/ML Scientist (Leading tech company)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Bayesian Inference Researcher/ML Scientist (Leading tech company) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Bayesian Inference Researcher/ML Scientist within our startup/SME (currently 250 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless! As a Lead Bayesian Inference Researcher/ML Scientist, the research that you create within the areas of Bayesian Inference, Gaussian Process, Probabilistic Programming, and Probabilistic Modelling you could be able push forward work theoretically within the areas of Energy waste reduction, the affect of electronic cars on power grids, compleix decision making of AI agents and more.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Bayesian Inference Researcher/ML Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Bayesian Inference Researcher/ML Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Bayesian Inference Researcher/ML Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil "	"London, UK"	"Science"	"GBP"	"Understanding Recruitment"	"Understanding Recruitment"	"JS62422572/596762289"	"12/12/2018 09:10:22"	"http://www.jobserve.com/Gm4OL"	NA	NA	NA	NA
"Business Analyst | Fast-Growth Fintech Software Provider"	"GBP"	"London"	"Permanent"	"Business Analyst | Fast-Growth Fintech Software Provider"	"London - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Job Description Business Analyst |Fast-Growth Fintech Software Provider | LondonHarmonic are delighted to be recruiting on behalf of one of the most innovative Fintech SAAS start-ups in the UK with utilising Machine Learning and Artificial Intelligence technology. Due to their rapid growth of the last 2 years (400%) they are searching for a Business Analyst.They pride themselves on hiring the most dynamic and intelligent people in the market to support the business as it scales. In terms of culture everyone is young, passionate and sociable.The Role:Joining the company as a Business Analyst, you will be given the chance to shape ideas and define technology that disrupts the market. You would drive real improvements to the way that the business operates. The Business Analyst will work closely with internal and external stakeholders to crystallise business requirements and create accurate specifications.Duties:As the Business Analyst your daily duties will involve:Elicit, validate and consolidate the business requirements, that will influence the business solution designWork with the internal team and business partners to improve product, service and operational processesManage client engagements, relationships and delivery expectations.Create, review and analyse detailed documentation of business systems and user needs.Review technical documents with project staff to ensure business requirements are adequately met.Market monitoring and system benchmarking relative to industry leading solutions.What we need to see:At least 3 years of proven business analysis experience - working with business and IT stakeholders to transform business processes, drive efficiency and deliver robust solutions.Strong communication skillsGood knowledge of MS PackagesSalary: £40-50kIf you are interested - to be considered for the role please forward your CV or ring .Please feel free to circulate this with any friends or contacts that may be interested.Follow us on  "	"London, UK"	"Consulting"	"GBP"	"Harmonic Group Ltd"	"Harmonic Group Ltd"	"JSB459BA2A/597175297"	"13/12/2018 07:09:32"	"http://www.jobserve.com/GnHrY"	NA	NA	NA	NA
"Graduate Recruitment Consultant"	"20k Annual 00 GBP"	"Brighton, Sussex"	"Unspecified"	"Graduate Recruitment Consultant"	"Brighton, Sussex - 20k Annual 00 GBP"	"Unspecified"	"Posted: Tuesday, 11 December 2018"	""	"Our client in Brighton is an award winning recruitment agency who provides intelligent recruitment solutions, specialising in niche technologies. They work in the market of brand new edging technology, such as driver-less cars, artificial intelligence, smart cities and new mobile technology. They partner with major clients across Europe in their hiring and sourcing for key projects. The ideal candidate will be hard-working, resilient and dynamic. This is a graduate opportunity so previous experience in recruitment/sales isn't necessary. The job changes daily and therefore makes it challenging. Our client will provide full training and future opportunities for development and progression. Our client offers a fun and dynamic work environment where you will be rewarded for your hard-work and commitment. Key duties include: Sourcing of candidates on job boards and LinkedInHolding initial phone calls to screen candidates and assessing suitabilityMeeting with candidates to discuss possible job opportunitiesSchedule interviews with candidates and helping with their preparation for interviewsProviding feedback to candidatesRemaining in touch with placed candidates and using their experience to educate the recruitment processBasic salary £18,000 - £20,000. OTE in the first year circa £30,000. If you have strong communication skills and are driven to succeed, this could be the right opportunity for you! Please apply today and we will be in touch. Why Red Robin? Red Robin Recruitment is a local Brighton based Recruitment agency. We appreciate that seeking a new job can be stressful and daunting. Whatever your employment situation we are here to help and excited to assist you in finding a great new opportunity. We pride ourselves on keeping you updated throughout the whole recruitment process. Our aim is to ensure you are best informed and prepared prior to interviews. We'll always give feedback or great news quickly. Recommend a friend! If this job isn't for you but you know someone that would be interested in it, contact us now to introduce your friend to us and find out about our referral bonus scheme. "	"Brighton, Sussex, UK"	"HR"	"20k Annual 00 GBP"	"Red Robin Recruitment"	"Red Robin Recruitment"	"JS3561_36717110/590124777"	"11/12/2018 07:05:30"	"http://www.jobserve.com/Gmr1e"	NA	NA	"Graduate"	NA
"Data Engineer"	"60k Annual 00 GBP"	"London"	"Unspecified"	"Data Engineer"	"London - 60k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 13 December 2018"	""	"We are looking for Data Engineers who are ambitious, motivated, innovative, and organised. Our client is a rapidly growing organisation that marries cutting edge technology with large scale IT change management. With a team of world class technical consultants they are delivering significant changes within the financial services industry. Our client use techniques such as machine learning and artificial intelligence to help teams to foresee issues, improve productivity and deliver efficiently. We are looking for outstanding Data Engineers with experience in both Python and SQL who have a drive to be part of something disruptive and ground-breaking. You must have: 3+ years Data Engineering experience in Consulting/SI/Commercial/Banking3+ years experience with Python and SQLStrong Data Engineering and stakeholder management skillsGathering, challenging, documenting and presenting requirements in an Agile transformation programmeBusiness Analysis skillsKey skills and experience Solid knowledge of relevant technology conceptsExperience in large scale delivery programmes is a strong plusKnowledge of Data Science is desirableStrong communication skills, including prioritizing, problem solving and interpersonal relationship buildingProven time management with organization skills (must be able to prioritize workload and meet deadlines)"	"London, UK"	"Consulting"	"60k Annual 00 GBP"	"Birch & James Associates Limited"	"Birch & James Associates Limited"	"JS3561_36690907/596925416"	"13/12/2018 07:04:25"	"http://www.jobserve.com/GnHm5"	NA	NA	NA	NA
"Corporate Transaction Lawyer"	"- GBP"	"Manchester, Lancashire"	"Permanent"	"Corporate Transaction Lawyer"	"Manchester, Lancashire - - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Tracking Code 3049 Job Description Latham & Watkins, a leading global law firm, is currently seeking a Corporate Transaction Lawyer to join our vibrant office in Manchester. As one of the largest law firms in the world, Latham's commitment to attracting the best and brightest talent has greatly contributed to the firm's success. Driven by the belief that our strongest asset is our people, Latham & Watkins is dedicated to fostering an environment that supports personal and professional development. Latham's global platform, unique collaborative culture, and deep resources provide unparalleled opportunities for career progression. Latham & Watkins, consistently ranked among the world's leading law firms, is seeking Corporate Transaction Lawyers to join the growing team at its vibrant Manchester office. In this role, you will provide high quality, specialised support to Latham's global practice primarily in the field of M&A due diligence. Working closely with deal teams located across Latham's global office network, the team is tasked with identifying issues associated with a diverse range of transactions. Latham's global platform, unique collaborative culture, and deep resources provide unparalleled opportunities for career progression, along with a competitive package. The successful candidate will possess the following:. A law degree (or other Bachelor's Degree and Graduate Diploma in Law) and Legal Practice Course qualification.. Be admitted as a solicitor in England & Wales and hold a current practising certificate, or qualified and admitted in a US jurisdiction. Individuals originally qualified in other jurisdictions who are undertaking, or have undertaken, the QLTS will be considered.. Experience conducting due diligence in connection with M&A transactions, or other corporate process at a law firm.. A willingness to learn and use cutting-edge technology, such as artificial intelligence (AI) or machine-based learning software and legal project management tools, to assist in due diligence review and reporting process.. Knowledge and proficiency in PC applications, including MS Office and other programs necessary to complete thorough analyses and reports, and to enhance and deliver high quality summaries and presentations.. Excellent organisational and analytical skills (eg, organizing, planning, problem-solving and decision-making, commitment to diversity), and skilled technical writing.. Well-developed and professional interpersonal skills; ability to interact effectively with people at all levels of the firm.. Ability to work effectively both independently and in a team environment, with a customer service focus. Driven by the belief that our strongest asset is our people, Latham & Watkins is dedicated to fostering an environment that supports personal and professional development. Latham's global platform, unique collaborative culture, and deep resources provide unparalleled opportunities for career progression. Latham offers a generous total compensation package. Eligible employees can participate in Latham's comprehensive benefit program which includes health insurance as well as group income protection and life assurance, a pension plan, wellness programs, employee discounts and more. Qualified candidates are encouraged to apply by clicking the 'Apply Now' link. With specific questions, please email Elyse Papaianni at . Latham & Watkins is an Equal Opportunity Employer. Our commitment to diversity, equal opportunity and sustainability enables Latham & Watkins to attract the best and brightest talent. Job Location Manchester, Manchester, United Kingdom Department Practice Services Team-MN Position Type Full-Time/Regular "	"Manchester, Lancashire, UK"	"Legal"	"- GBP"	"Latham & Watkins LLP"	"Latham & Watkins LLP"	"JS9846265/592976248"	"13/12/2018 07:02:42"	"http://www.jobserve.com/GnHlj"	NA	NA	"Graduate"	NA
"Senior Associate Project Assurance"	"- GBP"	"Reading, Oxfordshire"	"Permanent"	"Senior Associate Project Assurance"	"Reading, Oxfordshire - - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"A career within Information Technology Risk Assurance services, will allow you to develop and apply strategies that help clients leverage enterprise technologies so they can get a higher return on their investment, mitigate risks, streamline processes, and find operational inefficiencies. We assist clients in understanding and challenging their current risk profiles and develop strategies to build digital confidence by embracing opportunities to stay competitive through building trust and resilience into their technology systems. We cover a wide range of disciplines, including risk evaluation, operational and strategic Information Technology processes, project governance, application implementation, data integrity, cyber security, and accounting/audit. About the team Risk Assurance in the South East (RAiSE) is one of the largest businesses in PwC's UK firm and a strategic priority for growth. And we're growing. Fast. We provide external audit and risk assurance services to a broad range of clients, from large multinationals to tech start-ups, from our six offices. Our clients are from an incredibly diverse mix of sectors; from engineering to financial services and gaming to pharmaceuticals. Our proximity to big business means that you'll get to work on some of the largest and most complex projects across the firm and help to solve some of industry's most challenging problems, whilst maintaining an unparalleled breadth of client experience. All of our offices provide a supportive environment in which to grow and develop your skills. Outside of our client work, the offices have a great community and social programme. We pride ourselves on our community affairs activities from volunteering support and fundraising days. We have a lively and active social scene and numerous networks that you can involve yourself in. In the South East we take very seriously the Firm's commitment to ensuring that you can maintain a healthy balance in your working life. A significant number of our staff are on formal flexible working patterns and all of us are able to demonstrate everyday flexibility in our working arrangements. About the role The Technology Risk practice provides our clients with independent review and confidence in the technology decisions, applications and the platforms they operate. We partner with ourclients to provide assurance in relation to their activities spanning Technology Strategy and Transformation, IT Operations, Digital Integration and Emerging Technology as well as specialist Technology support for internal and external audit services. Technology and digital solutions have moved from being an enabler of business processes to becoming a key factor in long term business strategy. As clients identify and embrace new technologies and redesign their business operating models, the Programme and Projects Assurance team is growing to help our clients navigate the risks presented by what is often large scale change. PwC provides confidence over technology enabled business transformation programmes to ensure that agreed outcomes will be delivered and that risks are mitigated. Transformation programmes might relate to business systems such as SAP, Oracle, Workday, Salesforce and Microsoft Dynamics and include both traditional waterfall and Agile programme approaches. In addition, our team also assists our clients in developing and implementing programmatic enablers such as Portfolio Offices and Programme Management Offices across an organisation. You'll support the delivery of end-to-end delivery of strategy and transformation engagements for a range of clients. A highly motivated individual who is a keen programme and project assurance specialist, you'll build relationships with internal stakeholders and support and develop relationships with existing and prospective clients. Required Skills and experience. The ideal candidate will have expertise using leading portfolio, programme and project management practices such as agile project delivery, performance data analytics, programme management office development and operation and portfolio planning and delivery;. Experience of large transformation project/programme management. Experience of designing and implementing portfolio, programme and project management governance structures;. Experience of designing and implementing programmatic disciplines such as risk and issue frameworks and dependency management;. Benefits management experience including tracking benefits from identification to realisation;. Technology experience (eg but not limited to SAP, Oracle, Cloud. Mobile App or Artificial Intelligence). Project Management qualifications eg MSP, Prince2, MAPM, MoR, Agile, Scrum. Ability to communicate clearly with colleagues and clients at all levels, and excellent report writing skills. A proactive approach to problem solving and delivering client solutions whilst demonstrating integrity and courage to challenge the status quo. Can talk credibly with clients over technology challenges, issues and how to provide assurance. Assurance Assurance is a dynamic place to be right now, and the variety of opportunities on offer is unprecedented. It's work that really does matter. It matters for businesses, governments and society at large. Our team provides confidence on the most complex decisions companies have to take and this provides a wealth of opportunities to everyone who joins us and works with us. The skills we look for in future employees All our people need to demonstrate the skills and behaviours that support us in delivering our business strategy. This is important to the work we do for our business, and our clients. These skills and behaviours make up our global leadership framework, 'The PwC Professional' and are made up of five core attributes; whole leadership, technical capabilities, business acumen, global acumen and relationships. Diversity We work in a changing world which offers great opportunities for people with diverse backgrounds and experiences. We seek to attract and employ the best people from the widest talent pool, as well as those who reflect the diverse nature of our society. And we aim to encourage a culture where people can be themselves and be valued for their strengths. Creating value through diversity is what makes us strong as a business and as an organisation with an increasingly agile workforce, we're open to flexible working arrangements where appropriate. "	"Reading, Oxfordshire, UK"	"Legal"	"- GBP"	"Pricewaterhousecoopers LLP"	"Pricewaterhousecoopers LLP"	"JS10172677/600429933"	"11/12/2018 09:15:26"	"http://www.jobserve.com/Gmsv1"	NA	NA	NA	NA
