"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"duration"	"company_summary"
"Data Science Manager - Non-life"	"GBP"	"South East"	"Permanent"	"Data Science Manager - Non-life"	"South East - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Major insurer has a unique opportunity for a talented data scientist to provide a market leading technical pricing service for the Home business and help shape the development of data science techniques used in home pricing. In this exciting role, you will be responsible for the development of appropriate uses of machine learning techniques for Home Pricing, identifying opportunities for improvements to enable tasks to be performed in a more efficient manner. Acting as Subject Matter Expert and an ambassador for the technical pricing team throughout the business, you will develop data science skills throughout the team whilst building market-leading risk premium models. Candidates should have existing data science experience, and be proficient in the use of R/Python or similar software. Knowledge of Emblem, Radar, Classifier, and SAS also advantageous. "	"South East, UK"	"Science"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_85057/600714805"	"10/12/2018 13:04:23"	"http://www.jobserve.com/Gmhjb"	NA	NA	NA
"Data Science/Pricing - Based in Central London"	"GBP"	"London"	"Permanent"	"Data Science/Pricing - Based in Central London"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Fairbank Partners are working with a Central London insurer to source a Part Qualified with a keen interest in Data Science to join the Technical pricing team. The opportunity: Excellent chance to join a specialist niche insurer Work across various lines of business, including commercial Learn and use machine learning/data science techniques to enhance pricing Use R and Python Actuarial study support can be offered for those who want it The individual: Junior analyst with pricing experience Experience in R and Python is an advantage  "	"London, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_83939/598778686"	"06/12/2018 11:09:10"	"http://www.jobserve.com/GlxDi"	NA	NA	NA
"Business Analyst | Fast-Growth Fintech Software Provider"	"GBP"	"London"	"Permanent"	"Business Analyst | Fast-Growth Fintech Software Provider"	"London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Business Analyst |Fast-Growth Fintech Software Provider | LondonHarmonic are delighted to be recruiting on behalf of one of the most innovative Fintech SAAS start-ups in the UK with utilising Machine Learning and Artificial Intelligence technology. Due to their rapid growth of the last 2 years (400%) they are searching for a Business Analyst.They pride themselves on hiring the most dynamic and intelligent people in the market to support the business as it scales. In terms of culture everyone is young, passionate and sociable.The Role:Joining the company as a Business Analyst, you will be given the chance to shape ideas and define technology that disrupts the market. You would drive real improvements to the way that the business operates. The Business Analyst will work closely with internal and external stakeholders to crystallise business requirements and create accurate specifications.Duties:As the Business Analyst your daily duties will involve:Elicit, validate and consolidate the business requirements, that will influence the business solution designWork with the internal team and business partners to improve product, service and operational processesManage client engagements, relationships and delivery expectations.Create, review and analyse detailed documentation of business systems and user needs.Review technical documents with project staff to ensure business requirements are adequately met.Market monitoring and system benchmarking relative to industry leading solutions.What we need to see:At least 3 years of proven business analysis experience - working with business and IT stakeholders to transform business processes, drive efficiency and deliver robust solutions.Strong communication skillsGood knowledge of MS PackagesSalary: £40-50kIf you are interested - to be considered for the role please forward your CV or ring .Please feel free to circulate this with any friends or contacts that may be interested.Follow us on  "	"London, UK"	"Consulting"	NA	"GBP"	"Harmonic Group Ltd"	"Harmonic Group Ltd"	"JSB459BA2A/597175297"	"05/12/2018 18:32:11"	"http://www.jobserve.com/GlqIO"	NA	NA	NA
"Coastal Pricing"	"GBP"	"United Kingdom"	"Permanent"	"Coastal Pricing"	"United Kingdom - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Develop your actuarial career on the South Coast in this exciting and challenging pricing role, helping the business develop through applying your pricing expertise together with an analytical approach.  This position is ideal for an ambitious candidate with an innovative approach, and a track record of delivery across strategic projects, which could include GLMs, analytics, machine learning, and other cutting-edge techniques. Experience of leading and managing teams in a retail environment would be helpful. Strong technical skills with pricing and analytical software, including Earnix and SQL, will also be an advantage.  Contact us for more details on this fantastic opportunity.  Lance Randles, Partner M: (0)  E:  "	"United Kingdom"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_86397/602153604"	"11/12/2018 13:18:05"	"http://www.jobserve.com/GmuiF"	NA	NA	NA
"Senior Actuarial Analyst - Pricing"	"GBP"	"London"	"Permanent"	"Senior Actuarial Analyst - Pricing"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"A Lloyd's Syndicate are currently looking for an experienced Pricing Actuary to join their highly analytical pricing team to work across multiple lines of business. The ideal candidate will have at least 3 years worth of experience working within a Syndicate pricing role and be nearly or new qualified. They will need to be both highly analytical and also have strong communication skills, as the pricing team is Embedded within the Underwriting function. Experience of using either Microsoft Excel, Access, SQL is required and if they have had exposure of using Machine learning tools such as R or Python that would be a plus. If this role is of interest then please contact me on the below details: T:  E:  "	"London, UK"	"Finance"	NA	"GBP"	"IPS Group"	"IPS Group"	"JS7286_85365/600714784"	"11/12/2018 11:10:26"	"http://www.jobserve.com/Gmte2"	NA	NA	NA
"Bloomberg NEF, Emerging Technologies Senior Analyst/Associate"	"GBP"	"London"	"Permanent"	"Bloomberg NEF, Emerging Technologies Senior Analyst/Associate"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Bloomberg NEF (BNEF) is a leading provider of primary research on clean energy, advanced transport, digital industry, innovative materials, and commodities.With a team of experts spread across six continents, BNEF leverages the world's most sophisticated data sets to create clear perspectives and in-depth forecasts that frame the financial, economic and policy implications of industry-transforming trends and technologies.Available online, on mobile and on the Terminal, BNEF is powered by Bloomberg's global network of 19,000 employees in 176 locations, reporting 5,000 news stories a day.We are seeking a talented, highly-motivated Senior Analyst/Associate to join the BNEF analysis team and write research on the Internet of Things, machine learning, robotics and their impact on industrial processes, energy consumption, jobs, business models and environmental considerations.We'll trust you to:  Write in an engaging and developed manner so that the work is both informative and easy to read and understand  Identify market players, analyse their strategies and product offerings, and compare relative strengths and weaknesses, owning data-sets and models  Explain clearly how digital technologies work and how they might be used in industry  Collect and analyse quantitative information on technology costs  Engage with clients and industry figures regularly, through visiting their offices, speaking at conferences, attending working groups, presenting content to clients and prospects  Work with colleagues in your team and other teams to identify the potential impact of the technologies your team covers on the other topics that BNEF writes about You'll need to have:  A Bachelor's degree  2-3 years* of relevant experience, ideally within the industries of technology, power, oil, gas or manufacturing  Interest and knowledge of large and small technology and industrial companies, their business models and product offerings  Exceptional communication skills  Confidence conducting both numerical and qualitative analysis  Ability to quickly understand and communicate complex topics to non-specialist audiences Note: This is not a technical role in engineering or software programmingWe'd love to see:  Knowledge of software technologies, focused on data solutions, Internet of things, machine learning or related areas BNEF Team Ethos: To succeed at BNEF we need people who can work in an independent manner and show initiative to develop their own viewpoints, yet be collaborative with colleagues. We don't rely on the status quo, we look for innovative yet pragmatic thinking that turns big ideas into real insights and impact. Working at BNEF sometimes feels chaotic; we need teams that are both dynamic and structured to generate the unique perspectives our clients really value. Our teams are diverse, creative, focused, and fun!If this sounds like you: Apply if you think we're a good match. We'll get in touch to let you know what the next steps are, but in the meantime feel free to have a look at this:Bloomberg is an equal opportunities employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.*Please note we use years of experience as a guide but we certainly will consider applications from all candidates who are able to demonstrate the skills necessary for the role.Please make sure you mention VERCIDA when asked on your application how you found out about the role. "	"London, UK"	"Media"	NA	"GBP"	"Bloomberg"	"Bloomberg"	"JS71425/591758615"	"11/12/2018 09:18:23"	"http://www.jobserve.com/Gmsyr"	NA	NA	NA
"Senior Data Analyst"	"Competitive Salary + excellent benefits GBP"	"Milton Keynes, Buckinghamshire"	"Permanent"	"Senior Data Analyst"	"Milton Keynes, Buckinghamshire - Competitive Salary + excellent benefits GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Senior Data AnalystWe're looking for the right person to join our Analytics team, who has a passion for data, and is looking to develop in the largest non-food retailer in the UK. We have always been known as the place you get anything, and with hundreds of stores both on the high street and in Sainsbury's, why not a new career?Sainsbury's Argos has built its own Data Science and Machine Learning capability to automate and improve the millions of daily decisions required to provide great availability of products to our customers across multiple fulfilment propositions and at a competitive price. As a Data Analyst in the Commercial Supply function, you will join a team building predictive and prescriptive models to optimise commercial supply trade-offs, specifically but not limited to demand forecast, store assortment, inventory and customer service optimisation.What will you do?You will apply best-practice analytical techniques to procure, transform, prepare and store data for advanced analytics projects. Apply advanced analytical techniques to perform statistical analyses, develop predictive, prescriptive analytics and simulation/optimisation models. You will support the delivery of analytics-driven solutions, for instance by helping with data input quality checks or model output validation, working with IT and cross-disciplinary teams within the business.What are we looking for?A self-starter educated to degree level in a strongly mathematical subject who has:Curiosity and is eager to learn, develop and progress;A positive can-do attitude;Excellent problem-solving capability;An ability to work quickly and accurately under pressure with attention to detail.What do you need to know?Good coding skills (for example Python, R, VBA, C++) - we use Python in the team;Knowledge and understanding of database querying (eg Microsoft SQL, PostgreSQL, Access);Understanding of basic optimisation and/or forecasting algorithms (linear programming, linear regression, clustering algorithms, etc.).What will I gainAn opportunity to increase your data science and machine learning skill-set;Work with interesting problems;Be part of a team using cutting-edge technology. "	"Milton Keynes, Buckinghamshire, UK"	"Retail"	NA	"Competitive Salary + excellent benefits GBP"	"ARGOS"	"ARGOS"	"JS6382_1884661/599779832"	"08/12/2018 13:02:59"	"http://www.jobserve.com/GmELs"	NA	NA	NA
"Insurance-focused Data Engineer, Star Exclusive"	""	"London"	"Permanent"	"Insurance-focused Data Engineer, Star Exclusive"	"London"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Star Actuarial is working with a highly unique London-based insurance business looking to hire an experienced data engineer. This hands-on role within a small and tight-knit team will provide leadership on data strategy across the business.  You will have the ability to develop and implement data analytics structures and capabilities from scratch. With a culture of continuous refinement and improvement, you will work across a variety of individual areas, each with its own characteristics and drivers. Excellent future growth potential exists, with a view to recruiting a number of data scientists to support data analytics tasks utilising the framework you create. Experience within a similar context is a must, particularly with any knowledge of machine learning techniques and other cutting edge tools that can be creatively deployed to create additive and actionable business insights. A natural collaborator and an individual with a hands-on approach would suit the team well. This is a role for a candidate invested in the long-term, and someone who would want to share and participate in the growing success of this business. Contact us now for more insight into this incredible opportunity."	"London, UK"	"Finance"	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82833/599836900"	"08/12/2018 09:09:20"	"http://www.jobserve.com/GmDdD"	NA	NA	NA
"Pricing Manager"	""	"Haywards Heath, Sussex"	"Permanent"	"Pricing Manager"	"Haywards Heath, Sussex"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Pricing ManagerHFG are assisting a well-known personal lines insurer in their search for a new pricing manager to join their offices in West Sussex.This is a brilliant role for an experienced pricing analyst to step into a management position where they will have the opportunity to supervise a team of driven analysts. Key responsibilities - Develop complex pricing models through statistical techniques. - Make recommendations to senior stakeholders from the results of pricing analysis. - Develop pricing tools for new & existing products. - Develop and maintain MI packs for key measures and factors. - Provide regular reports on all analysis conducted by the team. - Play key role in the development of less experienced team members. Key requirements - At least 4 years of pricing experience with an insurance company. - Strong numerical academic background. - Effective communicator of complex concepts to less technical stakeholders. - Knowledge of SAS, SQL, R etc. - Experience of Emblem, Radar or Machine Learning techniques.  - Management experience is advantageous but not essential."	"Haywards Heath, Sussex, UK"	"Finance"	NA	NA	"HFG"	"HFG"	"JS7286_82574/598778794"	"07/12/2018 15:21:45"	"http://www.jobserve.com/Gl6KL"	NA	NA	NA
"Insurance Consultant (AI or Claims or UW specialist)"	"GBP"	"London"	"Permanent"	"Insurance Consultant (AI or Claims or UW specialist)"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Overview Big 4 Consultancy with openings for Management Consultants with a background in Insurance. The Insurance Transformation team is at the heart of supporting clients in shaping, planning and delivering critical business change. You will be focussing on the delivery of strategic changes that encompass innovation, customer experience, growth transformation, regulatory change and large scale cost reduction/efficiency improvements.  Role We are seeking professionals from the Insurance industry, or Consultants operating at Manager or Senior Manager Grades, who have strong Operational change experience specialising in either; Underwriting, or Claims, or Intelligent Automation (eg AI, RPA, EPA, Machine Learning or Cognitive). These are high profile roles, with accountability for the development and delivery of the Operations proposition, requiring supporting major bids and proposals. The Insurance Transformation team is a priority growth area with significant investment plans and big growth ambitions. Joining the team offers the opportunity to work with Insurance sector clients on exciting, high profile and leading edge engagements with the potential to: Rapidly develop your career by becoming part of a growing team Accelerate your personal development through varied and exciting client opportunities coupled with focused learning and development with a world class brand Develop yourself as a consultant, manager and leader  Main Duties and Responsibilities Using Insurance experience and knowledge, delivering complex streams of work within transformation programmes, setting up the engagement, scoping the work, planning the work and briefing and leading a team of consultants Build and maintain strong client relationships within the sector, leveraging proven industry content and delivery capability Solution development, showing a clear ability to enhance existing solutions, and develop new ones Strong bid management experience including presenting or pitching to clients to win new business People management, building a team of consultants with the right mix of grades, competencies and experience to support client opportunities and projected growth  Required Skills, Qualifications and Experience  * Detailed and applied knowledge of either underwriting, claims, or intelligent automation within the insurance sector * Prior experience in consulting or leading large scale, complex business and transformation programmes in the capacity of Project/Programme Manager applying relevant methods * In-depth understanding of the key industry, market and regulatory drivers shaping the Insurance/FS industry and an ability to articulate these by way of client opportunities "	"London, UK"	"Finance"	NA	"GBP"	"Sanderson"	"Sanderson"	"JS4968803/598453587"	"07/12/2018 13:33:41"	"http://www.jobserve.com/Gl5iQ"	NA	NA	NA
"Commercial Pricing Actuary - Newly Qualified Actuary"	""	"Bristol"	"Permanent"	"Commercial Pricing Actuary - Newly Qualified Actuary"	"Bristol"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Fairbank Partners are currently assisting a leading UK life insurer with their search for a Commercial Pricing Actuary.  The purpose of this role is to assist in optimising the pricing activity to improve market competitiveness. The opportunity will also include: Using market insight to recommend pricing strategy improvements. Assisting in the implementation of new modelling techniques, including; GLM modelling and machine learning. Internal and external stakeholder management.  The ideal candidate will be a Newly Qualified Actuary, with previous experience working within the pricing or product development team of a UK life insurer (experience from a range of product backgrounds will be considered). Good communication skills are essential."	"Bristol, UK"	"Finance"	NA	NA	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_85232/598778669"	"06/12/2018 11:12:53"	"http://www.jobserve.com/GlxGL"	NA	NA	NA
"Pricing/Data Science Analyst"	"GBP"	"London"	"Permanent"	"Pricing/Data Science Analyst"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"A highly successful London based insurer is looking to hire an experienced Data Scientist into their Pricing Team. This role will offer the opportunity work across both personal and commercial lines of business, predominantly within pricing but also some other areas of the business. The role will provide the opportunity work on a wide range of data focused solutions, from processing/manipulation to predictive modelling and machine learning.The successful candidate will have a very strong technical skill set and be highly proficient at coding in R, Python and/or similar. Experience managing large amounts of data is also a must, as well as experience working within development environments.A highly attractive salary plus bonus and benefits is on offer for this position.Eames Consulting is acting as an Employment Agency in relation to this vacancy. "	"London, UK"	"Finance"	NA	"GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_83909/598778438"	"06/12/2018 09:16:27"	"http://www.jobserve.com/GlweC"	NA	NA	NA
"Senior Data Scientist - NLP"	"55k - 70k Annual GBP"	"London"	"Unspecified"	"Senior Data Scientist - NLP"	"London - 55k - 70k Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - NLP London £55,000-£70,000 + benefits + bonus Do you want to be building solutions to the most challenging business problems, using the most cutting-edge tools and techniques? This is a brand-new opportunity to join a global company where small changes drive massive impact in saving or producing the company millions. This company is investing heavily into finding the next top talent Senior Data Scientist to champion exploratory approaches to machine learning techniques, specifically NLP. THIS COMPANY: This household-name company has a clear vision and business plan, emphasising on a future where customer experience is made simpler. Future plans include bringing artificial intelligence/AI and IoT into their day to day work.You will be joining a culture that pioneers innovation and initiation in product analysis, receiving excellent training and learning opportunities as you will be reporting into one of the leaders in this field. THIS ROLE: You will be working closely with a variety of business areas and with large messy data sets, using Python, to build tailored machine learning products to generate high value and higher impact for the company. Exploring machine learning techniques, including natural language processing (NLP) and building algorithms, in Python, for feature extractionBuilding machine learning models for feature extraction to develop upon brand-new and existing products, using PythonPerforming text analysis on social media textual data using NLP in PythonYOUR SKILLS AND EXPERIENCE: The successful Senior Data Scientist will have applied natural language processing techniques, using Python, to an industry problemThe ideal Senior Data Scientist will have developed machine learning solutions, in Python, for feature extraction to solve customer analytics problemsExperience performing natural language processing of textual data and creating insights that have been used to improve revenueAbility to effectively deliver complex technical concepts to non-technical management and stakeholdersTHE BENEFITS: £55,000-£70,000BonusPension"	"London, UK"	"Science"	NA	"55k - 70k Annual GBP"	"Harnham"	"Harnham"	"JS3561_36488561/596925986"	"06/12/2018 09:10:25"	"http://www.jobserve.com/GlwaW"	NA	NA	NA
"Business Development Manager - Data Analytics Experience"	"75k"	"Reading"	"Permanent"	"Business Development Manager - Data Analytics Experience"	"Reading - 75k"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Business Development Manager Experience of selling software solutions into Investment BanksSouth East - £75,000 Rocsearch are currently recruiting for a Business Development Manager to work in their highly successful team. They are an innovative technology provider specialising in social media analytics. Servicing a wide range of clients they are at the very forefront of their market and are looking to add this role purely because of growth.Essential skills include:Significant experience of selling complex software solutions into Investment BanksExtensive experience in sales of complex business analytics solutions, ideally within Predictive Learning/Analytics/Machine Learning.Proven track record in software salesExperience of big data, social media and research highly desiredThis will be an excellent opportunity for the successful Business Development Manager to take on an exciting role for a company with constant plans for growth and expansion in a worldwide market.Apply now.As a professional company we gladly welcome applications from persons of any age and background and do not intend to discriminate with advert text and terminology. "	"Reading, UK"	"Sales and Marketing"	NA	"75k"	"Roc Search"	"Roc Search"	"JS0434905F/587509516"	"05/12/2018 12:59:22"	"http://www.jobserve.com/GlnLf"	NA	NA	NA
"Data Engineer"	"60k Annual GBP"	"London"	"Unspecified"	"Data Engineer"	"London - 60k Annual GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"We are looking for Data Engineers who are ambitious, motivated, innovative, and organised. Our client is a rapidly growing organisation that marries cutting edge technology with large scale IT change management. With a team of world class technical consultants they are delivering significant changes within the financial services industry. Our client use techniques such as machine learning and artificial intelligence to help teams to foresee issues, improve productivity and deliver efficiently. We are looking for outstanding Data Engineers with experience in both Python and SQL who have a drive to be part of something disruptive and ground-breaking. You must have: 3+ years Data Engineering experience in Consulting/SI/Commercial/Banking3+ years experience with Python and SQLStrong Data Engineering and stakeholder management skillsGathering, challenging, documenting and presenting requirements in an Agile transformation programmeBusiness Analysis skillsKey skills and experience Solid knowledge of relevant technology conceptsExperience in large scale delivery programmes is a strong plusKnowledge of Data Science is desirableStrong communication skills, including prioritizing, problem solving and interpersonal relationship buildingProven time management with organization skills (must be able to prioritize workload and meet deadlines)"	"London, UK"	"Consulting"	NA	"60k Annual GBP"	"Birch & James Associates Limited"	"Birch & James Associates Limited"	"JS3561_36690907/596925416"	"05/12/2018 12:50:21"	"http://www.jobserve.com/GlnDs"	NA	NA	NA
"Interim Claims Director - Insurance"	"Excellent Day Rate/FTC Salary GBP"	"London"	"Contract"	"Interim Claims Director - Insurance"	"London - Excellent Day Rate/FTC Salary GBP"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"12- 18 month contract - Immediate Start Excellent opportunity for a Claims Director to work for this dynamic global insurance organisation. This is a high profile role whereby you will lead, develop and continuously improve the UK claims function and contribute to the overall business strategy.Key Responsibilities:Building a high performing culture which the function strives to consistently deliver 'best in class' customer service and is pro-active, agile and commercially minded in the handling and settlement of claims. Developing and embedding claims practices which ensure that claims indemnity spend is effectively controlled by providing fair and reasonable settlements and being effective in the identification and eradication of claims leakage and the repudiation of fraud. Setting, reviewing and monitoring claims KPls and taking necessary action to deliver to plan. Ensuring the claims function has the necessary capacity and capability to deliver on its goals through development and leadership of a high performing team; an effective resourcing and recruitment strategy; training; and performance management. Optimising the use of claims data and analytics to develop deep insight into the operation, claims spend and the external claims environment to inform and enhance the claims strategy and support day-to-day tactical decision making. Creating a highly efficient operation, through the development of a productive target operating model, the setting of clearly defined roles and responsibilities and the deployment of lean processes. Constantly seeking to identify opportunities to reduce costs through the appropriate use of automation and low-touch claims handling. Leading the on-going development of creative and innovative solutions for claims, including the assessment of digitisation opportunities including: advanced analytics; machine learning; chat-bots; and robotic automated processing (RPA) to determine where they could be cost effectively utilised to improve performance, customer service and/or reduce costs. Ensure implementation and adherence to group reserving philosophy, underpinned with strong controls and high quality standards which are audited and monitored. Effective interaction with the pricing, underwriting actuarial and head office claims teams contributing to the product and pricing strategy and keeping the technical teams abreast of claims insights, operational progress and development and emerging trends and inflationary issues. Keeping up-to-date with the external market trends and developments. Ideal Candidate Profile: The ideal candidate will be an experienced Claims Director with a proven track record of leading successful claims teams within a dynamic and growing Insurance business. You will have been involved in driving change management and leading transformation projects including claims management systems implementation ideally. You will have excellent leadership, influencing and presentation skills combined with the ability to motivate and inspire.Please note, you must be availble to start either immediately or on a short notice period. "	"London, UK"	"Finance"	NA	"Excellent Day Rate/FTC Salary GBP"	"Norrie Johnston Recruitment Limited"	"Norrie Johnston Recruitment Limited"	"JSNJR/RC219/578336925"	"11/12/2018 11:15:10"	"http://www.jobserve.com/GmtkN"	NA	NA	NA
"Senior Associate - Business Intelligence Analyst - West & Wales"	"- GBP"	"Bristol"	"Permanent"	"Senior Associate - Business Intelligence Analyst - West & Wales"	"Bristol - - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"A career within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive innovation, growth, and change within their organisations in order to keep up with the changing nature of customers and technology. We make impactful decisions by mixing mind and machine to leverage data, understand and navigate risk, and help our clients gain a competitive edge. Who we are looking for The use of data is becoming more and more important to our clients. To meet this growing demand, we are significantly investing in our practice globally to offer a wide range of data- related services, from data governance and data quality, through to strategy development, visualisation and advanced modelling and analytics. We are currently looking for an experienced Business Intelligence Analyst to join our growing Data and Analytics team in the West and Wales. We have ambitious plans and are looking for individuals who can develop and build our go-to-market propositions and excel in client delivery. About our team PwC works with some of the largest UK and International organisations, which are increasingly using data to drive their business, serve their customers and meet expected standards and regulatory requirements. As data becomes even more integral to the operations and management of our clients, the business environment in which they operate is becoming more complex. This introduces new and ongoing challenges to understand and make effective use of the data that they hold. It is essential that we are equipped to help our clients face these challenges and take advantage of the opportunities that new techniques and technologies present. Our Data & Analytics team works with clients to deliver crucial insight through data analytics, advanced modelling and data visualisation. We also help our clients to establish the right controls, processes and structures to ensure that decisions are based on accurate information. We often provide assurance that information and data provided to regulators and third parties is accurate, complete and can be trusted. What makes us different is our ability to combine data analytics and assurance with ourother offerings across the firm, enabling us to provide truly innovative services and solutions to our clients business and utilise industry leading data analysis techniques and approaches as part of excellence in client delivery. We are looking for motivated, enthusiastic individuals to join our Data and Analytics team in the West and Wales. The right candidate will have hands-on Business Intelligence experience, an eye for innovation to help us build client offerings, and an understanding of the markets in which we work. About the role PwC's strength is our ability to work with our clients on the key issues that impact their business and utilise industry leading data analysis techniques and approaches as part of excellence in client delivery. We are looking for motivated, enthusiastic individuals to join our DAA team. People with the right blend of hands-on data experience, an eye for innovation to help us build client offerings and an understanding of the markets in which we work. Responsibilities The successful candidate(s) will be Contributing to the growth of a fast-developing data science capability within the firm; Identifying opportunities to help our clients using data and analytics; Building proposals for our clients to help demonstrate how leading analytical techniques can solve their most pressing business problems and drive efficiencies and insight; Working on (and leading) client projects, from requirements gathering and solution design, through to delivery; Using a range of Business Intelligence tools and techniques to uncover insight and value; Presenting findings and deliverables to senior stakeholders in written reports, delivered presentations or interactive dashboards; and Coaching and mentoring junior members of the team in Business Intelligence tools,techniques and methodologies. Requirements Essential Skills Demonstrable work experience in business intelligence; Strong analytical skills and organisational abilities; The ability to capture business requirements and translate them into a technical solution; Fluency in at least one Business Intelligence tool such as Qlik, Tableau, Power BI orequivalent; Demonstrable experience of solving business problems using technical acumen andand analytical methodologies; Proficiency in using query languages such as SQL, Hive, Pig or similar; Great communication skills; An understanding of business operations, common business problems and the technology and techniques that can address them; The ability to develop strong client relationships; and Clear, articulate and confident written and verbal communication skills. Desirable Skills Not essential, but the successful candidate would ideally have Experience of working with big data technologies such as Hadoop, Presto, Redshift, Spark or similar; Experience of developing and implementing machine learning models; Demonstrable experience in project management and leading teams; Experience of coaching and developing other members of staff; A technical background in Mathematics, Computer Science, Data Analytics or similar; The ability to gain a UK Government Security Clearance; Experience of business analysis tasks and approaches; and Experience of working in cloud environments such as Azure, AWS or equivalent. About PwC We're one of the world's leading professional services organisations. From 158 countries, we help our clients, some of the most successful organisations on the globe, as well as its most dynamic entrepreneurs and thriving private businesses, to create the value they want. We help to measure, protect and enhance the things that matter most to them. The skills we look for in future employees All our people need to demonstrate the skills and behaviours that support us in delivering our business strategy. This is important to the work we do for our business, and our clients. These skills and behaviours make up our global leadership framework, 'The PwC Professional' and are made up of five core attributes; whole leadership, technical capabilities, business acumen, global acumen and relationships. Diversity We work in a changing world which offers great opportunities for people with diverse backgrounds and experiences. We seek to attract and employ the best people from the widest talent pool, as well as those who reflect the diverse nature of our society. And we aim to encourage a culture where people can be themselves and be valued for their strengths. Creating value through diversity is what makes us strong as a business and as an organisation with an increasingly agile workforce, we're open to flexible working arrangements where appropriate. "	"Bristol, UK"	"Legal"	NA	"- GBP"	"Pricewaterhousecoopers LLP"	"Pricewaterhousecoopers LLP"	"JS10286279/600429698"	"11/12/2018 09:14:40"	"http://www.jobserve.com/GmsvL"	NA	NA	NA
