"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"company_summary"	"category"
"Research Associate or Senior Research Associate in Video Monitoring -"	"GBP"	"Bristol"	"Permanent"	"Research Associate or Senior Research Associate in Video Monitoring -"	"Bristol - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Please Note: This is a \"rolling advert\" with a nominal close date only. Applications are welcome at any time and the timing of the selection process will be dependent on the applications received.An interdisciplinary research collaboration (IRC) led by the University of Bristol together with the Universities of Southampton and Reading, was awarded a grant in 2013 by the Engineering and Physical Sciences Research Council (EPSRC) of around £12 million. They worked in partnership with Bristol City Council, IBM, Toshiba and Knowle West Media Centre (KWMC).The collaboration, known as SPHERE (Sensor Platform for HEalthcare in a Residential Environment), developed home sensor systems to monitor the health and wellbeing of people living at home. In October 2018, the Sphere Next Steps project will enhance and extend the achievements of SPHERE and will primarily be focussed on the analysis of the health monitoring data captured at people's home. For example, the data will include subjects recuperating from a variety of ailments. With one RA already in place, the Visual Monitoring workpackage in the project is seeking to employ a second RA for a period of 2 years.The successful candidate will work together with several academic staff and the existing RA in a team to investigate algorithms and models for analyzing and understanding human behaviour and activity and behaviour, gait and facial and emotion expression in cluttered and uncontrolled home environments. The research and software development will involve feature detection and tracking, deep learning techniques, statistical modelling and analysis, the use of one or more cameras, and many other relevant topics. The post involves close collaboration with other SPHERE project personnel - from other workpackages within the project, including integration of other sensors, data fusion and data mining.The candidate should:Hold (or be currently in the completion stages of) a PhD degree in Computer Science or Electronic Engineering or a related discipline, in a field related (but not limited) to computer vision, machine learning, statistics or applied mathematics.Ideally also have experience in any one or more of the following: human tracking; multi-camera analysis; action and event recognition; object detection and recognitionHave excellent C/C++/Matlab/Python programming and systems integration skillsHave a good publication record in computer vision and/or machine learningShould be able to conduct research independentlyPossess excellent speaking and writing skills in English.This position is offered on a full time, open-ended contract, with funding for up to 2 years in the first instance, with the potential for a further extension.There is no formal closing date, but the start date for each post is flexible dependent on the circumstances of the successful candidates.For further details and application please contact:Prof. Majid Mirmehdi - Email:The University is committed to creating and sustaining a fully inclusive culture. We welcome applicants from all backgrounds and communities."	"Bristol, UK"	"Legal"	"GBP"	"University of Bristol"	"University of Bristol"	"JSACAD103493/593978400"	"03/12/2018 17:29:58"	"http://www.jobserve.com/GlSI6"	NA	NA	NA	NA
"German Business Administrator"	"GBP"	"Southampton, Hampshire"	"Permanent"	"German Business Administrator"	"Southampton, Hampshire - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"German Business Administrator Here at Old Mutual Wealth we are seeking a German Speaking Business Administrator to join our Client Services team based in Southampton. The team is responsible for providing full administration services to external customers (policy holders, intermediaries) and internal customers (colleagues from other departments within the Company) across the Old Mutual Wealth Norway/Sweden/Germany product range of Investments.This role is for a specialised project task particularly for the German side. Great attention to detail and experience in handling complex data is essential.The expected closing date for this role is as above, but all positions are filled on a rolling basis. We encourage you to apply early to avoid disappointment.Key Responsibilities and Scope of role: Process ManagementProvide information as requested by relevant methods internally and externally, to assist and enable company operations and effective service to customersResponsible for the accuracy of completed work. Interpret instructions and issues arising, and then implement actions according to administrative policies and procedures.Responsible for the completion of administrative tasks in the relevant area.Ensure personal statistics are up to date and accurate.When necessary update the departmental Intranet site.Provide MI Stats as and when applicable. Complete all tasks in line with service standards, procedures and compliance guidelines.Incorporate our group values and in accordance with departmental procedures, service standards, industry regulations and within cost and efficiency parameters.Ensure that all (area) works are undertaken in a timely way, in compliance with all SLA/KPIs In addition to the above, there may be some further administrative duties that you will carry out dependent upon the specific needs within business area.Continuous ImprovementChampion and lead a culture of customer service excellence and continuous improvement. Support, encourage and live the TCF customer principles whilst incorporating TCF initiatives.Ensure that opportunities for process and service improvements are encouraged and implemented.Assist with the development and monitoring of performance metrics/internal monthly scorecard for the team, and use these to drive and improve performance, drive out costs, add value, and improve customer service.Work with other Project teams to seamlessly integrate new activities. Focus on developing and implementing and sharing best practice.Self-Management Responsible and accountable for own personal development ie. prepare and actively operate personal training/development plans.Team MembershipFocus on developing, implementing and sharing best practices.Contribute to the development of team strategy and objectives ie team members, reviews, appraisals etc.Recognise the importance of working together as a team to maximise team, department and company results. Key Behavioural Skills: Focus on our values:Pioneering:Innovate, take bold steps forward Stand up for what's right Question convention and stay curiousDependable: Use expertise to deliver on promises Persevere to get the right outcome Act with focus and careStronger together: Collaborate, learn from experience, and adapt Share openly and transparently Listen, to include new perspectives Qualifications required: Advanced level written and verbal communication skills in the language in German is essential. Knowledge, Skills & Experience: Excellent Excel skills, and preferably experience with Access databases required. This role is for a specialised project task particularly for the German side. Great attention to detail and experience in handling complex data is essential.Previous project experience is desirable but not essential. Inclusion & Diversity:  We are committed to creating an inclusive culture which embraces diversity. We promote equal opportunities and ensure that no applicant is subject to less favourable treatment on the grounds of gender, marital status, nationality, ethnicity, age, sexual orientation, responsibilities for dependants, physical or mental disability. We select candidates for interview based on their skills, qualifications, experience and potential.Contact the Recruitment TeamIf you have a specific question about any of our vacancies please get in touch.Telephone: Option 6 Email: "	"Southampton, Hampshire, UK"	"Office and Admin"	"GBP"	"Old Mutual Wealth"	"Old Mutual Wealth"	"JS00001483/593980912"	"03/12/2018 16:29:37"	"http://www.jobserve.com/GlRW9"	NA	NA	NA	NA
"Senior Associate Risk Assurance Customer Analytics (Media) London "	"GBP"	"London"	"Permanent"	"Senior Associate Risk Assurance Customer Analytics (Media) London "	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"About the team We deliver actionable, data-driven insights to help our clients better understand their customers.. We combine unrivalled external and internal data sets to solve problems for clients across sectors such as retail, consumer goods, financial services and leisure & tourism. Our team of data scientists and industry experts use machine learning techniques and proprietary models to uncover the rich profile of customers' current and future behaviours to inform how clients can serve their customers better. About the role We are seeking candidates with strong advanced analytics experience to deliver projects in the customer analytics domain.In this role you'll Deliver work streams on client projects Propose data science problem solving approaches, and to think critically and creatively when considering a team members' proposed approach Provide guidance to peers and other team members Develop materials for assisting in pitching to clients Engage in thought leadership activities, and to contribute to the learning and development of colleagues Essential skills and experience Previous relevant experience providing advanced analytics in an industry settingProfessional record demonstrating business impact; domain experience in areas such as customer analytics, CRM, customer acquisition, marketing effectiveness, consumer sentiment and retail businesses will be beneficial.Excellent communication and presentation skills, including the ability to explain the findings of technical work to non-expert audiencesEnd to end project deliveryProven ability to handle multiple project commitments simultaneously Fluency with SQL and one of either R or Python in a data science contextStrong technical expertise in data science, statistical modelling and/or machine learning Academic background in a relevant quantitative field, eg statistics, engineering, computer science, with advanced degree (PhD/MSc) in one of these disciplines preferred."	"London, UK"	"Finance, Customer Services"	"GBP"	"PwC"	"PwC"	"JS26792BR/593980144"	"03/12/2018 14:14:58"	"http://www.jobserve.com/GlPxX"	NA	NA	NA	NA
"Commerial Claims Handler"	"35k Annual 00 GBP"	"Hounslow, London"	"Unspecified"	"Commerial Claims Handler"	"Hounslow, London - 35k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Commerical Claims Handler  £25k - £35k (Negotiable Subject to Experience) We are recruiting on behalf of a reputable and fast expanding UK Insurance firm. They are currently looking for an experienced and talented Claims Handler to join their Commercial Claims team. This is an exciting opportunity for the right person to gain a foothold within a growing organisation and advance in their career. The successful applicant will ideally have Cert CII or will be studying towards the qualification. Previous insurance claims experience from a broker or insurer background is essential. You will also need a firm understanding of General Insurance principles and regulations, and have proven experience dealing with Commercial Insurance risks. Naturally, you will also need fantastic customer service skills and be highly organised. Key Skills and Experience: Must have Commercial Insurance knowledge (Cert CII or studying towards qualification)Experience handling Professional Indemnity and Medical related claims an advantageManaging and processing claims - liaising with customers, 3rd parties, investigating and arranging paymentAttending face to face meetings with 3rd parties - developing strong working relationshipsProducing reports and statistics on performance of claimsProviding excellent customer serviceBuilding knowledge of policy wording to ensure claims are processed effectively and are validUpdating customers and providers on where they are in the claims processLooking at ways of improving processes and procedures Working as part of a team to achieve company goalsEnsuring compliance is consistently achievedExcel, Outlook and Word competentProfessional telephone manner, tactful and empatheticResults and target driven with previous claims experienceTeam player with strong work ethic and ability to overcome objectionsAbility to work independently, using personal judgement whilst operating within specific guidelines when dealing with claims."	"Hounslow, London, UK"	"Other"	"35k Annual 00 GBP"	"DreamSearch Ltd"	"DreamSearch Ltd"	"JS3561_36137879/575211187"	"03/12/2018 14:06:00"	"http://www.jobserve.com/GlPqw"	NA	NA	NA	NA
"Retail Sales Advisor"	"10.00 - 13.00 Annual GBP"	"London"	"Unspecified"	"Retail Sales Advisor"	"London - 10.00 - 13.00 Annual GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Retail Sales Advisor - Top luxury brand.* London - multiple locationsOur client a luxury international brand is currently looking for a number of retail staff to work in exclusive high end Retail Sales Advisor roles.The role is initially temp for up to 12 weeks but for the right candidate could offer a permanent opportunity after this time.Working with a product that is flying off the shelves your role will be;* Promote the product and drive sales* Ensure your concession area in store is always looking its best with product and product details clearly on show* Interact with the customer and solve their solutions by selling the product.Skills required* You will be an experienced retail advisor*. Experience in technology or beauty retail highly desirable but other areas of retail also considered* You will be responsible for managing your concession area and promote the brand* Your focus will be on providing the customer with the best service possible*. You will be responsible for reporting back to your area manager and logging daily statisticsWhat's on offer* Fixed shifts, 5 days per week (possibly to include weekends - variable opportunities available)* Great brand, Central location and holiday pay.If you are keen to be considered for this Retail Sales Advisor position please apply online now.Crone Corkill is a service driven recruitment consultancy. "	"London, UK"	"Retail"	"10.00 - 13.00 Annual GBP"	"Crone Corkill"	"Crone Corkill"	"JS3561_36523529/566884724"	"03/12/2018 09:58:53"	"http://www.jobserve.com/GlMmY"	NA	NA	NA	NA
"Data Analyst"	"21k Annual GBP"	"Bristol"	"Unspecified"	"Data Analyst"	"Bristol - 21k Annual GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"You'll work in our Pricing, Portfolio and Insurer Relationship team performing multidimensional analysis and report on the performance of the Groups product lines using data insight to support the delivery of volume and profit targets of the business. In this role, you'll use the analysis and reports you produce to shape our pricing models and make recommendations. This is Brightside Insurance  Brightside Insurance is a growing Top 30 insurance broker, a specialist in providing niche insurance solutions, we provide a diverse portfolio of personal and commercial products to our customers through a number of dedicated brands which include; 'Brightside Insurance', 'Commercial Vehicle Direct' and 'One Insurance Solution', we also partner with the some of UK's top Insurance Companies. Our people are the life of our business - with nearly 500 employees across three offices. We pride ourselves in delivering great results through a combination of hard work, collaboration and dedication. Working for Brightside is all about making a difference. A difference for our customers and for our business. It's about putting our customers at the heart of what we do - doing the right things and doing them well. At Brightside we have created an environment which empowers individuals and rewards hard work. This is the salary on offer  Subject to your experience, we are offering a starting salary of up to £21,000. This will be reviewed after successful completed your probation with a salary increase of up to £23,500. This is who you are  To be considered for this role you'll need to have worked in a Data Analyst role the following qualifications and experience;  A 2:1 degree within a Maths, Statistics or a Computer Science related subject & an A in A-Level Maths (or an equivalent level of work experience)  Excellent numeracy skills  Excellent attention to detail  Data manipulation and reporting skills  Ideally you'll have an understanding of Statistical Modelling  Strong communication skills  Excel knowledge (ability to build spreadsheets)  SQL coding experience would be favourable as would knowledge of Tableau (or similar) This is the job  You will perform multidimensional analysis and report on the performance of the Groups product lines using data insight to support the delivery of volume and profit targets of the business. You'll use the analysis and reports you produce to shape our pricing models and make recommendations. We'll require you to regularly review sales, income & profit of written business through the Groups product lines highlighting issues or significant changes. You'll provide pricing input to other areas of the business to support best decision outcome for Brightside and Insurer partners and highlight perceived business risks generated by activities of the group or pricing team. These are the benefits we provide  You'll receive;  22 days holiday  PLUS you'll get your birthday and bank holidays off  We offer a pension scheme  For peace of mind you'll get Life Insurance cover of 4 times basic salary (plan limits apply)  We give you access to a discount site for things like eating out, health and leisure, family fun and more  Access to hundreds of pounds worth of health care and treatments via our Health Cash Plan  You'll also get access to the 24/7 Employee Assistance Programme. Our location  You'll be based at our office Bristol, BS35 4BL. Your personal information  When you apply for this job, the Brightside Group will use, store and share your personal information.  The Brightside Group only accept applications from people over the age of 16 excluding apprenticeships. Any applications received from children under the age of 16 will be rejected, and their details erased. If you are under 16 and would like to apply for an apprenticeship, written permission from your parent/legal guardian is required. This must provide consent for the Brightside Group to use, store and share your personal information for the purpose detailed in our Privacy Policy. Without consent, your application will be rejected, and any personal information received will be destroyed. We look forward to receiving your application. "	"Bristol, UK"	"Office and Admin"	"21k Annual GBP"	"Brightside Group"	"Brightside Group"	"JS3561_36457263/587224785"	"03/12/2018 07:54:49"	"http://www.jobserve.com/GlKj8"	NA	NA	NA	NA
"Senior Administrator (CETC Training Centre)"	"22k Annual GBP"	"Gosport, Hampshire"	"Unspecified"	"Senior Administrator (CETC Training Centre)"	"Gosport, Hampshire - 22k Annual GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Highly organised Administrator needed for CETC - Civil Engineering Training Centre Working Week 0 Monday to Friday (occasional weekends may be required to support CPCS testing) Job Description Coordination of administrative process at CETCCoordination of all CETC bespoke in-house marketing activities in liaison with the College's Marketing ManagerLiaison with all external stakeholders (Governors, employers, schools, VIP visitors) to ensure events are fully attended.Plan and organise all bespoke events (eg guest visits) and ensure that all allocated support staff are fully briefed and prepared to play their supporting roles.Act as the key point of contact for all support services based at Bishopsfield Road Campusfor ensuring identified information requests are complied with eg MIS, Finance.Coordination of all admin/clerical/secretarial services ensuring:Provision of appropriate administrative support for the Centre;Operation of the College's information and reporting systems;Maintenance of high standards of service in accordance with Customer Service agreements and quality assurance standards;Acting as minutes secretary at all formal CETC meetings if required and undertaking assigned duties associated with meetings - SCEEG and its sub-groups;Appropriate liaison with staff, the Management Team, Governors, external agencies etc. ensuring a high level of discretion and confidentiality;Maintenance of area specific systems for monitoring and developing the service;Co-ordination of essential central recordsand policies, including ensuring these are updated and comprehensive;Maintenance of a regular archiving process for redundant/obsolete files;Providing support for specific projects undertaken by the Centre;Organisation of photocopying and maintenance of local stationery stocks;Staff and student absence recordingStudent Support: Acting as the focal point for all Apprentices,FT & PT students for student enquiries and the management and organisation College services to students, including: Assistance with applications/admissions work and effective liaison with the relevant central and cross-College staff focusing on pastoral care;Appropriate liaison with employers and appropriate agencies;High quality responses to enquiries;Maintenance of statistics/records;Assistance with the preparation of appropriate documentation.Liaison with Management Information Systems: Participation in regular meetings with Information Services to support efficient recording and retrieval of student data.Participation in the College's Appraisal Scheme and undertaking any professional development as identified with your line manager.To adhere to College Health and Safety and Equality & Diversity Policies and comply with relevaNT legislation.To undertake such other duties as may be reasonably required of you commensurate with the grade, at your initial place of work or at any of the other College sites determined by the Principal.Person Spec At least 5 years' experience as an administratorExcellent communication skillsExcellent telephone skillsOffice suite proficientAble to work alone and as a part of a teamOwn transport essentialHighly developed filing skillsAble to work with a range of students and their associated needsAmbitiousUnderstanding of Construction Industry - ideally civil engineering"	"Gosport, Hampshire, UK"	"Office and Admin"	"22k Annual GBP"	"Blanchard Wells Limited"	"Blanchard Wells Limited"	"JS3561_36529331/566884903"	"03/12/2018 07:28:09"	"http://www.jobserve.com/GlKA9"	NA	NA	NA	NA
"Legal Entity Controller, Associate"	"GBP"	"London"	"Permanent"	"Legal Entity Controller, Associate"	"London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Company ProfileMorgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries. As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. Morgan Stanley can provide a superior foundation for building a professional career - a place for people to learn, to achieve and grow. A philosophy that balances personal lifestyles, perspectives and needs is an important part of our culture.Department ProfileThe Finance Division reports to the Chief Financial Officer and consists of some 3,000 employees worldwide. Finance protects the Morgan Stanley franchise by serving as guardian of the Firm's books and records and by contributing to Firm wide risk management and risk reduction. This division maintains relationships with Morgan Stanley's various industry and government regulators and also serves as the conduit of financial information to the outside investment community. Finance plays a critical role as advisor to Morgan Stanley's various businesses and its senior management team. Team ProfileThe specific role is in the Global Corporate Controllers (GCC) group. Within the Global function, this role will be in the London Office of Morgan Stanley, specifically in the Legal Entity Control (LEC) area. The London LEC team consists of 15 staff, working on a range of projects, regulatory and statutory reporting and control functions, specific to the main PRA regulated entities in the Morgan Stanley group. Regulated entities controlled by the team has a balance sheet >$450Bn and annual revenues >$5Bn. Primary ResponsibilitiesA legal entity associate level role exists for an individual with good financial accounting skills and a strong sense of guardianship. The candidate must have well-developed communication skills (both written and verbal) and be able to build a high level of credibility with management. The key responsibilities of the role are: - Production of key month end adjustment process required for IFRS reporting including presentation of results to Executive Director for sign-off; - Preparation and delivery of Profit & Loss (Revenue and Expense) reporting to tight deadlines including commentary supporting monthly and quarterly movements including presentation of results to Executive Directors for sign-off; - Preparation and delivery of additional external reporting including Federal Reserve, and U.S. Securities and Exchange Commission reporting as well as Office for National Statistics submissions including presentation of results to Executive Directors for sign-off where required; - Monthly due diligence and sign-off of account balances; - Liaise with various Product Control, Expense Control, Tax and Transfer Pricing Control groups around the globe; - Liaise with Controllers of branches of the entities; - Involvement in developing and re-engineering existing processes through exposure to key firm projects; and - Escalation of issues to Management. The role provides an excellent exposure to a broad range of financial issues, corporate governance and product accounting and involves regular interaction with a varied range of groups.Qualifications Skills required (essential)We are looking for a candidate with the following attributes:-  - Strong time management skills  - Inquisitive and analytical minded. - Highly committed and self-motivated. - High regard for attention to detail and accuracy. - Must be confident and have strong communication skills. - Providing timely, accurate and professional responses in a deadline driven role is one of the main focuses of the group. - Strong verbal and written skills are required. The ability to work in a team environment is essential. - Pro-active in solving ad hoc requests/issues. - Good computer skills. Advanced Excel skills. - Qualified ACA or equivalent or studying towards this. Skills desired - Knowledge of financial products or experience in an investment banking environment would be beneficial. - Knowledge of IFRS and US GAAP accounting.Morgan Stanley is an equal opportunities employer. We work to provide a supportive and inclusive environment where all individuals can maximise their full potential. Our skilled and creative workforce is comprised of individuals drawn from a broad cross section of the global communities in which we operate and who reflect a variety of backgrounds, talents, perspectives and experiences. Our strong commitment to a culture of inclusion is evident through our constant focus on recruiting, developing and advancing individuals based on their skills and talents. "	"London, UK"	"Legal"	"GBP"	"Morgan Stanley"	"Morgan Stanley"	"JS3123825/590455203"	"02/12/2018 15:41:55"	"http://www.jobserve.com/GlFNt"	NA	NA	NA	NA
"Night Manager"	"24k Annual GBP"	"London"	"Permanent"	"Night Manager"	"London - 24k Annual GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"The hotelThe Dixon, Tower Bridge, a new boutique style hotel part of Autograph Collection Hotels is scheduled to open its doors in late 2018. Taking centre stage in the Tower Bridge neighbourhood on Tooley Street, The Dixon, Tower Bridge, Autograph Collection is set to be become a new cultural hub for the capital's centre of artistic activity. Named after John Dixon Butler, the architect who originally constructed the building in 1905 as a Magistrates Court and police station, the hotel takes inspiration from the area's vibrant cultural heritage, while also capturing its new wave of creative cool. The 193 rooms will redefine the traditional boutique hotel by seamlessly incorporating the local neighbourhood's culture through an artful mix of heritage design. Think simple brickwork, tall windows and modern furniture from British designers that will sit alongside more classic pieces, whilst curated artworks from local artists will hang on the walls. Cleverly reflecting the buildings purpose as a courtroom, the restaurant will serve as a neighbourhood oasis that will welcome not only hotel guests but also the local trade.Service expectationAn individual, whose personality shines in the service they provide with the ultimate aim to create memories \"Exactly like nothing else\". A passionate professional who understands and actively promotes, lives and shares his/her knowledge about the brand's 4 pillars: The vision of an individual - product of passion; understand and showcases passion for the brand/hotel and vision we stand for. Heartfelt design - purposeful and uncompromising; fully aware of the fascinating history behind the building and shares this with our guests. A mark of craft - unique skill and expertise; aware and promotes the concept of Shakedown coffee actively in business. A role in the locality - rooted in the local; in the know of the local area and is able to recommend local specialities, unique placesKey responsibilities People To take overall responsibility for the safety and welfare of all guests and staff in the hotel during the night hours. To ensure the smooth operation of the night shift, including supporting the reception team as well as any other department operating overnight. Inform the housekeeper, the concierge, room service, etc. of special requests, early and late departures, room changes, taxis, newspaper requests and all other important information. Train Night Receptionist Staff on new policies and procedures. Receive sickness reports during the night service for all departments of the hotel, pass these on to the corresponding departments and obtain replacement Team Members as necessary. Has the ability to offer insightful and bespoke recommendations based on individual guest preferences and be able to maintain a high level of product and service knowledge in order to best serve and facilitate guest requests. To seek ways to maintain, improve and effectively work within the Front of House teams. Supervises, motivates and drives the Reception team in the performance of their duties, with special focus on up-selling opportunities, Marriott Rewards promotion and delivering the brand promise. Conducts on-the-job training and coaching in accordance to standards. Handles VIP arrangements, including but not limited to, room assignment, personalized welcome and pre and post-arrival contact when necessary. Ensures that all guest-related incidents are resolved and followed-up. Carries out daily briefings with the team, providing direction, support and any relevant information to the rest of the team. To perform other duties or responsibilities as assigned. Quality To be fully conversant with the Hotel Emergency and Evacuation procedures, ensuring all night reception team are competently trained in such procedures and to conduct regular emergency procedure checks. Ensure consistently high standards of presentation are maintained for the department, product and all personnel on duty. Ensure all legal, health and safety standards are adhered to, including provisions of the Licensing Act. Dealing with any crises/incident according to company standard guidelines. Represent the General Manager and Front of House Manager in their absence. Take over from the previous shift and pass on all relevant information to the next shift, including the volume of business, special guests/events, and items to be clarified/completed. Know all the functions of the computer system and eliminate minor/standard errors in the hardware or software. Ensure that all interfaces are running. Carry out the daily closing and a data backup of the software system for Reception and accounting. Be responsible for maintaining order, safety and security in the hotel. Carry out regular rounds and check all areas of the hotel. Undertake regular inspections in the reception and hall area to ensure that the installations and equipment are in a clean, perfect condition, well maintained and are replaced/renewed as required. Document all significant events during the night in the logbook which is passed on to the Front of House Manager. Responsible for the orderly sequence of works (daily accounts closing, etc.) during the night. Is able to complete all tasks on his/her designated task list in a timely and efficient manner while ensuring all necessary follow-up and communication is complete prior to ending a shift. Understands and is fully conversant with the systems in use, standards of performance and job description. Understands and is conversant with the Computer Systems in place, Marriott Global Source, Guest Voice and any other relevant systems. To contribute to regular departmental communications meetings ensuring objectives are reviewed and results monitored and minutes recorded as required by the Front of House Manager. To be aware and comply with safe working practices as laid down under the Health and Safety Act as applicable to your place of work. This will include your awareness of any specific hazards at your work place.Profit To understand the Hotel Early Bird Report. This report informs all the Heads of Department and Hotel Owner about the Statistics of the previous Day. Assists the Front of House Manager in the administration of the department. Demonstrates excellent knowledge of room categories, hotel facilities, rates, packages and any ongoing promotions. Maximizes occupancy and helps optimizing the RevPAR by adjusting the selling strategy under the recommendations of the Revenue Manager. Supervises, motivates and drives the Reception team in achieving KPI, with special focus on up-selling opportunities, Marriott Rewards promotion and delivering the brand promise. Ensures follow-up of no-show charges, charge-backs and outstanding payments. Coordinates the stock order and take for the department. - Previous guest exposure in the Tourism and Hospitality Industry desired - Previous related Night Manager experience from a busy 4* or 5* hotel environment - Genuine passion for delivering inspirational guest service at all times- Proven ability to work well under pressure in an organized manner- Inspirational and motivating attitude- Good knowledge of Microsoft Office, PMS such as Opera, Internet - Knowledge of the guest Internet access (both wired connection and wireless), television systems, iPod docking stations and entertainment systems (Media Hub), HOTSOS (and any other in room technology) and telephone system in order to assist with problems. Strong leadership skills Excellent level of English Approachable, professional and an eye for detail. Good knowledge of dealing with crises. A real drive to grow your career within the Hospitality industry Personality and Leadership potential "	"London, UK"	"Hospitality"	"24k Annual GBP"	"The Dixon Autograph Collection"	"The Dixon Autograph Collection"	"JS5431_603019/583834481"	"02/12/2018 15:09:20"	"http://www.jobserve.com/GlFLJ"	NA	NA	NA	NA
"Trainee Commercial Officer"	"GBP"	"Norfolk"	"Permanent"	"Trainee Commercial Officer"	"Norfolk - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"We are currently looking to recruit a number of positions within our organisation to aid with the successful implementation of our business plans. We have the following vacancy, based at our Dereham depot: Trainee Commercial Officer We are looking for an exceptional individual to take up this great opportunity for training in all aspects of the commercial planning function of a local bus operator, which may offer a springboard to a wider career within the bus industry. Based in our Dereham depot, but willing to travel by public transport around East Anglia to meet people and experience the product, you will have a sympathy for the public/sustainable transport agenda. You will have an appetite for analysis of information and comment to make real life decisions, and a capacity to prioritise and organise accurate work within strict statutory deadlines.  Training as a scheduler of timetables and duties is a key part of your role, but you will also play a crucial part in supporting our digital information systems, analysing data, and fares planning. (Digital systems include fares, data analysis, schedules statistics, digital timetables, website information and Real Time information. Training will be provided for all these activities).  This role will require excellent IT and communication (both written and verbal) skills and you will need to be keen to liaise with team members, customers and local authorities. This is a graduate level role and might suit a recent (numerate) graduate looking for a career opportunity or someone with experience of using the skills that we need.If you are interested in the above please e-mail with a CV and covering letter by clicking the 'apply via email' button. "	"Norfolk, UK"	"Logistics"	"GBP"	"Konectbus"	"Konectbus"	"JS6295_329916730/591230540"	"02/12/2018 13:13:42"	"http://www.jobserve.com/GlE6T"	NA	NA	NA	"Graduate"
"Junior Analyst"	"28k Annual GBP"	"London"	"Unspecified"	"Junior Analyst"	"London - 28k Annual GBP"	"Unspecified"	"Posted: Saturday, 1 December 2018"	""	"If you're looking for analyst graduate jobs in London and you're interested in working for a digital music platform that is transforming the education sector, you're in luck! This pioneering EdTech company are now looking to add a Junior Analyst to their rapidly growing team. Company profile In this Junior Analyst job, you will be joining a forward-thinking EdTech company, whose unique platform that is used in hundreds schools all over the world. Recognising the connection between singing and wellbeing, their core aim is to introduce singing within every educational setting. Having already been proved to improve development and mental health amongst children, they are big believers in the positive impact of music and singing in junior education. Job description In this Junior Analyst job, you will quickly become a key part of the business, taking on a real range of responsibilities in an exciting startup environment. Day to day, you will be controlling and coordinating critical business systems, plus supporting the development, testing and implementation of new projects across all systems. You will need to have an interest in tech and at least 1 years' experience in a similar analytical role, as you will be required to create informative reports and analysis that will allow for meaningful business insights across the company. Key responsibilities In this Junior Analyst job, your responsibilities will include: Administration of business systemsAssisting and advising other departments on operational tasks and queriesWorking closely with the Operations & Project Manager to ensure data integrity and healthy data flow between systemsSupporting development, testing and implementation of new projects and functionality across all systemsProviding hardware support, including issue support and replacement of parts/suppliesProviding essential business software support, including advice on how to use the software, issue support and escalation where necessaryProducing and distributing regular company reports and analyticsKeeping abreast of current legislation and practices surrounding customer dataSo, what are we looking for? A 2.1 degree from universityAn enthusiastic team player with at least 1 years' experience in a relevant roleA problem-solver with excellent attention to detailExperience of a CRM system is essentialExperience of working with data sets of varying sizeA genuine interest in data analysis, insights and statisticsA thorough understanding and experience of office-based information management and communication systemsWhat else is on offer? A competitive salary between £25,000 - £28,000The chance to join an exciting startup company who are really making a differenceA fantastic startup environmentThe chance to take on big responsibility, and have a tangible impact on the direction of the companyLooking for analyst jobs in London and want to join a fast-growing tech startup? If you're an logical problem solver with experience working with data, apply for this Junior Analyst job in London today! "	"London, UK"	"Media"	"28k Annual GBP"	"Give A Grad A Go Ltd"	"Give A Grad A Go Ltd"	"JS3561_36701282/591359821"	"01/12/2018 11:17:21"	"http://www.jobserve.com/Gk0BR"	NA	NA	NA	"Graduate"
