"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"	"category"
"Graduate Programme - Data and Analytics"	"£31,850"	"London"	"Permanent"	"Graduate Programme - Data and Analytics"	"London - £31,850"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Job Description:About the programme The aim of this two year programme is to equip you with the knowledge, skills and experiences you'll need to become a leading data professional. Our Data and Analytics programme specifically focusses on helping the business put data at the core of its decision making and ensuring the business is able to make well informed, fact based, data driven decisions. You will learn how we are fundamentally changing how data drives customer experience; ensuring data is at the heart of how we contact our customers, making every interaction with them personal, timely and relevant. You will be rewarded with a starting salary of £31,850. On top of your salary you'll also have access to our flexible benefits package. During the programme you'll look forward to. Learning the technical skills needed to succeed as an analyst. Interrogating, interpreting and visualising large volumes of data. Learning how to articulate complex situations and technical work to non technical stakeholders. Driving the use of data to ensure better customer engagement. Developing confidence, influencing and stakeholder management skills After a full induction the programme is structured around four, six month rotations, based in different areas of the Data function. On completing the programme, we hope to see you join us in a permanent role. We'll be advising you on career development throughout, but particularly during your last rotation we'll focus on which roles you could step into next. The Data & Analytics Pathway is excellent preparation for a wide range of career paths, and some of the possible next roles to move into could include. Data Scientist. Data Analyst. Data Engineer Supporting you We pride ourselves on the professional support we offer our graduates, and the friendly, down to earth community our graduates have shaped themselves. Before you start, you'll be paired with a 'buddy' (a graduate already on the programme) who'll be there to help you get settled, answer any questions, and share their experiences. You'll also be assigned a Graduate Coach and a Placement Manager. Your Graduate Coach will be there to provide support throughout the programme, and will work with you to create a personal Capability Plan; your Placement Manager will provide rotation specific support, and will change with each placement. Together, they'll help you reflect on your progress, develop your career, and build your professional network. "	"London, UK"	"IT"	NA	"£31,850"	"RBS"	"RBS"	"JSAECCB4E4DA81C80C/596796657"	"03/12/2018 19:50:53"	"http://www.jobserve.com/GlTCo"	NA	NA	"Graduate"
"Graduate Programme - Data and Analytics"	"£31,850"	"Edinburgh, Scotland"	"Permanent"	"Graduate Programme - Data and Analytics"	"Edinburgh, Scotland - £31,850"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Job Description:About the programme The aim of this two year programme is to equip you with the knowledge, skills and experiences you'll need to become a leading data professional. Our Data and Analytics programme specifically focusses on helping the business put data at the core of its decision making and ensuring the business is able to make well informed, fact based, data driven decisions. You will learn how we are fundamentally changing how data drives customer experience; ensuring data is at the heart of how we contact our customers, making every interaction with them personal, timely and relevant. You will be rewarded with a starting salary of £31,850. On top of your salary you'll also have access to our flexible benefits package. During the programme you'll look forward to. Learning the technical skills needed to succeed as an analyst. Interrogating, interpreting and visualising large volumes of data. Learning how to articulate complex situations and technical work to non technical stakeholders. Driving the use of data to ensure better customer engagement. Developing confidence, influencing and stakeholder management skills After a full induction the programme is structured around four, six month rotations, based in different areas of the Data function. On completing the programme, we hope to see you join us in a permanent role. We'll be advising you on career development throughout, but particularly during your last rotation we'll focus on which roles you could step into next. The Data & Analytics Pathway is excellent preparation for a wide range of career paths, and some of the possible next roles to move into could include. Data Scientist. Data Analyst. Data Engineer Supporting you We pride ourselves on the professional support we offer our graduates, and the friendly, down to earth community our graduates have shaped themselves. Before you start, you'll be paired with a 'buddy' (a graduate already on the programme) who'll be there to help you get settled, answer any questions, and share their experiences. You'll also be assigned a Graduate Coach and a Placement Manager. Your Graduate Coach will be there to provide support throughout the programme, and will work with you to create a personal Capability Plan; your Placement Manager will provide rotation specific support, and will change with each placement. Together, they'll help you reflect on your progress, develop your career, and build your professional network. "	"Edinburgh, Scotland, UK"	"IT"	NA	"£31,850"	"RBS"	"RBS"	"JS30A5CD3DDDDA68C9/596796661"	"03/12/2018 19:25:54"	"http://www.jobserve.com/GlS6j"	NA	NA	"Graduate"
"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"£40k - £55k per annum + Benefits"	"Oxford, Oxfordshire"	"Permanent"	"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"Oxford, Oxfordshire - £40k - £55k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Computer Vision Engineer - 3D Sensing, Machine Learning, Data ScienceOxfordshire - Oxford£40,000 - £55,000 per annum + benefits Our client are seeking a Computer Vision Engineer to join the team based in Oxford. Due to the successful growth and investment in the business the company is looking to expand its Computer Vision team which plays an integral part in developing machine vision algorithms. As part of the Data Scinece team you will be working with cutting edge computer vision technologies in an established team who pride themselves working at the forefront of technology, 3D sensing experience is an esstential criteria to the role.The successful Computer Vision engineer will have a relevant PHD in Computer Vision or Data Science including 3D sensing/image processing. You will have experience in the following areas;Key ExperienceComputer vision3D Sensing Data ScienceMachine Vision/LearningAlgorithm developmentMatlabExperience in the following areas would be advantageous;Experience with neural networks or deep learningDevelopment experience with C++ or C#Version control software ie Git, SVN etc.If you are looking to work for an exciting high-tech company working where you will pay a pivotal part in contributing to technically demanding projects then please send your CV for immediate consideration to (see below) or call.Keywords: Data Scientist, Data Science, Data Analysis, Matlab, R, Image Processing, Computer Vision, 3D Sensing, 2D, Big Data, PhD, Algorithm Development, Machine Learning, Machine vision, AI, Oxford, Oxfordshire."	"Oxford, Oxfordshire, UK"	"IT"	NA	"£40k - £55k per annum + Benefits"	"Spectrum IT Recruitment (South) Ltd"	"Philip Meehan "	"JS-PM.CV2.OX2"	"07/12/2018 16:02:57"	"http://www.jobserve.com/Gl6UZ"	NA	NA	NA
"Azure Technical Architect - HDInsight"	""	"London"	"Contract"	"Azure Technical Architect - HDInsight"	"London"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Insights Technical Architect Duration: 6 monthsLocation: London (Westminster) Project DescriptionDelivering a new data platform to support reporting and data analysis within the organisation. The platform requires the ingestion of data from numerous sources, both old and new, and the provision of tooling to allow authorised users to perform their work on the data.Role DescriptionThe data platform will be based on a data lake architecture, hosted on the Azure cloud. We need to engage an HDInsight Technical Architect to help lead the development and deployment of schema-on-read Datamodelling tools within the platform. The candidate should have hands-on experience of developing with Apache Hive and Apache Spark on Azure HDInsight and a good awareness of best practice and anti-patterns in this field. We also need someone who can act as evangelist for the technology and share knowledge across the data teams.The main activities for the role are:Design and develop data models in Apache Hive on HDInsight to make semi-structured data available to existing ETL processes.Work with the Cloud Infrastructure team to build HDInsight deployment processes based on secure and performant configurations.Work with data scientist community to build simple data models in Apache Spark on HDInsight to provide access to semi-structured data for R developers. Provide input to the design of the Data Platform architecture in order to get most benefit from the use of HDInsight.Work collaboratively with the in-house data management teams to educate and evangelise on the use of schema-on-read Datamodelling patterns.SkillsMust have:Azure HDInsight Apache Hive on HDInsightApache Spark on HDInsightExperience of working with semi-structured data, in particular JSON.Useful:Familiarity/experience of R statistical programming.Experience of working with Azure CI pipelines, such as Jenkins, TerraformGeneral QualitiesThe role requires someone who is knowledgeable and enthusiastic about the technology and who is both capable and happy to share knowledge with others. Good communication skills are a must.Suitable candidates should submit their CV in the first instance"	"London, UK"	"IT"	NA	NA	"Experis IT"	"James Mcgonnell"	"JS-BBBH93804"	"03/12/2018 10:38:51"	"http://www.jobserve.com/GlNQC"	NA	"6 months"	NA
"Data Scientist, 3-month fixed term contract"	"GBP"	"London"	"Permanent"	"Data Scientist, 3-month fixed term contract"	"London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist, RegTech & Advanced Analytics Department Strategy and Competition Division (S&C) 3-Month Fixed Term Contract The Role We are currently looking for a Data Scientist to join our RegTech & Advanced Analytics Department on a fixed term contract for 3 months.This is an exciting opportunity in which you will work in a new and growing team and meaningfully influence how the FCA builds the use of data science methods into how it operates and evaluates markets. This will help the organisation be more effective in what it does, to the benefit of consumers in the UK.Key roles and responsibilities:Will use data science techniques to solve analytical problems Improve FCA operations and advance our ability to proactively identify harm You will deliver analytical output that can be easily understood by non-technical internal clients that meets business needs quickly and effectively. Work with a multidisciplinary team, including data scientists, business analysts, visualisation specialists, communication professionals and subject matter experts.  About you Minimum  We're a signatory to the Government's Disability Confident scheme. This means that we guarantee an interview to any disabled candidates entering under the scheme, should they meet the minimum criteria for a role. A minimum criterion needs to be measurable from reviewing a candidates CV. Degree in mathematics, statistics or computer science or related field Competency and applied experience using R, Python, Java or similar languages to analyse, transform and visualise data Proven experience of processing, modelling and analysing data Experience of conducting analyses and writing up findings  Essential Ability to use knowledge of core data science techniques to solve analytical problems, improve operations or advance our ability to proactively identify harm Proven experience in developing and deploying a range of Machine Learning techniques (supervised and unsupervised learning), Natural Language Processing, Optimisation and Recommender models, Cognitive Computing solutions Good fluency with Scripting (Python or R is a must), demonstrating and knowledge of machine learning and visualisation libraries Familiarity with a handling large data sets and use of query languages (eg SQL) Previous experience of using data visualisation software (eg Tableau, Spotfire) Keen problem solver with ability to diagnose problems and suggest solutions with little supervision Hands-on experience of visualisation techniques and dash-boarding tools Good team player with the ability to build good relationships, solve problems pragmatically and display strong interpersonal skills Self-starter with ability to prioritise and deliver to a high standard and exercise sound judgement in decision-making, delivering excellent outcomes, with the flexibility to change priorities when required Proven ability to present data analysis in clear and succinct manner that is tailored to relevant audience  Desirable Experience of querying and analysing data from relational databases and understanding of data models, data dictionary and data taxonomies Previous experience of using BI tools (eg Business Objects, BI Cognos). Ability to query data and produce reports Ability to summarise results and produce reports to a high standard  About Us At the FCA, we're creating a fair and more resilient financial system. We're establishing more transparent relationships between financial services and their customers, building trust in financial markets and protecting vulnerable consumers.The RegTech & Advanced Analytics department is a newly formed function in the FCA leading the development of an organisation-wide capability to support a more analytics-led regulatory approach. Its principle objectives are delivering business value through the application of pioneering advanced analytical techniques and championing a disruptive innovation culture across the FCA. You will be at the forefront of building and shaping the Advanced Analytics centre of excellence and driving and embedding cultural change throughout the organisation. The FCA's Values & Diversity Our ambition is to create a diverse and inclusive workplace that reflects the society we serve, helping us to be a better regulatorAs an inclusive employer, we are open to considering flexible working arrangements. Please contact our recruiter if you wish to apply for this role on a flexible basis. Useful Information This role is graded Associate REG A The salary range will be approximately 20,000 to 35,000 GBP plus a competitive benefits package and non-contributory pension Applications for this role close on 02/12/2018 If you are interested learning more about the role:For internal applications please contact Georgi Kostasdinov on For external application please contact Kavi Vadera on Please note, applications must be submitted through our online portal. Applications sent via email will not be accepted.Search jobs & apply "	"London, UK"	"Science"	NA	"GBP"	"Financial Conduct Authority"	"Financial Conduct Authority"	"JS1111226/593981211"	"05/12/2018 09:44:14"	"http://www.jobserve.com/GllYh"	NA	NA	NA
"Data Scientist - Non-life Pricing"	"GBP"	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products. Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework. In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis. With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques. Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required. Please contact us to discuss this vacancy or for an informal discussion regarding your career goals. We are very happy to perform bespoke research on your behalf. David Ellis, Associate Director M: (0)  E:  "	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82872/598778307"	"07/12/2018 15:20:32"	"http://www.jobserve.com/Gl6Jf"	NA	NA	NA
"Data Scientist"	"GBP"	"London"	"Permanent"	"Data Scientist"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"A consultancy is looking for a Data Scientist to join their Data Science, Analytics, Modelling and Innovation team, gaining broad exposure into a variety of companies, industries and business models. The responsibilities of this role include constructing, running and evaluating complex models, in order to help understand and predict the drivers of customer life-time value, as well as, developing models that assist in price optimisation for insurance clients (and clients of other industries). The role requires the individual to be exceptionally skilled using coding and data science software, with previous knowledge of the likes of R, SQL, Python, Matlab, Emblem, Radar and Earnix. The ideal candidate will have a high level of numeracy, with proven analytical skills and excellent exam results in a degree in a numerate discipline. Candidates with experience in a range of relevant industries are acceptable. Eames Consulting is acting as an Employment Agency in relation to this vacancy. "	"London, UK"	"Other"	NA	"GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_85308/599554014"	"07/12/2018 13:33:25"	"http://www.jobserve.com/Gl5iE"	NA	NA	NA
"Data Scientist - Non-life Pricing"	""	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products.Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework.In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis.With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques.Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required."	"London, UK"	"Finance"	NA	NA	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5329/593978963"	"03/12/2018 14:20:46"	"http://www.jobserve.com/GlP1y"	NA	NA	NA
"Data Scientist"	"GBP"	"United Kingdom"	"Permanent"	"Data Scientist"	"United Kingdom - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"We are currently looking for a Data Scientist to join our Data Labs team based in London. The Experian DataLabs UK&I and EMEA are based at WeWork Kings Place (London Kings Cross area). We are a 14 people team, consisting of PhD-level data scientists, data analysts, engineers, and managers. We spur innovation for Experian by creating brand new (ML-driven) products or by replacing existing solutions using advanced ML. The team is dedicated to advanced R&D, and benefits from the mentality and drive of a start-up, combined with the backing of a resourceful corporation. This environment encourages innovation by supporting ambitious, rewarding and risky projects, even if they're likely to fail. The datasets we play with include all of Experian's data (eg, credit bureaux, fraud databases, company databases, market databases, transactional databases) and also datasets provided by external partners. We provide solutions in not only the credit risk space, but also in fraud, marketing, pricing, customer management, sports analytics, etc. During development of our products we work closely with internal Experian units and/or external partners, originating from a wide range of business sectors, such as banking, fintech, retail, insurance, and even sports. We love Python and its wider PyData ecosystem and perform our analyses on our own 11-node Hadoop cluster (eg, via PySpark or Scala) and/or a couple of fast GPU-driven machines.  Position summary    The role requires that you have an extensive background in machine learning and data mining. A proven track record in inventing and modifying advanced innovative algorithms, and applying them to large data sets to solve difficult business problems, is essential. You can find some videos about the DataLabs here, here, and here.  Key job functions  Applying, modifying, and inventing algorithms to solve challenging business and technical problems.  Evaluating the predictive ability of client and Experian data sets (and combinations of). Advising on optimal data-gathering strategies.  Documenting and presenting, internally and externally, model process and model performance.  Engaging and influencing business leaders in solution path design.  Mentoring junior members of the team, if appropriate.  Championing a culture where the fair treatment of customers is at the heart of Experian's business. We are looking for: An advanced degree (PhD preferred) in Computer Science, Physics, Engineering, Mathematics or a similarly quantitative field.  At least 2 years' of postgraduate or industry experience in topics such as machine learning, data mining, analytics, and predictive modelling.  A scientific mentality with the ability to ask the right questions, as well as answer them.  A proven track record in developing, innovating, and applying advanced algorithms to address practical problems and in building new analytical products.  Demonstrated ability to lead and execute projects from start to finish.  Deep knowledge and experience with several learning techniques such as clustering, regression, neural networks, SVMs, trees, and ensemble methods such as random forests and boosting.  Proficiency in Python and preferably in some of Scala, Java, C/C++, R.  Experience with Linux  It would be fantastic if you also have  Worked with GPUs and have used CUDA programming.  Experience with graphical models, Bayesian networks, Gaussian processes, MCMC, hidden Markov models and social network analysis.  Experience with deep learning techniques for text, voice processing and modelling.  Applied agile methods for software development "	"United Kingdom"	"Science"	NA	"GBP"	"Experian"	"Experian"	"JS184411/591758422"	"05/12/2018 11:06:18"	"http://www.jobserve.com/GlmVT"	NA	NA	NA
"Graduate Data Scientist"	"Competitive GBP"	"London"	"Permanent"	"Graduate Data Scientist"	"London - Competitive GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Graduate Data Scientist West London (W5 1UA) Does the generation of evidence based insight through the analysis of shopper and consumer behaviour appeal to you? Are you excited by the prospect of solving some of the biggest issues facing FMCG manufacturers? Are you inquisitive, willing to challenge and be challenged? Kick start your career in one of the 2018 Best Workplaces in the UK as selected by Great Places to Work . Our Team: Our Worldpanel Plus team are working to develop and deliver an unprecedented investment in the future of our panel research business. Our exciting new service harnesses the power of people's own smart phones to allow us to quantify and understand the behaviour and motivations of any shopping trip in any store, whenever and wherever. The new service has been live for a year and is supported by a team of Worldpanel Plus experts to sell, analyse, deliver and develop the service. This commercial and analytical team is supported by a team of operational and system specialists. This community already contains some of our best experts across a range of disciplines but it now must grow further to help us extend our capabilities. A key component of this Worldpanel Plus team is a pool of analysts who will have the skills and curiosity to explore and interpret the research data we collect to bring new benefits to our clients. Embodying the spirit of a start-up enterprise, the remit of analysts in the new team and the types of work required will be broad and varied. This will range from exploratory investigation to gauge the utility of the new datasets, plenty of live commercial research projects, testing of new research capabilities and work to help develop smart algorithms that can improve the efficiency and quality of the information we can extract. What your day-to-day role with us would include: Growing your retail and research industry knowledge and developing strong analytical and story-telling abilities to help inspire our clients to make successful decisions using an exciting new dataset Employing a range of analytical techniques using software such as SAS and Python to find the evidence that helps us solves live commercial marketing problems. Undertaking analytical investigations into the quality and utility of the new data and influencing how it should best be used and improved. Working to expand the frontiers of the Worldpanel Plus service by testing new analytical ideas, creating more intelligent methods of data processing and supporting research into new ways of collecting data through the smartphone. Work with a wide community of colleagues and clients, including research experts, sales and client handling people, system developers and operational specialists. What you will bring to our team: A fascination for consumers, how they behave and the choices they make Your love of diving into numerical data - exploring and interpreting what you discover You won't be able to wait to demonstrate your strong analytical and conceptual thinking skills A desire to share ideas with your team and contribute to the overall team objectives An engaging style with the ability to clearly communicate insight derived from complex data sets. A genuine curiosity and enthusiasm for understanding the markets our clients operate in 2:1 or above University degree (numerical/scientific subject preferred) 280 UCAS points Grade B or above for Maths and English at GCSE Maths A Level preferred Why Kantar Worldpanel: We offer to all our new graduates: Incomparable commercial exposure - our graduates have delivered their points of view to some of the biggest brand names out there (as well as many others of course!). A comprehensive training programme which will pave the way for you to have a fantastic career in delivering truly amazing insight. A two week induction programme where you will have the chance to learn more about our culture and become confident to hit the ground running. Opportunity to present your thinking, experiences and potential to the senior management team supporting you with your ongoing development and progression. Accelerated career paths and opportunity to expand your skills. People growth drives our business success and we are proud that over half of our vacancies are filled through internal moves and promotions. Location The nearest station to our office is Hanger Lane Station on the Central Line, which is only a 5 minute walk away. Park Royal on the Piccadilly Line is also reasonably nearby, located within 15 minutes walking distance. How to Apply Please click the link provided to apply. All applicants must be eligible to live and work in the UK. Documented evidence of eligibility will be required from candidates as part of the recruitment process. Please note that by applying to this opportunity you consent to the personal data you provide to us to be processed and retained by The Kantar Group Limited (\"Kantar\"). Your details will be kept on our Internal ATS (Applicant Tracking System) for as long as is necessary for the purposes of recruitment, which may include your details being shared with the hiring manager(s) and for consideration for potential future opportunities by Kantar and its affiliate Kantar group companies. For full details of our privacy policy please visit our website. "	"London, UK"	"Science"	NA	"Competitive GBP"	"Kantar"	"Kantar"	"JS3573_6823734/599779973"	"08/12/2018 11:09:52"	"http://www.jobserve.com/GmDia"	NA	NA	"Graduate"
"Lead Data Scientist"	"65k Annual 00 GBP"	"London"	"Unspecified"	"Lead Data Scientist"	"London - 65k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Lead Data Scientist - Loyalty Programme  Holborn, England £65,000 + competitive bonus THE COMPANY Be apart of one the largest grocery retailers in the UK. This company is looking for a data driven individual who is loves working with insights. The company is largest loyalty program all over UK with over 20 million users. THE ROLE Are you passionate about data? As a lead Data scientist, you will be working closely with rich commercial data. Allow you're creative analytical skills to be used to solve problems. Proven experience with SQL data basePrevious experience with analytical and statistical modelling toolsAbility to develop in Python will be an asset, however other programming languages can be considered Dependent on experienceYOUR SKILLS/EXPERIENCE Strong SQL skillsProven experience in using Python (or similar tools)Excellent communication skills working, being able to present technical and non- technical audience.THE Benefit £65,000 plus competitive package Great work life balance Role developmentHOW TO APPLY  Please register your interest by sending your CV to via the Apply link on this page or email me at  "	"London, UK"	"Consulting"	NA	"65k Annual 00 GBP"	"Harnham"	"Harnham"	"JS3561_36752490/595225597"	"06/12/2018 09:12:28"	"http://www.jobserve.com/GlwbW"	NA	NA	NA
"Senior Data Scientist - NLP"	"70k Annual 00 GBP"	"London"	"Unspecified"	"Senior Data Scientist - NLP"	"London - 70k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - NLP London £55,000-£70,000 + benefits + bonus Do you want to be building solutions to the most challenging business problems, using the most cutting-edge tools and techniques? This is a brand-new opportunity to join a global company where small changes drive massive impact in saving or producing the company millions. This company is investing heavily into finding the next top talent Senior Data Scientist to champion exploratory approaches to machine learning techniques, specifically NLP. THIS COMPANY: This household-name company has a clear vision and business plan, emphasising on a future where customer experience is made simpler. Future plans include bringing artificial intelligence/AI and IoT into their day to day work.You will be joining a culture that pioneers innovation and initiation in product analysis, receiving excellent training and learning opportunities as you will be reporting into one of the leaders in this field. THIS ROLE: You will be working closely with a variety of business areas and with large messy data sets, using Python, to build tailored machine learning products to generate high value and higher impact for the company. Exploring machine learning techniques, including natural language processing (NLP) and building algorithms, in Python, for feature extractionBuilding machine learning models for feature extraction to develop upon brand-new and existing products, using PythonPerforming text analysis on social media textual data using NLP in PythonYOUR SKILLS AND EXPERIENCE: The successful Senior Data Scientist will have applied natural language processing techniques, using Python, to an industry problemThe ideal Senior Data Scientist will have developed machine learning solutions, in Python, for feature extraction to solve customer analytics problemsExperience performing natural language processing of textual data and creating insights that have been used to improve revenueAbility to effectively deliver complex technical concepts to non-technical management and stakeholdersTHE BENEFITS: £55,000-£70,000BonusPensionHOW TO APPLY: Please register your interest by sending your CV to Kian Dixon via the Apply link on this page. For more information about similar roles, please get in touch! "	"London, UK"	"Science"	NA	"70k Annual 00 GBP"	"Harnham"	"Harnham"	"JS3561_36488561/596925986"	"06/12/2018 09:10:25"	"http://www.jobserve.com/GlwaW"	NA	NA	NA
"Principal Data Scientist"	"GBP"	"London"	"Permanent"	"Principal Data Scientist"	"London - GBP"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Title - Principle Data ScientistLocation - London or Leeds Salary - Competitive plus Bonus and Benefits Opening Date - 28/8/19Closing Date - 27/9/19Duties - Please see spec below. We're one of the world's largest insurers, managing $4Bn of policies, covering a large number of domains: Energy, Cyber, Property, Marine and Casualty, to name a few. We specialize in commercial insurance and we handle often large and complex risks.You will be helping us to better forecast the risks our current and prospective clients face, so that we manage and price our policies more accurately by leveraging the rich customer and claims data in combination with growing external sources like credit, census, telematics, GPS, weather and social media data. You will also help us with modelling customer acquisition and retention, fraud detection, as well as with identifying and prototyping new technology. The next big frontier for us is building NLP models with the huge amounts of text data we have available, which will be a strong focus for this role.You will be joining a dynamic and growing team while working closely with industry leading insurance experts with a vast knowledge in each specific domain, combined with strong executive sponsorship. Data science has the support of the board as one of the company's six key global initiatives and is vital to QBE's future success.What we offer* competitive compensation, pension and benefits* brand new HQ in Bank at the heart of the financial industry* working alongside industry experts in insurance underwriting and risk assessment* a diverse set of problems, as our products span across virtually every insurance domain* flexible working and standing desksResponsibilities  Ownership of projects from end to end: from investigating raw data, acquiring external data, making data pipelines to deploying a model to production  Identify new problems and prototype solutions while working closely with business experts to generate ideas and ensure adoption  Maintain and improve existing machine learning applications; quantify and analyze model performance; oversee model scaling and refreshing  Demonstrate the value of data products and data derived insights to business stakeholders Requirements   Advanced degree in mathematics, computer science, or other quantitative field from a top university  Experience building end-to-end analytics solutions, including exposing Python and R algorithms as APIs with Flask and building visualizations in D3.js  Experience with text mining and NLP  Expert with SQL development and advanced queries, plus experience handling unstructured data in MongoDB  Strong experience with Unix and leveraging scalable data science environments such as Spark and AWS  Previous experience delivering predictive machine learning solutions and managing stakeholders within a large organisation Salary: CompetitiveNumber of Openings:1How to Apply:To submit your application, click \"Apply\" and follow the step by step process.Equal Employment Opportunity:QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates."	"London, UK"	"Science"	NA	"GBP"	"QBE"	"QBE"	"JS222902/592979126"	"04/12/2018 12:08:12"	"http://www.jobserve.com/GlaDF"	NA	NA	NA
"Pricing Analyst/Data Scientist"	"GBP"	"City, London"	"Permanent"	"Pricing Analyst/Data Scientist"	"City, London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"An established insurer is looking for a skilled Data Scientist to work within the Technical Pricing team. The responsibilities of this role include developing and applying data science, machine learning and statistical techniques in order to provide insight into large and diverse data-sets. The candidate will assist in the expansion and development of the data processing and technical modelling framework. Great communication skills are required, as the candidate will be working alongside the Pricing, marketing, operations and counter fraud teams. As well as this, the candidate must be able to articulately explain data analysis results to stakeholders. The ideal candidate will have a strong academic background, having received a Masters or Doctorate in a mathematical or statistical discipline (including computer science). Exceptional statistical skills are required, having experience with building predictive models, eg linear or logistic regression, gradient boosted machines, random forest, regularisation, neural networks. The candidate should have experience in data manipulation, commercial data science/analytics software, coding languages and have knowledge of relevant development environments, Shell Scripting and version control.Eames Consulting is acting as an Employment Agency in relation to this vacancy. "	"City, London, UK"	"Other"	NA	"GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_85379/599836771"	"08/12/2018 09:09:16"	"http://www.jobserve.com/GmDdB"	NA	NA	NA
