"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"category"
"Junior Broker"	"GBP"	"London"	"Permanent"	"Junior Broker"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Posting Description  Broker Back Up  We're hiring!  Aon are currently recruiting a Broker Back up Technician to join our team in London. The Broker Back up Technician will be primarily responsible for: assisting in producing and/or providing quality checks in respect of documentation and transactional activities required to support the placement of business.  About Aon  Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  About the Role  Your impact as a Broker Back Up  Preparation of final reinsurance or insurance documentation  Produce final reinsurance or insurance documentation to confirm coverage to clients.  Preparation of market submission  Collect and analyse relevant information and prepare market submissions and presentations for new business or renewals.  Promotion of products and services  Lead or take an active part in activities and initiatives aimed at promoting Aon's products and services in the marketplace (eg media events, trade conferences, client seminars).  Quality control of reinsurance or insurance documentation  Review and check reinsurance or insurance documentation to ensure that it satisfies client requirements and other standards (eg regulatory).  Credit Control Monitoring  To work with our Accounting Teams, and assist when required, to ensure premiums are collected from clients and settled to Reinsurers within the specified settlement due dates.  Respecting Aon policies   Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you  Your knowledge and expertise:  Excellent communications skills  Strong stakeholder management  Proven ability to work as a team player  Strong numerical and analytical skills  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.  Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do. To learn more about our colleague experience, visit Aon Colleague Experience.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Other"	NA	"GBP"	"Aon"	"Aon"	"JS2454553/591758570"	"03/12/2018 15:17:42"	"http://www.jobserve.com/GlQbG"	NA	NA
"Facultative Specialty - Casualty Broker"	"GBP"	"London"	"Permanent"	"Facultative Specialty - Casualty Broker"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Posting Description  Facultative Casualty/Specialty Broker - London  We're hiring!  Aon Reinsurance Solutions are currently recruiting a Facultative Casualty/Specialty Broker to join our Japan team in London.  Aon Reinsurance Solutions As the industry leader in treaty, facultative and capital markets, Aon Reinsurance Solutions is redefining the role of the reinsurance intermediary and capital advisor. Through our unmatched talent and industry-leading proprietary tools and products, we help our clients to redefine success. Aon Reinsurance Solutions offers unbiased capital advice and customized access to more reinsurance and capital markets than anyone else. As a trusted advocate, we provide local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial, and rating agency advisory, and the right professionals to advise clients in making the optimal capital choice for their business. With an international network of more than 80 offices in 50 countries, our worldwide client base is able to access the broadest portfolio of integrated capital solutions and services. Learn more at About the Role Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria. As a Broker some of your key responsibilities will involve:  Working with colleagues and Japanese clients on a variety of non-marine facultative casualty and specialty business.  Provide advice to clients and colleagues on placement design, available coverage and capacity, likely pricing, potential coverage enhancements and market progress.  Work on and provide support in developing and delivering market presentations and broking strategy.  Identifying appropriate channels for risk placement based on clients' market security guidelines and other requirements, exerting influence on the market in order to secure the best deals.  Negotiating terms and conditions of placement with the market  Providing specialist advice to clients and colleagues including involvement in product research and new product development.  Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you As a Broker your skills and qualifications will ideally include:  Experience in placing business into casualty and specialty risk/(re)insurance markets  An ability to learn and displays a broad understanding of Aon, clients' and (re)insurers' products and can bring the best of Aon to clients  Strong communication skills - Communicates goals/strategy to clients and market  Invests time and resource in Research & Development to find new products/solutions to meet clients' needs  Inspires commitment and action in others (both internally and externally) through strong communication skills  Considers both the clients and the underwriter's perspective in order to adapt approach  Excellent attention to detail.  Data analysis abilities  Confident to work on own initiative as well as part of a team  Ability to work in an environment where deadlines must be adhered to  Good level of IT competency required.  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. "	"London, UK"	"Other"	NA	"GBP"	"Aon"	"Aon"	"JS2453244/594659925"	"03/12/2018 15:15:10"	"http://www.jobserve.com/GlQZR"	NA	NA
"Risk Consultant - Property and Casualty"	"Competitive salary plus bonus & benefits GBP"	"London"	"Permanent"	"Risk Consultant - Property and Casualty"	"London - Competitive salary plus bonus & benefits GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"The Risk Consultant is responsible for supporting the senior Insurance Consulting and Technology (ICT) team to deliver successful risk-related consulting projects. The work will be predominately in the Property & Casualty insurance sector in the UK, but may also include life insurance, international and other financial services sectors. Sitting within the Property & Casualty Practice, reporting to the Senior Risk Director, this role will work alongside consultants from the Property & Casualty practice in multi-disciplinary teams, covering actuarial and a range of different disciplines, to deliver risk-related consulting projects, meeting client's expectations and delivering within budget. The Role Work with senior consultants in ICT and other practice areas within Willis Towers Watson as required, to deliver a wide range of consulting projects to support proposals and business development, with particular focus in the following areas of risk management: Risk appetite framework Risk policies Risk management information and reporting at Board level ORSA and other risk reports Internal model use, governance and validation Risk and Control Self-Assessment process Internal control framework Conduct risk Operational risk Risk management effectiveness reviews Support other types of projects in the insurance sector where needed. The Requirements Bachelor's Degree or relevant educational qualification required Extensive and consistent consulting experience, with some of that experience being in risk management with another consultancy firm or within an insurance company risk management team; preferably both Good knowledge of risk management principles, in particular in the insurance sector, demonstrated ability to work with clients to deliver quality work and apply these principles effectively Good understanding of Solvency II regulation, corporate governance principles, PRA and FCA requirements for insurers, including the SIMR/SM&CR; exposure to the Lloyd's market an advantage Excellent communication (oral and written), interpersonal and influencing skills Problem solving, analysis and experience in report writing Project management capabilities Languages in addition to English would be desirable Ability and willingness to travel within EMEA and ME if necessary "	"London, UK"	"Other"	NA	"Competitive salary plus bonus & benefits GBP"	"The Emerald Group"	"The Emerald Group"	"JS3562_197799/594657112"	"03/12/2018 15:14:05"	"http://www.jobserve.com/GlQYk"	NA	NA
"Catastrophe Risk Analyst - Underwriting & Capital Management"	"GBP"	"London"	"Permanent"	"Catastrophe Risk Analyst - Underwriting & Capital Management"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"This is an exciting opportunity for an individual with strong analytical, numerical/statistical or scientific background to join the Underwriting and Capital Management (UCM) line of business as an Analyst for catastrophic risk.  The Role  The candidate would be joining a team of experts spanning across the fields of insurance, data science and pricing, reserving and capital actuaries, the vision being to provide unrivalled analytical risk. This exciting opportunity comes with various technical challenges which are as diverse as the industries we deal in and involves both UK-based and international projects. Be responsible for the delivery of catastrophe modelling analysis by utilizing the RMS catastrophe risk model and by outsourcing/co-operating with Strategic Risk Consulting in WTW where required by peak work-loads The role would also include helping to prepare and present output data from the models to support actuarial analyses and underwriting portfolio management Advising UCM and where applicable risk capital on general natural hazard issues, in particular those relevant to earthquake, wind and flood Developing and applying innovative approaches for identifying natural hazard risks for regions where no standardized risk assessment tools or models exist  The Requirements Strong analytical, engineering-, science- and/or mathematical-based background with interest in the area of natural hazard risk (including earthquake, wind and flood) Experience in using RMS third party catastrophe models is essential and AIR or RQE valuable together with a good level of understanding of probabilistic and catastrophe modelling concepts. Experience in non-modelled risks would be advantageous Day to day tasks will include quality assessment of raw data, reviews of exposures to Natural Hazards as well as preparation of modelling input files, running of market recognized models and the review, interpretation and validation of the output in light of underlying modelling assumptions and their limitations Knowledge of databases such as SQL or MS Access, VBA, R, any GIS software such as Q-GIS or Arc GIS etc. would be an advantage Insurance market experience and understanding of policy structures for catastrophe risks would be an advantage as well as solid analytical skills, including the ability to find ways to use available data sources to answer questions and solve problems Highly motivated team player and able to thrive in a growing team environment Educated to degree level and/or with a relevant professional qualification - underwriting, claims adjusting or risk management Proactive rather than reactive Team player with good interpersonal and influencing skills Strong relationship management skills and the ability to establish trust and credibility Ability to work under pressure to tight timelines and without direct supervision Organised and methodical Excellent analytical problem-solving skills Commercial awareness - a commercial and pragmatic approach to holistic business management Fluent business English  The Company Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance. Together, we unlock potential.  Willis Towers Watson is an equal opportunity employer Willis Towers Watson believes that effectively managing a diverse workforce is vital to our business strategy. We have an obligation to our organization, ourselves and our clients to hire and develop the best people we can find. We will continually review our policies and practices to ensure that all areas of the employment process (including recruiting, hiring, work assignments, compensation, benefits, promotions, transfers, company-sponsored development programs and overall workplace experience) are free from discriminatory practices. We are committed to equal employment opportunities at Willis Towers Watson Unsolicited Contact:  Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson. Willis Towers Watson is an equal opportunity employer.Apply  Not ready to Apply? "	"London, UK"	"Other"	NA	"GBP"	"Willis Towers Watson"	"Willis Towers Watson"	"JS8361214/593977780"	"03/12/2018 15:12:40"	"http://www.jobserve.com/GlQXm"	NA	NA
"Head of Personal Lines Motor Underwriting"	"GBP"	"Fareham, Hampshire"	"Permanent"	"Head of Personal Lines Motor Underwriting"	"Fareham, Hampshire - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Location: Whiteley The opportunity:  As Head of Personal Lines Motor your role will be to manage and lead the Motor line of business, to aid in making appropriate underwriting and pricing decisions.Key Responsibilities:  Deliver the key financial metrics for your line of business (GWP, Combined Ratio and Loss Ratio). Oversee the analysis of various data sources to produce recommendations for changes to our market price and underwriting footprint. Work closely with actuarial, finance and claims teams to understand the underlying performance trends of the line of business. Set the pricing strategy for the line of business, including leading innovation in terms of data enrichment, analytics and rate deployment techniques. Demonstrate specialised knowledge and expertise in products and industry.  Administer and monitor underwriting rules and guidelines, insurance laws and regulations, and rating manual rules.  Recommend and implement action plans after reviewing agency books of business and profit/growth results and trends.  Develop and maintain relationships with distributors (agents and brokers) in support of business retention and acquisition and work with customers and distributors (agents & brokers) to determine their insurance-related needs and provides solutions.  Support the organisation's sales culture by being a Help Point for agents, brokers, and customers.  Assure development and implementation of policy, procedures and standards to produce profitable results Advanced and in-depth knowledge of products and line/s of business.  Excellent managerial, team building, and organisational skills.  Excellent leadership and influencing skills. Previous extensive management experience.  Superior skills in relationship building, active listening, needs analysis, and win-win negotiating.  Demonstrates strong presentation skills and a solutions and service orientation. Establish and agree key performance targets and financial budgets for underwriting unit in order to optimise business performance in line with set objectives.  Lead the implementation of complex projects, typically as part of a major change or business improvement initiative involving multi-disciplinary teams and timescales in excess of one year that impact underwriting.  Educate and influence senior colleagues by demonstrating the impact of all relevant policies and governance processes to own area to ensure that the business is not exposed to undue risk.  Review themes from complex analysis conducted by others to make informed, authoritative technical/professional recommendations to determine approaches to underwriting in own area in order to improve business performance in the medium and longer term.  Develop processes and review policies relevant to underwriting in own area to ensure they are in line with strategic business objectives.  Manage relationships with key internal stakeholders in order to identify opportunities for service improvement to ensure commercial viability and customer satisfaction.  Participate in leadership team meetings of assigned area to provide specialist guidance and enable the implementation of policy, projects and change initiatives.  Contribute to the business strategy within own area to align underwriting strategy with wider business goals within a particular market.  Participate in the community of global/regional proposition development practitioners in underwriting to share best practice and continue to meet customer's needs.  Oversee development plans for underwriters across own area of business to ensure the capability exists to drive business results.  Oversee design and implementation of rating tools and methodologies to deliver value to customers whilst being commercially viable for the organisation.The Reward: The salary for this role is between £75,000 - £85,000 depending on experience. As well as this we are offering a generous flexible benefits package which includes an annual company bonus subject to performance, company car, laptop, BUPA, and a 12% pension scheme. We're also happy to consider flexible working arrangements and welcome applications from everyone.Who we are: Looking for a career that will excite, challenge and inspire you? Thinking about insurance? Perhaps you should. Working for us is a totally different experience to what you probably expect. How do you feel about the things you truly love? Don't you want to protect them in the best way possible? Imagine if you could help people do this all over the world. You'd give them confidence and reassurance by protecting what they love most. This is no easy task. In today's interconnected world, tackling risk is fast, unpredictable and invigorating. You'll have to think on your feet as you manage risks big and small, from flooding to cyber crime. You'll be tackling issues like these in over 170 countries. It's a big challenge, but you'll have a truly diverse network helping you. As part of an international team, every day would provide opportunities to learn, grow and share ideas.As you make an impact across borders, you'll feel the support of being part of a strong and stable company. A long-standing player in the insurance industry, we make every effort to address the career development needs and plans of our employees to ensure their success in the future.Further information: At Zurich, we aim to have a diverse mix of employees that reflects our customers and the communities in which we live and work. Our diversity and inclusion initiatives are shaping an environment where everyone feels welcome, regardless of age, gender, race, religion, ability, culture, sexual orientation or mental health status. Our approach ensures that Zurich is a place that values different opinions, respects personal needs, and provides equal opportunities for all. We are committed to continuous improvement and we offer access to a comprehensive range of training and development opportunities.So make a difference. Be challenged. Be inspired. Be supported, Love what you do. Work for us."	"Fareham, Hampshire, UK"	"Other"	NA	"GBP"	"Zurich Insurance"	"Zurich Insurance"	"JS180009KI/593978267"	"03/12/2018 15:10:44"	"http://www.jobserve.com/GlQWQ"	NA	NA
"Junior In-House Litigation/Regulatory Lawyer"	"GBP"	"City, London"	"Permanent"	"Junior In-House Litigation/Regulatory Lawyer"	"City, London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Our client is a leading independent regulator responsible for promoting high-quality corporate governance. They now wish to hire a Senior Lawyer to join their enforcement team of junior and experienced lawyers. The role will involve the conduct and management of investigations and prosecutions. A great work life balance and generous annual leave is on offer for the right candidate. The Role The role involves working as part of a team, alongside senior lawyers, legal assistants in investigating and prosecuting cases under both the Accountancy and Actuarial Schemes and the Audit Enforcement Procedure. The role will involve day to day responsibility and management of smaller cases (under appropriate supervision) as well as assisting senior lawyers in the running of larger, more complex investigations. Work will include:* Assisting in framing strategy and driving cases forward;* Drafting notices and requests for information from parties under investigation;* Drafting and dealing with correspondence;* Reviewing accountancy and audit material and reports prepared by in-house forensic accountants;* Collating and preparing evidence and assisting with all aspects of preparation for Tribunal hearings;* Assisting with disclosure of unused material;* Liaising with external solicitors, counsel and experts;* Liaising with other UK and foreign regulators, as necessary;* and* Providing high quality advice and analysis on legal and policy aspects of cases The Candidate The successful candidate will be a solicitor or barrister with post qualification experience in regulatory law and/or commercial litigation. Candidates will be expected to communicate clearly and effectively, orally and in writing;* Excellent case and trial management skills. Ideally, you will have previous experience gained from a leading city law firm, authority, regulator or disciplinary body. You will be required to have a natural ability to proactively drive forward large and complex cases. "	"City, London, UK"	"Legal"	NA	"GBP"	"gmk"	"gmk"	"JSC2C547B1/590808297"	"02/12/2018 13:12:28"	"http://www.jobserve.com/GlE45"	NA	NA
"Consultancy Opportunity- Reserving/Capital/Pricing"	"GBP"	"London"	"Permanent"	"Consultancy Opportunity- Reserving/Capital/Pricing"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Fairbank Partners are working on behalf of a leading Big Four consultancy to hire Newly Qualified Actuaries to join at Manager grade. This role offers the opportunity to engage with clients on a regular basis, be in a role that is front-facing and also offer flexibility in working arrangements.  The opportunity: Lead a team of consultants, providing support and assistance when required Provide technical input to a number of projects Manage and develop external client relationships Win new business through marketing and sales activities The individual: Newly Qualified Actuary with experience in General Insurance Strong coaching skills to develop the more junior members of the team Advanced Excel skills Able to produce deliverables to a high standard "	"London, UK"	"Finance"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_82807/592939022"	"01/12/2018 14:16:38"	"http://www.jobserve.com/Gk4k7"	NA	NA
"Reinsurance Senior Claims Adjustor"	"70k Annual GBP"	"London"	"Permanent"	"Reinsurance Senior Claims Adjustor"	"London - 70k Annual GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Nashrock are looking for a Senior Claims Adjuster with at least 15 years claims experience. Exposure to Asbestos, Pollution and Health Hazard claims is preferable.Day to Day Duties- Assist in review, assessment and processing of claims reserves, movements and settlements into the internal system- Challenge and assess legitimacy of claims presented by assured or reassureds- Run weekly exception reports and Daily Claims movements- Assist the Reinsurance Claims Manager and Head of Claims in providing reports to senior management- Assist where necessary in any data cleansing issues - Ensure there are no unreasonable delays in claims processing and settlements- Ensure that controls exist to prevent fraudulent or duplicated losses- Assist the Due Diligence team when required- Support the Commutations team with any claims advice and data support when required- Ensure accurate and up to date reserves, seeking out redundant reserves- Monitor and report progress towards targets- Assist the actuarial team when required on any claims or data questions Technical Skills- Ability to quickly learn new systems- Attention to detail, processing accurately- Handling and filing data - manual and electronic- Proven record of maintaining data integrity- Ability to review claims files and to assist in processing when requiredSkills & Knowledge- Practical knowledge of underwriting, claims and technical accounting functions;- Interpersonal skills with the ability to work alone or as part of a team, to develop good working relationships with colleagues, clients, brokers, and others within the (re)insurance market and industry. - To be assertive, persistent, tactful and diplomatic where necessary and to proceed formally or informally where appropriate.- PC literate, with a good working knowledge of, for example, Microsoft Excel, Word, Powerpoint and Outlook, and have the ability to manipulate and investigate large volumes of data with use of pivot tables- Previous experience of handling reinsurance claims- To present claims information in order to calculate, analyse, collect and process outwards reinsurance in a cost-effective manner where applicableExperience- Computer Excel experience - Experience of London Market systems- Reinsurance underwriting experience.- Claims adjusting experience.- Technical reinsurance experience.- General London Market experienceIf you would like to find out more about this new, exciting opportunity then please get in touch! "	"London, UK"	"Other"	NA	"70k Annual GBP"	"Nashrock Recruitment Ltd"	"Nashrock Recruitment Ltd"	"JS6383_1883504/592626982"	"01/12/2018 13:26:30"	"http://www.jobserve.com/Gk3Kx"	NA	NA
"Broker Back up Technician"	"GBP"	"London"	"Permanent"	"Broker Back up Technician"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Posting Description Broker Back up TechnicianWe're hiring!  Aon are currently recruiting a Broker Back up Technician to join our team in London. The Broker Back up Technician will be primarily responsible for: assisting in producing and/or providing quality checks in respect of documentation and transactional activities required to support the placement of business.  About Aon   Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services. About the Role  Your impact as a Broker Back up Technician: Preparation of final reinsurance or insurance documentation   Produce final reinsurance or insurance documentation to confirm coverage to clients. Preparation of market submission   Collect and analyse relevant information and prepare market submissions and presentations for new business or renewals. Promotion of products and services  Lead or take an active part in activities and initiatives aimed at promoting Aon's products and services in the marketplace (eg media events, trade conferences, client seminars). Quality control of reinsurance or insurance documentation  Review and check reinsurance or insurance documentation to ensure that it satisfies client requirements and other standards (eg regulatory). Credit Control Monitoring  To work with our Accounting Teams, and assist when required, to ensure premiums are collected from clients and settled to Reinsurers within the specified settlement due dates. Respecting Aon policies  Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company. About you  Your knowledge and expertise:  Understands the role of reinsurance in a clients' business strategy, effective translation of those needs, identifies appropriate partners, negotiation, statistical analysis and interpretation, legal parameters and content.  In depth understanding, consistently maintains a working knowledge of the client, manages expectations, introduction of new products. Stays abreast of market developments and the client potential impact, has a good knowledge of key competitors, awareness of industry practices and Aon's regulatory controls.  Works well under pressure, is prepared to make contentious or unpopular recommendations, encourages others to make informed decisions, adopts a systematic approach, prepares contingency plans, proactively addresses challenges, considers broad long term picture, communicates confidently with others. Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation. Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do. To learn more about our colleague experience, visit Aon Colleague Experience.  We're happy to talk flexible working. If you need to flex your working pattern, Aon offers flexible and agile working policies and we're happy to discuss options with you upon application "	"London, UK"	"Finance"	NA	"GBP"	"Aon"	"Aon"	"JS2446761/591758529"	"01/12/2018 09:06:31"	"http://www.jobserve.com/GkxK2"	NA	NA
"Client Manager/Handler"	"GBP"	"London"	"Permanent"	"Client Manager/Handler"	"London - GBP"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Posting Description  Client Manager/Handler  We're hiring!  Aon are currently recruiting a Client Manager to join our team in London. The Client Manager will be primarily responsible for: assisting in producing and/or providing quality checks in respect of documentation and transactional activities required to support the placement of business.  About Aon  Headquartered in London, Aon Plc is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Reinsurance Solutions, a division of Aon plc, is the world's leading reinsurance intermediary and full-service capital advisor. We empower our clients to better understand, manage and transfer risk through innovative solutions and personalised access to all forms of global reinsurance capital across treaty, facultative and capital markets. As a trusted advocate, we deliver local reach to the world's markets, an unparalleled investment in innovative analytics, including catastrophe management, actuarial and rating agency advisory. Through our professionals' expertise and experience, we advise clients in making optimal capital choices that will empower results and improve operational effectiveness for their business. With more than 80 offices in 50 countries, our worldwide client base has access to the broadest portfolio of integrated capital solutions and services.  About the Role  Your impact as a Client Manager/Handler :  Preparation of final reinsurance or insurance documentation  Produce final reinsurance or insurance documentation to confirm coverage to clients.  Preparation of market submission  Collect and analyse relevant information and prepare market submissions and presentations for new business or renewals.  Promotion of products and services  Lead or take an active part in activities and initiatives aimed at promoting Aon's products and services in the marketplace (eg media events, trade conferences, client seminars).  Quality control of reinsurance or insurance documentation  Review and check reinsurance or insurance documentation to ensure that it satisfies client requirements and other standards (eg regulatory).  Credit Control Monitoring  To work with our Accounting Teams, and assist when required, to ensure premiums are collected from clients and settled to Reinsurers within the specified settlement due dates.  Respecting Aon policies   Responsibility for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you  Your knowledge and expertise:  Understands the role of reinsurance in a clients' business strategy, effective translation of those needs, identifies appropriate partners, negotiation, statistical analysis and interpretation, legal parameters and content.  In depth understanding, consistently maintains a working knowledge of the client, manages expectations, introduction of new products. Stays abreast of market developments and the client potential impact, has a good knowledge of key competitors, awareness of industry practices and Aon's regulatory controls.  Works well under pressure, is prepared to make contentious or unpopular recommendations, encourages others to make informed decisions, adopts a systematic approach, prepares contingency plans, proactively addresses challenges, considers broad long term picture, communicates confidently with others.  Salary and Benefits  This role offers a competitive salary and bonus, plus a comprehensive benefits package and 25 days holiday. Through our flexible benefits, you will also have the opportunity to choose additional benefits, including healthcare, childcare vouchers and additional holiday. We also offer tremendous potential with a growing worldwide organisation.   "	"London, UK"	"Finance, Customer Services"	NA	"GBP"	"Aon"	"Aon"	"JS2446930/580119989"	"29/11/2018 07:40:43"	"http://www.jobserve.com/GkgNl"	NA	NA
