"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"duration"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"category"
"Big Data Engineer"	"£80k per year"	"London, Greater London, England"	"Permanent"	"Big Data Engineer"	"London, Greater London, England - £80k per year"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Big Data Engineer ( Hadoop/Spark/Python )Big Data Engineer is required to join one of the fastest growing software companies in the UK. The office is based in a popular central London location. This exciting opportunity is for a Data Engineer with hands-on experience in Hadoop, Spark and Python and a proven track record in big data projects to help produce new understandings for the company.What's in it for you:The Big Data Engineer position will have a strong salary package of £80,000 plus healthy bonuses and benefitsHuge opportunities due to scale of growthPrivate healthcare, Life assurance, Group income protection25 days holidaysExposure to a cutting-edge learning environmentDirect influence on the end-to-end product lifestyleResponsibilities of the role: Manage, transform and cleanse high volume data for the companyUse leading open source big-data tools, such as Spark, Hadoop, Scala and ElasticsearchWork with their expert software development team to produce reusable applicationsCollaborate on scalability issues involving access to massive amounts of data information Candidate must have the following:A proven big data experience, either from an implementation or a data science prospectiveExcellent technical skills including expert knowledge of at least one big data technology such as Spark, Hadoop, or ElasticsearchStrong coding experience in the likes of Scala, Java or PythonExperience of building data processing pipelines for use in production, traditional ETL pipelines and/or analytics pipelines.This is an exciting opportunity to join a rapid growing software company in central London as a Big Data Engineer.Please apply for the position through this website.Keywords - Big Data Engineer, Kafka, Hadoop, Python, Scala, Java, AWS, Machine Learning, Azure, SQL, Data Engineer, Sqoop, Hive, PIG, Zookeeper, software engineer, NiFi, GCP, Cloudera, Oozie, HBase, MongoDB, KiDu, Senior Big Data Engineer, Kafka, Hadoop, Python, Scala, Java, data scientist, AWS, Machine Learning, Azure, SQL, Big Data Engineer, Sqoop, Hive, PIG, Zookeeper, Data Architect, NiFi, GCP, Cloudera, Oozie, HBase, MongoDB, KiDu, Data Engineer, Kafka, Hadoop, Python, Scala, Java, AWS, Machine Learning, Azure, SQL, Big Data Engineer, Sqoop, Hive, PIG, Zookeeper, Big Data Architect, NiFi, GCP, Cloudera, Oozie, HBase, MongoDB, KiDu Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law  "	"London, Greater London, England, UK"	"IT"	NA	"£80k per year"	"Venturi Limited"	"Ben Quinn"	"JS49627"	"13/12/2018 19:22:39"	"http://www.jobserve.com/GnMZo"	NA	"02 January 2019"	NA
"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"£40k - £55k per annum + Benefits"	"Oxford, Oxfordshire"	"Permanent"	"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"Oxford, Oxfordshire - £40k - £55k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Computer Vision Engineer - 3D Sensing, Machine Learning, Data ScienceOxfordshire - Oxford£40,000 - £55,000 per annum + benefits Our client are seeking a Computer Vision Engineer to join the team based in Oxford. Due to the successful growth and investment in the business the company is looking to expand its Computer Vision team which plays an integral part in developing machine vision algorithms. As part of the Data Scinece team you will be working with cutting edge computer vision technologies in an established team who pride themselves working at the forefront of technology, 3D sensing experience is an esstential criteria to the role.The successful Computer Vision engineer will have a relevant PHD in Computer Vision or Data Science including 3D sensing/image processing. You will have experience in the following areas;Key ExperienceComputer vision3D Sensing Data ScienceMachine Vision/LearningAlgorithm developmentMatlabExperience in the following areas would be advantageous;Experience with neural networks or deep learningDevelopment experience with C++ or C#Version control software ie Git, SVN etc.If you are looking to work for an exciting high-tech company working where you will pay a pivotal part in contributing to technically demanding projects then please send your CV for immediate consideration to (see below) or call.Keywords: Data Scientist, Data Science, Data Analysis, Matlab, R, Image Processing, Computer Vision, 3D Sensing, 2D, Big Data, PhD, Algorithm Development, Machine Learning, Machine vision, AI, Oxford, Oxfordshire."	"Oxford, Oxfordshire, UK"	"IT"	NA	"£40k - £55k per annum + Benefits"	"Spectrum IT Recruitment (South) Ltd"	"Philip Meehan "	"JS-PM.CV2.OX2"	"07/12/2018 16:02:57"	"http://www.jobserve.com/Gl6UZ"	NA	NA	NA
"Azure Technical Architect - HDInsight"	""	"London"	"Contract"	"Azure Technical Architect - HDInsight"	"London"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Insights Technical Architect Duration: 6 monthsLocation: London (Westminster) Project DescriptionDelivering a new data platform to support reporting and data analysis within the organisation. The platform requires the ingestion of data from numerous sources, both old and new, and the provision of tooling to allow authorised users to perform their work on the data.Role DescriptionThe data platform will be based on a data lake architecture, hosted on the Azure cloud. We need to engage an HDInsight Technical Architect to help lead the development and deployment of schema-on-read Datamodelling tools within the platform. The candidate should have hands-on experience of developing with Apache Hive and Apache Spark on Azure HDInsight and a good awareness of best practice and anti-patterns in this field. We also need someone who can act as evangelist for the technology and share knowledge across the data teams.The main activities for the role are:Design and develop data models in Apache Hive on HDInsight to make semi-structured data available to existing ETL processes.Work with the Cloud Infrastructure team to build HDInsight deployment processes based on secure and performant configurations.Work with data scientist community to build simple data models in Apache Spark on HDInsight to provide access to semi-structured data for R developers. Provide input to the design of the Data Platform architecture in order to get most benefit from the use of HDInsight.Work collaboratively with the in-house data management teams to educate and evangelise on the use of schema-on-read Datamodelling patterns.SkillsMust have:Azure HDInsight Apache Hive on HDInsightApache Spark on HDInsightExperience of working with semi-structured data, in particular JSON.Useful:Familiarity/experience of R statistical programming.Experience of working with Azure CI pipelines, such as Jenkins, TerraformGeneral QualitiesThe role requires someone who is knowledgeable and enthusiastic about the technology and who is both capable and happy to share knowledge with others. Good communication skills are a must.Suitable candidates should submit their CV in the first instance"	"London, UK"	"IT"	"6 months"	NA	"Experis IT"	"James Mcgonnell"	"JS-BBBH93804"	"11/12/2018 10:05:19"	"http://www.jobserve.com/GmtEm"	NA	NA	NA
"Data Analyst"	""	"London"	"Contract"	"Data Analyst"	"London"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"111 Online Data Analyst  Location: London Length: 3 months Scope: Outside IR35 Summary of work Provide data analysis expertise into the 111 online programme, working within the NHS Digital legal directions at all times. The work will consist of data portal refinement, CCG queries, product team queries, exec level queries, creation of KPI and benefit management dashboards and support to user research analytics. What the specialist will work on  To conduct the analysis of the different layers of data available in relation to the 111 online product. These include data from both user surveys and user research, aggregated live data, aggregated 111 telephone data to be used for comparisons, associated published datasets linked and data on implementation progress. The main deliverable will be the production and maintenance of data portals, dashboards, the documentation of dashboard formulas and a regular summary of findings and recommendations. Essential skills and experience   Coding of analytical algorithms to support ad hoc data requirements, ensuring a valid use case is available and the request meets all legal directives for data usage, Demonstrable experience of working within a fast-paced environment, in an analyst or data scientist role; conducting and interpreting complex analysis and reconciling conflicting information; investigating and resolving data quality issues, Problem solving in novel areas, excellent written and verbal communications skills, experience of producing reports and presentations for both specialist and non-technical audiences, Advanced knowledge and experience of statistical analysis and competent use of SQL and of MS-Excel data analysis features with excellent planning skills and ability to work with conflicting priorities, Experience of working in the health sector and specifically of working with UEC data, Experience with a variety of professional data analysis tools including Power Bi and Tableau Cultural Fit  Work as a team with NHSD and other stakeholders and at all levels of seniority Use Agile approach for delivery rooted on collaboration and transparency "	"London, UK"	"IT"	"3 months"	NA	"Xpertise"	"Olly Pratt "	"JS"	"13/12/2018 15:07:15"	"http://www.jobserve.com/GnKse"	NA	NA	NA
"Data Scientist - Non-life Pricing"	"GBP"	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products.Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework.In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis.With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques.Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required."	"London, UK"	"Finance"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5329/593978963"	"11/12/2018 13:14:44"	"http://www.jobserve.com/Gmugp"	NA	NA	NA
"Data Scientist - Non-life Pricing"	"GBP"	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products. Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework. In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis. With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques. Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required. "	"London, UK"	"Science"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82872/598778307"	"07/12/2018 15:20:32"	"http://www.jobserve.com/Gl6Jf"	NA	NA	NA
"Data Scientist"	"GBP"	"London"	"Permanent"	"Data Scientist"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"The Applied Intelligence division of BAE Systems delivers solutions which protect and enhance the connected world. Everything we do creates a safer future. We want to solve problems for our customers and by bringing together great minds, we can work together to make the world a safer place.We are looking for talented Data Scientists that want to be challenged! You will be highly analytical and natural problem solver with an excellent understanding of data technology and an aptitude for working with large volumes of data.This is an exciting opportunity to join our established Data Consulting Practice as a Data Scientist, working with a diverse range of people and organisations on some of the most high profile and ground breaking data analytics projects.What you will be doing:As a Data Scientist you will innovate using analytical tools and techniques on data then develop or exploit data driven solutions, either on client site or working closely with the client. You will work with minimum supervision and alongside both the clients' business and technical staff. You will be recognised as owning deliverables, including responsibility for defining and crafting the analytical solutions to business problems. If you are more experienced we will expect you to lead teams and projects on behalf of BAE.Data, information and intelligence are at the heart of what we have always delivered. We enable organisations to improve their data handling and find new ways to exploit it, whether through master data, transaction data or scalable Big Data solutions.Skills & Experience:You will have excellent analytical and problem solving skills using a range of data analysis or statistical techniques Comfortable handling and manipulating large volumes of data Appreciation and understanding of the following data technologies, ideally with hands-on practical experience with at least one of them: Commercial or open source data analysis tools Big Data platforms Relational and/or NoSQL databases Business intelligence and ETL Data visualisation Machine learning  Able to script or code data processing approaches, ideally in at least one of Python, Java, Scala, MapReduce or SQL. Ability to quickly understand the data landscape of an organisation Ability to present complex ideas to technical and non-technical audiences A client-facing approach - able to analyse client data problems, and communicate inputs and outcomes clearly as a technical expert or lead on a project Pro-active and keen to learn and actively engaged in developing their data science skills  Hear from the people whose expertise defends nations, governments and businesses from cyber attacks around the clock About our team You'll be part of a big company, but we try to create a culture that feels more like a small one. The work will stretch you and be challenging, but we encourage a healthy work-life balance and welcome a discussion on flexible working. Most of all, we know teams who work well together also perform well. We'll do everything we can to ensure you have fun at work, and in social activities outside of it. We are specifically recruiting for our National Security business which is the largest area within our Government business. Our mission is to be the most trusted partner for our National Security clients in delivery of their core mission. At the end of 2017 we had over 600 employees working across our intelligence, law enforcement and defence clients. This year, we are looking to build on our success and grow even further by recruiting over 100 new members to our team. We have a rich history of working within National Security. In fact, we have over 40 years' experience of delivering advice and solutions to our customers in this sector, supporting them in carrying out their vital missions. We are currently at the forefront of introducing new technology and approaches, and would like you to be part of this exciting phase in our history.Security Clearance is required for this vacancy. If you are not currently Security Cleared, you will need to be eligible for this and willing to go through the process. For more guidance on National Security Vetting please click here.Security Clearance is required for this vacancy. If you are not currently Security Cleared, you will need to be eligible for this and willing to go through the process. For more guidance on National Security Vetting please click here. About BAE Systems Applied Intelligence:  We help nations, governments and businesses around the world defend themselves against cyber crime, reduce their risk in the connected world, comply with regulation, and transform their operations. We do this using our unique set of solutions, systems, experience and processes. Our success is down to our people. The changing nature of our business means that we're constantly looking for the brightest talent to help us fulfil our ambitions. As an experienced professional, we'll entrust you with responsibility; this means that you'll have client contact, variety and support from day one. We'll encourage and support you to develop your skills and reward you as you grow. Whatever your area of expertise, you'll be much more than just a job title; you'll be an integral part of the business where your individual contribution makes a difference every day. Great minds deserve great rewards, so we also offer a very competitive salary and benefits package. Diversity and inclusion are integral to the success of BAE Systems Applied Intelligence. Staying competitive in today's global marketplace requires an organisational culture where employees with varying perspectives, skills, life experiences and backgrounds - the best and brightest minds - can work together to achieve excellence and realise individual and organisational potential. We also welcome discussions about flexible working. Division Overview: UK Services  UK Services delivers IT Services and Consultancy to Applied Intelligence clients based primarily in the UK. We divide our clients into 3 market segments; National Security, Government and Enterprise Services. We differentiate ourselves through recognised expertise in Data, Security, Digital Media and Business Solutions. Help us secure a connected world by being an unseen hero. Apply now and be inspired. "	"London, UK"	"Science"	NA	"GBP"	"BAE Systems"	"BAE Systems"	"JS65184/590809636"	"12/12/2018 07:12:37"	"http://www.jobserve.com/Gm3bZ"	NA	NA	NA
"Data Scientist"	"GBP"	"Hove, Sussex"	"Permanent"	"Data Scientist"	"Hove, Sussex - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Company InfoWe take pride in being there for our customers. We help them deal with whatever life has in store and support them in achieving financial security; and that's thanks to the talented and dedicated people who work with us. For us, 'social responsibility' is not just a buzzword. It defines us and runs through everything we do for our customers and as an employer. And working with us, you'll get a competitive reward package and have the flexibility and autonomy to deliver your personal, business and career goals. Department InfoAt Legal & General Insurance we look after our customers throughout life, death and everything in between so that you know that everything that's important to you is protected. With over 180 years' experience in providing Insurance policies, our customers trust us to be there and to do the right thing.We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation or age. Job DutiesSupport all areas of the Commercial Development and Insight team to help maintain L&G as one of the UK's leading market providers of Individual Protection products.Assist where necessary to enable the senior actuaries to:Develop new and existing products, by providing data analysis expertise and any additional support as required. Analyse internal and external data in order to provide insight to the team. Use machine learning, data mining and statistical techniques to create new scalable solutions for business problems. Analyse and gain insights from business data to help automate and optimise key processes. Take ownership of key initiatives to deliver results through an agile workflow. Identifying existing and new data sources with potential predictive power for underwriting, claims and behavioral modelling. Develop L&G's capability to build and deploy data science framework and machine learning algorithms based on existing and new insights developed within the team General Duties:Represent the department and establish and maintain contacts within the organisation. Ensure that the principles of Treating Customers Fairly (TCF) are adhered to by understanding who our customers are and their needs. Managing their expectations, by working to agreed timescales and across teams where necessary. Skills RequiredAs a data scientist, your skills and qualifications will include:Conceptual thinking about hard abstract problems and solves them with smart, creative and elegant solutions, with a preference for simplicity. Flexibility to deal with changing priorities. Desire to learn with a can do attitude. Passion for decision science, machine learning and optimisation. You will be a life learner, always looking to research, explore and develop new skills and knowledge. Gathers and analyses the right information, seeks out diverse data sets, ideas and perspectives. Constantly pushes the boundaries by innovating to get better solutions. Experience, technical skills and knowledge:Aptitude to interrogate data using various statistical, data mining and machine learning techniques. Analytics, modelling, or software development experience. Ability to present results using various visualisation techniques. University degree in a STEM subject or equivalent. Strong mathematical and statistical skills. Desirable:Experience of financial services. Detailed knowledge and experience of UK insurance industry. Experience of working with unstructured data. Technologies:Experience of using R, Python, Java or MATLAB. Detailed knowledge of data manipulation tools (eg SAS, SQL). Knowledge of a relevant modelling platform (eg Prophet or Emblem) advantageous. Experience of using visualisation tools, Power BI, Tableau or D3.js. BenefitsWhatever your role, we reward ability, performance and attitude with a package that looks after all the things that are important to you. Our employees have a wide range of benefits including a generous pension scheme, life assurance, 22 days' (with potential to rise to 26 days) holiday, discretionary performance related bonuses, paid overtime, a variety of share schemes, discounts at both a huge range of high street stores and our own great products, your hard work will be rewarded when you join us.For more details, please contact Helen Brockbank - Resourcing Lead -  "	"Hove, Sussex, UK"	"Science"	NA	"GBP"	"Legal & General"	"Legal & General"	"JSVN-11516/601391444"	"12/12/2018 09:09:54"	"http://www.jobserve.com/Gm4Ny"	NA	NA	NA
"Principal Data Scientist"	"GBP"	"London"	"Permanent"	"Principal Data Scientist"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Title - Principle Data ScientistLocation - London or Leeds Salary - Competitive plus Bonus and Benefits Opening Date - 28/8/19Closing Date - 27/9/19Duties - Please see spec below. We're one of the world's largest insurers, managing $4Bn of policies, covering a large number of domains: Energy, Cyber, Property, Marine and Casualty, to name a few. We specialize in commercial insurance and we handle often large and complex risks.You will be helping us to better forecast the risks our current and prospective clients face, so that we manage and price our policies more accurately by leveraging the rich customer and claims data in combination with growing external sources like credit, census, telematics, GPS, weather and social media data. You will also help us with modelling customer acquisition and retention, fraud detection, as well as with identifying and prototyping new technology. The next big frontier for us is building NLP models with the huge amounts of text data we have available, which will be a strong focus for this role.You will be joining a dynamic and growing team while working closely with industry leading insurance experts with a vast knowledge in each specific domain, combined with strong executive sponsorship. Data science has the support of the board as one of the company's six key global initiatives and is vital to QBE's future success.What we offer* competitive compensation, pension and benefits* brand new HQ in Bank at the heart of the financial industry* working alongside industry experts in insurance underwriting and risk assessment* a diverse set of problems, as our products span across virtually every insurance domain* flexible working and standing desksResponsibilities  Ownership of projects from end to end: from investigating raw data, acquiring external data, making data pipelines to deploying a model to production  Identify new problems and prototype solutions while working closely with business experts to generate ideas and ensure adoption  Maintain and improve existing machine learning applications; quantify and analyze model performance; oversee model scaling and refreshing  Demonstrate the value of data products and data derived insights to business stakeholders Requirements   Advanced degree in mathematics, computer science, or other quantitative field from a top university  Experience building end-to-end analytics solutions, including exposing Python and R algorithms as APIs with Flask and building visualizations in D3.js  Experience with text mining and NLP  Expert with SQL development and advanced queries, plus experience handling unstructured data in MongoDB  Strong experience with Unix and leveraging scalable data science environments such as Spark and AWS  Previous experience delivering predictive machine learning solutions and managing stakeholders within a large organisation Salary: CompetitiveNumber of Openings:1How to Apply:To submit your application, click \"Apply\" and follow the step by step process.Equal Employment Opportunity:QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates."	"London, UK"	"Science"	NA	"GBP"	"QBE"	"QBE"	"JS222902/592979126"	"12/12/2018 09:08:58"	"http://www.jobserve.com/Gm4M4"	NA	NA	NA
"Lead Data Scientist"	"GBP"	"London"	"Permanent"	"Lead Data Scientist"	"London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"An exciting opportunity has arisen for a Lead Data Scientist to join our team at Experian pH based in London.  Who are Experian pH? Experian pH is a data-driven B2B marketing, risk and analytics consultancy. We work with FTSE 100 companies transforming how they approach problems using techniques and models developed over 25 years. At Experian pH you can expect to work on projects to improve our analytics, data processing, supporting projects for large and widely known businesses from sectors including banking, utilities and telecommunications. Ultimately you will be helping to provide those businesses with a better understanding of their customers and the people behind them, giving them the better and faster tools to add new customers, automate decision making and guard against fraud and failure. Our people are self-motivated with a flair for problem solving and a proactive attitude to their own professional development. We aim to hire people with a desire to learn and a genuine interest in both analytics and data - they're our lifeblood. What is the Lead Data Scientist responsible for? This role is responsible for managing analytical projects for our clients of significant cost and/or complexity. The role would also be responsible for developing new, market leading analytical capabilities and being an active, driving influence in the company analytical community. Analytics is a growth area for the Experian group and the role would need to build up cross-functional relationships, use Experian group tools and align to the long-term group business plan.  Key Responsibilities  Being the layer between the client and the analytical delivery team. You are the day to day contact with senior stakeholders at the client side understanding their needs and addressing them.  Keeping in touch with the Experian account managers and attending service meetings between the client and product owners.  Responsible for spotting new opportunities and help them materialise. You will have analysts and developers who will deliver the projects for you  Delivery of analytical projects per agreed criteria  Defining, sourcing and managing the necessary resources to complete these projects, making timely changes where necessary to achieve project objectives  Effectively controlling the issues, risk, dependencies and changes in scope, ensuring timely intervention and communication to stakeholders  Conducting regular reviews of analytical outcomes, both internally with project team and with clients during and after the delivery has been completed  Developing communication disciplines as appropriate for the project  Ensuring stakeholders are provided with appropriate timely advice during and after project delivery  Effectively and accurately escalating and communicating issues as appropriate  Managing a project team to maximise quality and high performance outcomes  Providing technical and managerial leadership, mentoring, coaching and performance management of staff to ensure continual improvement in the skills necessary to manage projects  What are we looking for?   We're looking for:  Proven working experience in B2B or B2C analytics/data engineering  Knowledge of the development, use and application of a range of analytical methodologies  Working knowledge of R and Python  Exposure to ML, AI and Regression scoring  Knowledge of Neural nets and random forests  Extensive experience in managing analytical teams, running multiple parallel projects  Experience of training analysts  Previous experience of working within a regulated environment  Knowledge of analytical productionisation  Experience of model monitoring  Excellent negotiating and influencing skills  Well-developed interpersonal skills used to influence internal and client stakeholders  Excellent project management skills  Well-developed leadership and communication skills to drive high performance  Extensive commercial awareness  Degree or equivalent standard, with a high mathematical content eg Mathematics, Statistics, Operations Research (O.R), Economics, Physical Sciences Here at Experian, we believe that great work deserves great rewards. In return for your ideas, commitment and ambition, we'll give you a very competitive base salary and a range of benefits as soon as you join. On top of your base salary, we offer:  Performance related bonus scheme  25 days' annual leave (plus the ability to purchase 5 additional days)  Generous contributory pension  Opportunity to buy shares with the company share-save scheme  Life assurance  Medical and Dental cover  Retail discount schemes  3 Community involvement days per annum We also work with our colleagues to understand their long term career aspirations to ensure they have the career development and growth they need to achieve these goals. Through personalised career objectives and performance plans, we open up conversations on progression whether this is achieved through mentoring and coaching or classroom learning environments, we offer rewarding ways in which to learn. "	"London, UK"	"Science"	NA	"GBP"	"Experian"	"Experian"	"JS185928/591758631"	"10/12/2018 09:05:23"	"http://www.jobserve.com/GmgRi"	NA	NA	NA
"Senior Data Scientist"	"GBP"	"London"	"Permanent"	"Senior Data Scientist"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"To drive and lead the data science initiative by managing projects and team members while owning the scientific integrity of modelling products, including study design, research methodology, and deployment of statistical approaches.Senior Data Scientist London, EC3M 3BDTitle - Senior Data ScientistLocation- London or LeedsSalary - Competitive plus Bonus and BenefitsOpening Date - 28/8/18Closing Date - 27/9/18Duties - Please see belowQBE's European Operations, which accounts for over 27% of QBE Group turnover, is a leading specialist in London market and European commercial lines business. Active in both the Lloyd's and company market, QBE offers considerable diversity to the broking community. We are a socially responsible company and give our customers the ability to invest a portion of their premiums in environmentally and socially beneficial projects.The Opportunity:  We're one of the world's largest insurers, managing $4Bn of policies, covering a large number of domains: Energy, Cyber, Property, Marine and Casualty, to name a few. We specialize in commercial insurance and we handle often large and complex risks. You will be helping us to better forecast the risks our current and prospective clients face, so that we manage and price our policies more accurately by leveraging the rich customer and claims data in combination with growing external sources like credit, census, telematics, GPS, weather and social media data. You will also help us with modelling customer acquisition and retention, fraud detection, as well as with identifying and prototyping new technology. You will be joining a dynamic and growing team while working closely with industry leading insurance experts with a vast knowledge in each specific domain, combined with strong executive sponsorship. Data science has the support of the board as one of the company's six key global initiatives and is vital to QBE's future success. Your responsibilities for this role may include, but are not limited to:   Ownership of projects from end to end: from investigating raw data, acquiring external data, making data pipelines to deploying a model to production  Identify new problems and prototype solutions while working closely with business experts to generate ideas and ensure adoption  Maintain and improve existing Machine Learning applications; quantify and analyse model performance; oversee model scaling and refreshing  Demonstrate the value of data products and data derived insights to business stakeholders You will need to be able to display you have the following qualifications and experience:  Advanced degree in mathematics, computer science, or other quantitative field from a top university  Experience building end-to-end analytics solutions, including exposing Python and R algorithms as APIs with Flask and building visualizations in D3.js  Expert with SQL development and advanced queries, plus experience handling unstructured data in MongoDB  Strong experience with Unix and leveraging scalable data science environments such as Spark and AWS  Previous experience delivering predictive machine learning solutions and managing stakeholders within a large organisation. At QBE, we view our people as our most precious asset. We understand the importance of fostering a work environment that is responsive to the changing needs of today's workforce. QBE aims to build a workplace that is fair and inclusive because we want to attract and retain the best people to do the job.Search for QBE on Vercida to learn more about our Diversity and Inclusion programmes and policies.. Number of Openings:1How to Apply:To submit your application, click \"Apply\" and follow the step by step process.Equal Employment Opportunity:QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates."	"London, UK"	"Science"	NA	"GBP"	"QBE"	"QBE"	"JS222905/592979130"	"12/12/2018 09:09:33"	"http://www.jobserve.com/Gm4Ne"	NA	NA	NA
"Data Scientist, Star Exclusive"	"GBP"	"London"	"Permanent"	"Data Scientist, Star Exclusive"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"An amazing opportunity for a candidate with a passion for analytics and data science, to provide actionable insights for this insurance business.The role demands a hands-on approach, comfort with coding and programming, and familiarity with data techniques, ideally including exposure to machine learning and other cutting-edge tools.Contact us now for more insight into the opportunity with this unique company, which offers excellent long term prospects."	"London, UK"	"Science"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5109/593978748"	"12/12/2018 09:13:19"	"http://www.jobserve.com/Gm4Ql"	NA	NA	NA
"Senior Data Scientist"	"GBP"	"London"	"Permanent"	"Senior Data Scientist"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We're Sky, Europe's biggest entertainment brand. Think top-quality shows. Breaking news. Innovative tech. Must-have products. Careers here mean the freedom and support you need to make an impact - pushing boundaries, creating solutions, hitting targets. And as part of our close-knit team, you'll enjoy plenty of benefits. Plus, experiences you'll only find at Sky.This role is an exciting opportunity to join us and work within our Data Science team.The perks Sky Q, a generous pension and private health care. Access to over 12,000 LinkedIn Learning courses to support your development. And if that's not enough, our award-winning Osterley campus boasts six subsidised restaurants, a cinema, gym, and much more. To find out more about working with us, search LifeatSky on LinkedIn, Twitter or Instagram. You will: - Be responsible for developing and driving actionable customer intelligence from our core data assets using advanced analytics.- Develop advanced analytics algorithms exploiting our rich data assets including viewing behaviours and content engagement on multiple platforms (linear, on demand, streaming etc), online engagement with Sky digital (apps, website), customer service interactions, service quality and performance information and customer metrics- Engage with key partners (marketing, retention, service, finance) to understand business objectives and support these objectives through the best use of advanced analytics approaches. Responsible for identifying the best analytical techniques, developing the solution, creating a framework for testing the solution, deploying champion challenger tests and measuring the incremental value to the business from the solution.- Engage with our technology teams and data engineers to build compliant, efficient and scalable solutions for leading customer treatments at Sky.- Strengthen our internal data science capabilities by continuously innovating and driving new ideas, building technology partnerships with our vendors, training and developing our people and creating a world-class data science team at Sky.You'll have:- Experience building and deploying advanced analytics solutions in a large scale (preferably B2C) cloud environment.- Expertise in at least 2 areas including Forecasting, Predictive Modelling, Optimisation, Clustering or NLP.- Experience in deploying commercially viable applications using deep learning techniques combining structured and unstructured data is highly desirable- The ability to quickly understand a business objective, problem solving to create an analytical solution and partner communication are essential- Commercial knowledge and applications of data science to drive commercial value is a requirement - everything we do drives value into the business.- Experience in data engineering, Datamodelling for advanced analytics, data processing on cloud, model management and app deployment on cloud is highly desirable.- Essential - Python with experience on GCP (BigQuery, GCS, Datalab, Dataproc, Cloud ML, Tensorflow)- Machine learning (essential) - Supervised/unsupervised learning, regression, decision trees, random forests, boosting, SVM, clusteringSo, what are you waiting for? Apply now for a chance to forge your own career path and be brilliant as part of a bright, talented team. Just so you know: if your application is successful, your appointment will be subject to receiving a positive outcome from your criminal record check.We're happy to discuss flexible working. It's our people that make Sky Europe's leading entertainment company. That's why we work hard to be an inclusive employer, so everyone at Sky can be their best.If you are successful in your application for this role, your appointment will be subject to receiving a positive outcome from your Criminal Record Check.A job you love to talk about "	"London, UK"	"Science"	NA	"GBP"	"Sky"	"Sky"	"JS43490/577735091"	"12/12/2018 09:13:57"	"http://www.jobserve.com/Gm4RM"	NA	NA	NA
