"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"duration"	"category"	"company_summary"
"Data Architect"	"£55k - £58k per annum + Additional Benefits"	"London"	"Permanent"	"Data Architect"	"London - £55k - £58k per annum + Additional Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"ProfileProven experience working as a Data Architect, ETL specialist and/or hands-on Reporting lead, alongside a proven ability to augment existing data structures, an understanding of interactive reporting facilities, and the ability to translate business/functional requirements into business results for our clients.The Data Architect will be responsible for delivering an interactive Dashboard, and for the creation of a near-Real Time data ecosystem.Requirements for the role:Design experience in enhancing existing data architecturesDesign experience in recommending and implementing new data architecturesHands-on experience in designing, creating and implementing star schemas, ETL and smart reporting solutionsIn-depth knowledge of Microsoft BI stack, and knowledge of more advanced data warehousing options (eg Hadoop, etc.). Proven track-record in creating MS Power BI dashboardsExperience within the FS servicesUnderstanding on data architecture to support analytics is a plusUnderstanding on Big Data ecosystem/toolsExperience in Data Warehousing, ETL, Data Processing or Data Architecture and in DashboardingExperience and Education Experience working in Data Engineering as a Data Architect or ETL specialist with experience creating data structures to support reporting and analyticsDesired education qualification - MSc or PhD (Computer Science or other IT subjects, Engineering, Big Data and Data Science)Proficient in using programming languages (SQL mainly, R, Python, a plus) for data wrangling.Proficient in MS BI stack, with specific focus on advanced reporting capabilitiesExperience testing and validating dashboardsExperience in engineering Big Data solutions. Experience in using cloud computing platforms and big data tools (eg Spark) is desirableExperience with other leading data visualization tools such as Tableau, Qlick technology is a plusNetworkers acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers and is part of Gattaca Plc. Gattaca Plc provides support services to Networkers and may assist with processing your application."	"London, UK"	"IT"	NA	"£55k - £58k per annum + Additional Benefits"	"Networkers"	"Maddison Smith "	"JS-EMP426476"	"03/12/2018 09:34:37"	"http://www.jobserve.com/GlMNO"	NA	NA	NA
"DBA: Mongo, MySQL, DevOps, IoT"	"£50k-£85k + Bonus + Benefits"	"London"	"Permanent"	"DBA: Mongo, MySQL, DevOps, IoT"	"London - £50k-£85k + Bonus + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Key words: - PKI, IAM, Cloud, IOT, IOE, MongoDB, PostgreSQL, MySQL, Elasticsearch, RabbitMQ, Linux, Agile Company Profile An industry leader in security solutions who provide an invaluable service to businesses, Cloud service providers and IoT innovators around the world. They already have millions of users who take advantage of their secure online communications services; who all have verified digital identities (through automated authentication and encryption). It really is PKI and IAM on a huge scale supporting billions of services, devices and people. A multinational company on an upwards trajectory. The Job You will be working as part of a tightknit infrastructure team as a DBA with a DevOps mentality, the idea being to improve the performance of databases across projects. You will be working with SQL tables and JSON documents selecting the right tool for each job and optimizing the configuration and schema for the use-case. Automation is a big part of the job and your opinion will always be heard. Day to Day You will be building and optimising their database real estate Use monitoring and alerting to ensure proactive issue resolution Perform life cycle management and scaling Stability and performance monitoring and management across all layers of the system Schedule and perform updates to ensure the latest security and bug fixes are applied and all new features are made available Develop tools and scripts in order to automate regular tasks. Work with the infrastructure team to set up one-touch deployment and centralised management of database Servers. Research new technologies in order to prototype their use and recommend the optimum solution for potential problems Work with the engineering team in order to identify the best tool for a job and ensure it is deployed and configured appropriately Tech Stack MongoDB PostgreSQL MySQL ElasticSearch RabbitMQ Qualifications/Experience Bachelor degrees in Computer/Data science or equivalent practical experience Commercial experience in a DBA role: set up, admin and optimisation Experience of administrating and troubleshooting Linux and/or FreeBSD systems Scripting experience - eg (Python, Javascript, Ruby) Commercial experience in benchmarking, clustering and tuning databases for performance, reliability, high availability and scalbility DevOps experience with one or more of (chef/puppet, foreman, rundeck/ansible) preferable Understanding of networking concepts and version control systems "	"London, UK"	"IT"	NA	"£50k-£85k + Bonus + Benefits"	"Optima Connections"	"JIm Smart "	"JSDBAMON2"	"03/12/2018 11:29:23"	"http://www.jobserve.com/GlN4z"	NA	NA	NA
"Marketing Effectiveness, Marketing Mix Modelling - Econometrics"	"£45k - £60k per annum + bonus,Pension, healthcare"	"London"	"Permanent"	"Marketing Effectiveness, Marketing Mix Modelling - Econometrics"	"London - £45k - £60k per annum + bonus,Pension, healthcare"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Senior Econometrician/Marketing Effectiveness specialist - London - Leading Bank, SAS, Eviews, Media Effectiveness, Market MixSkills - Econometric modelling, Time Series, SAS, Eviews, Media, Marketing Mix, Media MixMajor leading bank is looking for an Econometrics specialist to join their expanding team on a permanent basis. The company is a well-known business with a great reputation in the industry, with exciting plans to be the number one provider in their field. Using complex econometric techniques including Time Series Analysis and Panel Data Regression, you will be measuring the effectiveness of financial product and services - recommending marketing strategy based on the results. Using mainly Eviews and SAS, your team will provide custom made models and in turn, marketing strategy recommendations. You will be managing a team of modelling experts who specialise in optimising Marketing and Media effectiveness throughout multichannel environments.This is a leading bank which works with well-known media products and agencies. Moreover it is a professional company that prides itself on its creativity, work flexibility and individual growth. Competitive salary, a great benefits package with work life balance.This role requires:- A numerate degree (or equivalent) such as Economics, Econometrics, Maths or Statistics - Understanding and experience of building econometric models and an aptitude to apply them in a media and marketing context - Good written and oral communication skills - be an articulate, positive and professional communicator - High degree of drive, energy, self-confidence, commitment and flexibility appropriate to a merit-based environment. - Self-motivated and results oriented individual with excellent numeracy & analytical skills. - Good organisational and time management skills: ability to multitask and prioritise workloadContact Munveer Jabbal on (see below) for more information.Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"London, UK"	"Finance, Sales and Marketing, Media"	NA	"£45k - £60k per annum + bonus,Pension, healthcare"	"Parallel Consulting"	"Munveer Jabbal "	"JS-2020"	"28/11/2018 09:26:44"	"http://www.jobserve.com/GkWEQ"	NA	NA	NA
"SC Cleared AI Architect"	"market rates"	"Basingstoke"	"Contract"	"SC Cleared AI Architect"	"Basingstoke - market rates"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Role: SC Cleared AI ArchitectDuration: 6 monthsLocation: BasingstokeStart Date: ASAPJob Description:We are looking for new Bid Apps Architects, at varying levels of technical ability and experience, to join our dynamic bid team. They will work closely with the Sales and Offerings teams to produce bid collateral on a wide variety of bids and tenders which vary in size and complexity. Working alongside a team of dedicated professionals, you will be driven to provide better, faster, more effective solutions. This is a fast paced environment where you will have the chance to grow and build upon your existing knowledge and ability. The work is challenging, but overall it is extremely rewarding. You will work with the latest technology offering ground breaking solutions to everyday problems.An Application Architect will be expected to:Work with the bid team to design solutions that meet or exceed the customer requirements.Present solutions to senior management and customers.Take ownership of Designs for specific application components of the overall solution.Ensure the designs produced are fit for purpose and are capable of being put through Design Approval Board (DAB).Provide input into reports, when required, to the customer.Liaise with and assist with managing 3rd parties and their technical deliverablesProvide impact assessments on customer and internal Change RequestsProvide estimates for design and development work using appropriate tooling and logicContribute to bid proposalsEngage with and mange customer expectations, and design to meet these.Provide consultancy to customers and third-parties on technical subjects of expertiseLead design and delivery of applications solutions and delivery teamKey Accountabilities: Defines major technical projects for customers or Fujitsu Services, influencing their view of acceptable investment level.Determines strategies, architectures and proposals.Shapes technical proposals to be acceptable to the customer and may make solution/service trade-offs.May manage a large design team, defining the approach to larger/more complex solution development and acceptance testing, and identifying strategic level risks and remedies.Determines the approach to whole classes of business, leading and influencing others in the development of new offerings.Works with customers to understand their business strategy and develop IT strategies and architecture for significant areas of their business.Manages a team to agree customer requirements and produce the design, setting high level criteria for the design of major solutions and exercising design control over the implementation.Communicates the impact of emerging technologies on customer and Fujitsu Services business to senior level customers and Fujitsu Services businesses.Shares knowledge with colleagues and makes useful additions to the Fujitsu knowledge base.Key Performance Indicators:Tangible feedback from customers and/or sales that major technical project definitions have influenced investment decisions. Regularly has technical strategies, architectures and proposals, incorporating trade-offs from the original specification, accepted by the relevant Business Approval review, without any requirement for significant proposal changes.Authors design and test documents for large, complex solution developments, incorporating strategic level risks and remedies and manages a large design team to achieve documented handover criteria.Can evidence a leading role in the development of new offerings.Documented feedback, from customers and/or sales, that IT strategies and architecture for significant areas of the customers' business have been developed as a result of working with the customer to understand their business strategy.Authors high level design documents for major solutions, managing design requirements and implementation teams and maintains an audit trail for an effective design control process.Delivers presentations and \"white papers\" on the impact of emerging technologies to senior customer and Fujitsu business representatives.Regular contribution to, and user of, company knowledge repositories and events.Mandatory Skills Required:TensorFlow and Python or similarNatural Language Processing using Stanford NLP Library or similarJupyter WorkbookElastic Search, Logstash and Kibana (ELK)Apache SparkHadoopIt is most likely the ideal candidate would have completed a Mathematics or Computer Science Degree which covered Data Science and Machine Learning or have since obtained practical experience.Desirable Skills Required:Knowledge with TOGAFSOA, EAIEnterprise SearchOpen source productsDevOps practisesAutomationContinuous integration/deliveryThe ideal candidate will be SC cleared or eligible and willing to undergo the relevant checks.Please submit CVs in the first instance."	"Basingstoke, UK"	"IT"	"ASAP"	"market rates"	"Experis IT"	"Rachel Eccles"	"JS-J391515A"	"28/11/2018 11:34:10"	"http://www.jobserve.com/GkXS3"	"6 months"	NA	NA
"Senior Data Analyst/Consultant - SQL/Tableau"	"£40k - £50k per annum"	"London"	"Permanent"	"Senior Data Analyst/Consultant - SQL/Tableau"	"London - £40k - £50k per annum"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Senior Data Analyst/Consultant - SQL/Tableau This is a fantastic opportunity to join an innovative mobile technologies organisation, currently going through an exciting expansion period, working closely with some of their global clients and providing them with vital data statistics! Our client are looking for a talented individual to join their team and support numerous data and analytic solutions for clients, including world-renowned international mobile operators.The chosen candidate will perform a range of data and consultancy tasks, working closely with new and existing clients and relevant teams within the business to ensure clients achieve their business objectives. It will be your responsibility to manage the delivery of analytics and reporting solutions, covering database design and development, statistical analysis, customer analytics, predictive modelling, visualisation, reporting design and reporting production. Additionally you will manage deliverables  within timescales and budgets in areas such as segmentation, correlations, decision trees, churn predictions, propensity models and dashboards, as well as responding to any information, data or insight requests. You will also be tasked with coaching and mentoring a junior member of staff, as well as monitoring their performance level and ensuring they are producing efficient reporting and modelling services. As well as developing new techniques and models to increase effectiveness, you will also build dashboard solutions and data strategies, tests, experiments and marketing campaigns. Please note: this role may include some occasional travel between international sites. To be considered for the role, you will need the following skills and/or experience:  At least 5 years' experience in a similar role   Previous experience as a senior member of a data science/analytics team   Strong hands-on SQL and Tableau experience   Strong communication skills   Experience within the telecoms or communications sector would be very beneficial  Qualserv Consulting Ltd is acting as a Recruitment Consultancy/Employment Agency in relation to this vacancy and advert. Qualserv Consulting is an Equal Opportunities Employer. Key words: data, analytic, analytics, analyst, consultant, consulting, consultancy, solutions, strategies, services, mobile, technology, operators, telco, telecommunications, telecoms, data-driven, customer acquisition, segmentation, customer lifetime value, customer retention, propensity modelling, churn, purchasing, platform, database, design, development, statistical, visualisation, reporting, report, predictive modelling, correlations, decision trees, information, insight, info, initiatives, workstream, stakeholders, clients, telecom, SQL, Tableau, MSSQL"	"London, UK"	"IT, Sales and Marketing, Consulting"	NA	"£40k - £50k per annum"	"Qualserv Consulting"	"Robert Pask"	"JSBIBB0043 ANALYST"	"30/11/2018 15:47:07"	"http://www.jobserve.com/GkqON"	NA	NA	NA
"Digital Web Analyst - Adobe Analytics - Google Analytics"	"£40k - £55k per annum + bonus, benefits, Pension"	"London"	"Permanent"	"Digital Web Analyst - Adobe Analytics - Google Analytics"	"London - £40k - £55k per annum + bonus, benefits, Pension"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Digital Web Analyst - London - *UP TO £55,000*  A high profile role for a Web Analyst in a leading household name who are currently building throughout Digital and Analytics. Offering the opportunity to work for a company with real ambition and drive.  This south coast based firm has a highly dependent salary package upon the right candidate with the experience and skills to push the company to new heights.  Responsibilities:  - Planning and delivering advanced analysis of data from specific sets  - Developing processes for improved data capture to allow action to be taken  - Providing insight which supports business migration to improved systems  Essential Skills Required:  - Strong technical abilities including Site Catalyst and Google Analytics, Adobe Analytics  - Experience of A/B multivariate testing  - Previous work within insights and relaying this insight to stakeholders  Desirable Skills:  - Strong communication abilities, preferably speaking with senior stakeholders  - Experience with Data Visualisation tools  - Working knowledge of social media analytics tools  - Good understanding of either SQL, SAS or SPSS.  Qualifications:  - Degree qualified with a 2:1 or above in a relevant field  For more details please contact Munveer Jabbal at (see below) Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"London, UK"	"IT"	NA	"£40k - £55k per annum + bonus, benefits, Pension"	"Parallel Consulting"	"Munveer Jabbal "	"JS-3000"	"03/12/2018 09:11:24"	"http://www.jobserve.com/GlLzH"	NA	NA	NA
"Senior Credit Risk Analyst - SAS, SQL, Strategic Analytics"	"£40k - £65k per annum + Bonus, Pension, benefits"	"City of London"	"Permanent"	"Senior Credit Risk Analyst - SAS, SQL, Strategic Analytics"	"City of London - £40k - £65k per annum + Bonus, Pension, benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Senior Credit Risk Analyst£40k - £65k + bonus, healthcare, pensionPermanentLondonSAS, SQL, Credit Risk AnalyticsThe RoleMy Client is looking for an excellent, experience risk analyst to work within their Credit Cards and Personal Loans portfolios. You will delve into existing customer portfolios and perform analysis to provide commercial insight. Your analysis will involve cut offs, credit line increase and decrease and acquisitions for some of the bank's largest portfolios. You will have direct access to senior stakeholders and present your findings in a non-technical way for the senior stakeholders.The CompanyMy client is a leader within retail banking in the UK and has pushed analytics to the forefront of the business over the past year. They have invested heavily into their analytics department ensuring access to the best technologies and some of the largest and most unique datasets in the country. They are headed up by highly experienced experts within retail banking and analytics and are based in the heart of London financial centre. They offer an opportunity to be involved in some of the most innovative analytic within banking, offering an excellent salary and one of the best packages in the country.What you needAn ideal candidate will need:Excellent knowledge of SAS and SQLExperienced working within retail banking portfoliosVery strong communication skills both written and verbalConfident presenting strategic analysis to senior stakeholders and board membersA strong degree from a reputable universityNice to have:An MSc or PhDExperience working within UK banking or ConsultancyPrevious stakeholder managementIf this role interests you then please apply or contact Steven Harrison (see below) Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"City of London, UK"	"Finance"	NA	"£40k - £65k per annum + Bonus, Pension, benefits"	"Parallel Consulting"	"Steven Harrison "	"JS-SJH4907"	"27/11/2018 17:06:49"	"http://www.jobserve.com/GkQ5u"	NA	NA	NA
"Senior Risk Analyst (Loans) - SAS, SQL, Loans, Acquisitions"	"£40k - £65k per annum + Bonus, Pension, benefits"	"City of London"	"Permanent"	"Senior Risk Analyst (Loans) - SAS, SQL, Loans, Acquisitions"	"City of London - £40k - £65k per annum + Bonus, Pension, benefits"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Senior Credit Risk Analyst - Loans£40k - £65k + bonus, healthcare, pensionPermanentLondonSAS, SQL, Credit Risk AnalyticsThe RoleMy Client is looking for an excellent, experienced risk analyst to work within and continue to expand their Personal Loans portfolios. You will use strategic analytics to deep dive into existing portfolios, to assess risk against reward. You will use SAS or SQL to develop commercially focused risk strategy, to ensure the business is lending in a responsible way. You will device acquisition strategy to continue the expansion of the businesses fastest growing portfolio and have direct stakeholder access to deliver your analysis to non-technical directors.The CompanyMy client is a leader within retail banking in the UK and has pushed analytics to the forefront of the business over the past year. They have invested heavily into their analytics department ensuring access to the best technologies and some of the largest and most unique datasets in the country. They are headed up by highly experienced experts within retail banking and analytics and are based in the heart of London financial centre. They offer an opportunity to be involved in some of the most innovative analytic within banking, offering an excellent salary and one of the best packages in the country.What you needAn ideal candidate will need:Excellent knowledge of SAS and SQLExperienced working within retail bankingVery strong communication skills both written and verbalConfident presenting strategic analysis to senior stakeholders and board membersA strong degree from a reputable universityNice to have:An MSc or PhDExperience working within UK banking or ConsultancyPrevious stakeholder managementLoans experience would be preferredIf this role interests you then please apply or contact Steven Harrison (see below) Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"City of London, UK"	"Finance"	NA	"£40k - £65k per annum + Bonus, Pension, benefits"	"Parallel Consulting"	"Steven Harrison "	"JS-SJH3907"	"27/11/2018 17:07:26"	"http://www.jobserve.com/GkQ6A"	NA	NA	NA
"Credit Risk Manager - Existing Customer Management"	"Up to £75k per annum + bonus, Pension, healthcare"	"City of London"	"Permanent"	"Credit Risk Manager - Existing Customer Management"	"City of London - Up to £75k per annum + bonus, Pension, healthcare"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Credit Risk Manager - Existing Customer Management - SAS, SQL, Retail BankingUp to £75,000 + bonus, healthcare, pensionPermanentLondonThe RoleMy Client is looking for an experienced risk professional to manage a small team, but remain hands on analytically, within their Existing Customer Management division for their Credit Cards and Personal Loans Portfolio. In this role you will have a team of 3 reporting into you, including Analysts and Senior Analysts. You will lead a team of commercially focused analysts assessing risk against reward and ensuring that the portfolios remain profitable. The business used SAS and SQL, along with statistical modelling and machine learning algorithms, to produce effective insight.The CompanyMy client is a leading lender within the UK, offering a range of consumer products, to a varied customer base. They are based in the heart of London and are investing heavily into their analytics departments to ensure they remain a leader in a competitive market. They offer excellent career progression within a hierarchy that allows autonomy and direct board contact. They offer a very strong salary and more than competitive bonus structure, while allowing for the flexibility to shape your own team.What you needAn ideal candidate will need to be able to demonstrate:A strong background in retail banking across consumer productsVery strong knowledge of SAS and SQL, happy to remain hands onThe ability to deal with non-technical stakeholders and deliver on their needsHigh level communication skills both written and verbalNice to have:Cards and personal loans experience within the UKSome managerial or mentoring responsibilitiesIf this role interests you please apply or contact Steven Harrison (see below) Parallel Consulting is a multi-awarding winning, global leader in Analytics & Data Science recruitment. With over 12 years expertise, we assist our clients within Analytics, Customer & Marketing Insight, Web Analytics, Big Data, Data Science, Credit Risk and BI."	"City of London, UK"	"Finance"	NA	"Up to £75k per annum + bonus, Pension, healthcare"	"Parallel Consulting"	"Steven Harrison "	"JS-SJH3945"	"27/11/2018 17:06:00"	"http://www.jobserve.com/GkQ5H"	NA	NA	NA
"Data Engineer - E-commerce - East London"	"£60k - £90k per annum + Full benefits + share options"	"London"	"Permanent"	"Data Engineer - E-commerce - East London"	"London - £60k - £90k per annum + Full benefits + share options"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"StackJava, Python, Spark, Airflow, GCP, Kubernetes,The company:One of the fastest growing names in E-commerce this company recently IPO'd with a valuation in the billions. Using the next generation of technology to better solve some of the longstanding challenges in the E-commerce domain. A chance to join a small, business facing team in a global company working at pace and scale.The environment/Culture:Flexible, a great job spec key word these guys embrace modern working practices with members of the team completely in charge of where and when they deliver. High levels of communication each team member is aware of the key strengths of other team members and is not afraid to ask for or offer help when they need to. Flat structure with a \"Best idea wins\" approach. Pace is key these guys move fast!The role:Joining a team of 3 existing data engineers you will be heavily involved in a greenfield project to deliver scalable and predictable data pipelines as part of the wider build out of the company's data platform. Playing a supporting role to the Data Science team to make sure they have the tools and infrastructure to predict the latest trends and create pricing models.The challenges:Multi-terabyte data problemsAt scaleAt paceWhat experience is required?Strong SQL knowledgeExperience of multi-cloud environments (GCP)Strong ETL and Datamodelling abilitiesExperience ow working on large datasetsNice to have experience of Hadoop, Hive, Impala, Spark, GCP"	"London, UK"	"IT"	"ASAP"	"£60k - £90k per annum + Full benefits + share options"	"Tecknuovo Ltd"	"Oliver Short "	"JS-1820"	"29/11/2018 17:29:37"	"http://www.jobserve.com/Gkj6E"	NA	NA	NA
"Data Science/Pricing - Based in Central London"	"GBP"	"London"	"Permanent"	"Data Science/Pricing - Based in Central London"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Fairbank Partners are working with a Central London insurer to source a Part Qualified with a keen interest in Data Science to join the Technical pricing team. The opportunity: Excellent chance to join a specialist niche insurer Work across various lines of business, including commercial Learn and use machine learning/data science techniques to enhance pricing Use R and Python Actuarial study support can be offered for those who want it The individual: Junior analyst with pricing experience Experience in R and Python is an advantage To discuss this role, or to discuss your career, please submit your CV or contact Hannah Turner at Fairbank Partners on . Fairbank Partners has access to a wide range of actuarial jobs and acts as an employment agency. "	"London, UK"	"Other"	NA	"GBP"	"FAIRBANK PARTNERS"	"FAIRBANK PARTNERS"	"JS7286_83939/592939017"	"03/12/2018 15:07:29"	"http://www.jobserve.com/GlQTe"	NA	NA	NA
"Data Science Manager - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Data Science Manager - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Major insurer has a unique opportunity for a talented data scientist to provide a market leading technical pricing service for the Home business and help shape the development of data science techniques used in home pricing.In this exciting role, you will be responsible for the development of appropriate uses of machine learning techniques for Home Pricing, identifying opportunities for improvements to enable tasks to be performed in a more efficient manner.Acting as Subject Matter Expert and an ambassador for the technical pricing team throughout the business, you will develop data science skills throughout the team whilst building market-leading risk premium models.Candidates should have existing data science experience, and be proficient in the use of R/Python or similar software.Knowledge of Emblem, Radar, Classifier, and SAS also advantageous."	"United Kingdom"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5184/593978808"	"03/12/2018 14:16:31"	"http://www.jobserve.com/GlPyR"	NA	NA	NA
"Data Science Business Analyst - London - 6-12 month contract"	"up to 450 p/d"	"London"	"Contract"	"Data Science Business Analyst - London - 6-12 month contract"	"London - up to 450 p/d"	"Contract"	"Posted: Thursday, 29 November 2018"	""	"Job Description Business Analyst - Contract - 6-12 months - London - up to 450 p/dWe are looking for an experienced Business Analyst with a good understanding of Data Science, Excellent communication and interpersonal skills to join one of the worlds most successful and fastest growing companies.Key skills/attributes:experience with User story requirementsAgile working environmentUnderstanding of Scrumrequirement capturing JiraUnderstanding of Data ScienceUnderstanding of Big Data/ML/AI (would be beneficial)Business Analyst - Contract - 6-12 months - London - up to 450 p/d "	"London, UK"	"Consulting"	NA	"up to 450 p/d"	"Gravitas Recruitment Group Ltd"	"Gravitas Recruitment Group Ltd"	"JS546249F1/589183599"	"29/11/2018 11:36:59"	"http://www.jobserve.com/Gkhnt"	NA	NA	NA
"Data Analytics Consultant, Data Science"	"GBP"	"London"	"Permanent"	"Data Analytics Consultant, Data Science"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Posting Description  Data Analytics Consultant, Data Science  We're hiring!  We are currently recruiting a Data Analytics Consultant (Data Science) to join our McLagan business in London.  About Aon  Aon plc (NYSE:AON) is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.  McLagan, an Aon subsidiary, is the leading provider of performance analytics, compensation studies and consulting to the world's top financial services firms. Focusing exclusively on the financial services industry, McLagan serves clients in the asset management, investment banking, corporate banking, private equity, private client, and performance benchmarking businesses. We draw on forty years of focused financial services experience to deliver unparalleled expertise to our clients seeking to improve their understanding of market performance and compensation trends.  Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria.  Outline  People Analytics is about using data and analytics to make better decisions about how an organisation manages people. Allowing our clients' a better understanding of their workforce will in turn help improve our clients' business performance.  This is an emerging and fast growing area of analytics, and we are working with our clients data to answer questions such as:  How can I acquire the best people?  How should I deploy my people?  What do I need to do to retain people?  How can I drive growth through my people?  This role will focus on the development of analytics to answer any combination of the questions above and more, from proof-of-concept to delivery. Projects will range from delivering standardised analytics reporting through to bespoke engagements, incorporating data science, machine learning and consulting skills.  About the Role  Design, support and implement analytics driven solutions for our clients. This will include  Exploiting analytics in new ways to address business driven problems/requirements around attrition, deployment and talent  Designing optimal data models that will support these solutions  Visualising solutions in an interactive, attractive and usable way  Managing business requirements from proof-of-concept through to production. This will include being effective with documentation and project management.  Working across the organisation by liaising with business consultants, technical staff and end-user clients.  Responsible for working in accordance with the Aon UK Limited Risk Management Framework, and compliance with the Aon UK Limited policies, including participation in the management of risks (including completion of mandatory training) that may adversely affect the business, interests or reputation of any Group Company.  About you  As a Data Analytics Consultant your skills and qualifications will ideally include:  Experience delivering projects in a consulting environment  Experience of applying data science and machine learning in Python and/or R, including using the scikitlearn, numpy and pandas libraries.  Knowledge of SQL Server or other relational database management systems.  Experience with visualisation tools such as Tableau, Qlikview or PowerBI, including some experience of server set-up.  AWS, Azure or other cloud infrastructure experience preferable.  Experience of dealing with multiple stakeholders (internal and external) from both a technical and non-technical background  A keen interest in Talent, HR, Organisation Design or Change Management.  Our Colleague Experience  Every day, our colleagues make a difference, work with the best, own their potential, and value one another. Together, we share this one purpose: to empower economic and human possibility around the world. This unifying goal is at the heart of our identity, and it lives in everything we do. To learn more about our colleague experience, visit Aon Colleague Experience .  We offer you  A competitive total rewards package, continuing education & training, and tremendous potential with a growing worldwide organization. Aon is an equal opportunities employer. Aon's recruitment and selection policy ensures the best possible skill mix of colleagues and the highest quality candidates are appointed using objective job-related criteria. "	"London, UK"	"Consulting"	NA	"GBP"	"Aon"	"Aon"	"JS2446148/590809603"	"01/12/2018 11:15:53"	"http://www.jobserve.com/Gkz9A"	NA	NA	NA
"Non-life Manager - Data Science and Analytics"	"GBP"	"Bristol"	"Permanent"	"Non-life Manager - Data Science and Analytics"	"Bristol - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Leading-edge client is seeking a talented individual to create and maintain multivariate statistical models for its motor business. The successful candidate will have made progress towards, or completed, a relevant professional qualification (FIA, CII or MBA).Developing and maintaining the price optimisation capability for our client, you will also create pricing controls, liaising closely with internal and external partners to ensure pricing is implemented correctly and within business timescales.You will also lead investigations into the best use of data, analytical techniques and software whilst producing appropriate models to support pricing and operational activity.With excellent interpersonal and organisational skills, you will be a creative thinker with excellent technical knowledge of pricing and analytical/data science techniques.Contact us now for more information on this unique opportunity."	"Bristol, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR4952/593978687"	"03/12/2018 15:11:56"	"http://www.jobserve.com/GlQXH"	NA	NA	NA
"Market Access Specialist"	"GBP"	"London"	"Permanent"	"Market Access Specialist"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Join us on our exciting journey! IQVIA is The Human Data Science Company, focused on using data and science to help healthcare clients find better solutions for their patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness advances in healthcare information, technology, analytics and human ingenuity to drive healthcare forward. Market Access Specialist - London and South East IQVIA has an outstanding opportunity to join their industry leading NHS Commercial Director team - bringing together expert local health economy stakeholder knowledge, superior market access strategy skills and identification/development of joint "	"London, UK"	"Consulting"	NA	"GBP"	"IQVIA"	"IQVIA"	"JS7108_203177488/593109432"	"03/12/2018 16:27:57"	"http://www.jobserve.com/GlRVq"	NA	NA	NA
