"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Higher Level Teaching Assistant"	"80.00 - 90.00 Annual GBP"	"London"	"Unspecified"	"Higher Level Teaching Assistant"	"London - 80.00 - 90.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Contract Term: Full time Long Term-Permanent Job Start: January 2019 Salary: £80-£90 per day Uniform Education are working with a welcoming and Friendly Four form, Outstanding Primary School in Wembley who is currently recruiting for a HLTA. This position is a full time, long term position with an opportunity to be permanent in September 2019, with scope for further development and training. Whether you're an aspiring teacher or simply love being a HLTA and want increased responsibilities of taking the class, you could be great for this position. Ideally, the suitable applicant for the HLTA role will be an experienced HLTA/TA with experience covering classes and leading groups of children with the HLTA qualification or equivalent Have a read of all the details before applying to this HLTA Cover Teacher opportunity. Job Description * Full Time HLTA role* Lovely team, very welcoming and friendly* SEN experience- ASD, BESD, MLD and SPLD. * Working closely with the SENCO and Class Teachers* Start January 2019 Person Specification * Experienced HLTA or TA* Experience covering classes* Knowledge of all three key stages beneficial* Graduates interested in teaching are urged to apply* A dedicated individual who can commit to the position School Information * Outstanding OFSTED graded primary school (4 form entry)* Located in the London Borough of Brent * Welcoming team of staff, excellent behaviour and a strong ethos* Free Parking Does this sound like the perfect HLTA opportunity for you? Perhaps you need some more details? If you would like to apply, please contact Kirsty Kemp on or email your updated CV  "	"London, UK"	"Education"	NA	"80.00 - 90.00 Annual GBP"	"UNIFORM EDUCATION"	"UNIFORM EDUCATION"	"JS3561_36763461/597594999"	"07/12/2018 09:05:28"	"http://www.jobserve.com/Gl2lc"	"Graduate"
"Head of Business Studies and Economics in Harrow"	"662.00 - 37645.00 Annual 00 GBP"	"Stanmore, Middlesex"	"Unspecified"	"Head of Business Studies and Economics in Harrow"	"Stanmore, Middlesex - 662.00 - 37645.00 Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Head of Business Studies and Economics - Harrow An Ofsted rated Oustanding secondary school in London are seeking to appoint a dynamic and well-qualified Head of Department for Business Studies and Economics on a Full time basis to start in January 2019. Do you have experience teaching your subject across all Key Stages? The successful applicant will be joining a department of Business and Economics Teachers who are dedicated to improving the attainment results and progress of their students. The school is extremely well facilitated with interactive whiteboards within all the classrooms and well-resourced departments. To be considered you will need to be a Business/Economics Teacher with the following: Qualified Teacher Status (QTS)Experience teaching Business and Economics to all Key StagesA track record for delivering strong results at GCSE levelYou will be a driven teacher with a strong desire for your students to succeed. Engage Education is a widely recognised, award-winning education recruitment company. We pride ourselves on our high levels of customer service and professional development that we offer our teachers and support staff. We: Offer an excellent 'refer a friend' scheme that pays you £150 for each candidate you refer to us after they have worked and been paid for their first 10 daysPay in line with the Agency Worker Regulations (AWR) meaning you will be paid equally to a permanent employeeEnsure that you will have your own dedicated consultant who will provide ongoing support and guidanceGive you access for a wide range of CPD training through our in-house team of experienced senior leadersApplication Process Do you feel you meet the criteria for this exciting opportunity? If so, please either apply below or contact Engage Education directly. All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. If you are not contacted within 2 working days, unfortunately, you have been unsuccessful for this role. However, we will keep your CV and continue to help you in your search for a job within education. Engage Education is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. By applying for this role, you are consenting to Engage Education Ltd storing your personal details in our fully encrypted database, in line with the new GDPR requirements. "	"Stanmore, Middlesex, UK"	"Education"	NA	"662.00 - 37645.00 Annual 00 GBP"	"Engage Partners Limited"	"Engage Partners Limited"	"JS3561_36489052/596921147"	"07/12/2018 09:05:26"	"http://www.jobserve.com/Gl2la"	NA
"Behavior Support Worker Manchester"	"60.00 - 80.00 Annual GBP"	"City, Manchester"	"Unspecified"	"Behavior Support Worker Manchester"	"City, Manchester - 60.00 - 80.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Behaviour Support Worker Manchester  Empowering Learning are looking for SEND specialist teaching assistants, behaviour support workers and pastoral care assistants for an SEMH school in Manchester. This is a specialist environment, so the right candidate MUST have experience relevant to this position.  SEMH SCHOOLS CAN BE CHALLENGING PLACES TO WORK, SO YOU WILL NEED TO BE A CALM, CONFIDENT PERSON WHO CAN ENGAGE WITH THE PUPILS AND UNDERSTAND THEIR SOMETIMES COMPLEX NEEDS.  THE CHALLENGES OF THE ENVIRONMENT GO HAND IN HAND WITH THE SENSE OF ACHIEVEMENT YOU WILL GAIN FROM SEEING THE YOUNG PEOPLE YOU SUPPORT PROGRESS. ESSENTIALS: . DBS ON THE UPDATE SERVICE  . COMMITMENT TO WORKING IN AN SEMH SCHOOL . PREVIOUS EXPERIENCE  . TEAM TEACH (PREFERRED) Empowering Learning is a well-established teacher training and recruitment consultancy with branches located in London, Manchester and Cardiff and is known for the great care we take with clients and employees alike.  Our dedicated, professional teams proudly place our candidates and clients at the heart of our bespoke approach and ensure that we provide excellent recruitment solutions to clients and candidates - no matter where they are in the countryIf you are interested in this role please contact Sarah Akers on or email your CV over to  "	"City, Manchester, UK"	"Education"	NA	"60.00 - 80.00 Annual GBP"	"Empowering Learning"	"Empowering Learning"	"JS3561_36768776/598105219"	"07/12/2018 09:04:37"	"http://www.jobserve.com/Gl2kp"	NA
"Learning Support Assistant SEND Salford"	"60.00 - 75.00 Annual GBP"	"City, Manchester"	"Unspecified"	"Learning Support Assistant SEND Salford"	"City, Manchester - 60.00 - 75.00 Annual GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Learning Support Assistant SEND  Empowering Learning are looking for SEND specialist Learning Support Assistants for a school in Salford. This is a specialist SEND environment so ideally the right candidate would have experience working in a similar setting. The school caters for secondary aged children with ASC, SLD and Complex Needs. Working in an SEND school is an incredibly fulfilling way to help pupils of all abilities with a variety of learning difficulties engage in education and realise their full potential.  You will work as part of a very close team of staff and build solid relationships throughout the school.  Essentials . DBS on the update service . A qualification in supporting teaching and learning or equivalent . Experience working as a Learning support assistant in a specialist setting  . The ability to work as part of a team as well as using your own initiative . Have experience of providing personal care support including feeding and toileting Empowering Learning is a well-established teacher training and recruitment consultancy with branches located in London, Manchester and Cardiff and is known for the great care we take with clients and employees alike.  Our dedicated, professional teams proudly place our candidates and clients at the heart of our bespoke approach and ensure that we provide excellent recruitment solutions to clients and candidates - no matter where they are in the countryIf you are interested in this role please contact Sarah Akers on or email your CV over to  "	"City, Manchester, UK"	"Education"	NA	"60.00 - 75.00 Annual GBP"	"Empowering Learning"	"Empowering Learning"	"JS3561_36768775/598102413"	"07/12/2018 09:04:26"	"http://www.jobserve.com/Gl2ka"	NA
"Maths Graduate - Brent, NW London"	"GBP"	"Wembley, Middlesex"	"Unspecified"	"Maths Graduate - Brent, NW London"	"Wembley, Middlesex - GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Maths Graduate - Brent, North West London  1st rule of maths - If it seems easy, you're doing it wrong.  Are you a recent Maths Graduate looking for a long-term, Full time role in an Academic Mentor role before deciding whether teaching is for you? A school in Brent has an opening for a Maths Graduate to start their teaching journey as an Academic Mentor for their GCSE and A-level students! *Maths Graduate required for Brent!*Long-term, Full time position for Maths Graduate*Academic support role needed for support across A-level and GCSE maths revision!*Must hold a minimum 2:1 graduate with a strong academic background*Experience in an academic support role highly beneficial *£65-£70 a day paid on a weekly basis! *Potential teacher training opportunities after the first term for Maths Graduate! The Maths Graduate will join the school's maths department and assist in the learning and the revision across GCSE and A-level maths students. If you are confident in other subjects ie science, English, IT you will be able to provide support within your secondary specialism.  In lessons you will provide general support to pupils who need support or extra clarification in topics and outside of this role you will support pupils in study sessions and promote learning in their free periods.  For this role, the Maths Graduate will benefit from having prior experience in an TA/Tutor role prior to this as it demonstrates your understanding of the requirements of an Academic Mentor however experience is not essential.  The school, based in Brent, are keen to meet a Maths Graduate to join their 'Outstanding' school and continue providing academic excellence. They are keen to meet a Maths Graduate who is looking to pursue teacher training, and has opportunities to support you through a paid, teacher training route.  Apply today! "	"Wembley, Middlesex, UK"	"Education"	NA	"GBP"	"Edustaff"	"Edustaff"	"JS3561_36762684/597595553"	"07/12/2018 09:04:11"	"http://www.jobserve.com/Gl2kL"	"Graduate"
"Geography Teaching Assistant"	"GBP"	"London"	"Unspecified"	"Geography Teaching Assistant"	"London - GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Geography Teaching Assistant | Highly Regarded Secondary | South West London School Are you a Geography graduate? Maybe you're a graduate in subjects with a strong amount of Geographical inquiry such as Environmental Science, Geology or even Geo-science? If you are looking for experience in the classroom which could potentially develop into training as a teacher then look no further!  >> 2:1+ Graduates in Geography based subjects>> Top Secondary School in London>> ASAP Start - Long term Teaching Assistant Post>> Potential Geography Teacher Training Opportunity from September 2019>> Academic Secondary School with Exceptional Resources>> Excellent Mentoring from Outstanding Teachers and Senior Leaders A superb Teaching Assistant opportunity is available ASAP in a successful, academic secondary. The Geography Teaching Assistant post is open to Geography graduates or graduates with related degrees in subjects such as Environmental Science, Geology or even Geo-science. It is important to the school that any Geography graduate have a determination to succeed in education and is prepared to work hard to achieve this goal. Whilst supporting pupils this Teaching Assistant post will allow you to build your curriculum knowledge in addition to giving you the classroom confidence needed to start teaching your own classes. Pupils at this school enjoy a wide range of extra curricular activities, and you will be able to contribute your talents and ideas to them or maybe even plan your own. As a Teaching Assistant in addition to your classroom duties you will provide booster sessions in the form of 1:1 and small groups outside the classroom.  If you meet the requirements of this advanced secondary school, apply for the ideal Teaching Assistant role in London immediately! Click 'Apply Now' and send your CV and covering letter to Rebecca Constant at EduStaff. Please note: due to the volume of applications, only successful applicants will be contacted. "	"London, UK"	"Education"	NA	"GBP"	"Edustaff"	"Edustaff"	"JS3561_36535125/597594771"	"07/12/2018 09:03:47"	"http://www.jobserve.com/Gl2j0"	"Graduate"
"ASD SEN TA - Croydon Secondary School"	"65.00 Daily - 85.00 Daily £65 - £85/day GBP"	"Croydon, London"	"Contract"	"ASD SEN TA - Croydon Secondary School"	"Croydon, London - 65.00 Daily - 85.00 Daily £65 - £85/day GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Secondary mainstream Croydon secondary school is currently recruiting for either an experienced or Grad Teaching Assistant who can work with KS3 - KS4 ASD pupils. Immediate or January 2019 post.Very much a community based secondly school this is a larger than average mainstream secondary school in Croydon that has great facilities and a supportive SEN department. Innovative and Creative secondary school in Croydon with a strong ethos with mixed ability pupils. They teach through the Key stages with a successful sixth form. This school has gone through systematic change and is going in the right direction. The Principal at this Croydon Secondary School is ambitious and has a successful educational background. Strong & impeccable managerial & leadership expertise. At this school, the pastoral team is very strong. The SENCO and Inclusion Manager are an asset to this school and exemplary managers and leaders. The SEN team are consistent, dedicated with a wealth of experience. They aim to make a real difference in young people lives. The staff at this school go over and beyond an exceed the schools expectations to ensure the students get the best support ever.Secondary Croydon mainstream school is currently recruiting either a Graduate or experienced SEN Teaching Assistant. They would like to recruit for someone to start either immediately or January in this full time post. They are recruiting for a KS3 to GCSE LSA/Teaching Assistant/Graduate Teaching Assistant who can potentially work in your specialised subject to your degree. The successful SEN Teaching Assistant will be employed full time on a long term supply basis. Opportunities for permanent work is potentially available for the right candidate and initially this will be a long term post. This role will be working with ASD students who have difficulties within the classroom and help to encourage and build a strong rapport with pupils in the curriculum. Additionally you will be working & supporting the class teacher with the daily running of the classroom. Would be beneficial if the successful SEN Teaching Assistant has experience working with children that have Autism & ADHD and has experience in dealing with demanding behaviour in the classroom as a SEN Teaching Assistant/Teaching Assistant.. Relevant degree or qualifications for this post. Specialism in ASD/SEN Teaching Assistant. SEN Teaching Assistant 1:1 and small group support. Available either in close proximity to Croydon or South East London. Experience working with Mainstream or SEN or Secondary School. You can build a strong rapport with students (KS3 & KS4 levels). In date DBS with the update service "	"Croydon, London, UK"	"Education"	NA	"65.00 Daily - 85.00 Daily £65 - £85/day GBP"	"Servoca Education Resourcing"	"Servoca Education Resourcing"	"JS209089775/604644379"	"13/12/2018 15:04:07"	"http://www.jobserve.com/GnKq9"	"Graduate"
"Science Teaching Assistant/Graduate Required - Havering LEA"	"12370.00 - 16700.00 Annual £12370 - £16700/annum GBP"	"London"	"Contract"	"Science Teaching Assistant/Graduate Required - Havering LEA"	"London - 12370.00 - 16700.00 Annual £12370 - £16700/annum GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Science Teaching Assistant/Graduate Required - Havering LEA - Temp to perm role - starting January 2019Paid to scaleSupply Desk are working with a large mixed Secondary school based in Havering and they're seeking a KS3/4 Science teaching assistant/graduate to start in January. Due to the versatility within the department, they school are willing to accept any specialisms within the 3 sciences (Chemistry, Biology & Physics)This role is full time and you will be working standard school hours (Apply online only)About the schoolThis school is large secondary school with 940 students enrolled and they are one of the most renowned secondary schools in and around Rainham with an impressive school history. One of their ethoses is to enrich the lives of all students through a vibrant learning community, a rich learning environment and a wide-ranging curriculum, thereby building social capital and broadening the horizons of all their students. They promote self-confidence and high esteem for everyone in the school and they distinguish themselves by the quality of care they provide to everyone in their school community.They also have many extra circular activities including music, sports, performing arts and social clubs which include political debate clubs.This school endeavour to promote within and there are opportunities to develop your career into a pastoral position within a short amount of time.Commuting to the school via public transport is very easy as they are a only a 2 minute away from the local bus stop and very close to Dagenham East & Elm Park underground stationsThe RoleYou will be required to work within a Science department of 7 staff members and you will have the opportunity to work closely with the director of learning to ensure results and attainment levels are always at a high level. You will also have a dedicated support manager whom can help with planning and preparation outside PPA time. The ideal candidate will help support and teach engaging and dynamic Science lessons across KS3/4. This is a long term requirement with a view to go permanent and has come about because one of their direct teachers will be retiring. Requirements/personal specifications This Science Teaching Assistant role is designed for a dynamic Science (chemistry, biology or physics) graduate who has earned a 2.1 or above and holds an equally impressive academic record at GCSE and A-Level with an unflinching focus on becoming a teacher in the near future. The ideal candidate will have a real love of their subject stemming from a genuine understanding and appreciation for the workings of it. You must have the skills to reach the minds of your pupils as you inspire a love for learning in them through an energetic approach to teaching.How to apply?Please contact Max on (Apply online only) if you have any specific queries or email "	"London, UK"	"Education"	NA	"12370.00 - 16700.00 Annual £12370 - £16700/annum GBP"	"Supply Desk"	"Supply Desk"	"JS209122925/604640805"	"13/12/2018 11:02:58"	"http://www.jobserve.com/GnJBL"	"Graduate"
"Maths Teaching Assistant/Graduate Required - Havering LEA - Jan 2019"	"12675.00 - 15400.00 Annual £12675 - £15400/annum GBP"	"London"	"Contract"	"Maths Teaching Assistant/Graduate Required - Havering LEA - Jan 2019"	"London - 12675.00 - 15400.00 Annual £12675 - £15400/annum GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Maths Teaching Assistant/Graduate Required - Havering LEA - Temp to perm role - starting January 2019Paid to scaleSupply Desk are working with a large mixed Secondary school based in Havering and they're seeking a Maths grad to start in January.This role is full time and you will be working standard school hours (Apply online only)About the schoolThis school is large secondary school with 940 students enrolled and they are one of the most renowned secondary schools in and around Rainham with an impressive school history. One of their ethoses is to enrich the lives of all students through a vibrant learning community, a rich learning environment and a wide-ranging curriculum, thereby building social capital and broadening the horizons of all their students. They promote self-confidence and high esteem for everyone in the school and they distinguish themselves by the quality of care they provide to everyone in their school community.They also have many extra circular activities including music, sports, performing arts and social clubs which include political debate clubs.This school endeavour to promote within and there are opportunities to develop your career into a pastoral position within a short amount of time.Commuting to the school via public transport is very easy as they are a only a 2 minute away from the local bus stop and very close to Dagenham East & Elm Park underground stationsThe RoleYou will be required to work within a Maths department of 6 staff members and you will have the opportunity to work closely with the director of learning to ensure results and attainment levels are always at a high level. You will also have a dedicated support manager whom can help with planning and preparation outside PPA time. The ideal candidate will support and teach engaging and dynamic Maths lessons across KS3/4. This is a long term requirement with a view to go permanent and has come about because one of their direct teachers will be retiring. Requirements/personal specifications This Maths Teaching Assistant is designed for a dynamic Maths graduate who has earned a 2.1 or above and holds an equally impressive academic record at GCSE and A-Level with an unflinching focus on becoming a teacher in the near future. The ideal candidate will have a real love of their subject stemming from a genuine understanding and appreciation for the workings of it. You must have the skills to reach the minds of your pupils as you inspire a love for learning in them through an energetic approach to teaching.How to applyPlease contact Max on (Apply online only) if you have any specific queries or email "	"London, UK"	"Education"	NA	"12675.00 - 15400.00 Annual £12675 - £15400/annum GBP"	"Supply Desk"	"Supply Desk"	"JS209121910/604640884"	"13/12/2018 11:02:57"	"http://www.jobserve.com/GnJBK"	"Graduate"
"#iwill Social Action Project Co-ordinator"	"GBP"	"Liverpool, Lancashire"	"Permanent"	"#iwill Social Action Project Co-ordinator"	"Liverpool, Lancashire - GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"The Liverpool Football Club Foundation is the official charity of Liverpool Football Club. We raise funds, develop partnerships and deliver high impact programmes that engage young people through their passion for Liverpool Football Club and football, helping them to improve their health, skills and life chances.We are proud of our work to date, engaging thousands of children and young people each year, however we have ambitious plans for the future - our vision is to be the leading football foundation that transforms young people's lives.THE ROLE:As Social Action Project Co-ordinator will support the delivery of the LFC Foundation's exciting new £1m #iwill social action programme in primary and secondary schools in the Liverpool area. The successful candidate will develop pupils' life skills and empower them to make a difference in their local community through social action. Key responsibilities will also include: Deliver 'train the trainer' courses to teachers to enable them to support more pupils to take part in social action Ensure the safeguarding of pupils at all times Deliver high quality engaging personal development sessions to pupils aged 10 -14 years old Facilitate social action activities with pupils, including ensuring all necessary procedures including risk assessments have been completed Develop high quality curriculum materials for pupils and teachers Build lasting relationships with teachers and the local community Coordinate a youth panel Coordinate a teacher champions network Create pathways for young people to transition into other programmes such as NCS Capture data in line with the project's KPIs and outcomes Record data on LFC Foundation's database Provide content for LFC Foundation social media Support other Foundation programmes and activities as requiredTHE PERSON: The successful candidate will have the following experience, skills and attributes: Experience of working with young people in a school environment Experience of empowering young people to make a difference Unquestionable passion for young people  A passionate and empathetic approach to their work Experience of stakeholder management and working in collaboration A self-starter who enjoys working as part of a team  Sound understanding of the challenges faced by schools and/or their students Experience of developing curriculum materialsThis position is offered on a 3 year fixed term contract subject to funding and involves working 35 hours per week, 5 from 7 days with some weekend work required. The role is based at Anfield Sports Community Centre, Liverpool however the post holder will also be required to work from other locations across Merseyside. The three year project is joint funded by the Big Lottery and the LFC Foundation. "	"Liverpool, Lancashire, UK"	"Community"	NA	"GBP"	"The LFC Foundation"	"The LFC Foundation"	"JS608852/598345378"	"13/12/2018 09:08:25"	"http://www.jobserve.com/GnIIm"	NA
"SEND LSA required for Special Needs School in Croydon"	"65.00 Daily - 75.00 Daily £65 - £75/day GBP"	"Croydon, London"	"Contract"	"SEND LSA required for Special Needs School in Croydon"	"Croydon, London - 65.00 Daily - 75.00 Daily £65 - £75/day GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Protocol Education are working with a well-established SEND School based in Croydon, who are seeking 3 learning support assistants to work within their school on a long-term basis. They are seeking LSA's within their Primary and Secondary phase. The school have mainly pupils with SEMH as well as learning difficulties, so it is vital that you have experience with this type of SEND. This school pride themselves on the development of their staff who start working with them as they invest a lot in their professional development. The role: 5 days a week, term time only 8:30-4:00pm Based in the Borough of Croydon  Working within a team of 2 other adults either within a Primary/Secondary Class Working immediately until Summer 2019You must have: Experience of working with PECs or Makaton At least 6 to 12 months of experience working with SEHM and challenging behaviour Experience of supporting pupils of a Primary or Secondary ageIn return you will receive: A competitive pay package A personal consultant who will stay in touch throughout your placement CPD (continual professional development) If you come from a Youth Work, Sociology, Psychology or PRU background this is a great opportunity to work with a very well-known establishment which is growing every year, who can offer you a variety of experience. We welcome all applications providing you have experience with Primary aged pupils. As this is 5 day a week full time position, please ensure you are able to commute to the Croydon area on a daily basis. The Head Teacher and Assistant Head are looking to interview candidates immediately so please send your most current CV and a brief covering letter to (url removed) "	"Croydon, London, UK"	"Education"	NA	"65.00 Daily - 75.00 Daily £65 - £75/day GBP"	"Protocol Education"	"Protocol Education"	"JS209159048/604635711"	"13/12/2018 09:02:39"	"http://www.jobserve.com/GnIDO"	NA
"Level 3 Early Years TA"	"65.00 - 75.00 per day GBP"	"London"	"Contract"	"Level 3 Early Years TA"	"London - 65.00 - 75.00 per day GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Level 3 Early Years TA Kensington and Chelsea Primary School A long standing, reputable and \"Good\" (Ofsted 2017) Primary School in Victoria, Kensington and Chelsea are seeking a Level 3 qualified Teaching Assistant. - Competitive salary - Long term role - Term time only - Brilliant career progression and opportunities - Easily accessible Borough of Kensington and Chelsea - Education and training  - Level 3 Early Years TA Recently being judged as Outstanding by SIAMS this high achieving Primary looks for Teachers and Support Staff that will give 100% to their students learning and development. With an enriched curriculum that offers not just learning but how to apply and use it in daily life and their futures, pupils excel in core subjects such as English and Maths. Being a one form entry School they have dedicated staff and are looking to add to their early years support team. With a strong emphasis being placed on SPAG development the Nursery and Reception classes both aim to excel children and ensure they are engaged in their learning. With previous experience working in early years and a fully completed Level 3 qualification, the perfect candidate will be outgoing and friendly. Having supported, or willing to support, across Nursery and Reception age groups a candidate will want to make a real difference to student's development. With the School wanting children to achieve and go beyond their own expectations they place a great deal of emphasis in building this foundation during their first years of education. Therefore, it is paramount that a Level 3 Early Years TA will be focused, confident and have fantastic curriculum knowledge. The Head Teacher has requested that suitable candidates have a minimum of 6 months experience working in an early years setting previously; this can be in either the state or independent sector. Interviews for this Level 3 Early Years TA role in Kensington and Chelsea will be imminent.  Level 3 Early Years TA - Kensington and Chelsea - Education and Training "	"London, UK"	"Education"	NA	"65.00 - 75.00 per day GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36697695/587903201"	"13/12/2018 07:03:08"	"http://www.jobserve.com/GnHmJ"	NA
"Science Technician- Slough"	"GBP"	"Slough, Berkshire"	"Permanent"	"Science Technician- Slough"	"Slough, Berkshire - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Teaching Personnel are recruiting for a Secondary school in Slough for a Science Technician role. The school provides quality education for children aged 11 - 16 years old, supporting progress and development towards GCSE examinations. The role will commence in January 2019 and will be offered as a supply contract, potentially transferring to a permanent position in due course.This is a supply contract in the first instance, however the school have confirmed that for the right candidate they will look to make your employment permanent. This position is term time only and will require you to work between 8.30am and 3.30pm. The science department is well resourced, has excellent stock levels and an organised and structured approach to delivering the necessary materials and equipment to the teachers so that they can effectively deliver their lessons. The teaching team you will be working with are dedicated and inclusive and will make you feel very welcome. As the Science Technician you will responsible for:Setting up practicalsOrdering stockCleaning and maintaining equipmentSupporting teachers with practicalsThere may also be the opportunity to mentor some of the pupils if you are interestedThis position would suit an unqualified teacher or a science graduate looking to pursue a teaching careerThe School would be happy to have applications from staff who have held a similar role in another school or laboratory/science/education setting. If you are a Science Technician or have experience in a similar role, please apply with your CV today.Teaching Personnel offers great pay, the chance to join a successful and well organised team, secure employment, an insight into how schools work - perfect if you are thinking of applying for a career in teaching.All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. For Support staff our minimum requirement is GCSE E.n.g.l.i.s.h & M.a.t.h.s (A-C) or equivalent.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.Privacy Notice "	"Slough, Berkshire, UK"	"Science"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS1A89A2A5/600698620"	"12/12/2018 09:14:58"	"http://www.jobserve.com/Gm4SE"	"Graduate"
"ASD SEN TA - Croydon Secondary School"	"65.00 - 85.00 Annual GBP"	"Croydon, London"	"Unspecified"	"ASD SEN TA - Croydon Secondary School"	"Croydon, London - 65.00 - 85.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"Secondary mainstream Croydon secondary school is currently recruiting for either an experienced or Grad Teaching Assistant who can work with KS3 - KS4 ASD pupils. Immediate or January 2019 post. Very much a community based secondly school this is a larger than average mainstream secondary school in Croydon that has great facilities and a supportive SEN department. Innovative and Creative secondary school in Croydon with a strong ethos with mixed ability pupils. They teach through the Key stages with a successful sixth form. This school has gone through systematic change and is going in the right direction. The Principal at this Croydon Secondary School is ambitious and has a successful educational background. Strong & impeccable managerial & leadership expertise. At this school, the pastoral team is very strong. The SENCO and Inclusion Manager are an asset to this school and exemplary managers and leaders. The SEN team are consistent, dedicated with a wealth of experience. They aim to make a real difference in young people lives. The staff at this school go over and beyond an exceed the schools expectations to ensure the students get the best support ever. Secondary Croydon mainstream school is currently recruiting either a Graduate or experienced SEN Teaching Assistant. They would like to recruit for someone to start either immediately or January in this full time post. They are recruiting for a KS3 to GCSE LSA/Teaching Assistant/Graduate Teaching Assistant who can potentially work in your specialised subject to your degree. The successful SEN Teaching Assistant will be employed full time on a long term supply basis. Opportunities for permanent work is potentially available for the right candidate and initially this will be a long term post. This role will be working with ASD students who have difficulties within the classroom and help to encourage and build a strong rapport with pupils in the curriculum. Additionally you will be working & supporting the class teacher with the daily running of the classroom. Would be beneficial if the successful SEN Teaching Assistant has experience working with children that have Autism & ADHD and has experience in dealing with demanding behaviour in the classroom as a SEN Teaching Assistant/Teaching Assistant. Relevant degree or qualifications for this postSpecialism in ASD/SEN Teaching AssistantSEN Teaching Assistant 1:1 and small group supportAvailable either in close proximity to Croydon or South East LondonExperience working with Mainstream or SEN or Secondary SchoolYou can build a strong rapport with students (KS3 & KS4 levels)In date DBS with the update service"	"Croydon, London, UK"	"Education"	NA	"65.00 - 85.00 Annual GBP"	"SERVOCA EDUCATION RESOURCING"	"SERVOCA EDUCATION RESOURCING"	"JS3561_36716243/589790747"	"12/12/2018 09:05:22"	"http://www.jobserve.com/Gm4Ja"	"Graduate"
"Behaviour Mentor - Slough"	"70.00 - 80.00 Annual GBP"	"Slough, Berkshire"	"Unspecified"	"Behaviour Mentor - Slough"	"Slough, Berkshire - 70.00 - 80.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"Engage Education is looking for a behaviour mentor to work in a school who educates young people aged 11 to 19 who have challenging and complex Social, Emotional, and Mental Health difficulties (SEMH) or medical needs. They are seeking Sports Coach Mentors/Behaviour Mentors to work at their Pupil Referral Unit in Slough. Their mentors support the learning, achievement and development of pupils with social, emotional, mental health and behavioural difficulties. As Behaviour Mentor/Sports Coach Mentor, you will play a key role in supporting teachers by mentoring young, disaffected people with challenging behaviour. Additionally, you will provide additional support for offsite activities, personal development and sports programmes. Behaviour Mentor/Sports Coach Mentors Experience of working with young people who are disadvantaged or who find a mainstream school environment challenging would be advantageous. This may have been in a mentor, teaching assistant, or other support role. You need to be confident and engaging with excellent interpersonal skills, so you can motivate children and colleagues. It is also essential that you have: Some experience of working with children/young people in either youth work or a school settingExperience of working with challenging and vulnerable young peopleGood numeracy and communication skills (both written and verbal)Application Process Do you feel you meet the criteria for this exciting opportunity? If so, please either apply below or contact Engage Education directly. All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. If you are not contacted within 2 working days, unfortunately, you have been unsuccessful for this role. However, we will keep your CV and continue to help you in your search for a job within education. Engage Education is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. By applying for this role, you are consenting to Engage Education Ltd storing your personal details in our fully encrypted database, in line with the new GDPR requirements. "	"Slough, Berkshire, UK"	"Education"	NA	"70.00 - 80.00 Annual GBP"	"Engage Partners Limited"	"Engage Partners Limited"	"JS3561_36676063/587179829"	"12/12/2018 09:04:27"	"http://www.jobserve.com/Gm4Ik"	NA
