"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"category"	"company_summary"
"DBA: Mongo, MySQL, DevOps, IoT"	"£50k-£85k + Bonus + Benefits"	"London"	"Permanent"	"DBA: Mongo, MySQL, DevOps, IoT"	"London - £50k-£85k + Bonus + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Key words: - PKI, IAM, Cloud, IOT, IOE, MongoDB, PostgreSQL, MySQL, Elasticsearch, RabbitMQ, Linux, Agile Company Profile An industry leader in security solutions who provide an invaluable service to businesses, Cloud service providers and IoT innovators around the world. They already have millions of users who take advantage of their secure online communications services; who all have verified digital identities (through automated authentication and encryption). It really is PKI and IAM on a huge scale supporting billions of services, devices and people. A multinational company on an upwards trajectory. The Job You will be working as part of a tightknit infrastructure team as a DBA with a DevOps mentality, the idea being to improve the performance of databases across projects. You will be working with SQL tables and JSON documents selecting the right tool for each job and optimizing the configuration and schema for the use-case. Automation is a big part of the job and your opinion will always be heard. Day to Day You will be building and optimising their database real estate Use monitoring and alerting to ensure proactive issue resolution Perform life cycle management and scaling Stability and performance monitoring and management across all layers of the system Schedule and perform updates to ensure the latest security and bug fixes are applied and all new features are made available Develop tools and scripts in order to automate regular tasks. Work with the infrastructure team to set up one-touch deployment and centralised management of database Servers. Research new technologies in order to prototype their use and recommend the optimum solution for potential problems Work with the engineering team in order to identify the best tool for a job and ensure it is deployed and configured appropriately Tech Stack MongoDB PostgreSQL MySQL ElasticSearch RabbitMQ Qualifications/Experience Bachelor degrees in Computer/Data science or equivalent practical experience Commercial experience in a DBA role: set up, admin and optimisation Experience of administrating and troubleshooting Linux and/or FreeBSD systems Scripting experience - eg (Python, Javascript, Ruby) Commercial experience in benchmarking, clustering and tuning databases for performance, reliability, high availability and scalbility DevOps experience with one or more of (chef/puppet, foreman, rundeck/ansible) preferable Understanding of networking concepts and version control systems "	"London, UK"	"IT"	"£50k-£85k + Bonus + Benefits"	"Optima Connections"	"JIm Smart "	"JSDBAMON3"	"10/12/2018 11:18:39"	"http://www.jobserve.com/GmhXn"	NA	NA	NA	NA
"Customer Insight Analyst"	"£35K - £40K"	"Bristol"	"Permanent"	"Customer Insight Analyst"	"Bristol - £35K - £40K"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Excellent opportunity to work for a leading financial services firmJoin at a time where the team is growingWork with Data Scientists and learn new skills Excellent opportunity to join a growing and quantitative marketing analytics team for a market financial services firm. Amazing opportunity for anyone looking to gain experience of working alongside Data Scientists.What you'll be doing The successful Customer Insight Analyst will work within the Data & Insight team and will immerse themselves in their customer data to ensure that the most is being made from all the customer data existing in the company. This role will be varied and the Customer Insight Analyst will work alongside Data Scientists supporting them with segmentation, propensity modelling and more.The Customer Insight Analyst will gather data requirements from key stakeholders and use a variety of systems to provide strategic recommendation to the marketing department.What experience you'll need to applyDegree in a numerate subject (STEM)Minimum of 2 year's experience working within a data driven marketing functionExcellent SQL skillsStrong communication skillsExperience of statistical modelling using one of R/SPSS/SAS/STATA/Python/MATLABWhat you'll get in return for your experienceA competitive base salary of between £35K - £40K (dependent on experience) plus a great benefits package and bonus. The opportunity to work supporting a Data Science team and excellent progression opportunities.Working for a market leading financial services firm.What's next?Please get in touch with Stacey with an up to date CV today. Don't hesitate to call/email to discuss the finer details."	"Bristol, UK"	"Finance"	"£35K - £40K"	"AD LIB"	"Stacey Tylisczuk "	"JS9913"	"04/12/2018 17:12:04"	"http://www.jobserve.com/GlcTn"	"£Competitive"	NA	NA	NA
"Data Engineering Manager to shape the future of ITV Online"	"Competitive"	"200 Grays Inn Road, London, WC1X 8X2"	"Permanent"	"Data Engineering Manager to shape the future of ITV Online"	"200 Grays Inn Road, London, WC1X 8X2 - Competitive"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	" ITV is on a journey, join us... The ITV Hub has over 25 million registered users in the UK, including over 75% of all 16 - 24-year-olds. We have the advertising strength that makes us the UK's largest commercial broadcaster. Couple those two things together and we are in a unique position to define and lead the market in providing innovative and valuable Data and Digital Advertising products to our broad client base of agencies and advertisers, as well as providing strategic insight to our own leadership teams. We're scaling up ITV Online, the home of ITV Hub. We're in the early stages of transforming the architecture behind our ATS systems. And we're taking on new challenges from using new streaming platforms and integrating our shows with smart connected homes to looking at how to distribute our shows globally and direct from our studios. Due to this new strategy, we are now looking for a Data Engineering Manager - Could this be you? As the Data Engineering Manager, you'll lead a team of Engineers working on the systems that collect, process, and analyse mountains of behavioural data. These systems provide the insight that drives business decisions, power features on the ITV Hub, and let us understand how our services are being used, and how to make them better. As well as developing your team, you'll be able to roll your sleeves up and provide technical leadership and work with other teams to support their data requirements. Responsibilities: Lead a team of Data Engineers, providing mentorship and demonstration of best practices Design, build and run data processing systems at scale Monitor and resolve data integrity, performance, and availability issues Build cross-functional relationships with providers and consumers of data Minimum Qualifications: Development experience with Java Modern Agile style of working Background in Data Science with Machine Learning Experience mentoring and managing other Engineers Preferred Qualifications: Experience running production systems at scale Experience with SQL, data modelling, ETL development, and data warehousing Knowledge of public cloud services, eg AWS/GCP Proficiency with data processing using Cloud Dataflow, Spark, or similar Familiarity with Linux and Shell Scripting This is a fantastic opportunity to be a part of the future of television, instead of just watching it. Apply using the methods provided and a member of our Technical Recruitment team will be in touch. ITV is committed to increasing the diversity of its workforce and we strongly encourage applications from candidates from all backgrounds and as a Disability Confident employer, we are committed to offering an interview to disabled candidates who meet the minimum criteria for the role. \"ITV, where creativity, diversity, and collaboration put us right at the heart of popular culture.\""	"200 Grays Inn Road, London, WC1X 8X2, UK"	"IT"	"Competitive"	"ITV PLC"	"Gurdev Landa"	"JSGL\DATAENGMAN"	"06/12/2018 10:06:00"	"http://www.jobserve.com/GlwvL"	"ASAP"	NA	NA	NA
"Business Development Manager"	""	"England"	"Permanent"	"Business Development Manager"	"England"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Business Development ManagerPermanentUK wide positionWho you'll be working withDo you want to make a real difference in your career, a difference that affects people's lives and transforms the way companies and government operate? Do you want to amaze people, to take them on a journey and show them something truly fantastic? Do you want to be at the forefront of the AI revolution?This is what we are doing at Capgemini.You will be working in Capgemini's global Insights & Data group; our goal is to help the organisations we work with become truly 'insight driven', to fully exploit their data using the convergence of Cloud and Artificial Intelligence to deliver real business value. We marry the most innovative insights solutions with rock solid, industrialised engineering. Our capabilities span Artificial Intelligence, Analytics, Data Management, Business Intelligence and Content Management. In a nutshell we help our customers to manage and get value from the explosion of Information they are grappling with.The focus of your roleYou'll be working within our Business Development team in our Insights and Data Business Line. The mission for this team is to work with our Market Units to help our customers to understand the value we can bring to them.You do not necessarily need deep hands on knowledge of the technologies within the Insights and Data space. Our Business Development consultants should have real experience trying to address business problems using data and information through analytics and AI, and a strong understanding of how different approaches can make a substantial impact on the outcome. The ability to engage senior customers, helping them to understand the business challenges they face and how Insights & Data can bring real value, through to advising on delivery is a must.The field of Insights and Data is clearly very large but you need to have knowledge and experience in at least one of Analytics, Data Management, Business Intelligence or Content Management. Ideally you will have strong business experience in one or more of Public Sector, Energy and Utilities, Consumer Products and Retail, Manufacturing, Telco or Life Sciences. We are especially interested in people with a strong background in Public Sector.We take career progression seriously; many of the Insights & Data UK management did not join in senior positions, rather they were given the opportunities from within to progress. We really do try to balance the needs of the business with the needs and aspirations of the individual it is in our interests for our people to be happy and successful.What you'll doOne thing we can tell you about what you will be doing is that there will be lots of variety. You will work closely with our Market Unit teams to raise awareness of the business solutions we provide from Insights and Data, typically taking these messages to senior customers. You'll also need to spend time with our customers, to listen and understand their challenges, helping them to understand how we can face these challenges. You'll also need to work closely with our Capability teams to identify and nurture offerings which position us in our customer base. You'll be responsible for growing our Insights and Data business within a specific sector or set of accounts, with a mix of proactive business propositions and responding to customer requests.What you'll bringYou're experience and knowledge of some of the domains below is important but we also value your interpersonal and problem solving skills. If you have a specialism in a specific sector we would be delighted to hear from you to discuss how you could be part of our team:Good understanding of at least one of the fields of Data/Data Science/AI/BI and Enterprise Content ManagementStrong evidence of your ability to build strong relationships with senior customersStrong experience in at least one of our sectors, ideally Public SectorGood understanding of the different areas of a business and their roles in an Insight driven transformationGood understanding of the realities of data within large enterprises and the challenges they face in gaining benefit from itStrong interpersonal skills with the ability to work with clients to establish requirements in non-technical language.We have a great team in Insights and Data and we are excited about the opportunities we have, we would love to hear from you. If you want to chat informally before applying, that's fine too.What we'll offer youProfessional development. Accelerated career progression. An environment that encourages entrepreneurial spirit. It's all on offer at Capgemini. And although collaboration is at the core of the way we work, we also recognise individual needs with a flexible benefits package you can tailor to suit you."	"England, UK"	"Sales and Marketing"	NA	"Pontoon - Capgemini"	"Ryan Heath "	"JS-RH-BD1"	"06/12/2018 09:46:12"	"http://www.jobserve.com/GlwpD"	"ASAP"	NA	NA	NA
"Machine Learning Engineer"	"£350 - £400 per Day"	"London"	"Contract"	"Machine Learning Engineer"	"London - £350 - £400 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"About The AI Startup and how you will play your part as their first NLP Engineer This disruptive AI startup has an outstanding opportunity for an accomplished NLP Engineer to join the team as one of the company's first key hires. They have just raised a considerable amount of funding and are now focusing their attention on growth. As a company, their core purpose is to address the laborious bureaucracy associated with international supply trade documentation. They therefore see this NLP Engineer hire as someone who will help create AI-first solutions to automate document inspection through smart documentation analysis and NLP-centric technologies. With my client having recently set up a London base after kickstarting this project in the USA, as their first NLP Engineer you will have a great blank canvas upon which to make an impact.About The NLP Engineer Role:As an NLP Engineer, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the NLP Engineer:Designing and developing data engineering pipelines to ingest new data and update existing algorithmsPerforming core NLP tasks, including text mining, classification, information extraction, entity recognition, text processing etc.Bringing NLP systems into production, collaborating with the engineering teamNavigating noisy labels, incomplete data-sets and multiple data formatsAbout The Successful NLP Engineer:If you are currently in a NLP Engineer, Machine Learning Engineer, Data Scientist or Data Engineer role this could be the ideal next step in your career with an exciting, disruptive tech company.Desired Skills and Competencies of the NLP Engineer:PhD/MSc in discipline related to Machine Learning, NLP, Computer Science etc.Ideally commercial experience putting academic theory into practiseStrong technical ability in Python as well as other technologies such as NLTK, Keras, Tensorflow, PyTorch etc.Knowledge of good software engineering practice and principles Expertise in NLP with emphasis on text classification, mining and clusteringBonus points for experience in applying Deep Learning for NLP, NLP on large datasetsAfter completing a contract period of work the successful NLP Engineer could also be offered a permanent position and with it a highly competitive salary depending on experience, along with excellent company benefits and stock options. However this is by no means an essential requirement and experienced contract-only applicants are very much encouraged to apply for the long term contract period, if you don't have a desire to move to a permanent role in the future.For more information about this Data Scientist role or to apply send your CV now to Steve. Please email (see below) Reuben Sinclair are a multi award winning recruitment company including: UK's Best Recruitment Consultant, UK's Best Specialist Recruitment Agency, UK's Best Agency Side Recruiter, One of only 30 UK Hyper Growth companies, UK's Most Innovative Recruitment Company, UK's Most Innovative Recruiter, UK's Best Agency Side Recruiter, UK's Best Agency Side RecruiterWe specialise in delivering recruitment solutions for complete brand engagement: Data, Digital, Sales, Marketing and PR working with some of the most innovative, entrepreneurial and award winning companies across industry.Keywords: Data Scientist, Senior Data Scientist, Lead Data Scientist, Head of Data Science, Data Analyst, Statistics, Programming, Machine Learning, Text Mining, Data Visualization, Big Data, Data Ingestion, Data Munging, Toolbox, Natural Language, Processing "	"London, UK"	"IT, Consulting"	"£350 - £400 per Day"	"Reuben Sinclair"	"Steve Woodward "	"JS-SW - 007 - 1207"	"10/12/2018 11:16:40"	"http://www.jobserve.com/GmhW9"	"ASAP"	"6 months"	NA	NA
"Java Developer"	"£50k - £55k per annum"	"Central London"	"Permanent"	"Java Developer"	"Central London - £50k - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Java Developer - Central London A Java Developer is urgently required by an exciting, dynamic FinTech organisation based in Central London. You will be tasked with building innovative products and pilots and work to develop existing and future greenfield projects. Responsibilities: The role requires quick problem-solving skills, logical thinking, and application of programming techniques to design, build, and maintain code. Deep knowledge of computer science fundamentals, data structures, and algorithms is a must. As a Software Engineer you'll undertake development of several innovation projects in a fiscal year. These projects are instrumental in making an impact on the business and the industry as a whole. Experience/Skills required: Expert level skills in Java (applicants with a C#/C++ background will be considered also) Mid-level hands-on development experience required In-depth knowledge of data structures implementation and optimization Expert level skills in multi-threading, concurrency, and error-handling Experience building enterprise scale web services (RESTful), and their scalability, resiliency, and availability Experience building application frameworks or reusable components Experience implementing multiple cross cutting concerns and non-functional requirements using aspect-oriented programming (viz. aspectJ) Demonstrated proficiency in troubleshooting, root-cause analysis, application design, and implementing large components for enterprise projects Experience in building ODATA compliant REST services Experience in language features such as lambda expressions, generics, and streams Experience in working on cryptography and Bluetooth based transmission protocols Experience in IoT, NFC, Bluetooth LE, machine learning/data science, NLP. "	"Central London, UK"	"IT"	"£50k - £55k per annum"	"Spencer Rose Ltd"	"Brendan Connolly"	"JSBC5764"	"10/12/2018 14:53:56"	"http://www.jobserve.com/Gmih4"	"ASAP"	NA	"Executive"	NA
"Systems Administrator/DevOps - Wimbledon, London - £55k - £65k"	"£55k - £65k Per annum"	"Wimbledon, London, United Kingdom"	"Permanent"	"Systems Administrator/DevOps - Wimbledon, London - £55k - £65k"	"Wimbledon, London, United Kingdom - £55k - £65k Per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Systems Administrator/DevOps - Wimbledon, London - £55k - £65k As a Systems Administrator/Dev Ops, you will be primarily responsible for ensuring a reliable, efficient, and secure hosting environment for our SaaS platform hosted on our own equipment in third-party co-location facilities in London. The SaaS architecture is based on Debian Linux, Apache, Percona (MySQL), and Perl language for Back End application development. We make as much use of Open Source Software as we can which allows us to scale by increasing hardware without additional license fee costs. You will be a member of the technical team which currently includes 2 System Administrators, 2 Perl Dev-Ops, among other developers, QC, and management roles totalling about 30 staff. We are looking to expand our team to enable us to take on more strategic initiatives in the immediate future which include: Introduce Hardware Security Module and application support for clients to provide individual encryption keys to protect their data at rest. Introduce Web Application Firewall Develop alternative hosting options using Cloud providers (AWS) Continual improvement to the physical infrastructure within our data centres to ensure reliability and appropriate network segregation Continual improvement to our process of releasing updates to our SaaS platform (2-week agile release process with zero-downtime releases As well as the strategic initiatives, key responsibilities of System Administrator/Dev Ops also include: Ensure that routine maintenance, backups, patches and monitoring are performed, and maintain network configuration including DNS, load balancing, and Firewall rules. Ensure continued performance into the future by contributing to and documenting a hardware and system software strategy, reviewing progress against the strategy, managing individual projects to improve the hosting environment, capacity planning, sourcing hardware and system software, vendor management, and architecting the infrastructure. Respond to requests for security reviews from clients, arranging regular independent security reviews, and monitoring and enforcing company security policies and client requirements. Key skills & experience  Proven track record of administering Apache and MySQL, on Linux in a high performance, high availability environment We want to see individuals who are Linux officiando's Knowledge of AWS will be an advantage. You will be organised, able to develop and document procedures and demonstrate that they are being followed, and able to deliver with minimal supervision. You will be both a strategic and detailed thinker, planning for future requirements but also keeping an eye on the day to day details You will work closely with the rest of the technical team and be able to demonstrate your ability to work well in a team and willing to roll up your sleeves and get the task at hand done Experience in-depth of some of the following technologies is required: Cisco Firewall, Switches, and VPN. HP Servers and Switches. LAMP: Debian Linux, Apache, MySQL administration and replication. Perl/Catalyst application development and GIT source code control. Supporting Python, Docker, Jupyter Notebook, Docker, Mesos, Kafka, Postgress for Data Science. Apache Solr. Security and Monitoring: ELK stack for monitoring, Nagios, colletd, syslog, Snort, penetration testing. Ansible configuraiton management. This really is an excellent chance to join a field leading organisation that can offer a stable working environment with opportunities for career development. For more information and a full job description, please contact Ben Turner at RBW Consulting."	"Wimbledon, London, United Kingdom"	"IT"	"£55k - £65k Per annum"	"RBW Consulting"	"Ben Turner "	"JSBT - SYSTEMS ADMINISTRATOR / DEVOPS"	"05/12/2018 17:06:21"	"http://www.jobserve.com/Glpci"	"ASAP"	NA	"Executive"	NA
"Chatbot Consultant - Google DialogFlow - Digital Venture backed"	"Dependent on Experience"	"London"	"Contract"	"Chatbot Consultant - Google DialogFlow - Digital Venture backed"	"London - Dependent on Experience"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"A Digital Ventures Hub backed by a FTSE100 Company has an exciting opportunity for a Junior Chatbot Consultant to focus on hands-on chatbot design and configuration, with experience in conversation logic UX design.You ideally need to have hands-on chatbot design and configurationExperience and you must also have strong problem-solving skills and a creative approach.You also need a general knowledge of:- Commercial chatbot development (experience with Dialogflow is ideal, experience with RASA, Watson, Wit.ai or other major providers also desirable)- Conversational design skills with good understanding of user-system interaction desirableJob Purpose:Responsible for designing and delivering chatbot applications. Works with multi-skilled, cross-functional team in a collaborative environment. Is responsible to conduct research and developing it into a real product by operating one of the major chatbot platforms on the day-to-day (set up, configuration, training, enhancements). Has the responsibility for the quality of the offered solutions. Likes experimenting with new technologies and explores how state-of-the-art models can be applied tocommercial settings.Accountabilities:- Accountable for preparing a Work Scope for a Data Science Service- Accountable for executing the Data Science Work Scope- Accountable for initiating Final Review of the Data Science Service/Work- Accountable for the Closeout, Quality Review and Customer Satisfaction SurveyWithin the defined scope of the Analytics discipline:- Accountable for maintaining Policies and Standards for Information and Data analytics- Accountable for execution of Enterprise Improvement Plan for Information and Data analytics- The Chatbot Specialist will report into the Data Science Lead as member of the Data Science teamSpecial Challenges:- Introducing chatbot techniques, best practices and technologies - Set design guidelines, best practices and standards of chatbot development- Communicate and promote chatbot capabilities with stakeholders- Working with a cross-functional and multinational work environmentSkills & Requirements:- Bachelor's degree in Computer Science, NLP or similar exact sciences- Subject matter expertise on conversation logic UX design- Hands-on experience creating chatbots using Dialogflow is a big plus- Multilingual ability is a plus- Experience working with NLP and ML technologies is a plus- Ability to learn fast- Strong problem-solving skills with creative approach- Have great interpersonal, communication, facilitation and presentation skillsThis needs combining with a positive attitude and an ability to work within a large, globally dispersed project team in a multi-cultural environment. You also need to be a self-starter, a logical thinker and a quick learner, with strong initiative and excellent communication, interpersonal and presentation skills, able to write clearly and concisely.We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet. Please telephone for an immediate response or email your CV for a reply within one hour. Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing."	"London, UK"	"IT"	"Dependent on Experience"	"Eaglecliff Recruitment"	"Alfie Law "	"JS-17798"	"04/12/2018 13:43:44"	"http://www.jobserve.com/Gla92"	"ASAP"	"3 months Initia"	NA	NA
"Data Engineer - E-commerce - East London"	"£60k - £90k per annum + Full benefits + share options"	"London"	"Permanent"	"Data Engineer - E-commerce - East London"	"London - £60k - £90k per annum + Full benefits + share options"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"StackJava, Python, Spark, Airflow, GCP, Kubernetes,The company:One of the fastest growing names in E-commerce this company recently IPO'd with a valuation in the billions. Using the next generation of technology to better solve some of the longstanding challenges in the E-commerce domain. A chance to join a small, business facing team in a global company working at pace and scale.The environment/Culture:Flexible, a great job spec key word these guys embrace modern working practices with members of the team completely in charge of where and when they deliver. High levels of communication each team member is aware of the key strengths of other team members and is not afraid to ask for or offer help when they need to. Flat structure with a \"Best idea wins\" approach. Pace is key these guys move fast!The role:Joining a team of 3 existing data engineers you will be heavily involved in a greenfield project to deliver scalable and predictable data pipelines as part of the wider build out of the company's data platform. Playing a supporting role to the Data Science team to make sure they have the tools and infrastructure to predict the latest trends and create pricing models.The challenges:Multi-terabyte data problemsAt scaleAt paceWhat experience is required?Strong SQL knowledgeExperience of multi-cloud environments (GCP)Strong ETL and Datamodelling abilitiesExperience ow working on large datasetsNice to have experience of Hadoop, Hive, Impala, Spark, GCP"	"London, UK"	"IT"	"£60k - £90k per annum + Full benefits + share options"	"Tecknuovo Ltd"	"Oliver Short "	"JS-1820"	"06/12/2018 10:10:16"	"http://www.jobserve.com/Gkj6E"	"ASAP"	NA	NA	NA
"Senior Data Engineer"	"£65k - £80k per annum"	"London"	"Permanent"	"Senior Data Engineer"	"London - £65k - £80k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job title: Senior Data EngineerLocation: LondonSalary: £65,000 pa - £80,000 paType: Permanent full timeCapita are looking for a Senior Data Engineer to be a technical contributor with hands-on experience. You will be part of the Data and Analytics engineering technology team and will partner closely with a team of data scientists, business analysts and data engineers to lead Capita's cloud based Big Data and Analytics strategy.The candidate will be expected to be an innovative forward-thinker who will help lead full life cycle execution of data engineering initiatives and contribute directly to existing and emerging business strategies and goals.Key Responsibilities:Lead the design, implementation, and continuous delivery of pipelines using distributed Azure based big data technologies, supporting data processing initiatives across batch and streaming datasets.Provide administrative support on deployed Azure platform components.Identify, evaluate and implement the cutting edge, big data pipelines and frameworks required to provide requested capabilities in order to integrate external data sources and APIs.Review, analyse and evaluate market requirements, business requirements and project briefs in order to design the most appropriate end-to-end technology solutions.Process and manage high volume Real Time customer interaction streams.Provide architectural support by building Proof of Concepts and Prototypes.Requirements: Bachelor's Degree or higher in Computer Sciences or similar.Development experience with cloud services (Azure, GCP, AWS etc).Experience with Spark.Exeprince of Python or similar prpogramming language. Able to tune Big Data solutions to improve performance and end-user experience.Knowledge of Visualization and Data Science Tools.The Senior Data Engineer should be passionate about working with cutting edge technologies and developing prototypes using both proprietary data sets and open source tools for the selected solutions.Senior Data Engineer/Cloud/Azure/Python/Spark/LondonCapita IT Resourcing is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	"£65k - £80k per annum"	"Capita Resourcing IT"	"Waqar Zaidi "	"JS-BBBH16179"	"07/12/2018 15:49:17"	"http://www.jobserve.com/Gl6PC"	NA	"Permanent"	NA	NA
"Product Engineering Manager - DevOps"	"£500 - £800 per Day"	"London"	"Contract"	"Product Engineering Manager - DevOps"	"London - £500 - £800 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Product Engineering Manager - DevOpsWe are looking for a Product Engineering Manager - DevOps for a blue chip client based in Central London. The aim of this Product Engineering Manager will be to move towards a fully agile capability, empowered and autonomous cross-functional environment with end-to-end automated tooling chains to improve specific metrics across all the units of the company.Responsibilities/Skills:Liaisons and stakeholder management at 'C' level and Head of Technology (HoT) and Business Board of Directors to make sure all efforts are in alignment with business goals and outcomesDevelop strong relationships across all Business Unit, key customers and 3rd party suppliersWork closely with the divisional Head of Delivery and Lead POs to ensure you have the necessary visibility to oversee product strategy and roadmap executionEnsure the commercial vision is well understood by the product and delivery team and is being actively re-enforced throughout the teamAbility is influence Business and also where necessary challenge the decisionResponsible to monitor Cost against budgetOffer strong leadership to the product & delivery team helping to resolve problems quickly and efficientlyCapability to transform the organization into futuristic DevOps and Distributed Agile worldExperience of delivering large Data Programs for global Customers with ability to work with cross-functional and agile teamsAccelerate our transition into squads organised in product groups.Provides and is accountable for the engineering leadership of the squads and product groups.Drives a culture where the squads become self-organising and self-improving.Develops and coaches the colleagues within each squad helping them build their personal development plans.Partners and supports Sainsbury's in recruitment to backfill the leadership team either via recruitment or the development of squad colleagues.Partners and supports Sainsbury's in the development of our associate engineer program.Partners and supports our product owner community in agile ways of workings.Actively engage more widely in our communities of practice.Nice to Have:Retail domain experienceData Science and Machine LearningCloud Technologies (AWS)DevOps toolset knowledgeProduct Engineering Manager - DevOps - 6 month contract - London - Product Engineering Manager - DevOps"	"London, UK"	"IT"	"£500 - £800 per Day"	"Tecknuovo Ltd"	"Sophia Lewis "	"JS-SL1827S"	"05/12/2018 16:40:44"	"http://www.jobserve.com/GlpNL"	"ASAP"	"6 months"	"Executive"	NA
"Agile Delivery Manager - AWS"	"£450 - £550 per Day"	"London"	"Contract"	"Agile Delivery Manager - AWS"	"London - £450 - £550 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Agile Delivery Manager - AWSA global blue chipe client of ours based in Central London is looking for an Agile Delivery Manager on a 6 month initial contract who has extensive experience of leading technical teams to deliver data products. The Agile Delivery Manager will feel confident in using a mix of agile delivery methodologies and have a good understanding of ways in which the best elements of each can be adopted.The successful candidate will ideally come from a technical background and understand technology from a very high level.The Agile Delivery Manager will have be required to:Facilitate planning and Matrix delivery of two squads of c.10 colleagues eachWork closely with the squads' Product Managers make sure the agile team maintains focus on clear business outcomes (EPICs and Stories) prioritized in close collaboration with key business stakeholders.Support your squads in prioritizing their backlogs and completing sprint planning activities using collaborative and inclusive techniques;With the Product Manager and Technical Business Analyst make sure business expectations and acceptance criteria are captured with time to complete high level assessment and design.Resolve skill gaps and resource availability with third party suppliers. With solution designers and engineers make sure solutions are defined at the right time during the sprint cycles to reduce risk and allow effective planning to take place.The Agile Delivery Manager will also have the following experience:Good knowledge of tools required to support agile delivery teams such as confluence and Jira and ways in which these can be optimisedExperience of leading technical teams to deliver data productsFamiliarity with the tools, technologies, skills and processes required to deliver complete data product solutionsExperience of and an advocate in continuous integration (CI, Jenkins a plus), continuous deployment and test driven developmentA broad understanding of the applications of data from reporting through to data scienceThe following skills would be desirable for the Agile Delivery Manager but are not essential:Retail domain experienceBig data, Snowflake, ETL, BI and data warehousing experienceCloud Technologies (AWS), DevOps toolset knowledgeAgile Delivery Manager - AWS"	"London, UK"	"IT"	"£450 - £550 per Day"	"Tecknuovo Ltd"	"Cavan Lacey "	"JS-ADM-23964"	"05/12/2018 16:01:17"	"http://www.jobserve.com/Gloyu"	"ASAP"	"6 months"	NA	NA
"Senior Data Analyst/Consultant - SQL/Tableau"	"£40k - £50k per annum"	"London"	"Permanent"	"Senior Data Analyst/Consultant - SQL/Tableau"	"London - £40k - £50k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Senior Data Analyst/Consultant - SQL/Tableau This is a fantastic opportunity to join an innovative mobile technologies organisation, currently going through an exciting expansion period, working closely with some of their global clients and providing them with vital data statistics! Our client are looking for a talented individual to join their team and support numerous data and analytic solutions for clients, including world-renowned international mobile operators.The chosen candidate will perform a range of data and consultancy tasks, working closely with new and existing clients and relevant teams within the business to ensure clients achieve their business objectives. It will be your responsibility to manage the delivery of analytics and reporting solutions, covering database design and development, statistical analysis, customer analytics, predictive modelling, visualisation, reporting design and reporting production. Additionally you will manage deliverables  within timescales and budgets in areas such as segmentation, correlations, decision trees, churn predictions, propensity models and dashboards, as well as responding to any information, data or insight requests. You will also be tasked with coaching and mentoring a junior member of staff, as well as monitoring their performance level and ensuring they are producing efficient reporting and modelling services. As well as developing new techniques and models to increase effectiveness, you will also build dashboard solutions and data strategies, tests, experiments and marketing campaigns. Please note: this role may include some occasional travel between international sites. To be considered for the role, you will need the following skills and/or experience:  At least 5 years' experience in a similar role   Previous experience as a senior member of a data science/analytics team   Strong hands-on SQL and Tableau experience   Strong communication skills   Experience within the telecoms or communications sector would be very beneficial  Qualserv Consulting Ltd is acting as a Recruitment Consultancy/Employment Agency in relation to this vacancy and advert. Qualserv Consulting is an Equal Opportunities Employer. Key words: data, analytic, analytics, analyst, consultant, consulting, consultancy, solutions, strategies, services, mobile, technology, operators, telco, telecommunications, telecoms, data-driven, customer acquisition, segmentation, customer lifetime value, customer retention, propensity modelling, churn, purchasing, platform, database, design, development, statistical, visualisation, reporting, report, predictive modelling, correlations, decision trees, information, insight, info, initiatives, workstream, stakeholders, clients, telecom, SQL, Tableau, MSSQL"	"London, UK"	"IT, Sales and Marketing, Consulting"	"£40k - £50k per annum"	"Qualserv Consulting"	"Robert Pask"	"JSBIBB0043 ANALYST"	"10/12/2018 16:52:28"	"http://www.jobserve.com/GmkQB"	NA	NA	NA	NA
