"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"company_summary"	"duration"	"category"
"Lead Project Manager"	""	"London"	"Permanent"	"Lead Project Manager"	"London"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Why is our Chief Data Office team the next step for you? As one of the largest FinTech businesses in the world, Worldpay has put data at the centre of the company with a dedicated CDO team. This team's focus is to develop and execute the global data strategy, with the Lead Project Manager being instrumental in driving teams and projects including some of our more creative solutions.How will you contribute on a day-to-day basis? In this role, you'll lead multi-functional teams with end-to-end ownership across multiple concurrent projects with a varying scope and complexity. You will also be a key part of the overall programme of current and future initiatives with all teams across both Data Technology and CDO. Success will mean the delivery of the projects within time and budget. As well as that - the effective coordination and cohesion of the multi-functional teams as the projects will run across teams like Data Science and Data Governance. You'll participate in the continual improvement of delivery processes.What will make you the ideal fit? You'll have extensive Project Management experience ideally handling multiple projects at the same time. Strong track record of delivering work in a technical environment and ideally some experience with data-related projects. Experience with Agile working methodologies, will be desirable. We're looking for someone who can build positive relationships with partners across the business and data teams through open and transparent dialogue. To succeed in this role, you will be a self-starter and team builder, to see the teams though change. The focus of the role is innovations and improvements of the way we use, store and analyse data so you will always be looking for a way to grow your craft - new tools or techniques for you and the team to use.Why Worldpay? Worldpay has merged with Vantiv Inc. to create a new global leader in payments. The new Worldpay will have the scale, the reach and the resources to take our success story to another level. This move allows us to expand further into high growth markets, deliver innovation at scale and above all, brings together exceptional talent and a shared passion that will help propel us forward to the next chapter of our collective story. Our technology enables billions of payments to be made each year whether online or in person. Working with customers large and small we help them to take payments quickly, safely and reliably, allowing them to grow their businesses and making your life more convenient in the process."	"London, UK"	"IT"	NA	"Worldpay"	"Worldpay"	"JS3583_A0K5800000OEFYJEAS/594260430"	"07/12/2018 19:20:00"	"http://www.jobserve.com/Gk6sE"	NA	NA	NA	NA
"Big Data Developer"	"£600 - £700 per Day"	"London"	"Contract"	"Big Data Developer"	"London - £600 - £700 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Job descriptionContract Requirement - Hadoop - HBase - Banking - Hortonworks - HiveJava/Hadoop DeveloperCurrently seeking an innovative Big Data Developer to work for a globally renowned Financial Services organisationKey Skills and ExperienceStrong Java developer with experience of working on Linux with Hadoop big data platformExperience of developing in Java/Scala ideally using IntelliJ or Eclipse IDEs with Maven, GIT and appropriate unit testing frameworksExperience with the Spark framework for developing distributed stream processing applications. The ability to produce, and advise upon strategies for the optimisation such as J-Unit and ScalaTest of, efficient Spark Streaming applications is especially advantageous.Experience with HBase and Phoenix, with the ability to advise upon strategies for maintaining optimal performance, and experience using auxiliary indexes to enable rapid extraction of data.Experience using the Kafka streaming platform, with exposure to Confluent.io framework advantageousExperience of developing in a Software Development Lifecycle (SDLC) and writing associated documentationA motivated self-starter and problem solver, with ability to identify solutions and proactively drive tasks and responsibilitiesCan establish and build relationships with customers and key stakeholders to identify business requirements and provide appropriate support and guidanceDesirableExperience working with Apache Hive to store, process and surface data for user consumptionFamiliarity with the Hortonworks HDP 2.5 distributionExperience with the Cask CDAP toolsetKnowledge of Insurance Life & PensionsExperience of working in Waterfall or Agile approachLocationCan be based in Bristol, Manchester or Leeds but fortnightly travel will be required to Leeds. Travel expenses will be covered.Location: LondonDuration: 6 month rolling contract for a 2 year projectRate: £600 - £700 per DayHow to Apply: If you want to work with passionate individuals and be part of a business critical team then this is the opportunity for you. Alternatively if you have a friend or colleague that may be suitable please pass on my details. Successful referrals will be rewarded.To discuss this or other exciting Data Science opportunities in more detail please send your CV to: Ryan Baker | (see below)Empiric is a global provider of niche and specialist recruitment services operating across Investment Banking, Oil & Gas, Engineering, IT and Industry & Commerce. Our expert knowledge of the market and strong working relationships with our clients has enabled us to become the preferred supplier to over 150 global corporations. "	"London, UK"	"IT"	"£600 - £700 per Day"	"Empiric Solutions"	"Empiric "	"JS-01375"	"05/12/2018 18:15:25"	"http://www.jobserve.com/Glp6s"	"ASAP"	NA	"6 months"	NA
"Business Intelligence Manager"	"£75k - £85k per annum"	"London"	"Permanent"	"Business Intelligence Manager"	"London - £75k - £85k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Business Intelligence ManagerLondonCirca £75,000 - £85,000I'm currently working on a new permanent vacancy for a Business Intelligence Manager to join my client at their central London office.I'm looking for someone who has experience across all things data (governance, warehouse, modelling, migration you name it!) who would be happy to lead a growing team of analysts.This is an exciting time for the business and subsequently for the successful BI Manager. This role will offer the mixture of both a strategic and hands on role across both Business Intelligence & analytics. You will still be responsible for reviewing code and reports as well as providing leadership across the BI team/You will be working with a bespoke Business Intelligence stack and be responsible for maintaining the infrastructure that underpins the BI solutions. This could include training teams across the stack as well as working with stakeholders across the business to ensure better data driven decisions.To be considered for the role you should be able to demonstrate the following:Strong SQL & data warehousing knowledgeSolid experience using the Azure cloud platformExperience leading a teamGood understanding or commercial experience in an analytical/data science environmentA good understanding of the various BI tools that are available in the marketAs mentioned this is a highly interesting exciting time to join the team. As well as being able to bring your own stamp to the role you will be rewarded with a generous holiday allowance, free fruit and breakfasts and access to an employee share plan to name a few.Modis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information. "	"London, UK"	"IT"	"£75k - £85k per annum"	"Modis"	"Scott Brown "	"JS-1154228"	"06/12/2018 16:39:40"	"http://www.jobserve.com/GlyR0"	NA	NA	NA	NA
"Data Analyst"	"Up to £500/Day"	"London"	"Contract"	"Data Analyst"	"London - Up to £500/Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"DATA ANALYST, FINANCIAL CONDUCT AUTHORITY, UP TO £500/DAY Role/Reference: Data Analyst/DOS8533 Client: Financial Conduct Authority Assignment Location: London E20 1JN Rate: £500/day Contract Length: 12-24 months (initially 3 months) Deadline for submissions: 24/12/2018 at 12:00 Security Clearance Required: You must be willing to undergo BPSS Disclosure Scotland - Basic Check clearance Required Start Date: 07/02/2019 Working Arrangements: Team will be expected to work on-site using FCA IT with occasional visits to third party collaborators where required.FCA work day is 7 hours (excluding 1 hour lunch break) no weekend work is required. The FCA does not pay expenses unless in exceptional circumstances and only in so far as it aligns with the FCA employee expenses policy. Role SummaryPhase 1 = 3 pilot projects relating to financial crime:Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction.Create taxononmy & database of data (internal and external) to identify firm risk.Customisation tool to generate data, testing sanction screening tools. The FCA is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime.This role is for a Data Analyst to create a taxononmy and database of data (internal and external) relevant for identifying firm risk in relation to financial crime Essential Skills & Experience Our expectation is that the taxonomy and database work will require the following Data/BI reporting skills: Expertise in BI Cognos Strong proficiency in MS Excel/VBA Strong proficiency in SQL with RDBMS such as Oracle or MS SQL Server  Desirable Skills & Experience Our expectation is that the taxonomy and database work will require the following Data/BI reporting skills: Experience with graph databases such as Neo4j. Experience with data visualisation tools such as Tableau Experience in risk management and/or financial analysis Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. "	"London, UK"	"IT"	"Up to £500/Day"	"Quast Ltd"	"Tony Burton"	"JSDOS8533"	"11/12/2018 12:42:55"	"http://www.jobserve.com/GmuHt"	"07/02/2019"	NA	"12-24 months"	"Public Sector"
"Data Analyst"	"£400 - £500 per Day"	"London"	"Contract"	"Data Analyst"	"London - £400 - £500 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Contract Requirement - Data AnalystAutomotive - Reporting -'Best in Class' Project The reason for this opening is to create a single 'best in class' global digital platform for all brands within one of the world's leading Automotive Organisations and deploy it for every region and market globallyYou will be part of the Technology Delivery work-stream and you will demonstrate proven capabilities in working collaboratively with different teams across the OrganisationDeliverablesIdentity and drive the development, execution and implementation of product rules engine in order to improve, optimise and automate processes within the car configurator and other data driven pages supporting the enhanced customer journeyWork closely with Product Owners workstream in order to collect, define and document business requirements based on which the product rules engine is updated and improvedManage and ensure product rules engine is flexible enough to cater for a wide range of customer requirements and to be utilised across different configuratorsDesign and manage the structure of the product rule repository and develop and manage the processes around repository management including product rules life cycle and governanceEnsure accurate and up-to-date product rules and product data is available and accessible to relevant stakeholdersProvide reporting and analysis support to the Configurator team in order to ensure optimum maintenance of live configurators and relevant reporting and information for future launchesCommunicate key insights effectively and efficiently through internal reports, presentations and dashboardsExperience RequiredStrong analytical skills to understand/interpret and support translation of automotive customer's business needs into application and operational requirementsStrong problem solving skills to support creation of workable solutions to automotive business problems, ability to understand and trouble-shoot anticipated and unanticipated changesAbility to liaise with stakeholders including regional/market business owners of diverse international backgrounds, core team members, executive/management, other members of core team (PMO and technology team members) and vendors (management, business analyst, UX/creative, and developers)Ability to drive improvements for a global technical solutionExperience of product rules engine, preferable applicable to car configurators within an Agile environmentExperience of digital transformation projects with a focus on the design of new, improved digital solutionsKnowledge/experience of platform development support tools such as Jira, documentation wikis, configuration tools etc. preferredStrong technical knowledge of data integration approaches and deliveryLocation: LondonDuration: 6 monthsRate: £435 per DayHow to Apply: If you want to work with passionate individuals and be part of a business critical team then this is the opportunity for you. Alternatively if you have a friend or colleague that may be suitable please pass on my details. Successful referrals will be rewarded.  To discuss this or other exciting Data Science opportunities in more detail please send your CVRyan Baker | (see below)Empiric is a global provider of niche and specialist recruitment services operating across Investment Banking, Oil & Gas, Engineering, IT and Industry & Commerce. Our expert knowledge of the market and strong working relationships with our clients has enabled us to become the preferred supplier to over 150 global corporations. "	"London, UK"	"IT"	"£400 - £500 per Day"	"Empiric Solutions"	"Empiric "	"JS-013756"	"07/12/2018 17:16:36"	"http://www.jobserve.com/Gl6us"	"ASAP"	NA	"6 months"	NA
"MS Analytics Consultant (D365 AI)"	"£70k - 90k per year"	"London, Greater London, England"	"Permanent"	"MS Analytics Consultant (D365 AI)"	"London, Greater London, England - £70k - 90k per year"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"This is an opportunity for a highly ambitious Analytics Consultant/Architect to help enterprise clients realise the opportunities afforded by Microsoft D365 (AI) and the Microsoft Azure Data Platform. Our client is an emerging leader in Microsoft Business Applications (MS D365), working with some of the UK's most forward-thinking companies to realise the potential of this exciting, cloud platform from a CRM, ERP and Data Analytics perspective. The Job The MS Analytics Consultant influences across the data/analytics solution lifecycle including, data strategy, solution design and development in a highly agile environment. Specific responsibilities: Acting as the Technical Design Authority in designated client engagements for the project and leading technical teams to deliver solutions that meet the requirementDesign and develop enterprise solutions that leverage the Microsoft BI capabilities in SQL Server 2016/17 (including Azure Analysis Services and Power BI) to transform complex data into actionable insights for clientsTechnically leading solutions from concept through to go-live, managing multi-disciplined teams including client resourcesConsistently staying up to date with the latest developments in Microsoft data & analytics technologies to drive the practice strategy and inform clientsActing as a key member of the practice, supporting various activities including pre-sales, recruitment, mentoring and client/stakeholder engagementEngaging with clients at an early stage to help them understand the possibilities afforded by MS D365 AI, discussing/documenting requirements, showcasing customer-tailored demonstrations and articulating the proposed solution roadmap The Candidate We are a highly passionate and motivated bunch of consulting professionals, looking for like-minded people to join our team. Aside from technical expertise, we are looking for people with entrepreneurial spirt and excellent consulting skills who want to take part in an exciting journey, building the UK's leading independent MS D365 consulting company. Alongside that, we are looking for: Excellent consulting/stakeholder engagement skillsDemonstrable experience in the application of MS stack technology to achieve or overcome a business solution or problemSQL Server up to 2014 or above and experience with the traditional Microsoft BI Stack: SSRS, SSIS, SSASA deep passion for and understanding of the MS D365 AI and MS SQL platformsDeveloped appreciation for modern approaches to data architecture principles and methods for enabling Big Data/Data Science solutions Deep technical capability in the MS SQL 16/17 stack ideally including: SSAS/SSRS/SSIS/Azure Machine Learning/R/Power BI Enthusiasm for the Microsoft roadmap for D365 AI/MS Azure/MS SQL Server and associated BI stack technologyAwareness of Data Science technologies, such as R or Azure Machine LearningOur Offer We offer a platform for your individual career development, and a highly respectful and flexible working environment. We want to attract people motivated to help build a market-leading company and we have structured our benefits and training/certification program accordingly. TravelWhilst our client is respectful of our employees work/life balance candidates should be prepared to undertake travel to client sites throughout the UKTravel expenses are covered from your home location, including your travel to and from the officeSalary Up to £85k +Bonus +Benefits +Pension +Stock Options - based on experience & ability"	"London, Greater London, England, UK"	"IT"	"£70k - 90k per year"	"Shareforce Ltd"	"Laura Hawker"	"JSLH103"	"11/12/2018 17:11:22"	"http://www.jobserve.com/GmvW2"	NA	NA	NA	NA
"Business Development Manager"	""	"England"	"Permanent"	"Business Development Manager"	"England"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Business Development ManagerPermanentUK wide positionWho you'll be working withDo you want to make a real difference in your career, a difference that affects people's lives and transforms the way companies and government operate? Do you want to amaze people, to take them on a journey and show them something truly fantastic? Do you want to be at the forefront of the AI revolution?This is what we are doing at Capgemini.You will be working in Capgemini's global Insights & Data group; our goal is to help the organisations we work with become truly 'insight driven', to fully exploit their data using the convergence of Cloud and Artificial Intelligence to deliver real business value. We marry the most innovative insights solutions with rock solid, industrialised engineering. Our capabilities span Artificial Intelligence, Analytics, Data Management, Business Intelligence and Content Management. In a nutshell we help our customers to manage and get value from the explosion of Information they are grappling with.The focus of your roleYou'll be working within our Business Development team in our Insights and Data Business Line. The mission for this team is to work with our Market Units to help our customers to understand the value we can bring to them.You do not necessarily need deep hands on knowledge of the technologies within the Insights and Data space. Our Business Development consultants should have real experience trying to address business problems using data and information through analytics and AI, and a strong understanding of how different approaches can make a substantial impact on the outcome. The ability to engage senior customers, helping them to understand the business challenges they face and how Insights & Data can bring real value, through to advising on delivery is a must.The field of Insights and Data is clearly very large but you need to have knowledge and experience in at least one of Analytics, Data Management, Business Intelligence or Content Management. Ideally you will have strong business experience in one or more of Public Sector, Energy and Utilities, Consumer Products and Retail, Manufacturing, Telco or Life Sciences. We are especially interested in people with a strong background in Public Sector.We take career progression seriously; many of the Insights & Data UK management did not join in senior positions, rather they were given the opportunities from within to progress. We really do try to balance the needs of the business with the needs and aspirations of the individual it is in our interests for our people to be happy and successful.What you'll doOne thing we can tell you about what you will be doing is that there will be lots of variety. You will work closely with our Market Unit teams to raise awareness of the business solutions we provide from Insights and Data, typically taking these messages to senior customers. You'll also need to spend time with our customers, to listen and understand their challenges, helping them to understand how we can face these challenges. You'll also need to work closely with our Capability teams to identify and nurture offerings which position us in our customer base. You'll be responsible for growing our Insights and Data business within a specific sector or set of accounts, with a mix of proactive business propositions and responding to customer requests.What you'll bringYou're experience and knowledge of some of the domains below is important but we also value your interpersonal and problem solving skills. If you have a specialism in a specific sector we would be delighted to hear from you to discuss how you could be part of our team:Good understanding of at least one of the fields of Data/Data Science/AI/BI and Enterprise Content ManagementStrong evidence of your ability to build strong relationships with senior customersStrong experience in at least one of our sectors, ideally Public SectorGood understanding of the different areas of a business and their roles in an Insight driven transformationGood understanding of the realities of data within large enterprises and the challenges they face in gaining benefit from itStrong interpersonal skills with the ability to work with clients to establish requirements in non-technical language.We have a great team in Insights and Data and we are excited about the opportunities we have, we would love to hear from you. If you want to chat informally before applying, that's fine too.What we'll offer youProfessional development. Accelerated career progression. An environment that encourages entrepreneurial spirit. It's all on offer at Capgemini. And although collaboration is at the core of the way we work, we also recognise individual needs with a flexible benefits package you can tailor to suit you."	"England, UK"	"Sales and Marketing"	NA	"Pontoon - Capgemini"	"Ryan Heath "	"JS-RH-BD1"	"06/12/2018 09:46:12"	"http://www.jobserve.com/GlwpD"	"ASAP"	NA	NA	NA
"Systems Administrator/DevOps - Wimbledon, London - £55k - £65k"	"£55k - £65k Per annum"	"Wimbledon, London, United Kingdom"	"Permanent"	"Systems Administrator/DevOps - Wimbledon, London - £55k - £65k"	"Wimbledon, London, United Kingdom - £55k - £65k Per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Systems Administrator/DevOps - Wimbledon, London - £55k - £65k As a Systems Administrator/Dev Ops, you will be primarily responsible for ensuring a reliable, efficient, and secure hosting environment for our SaaS platform hosted on our own equipment in third-party co-location facilities in London. The SaaS architecture is based on Debian Linux, Apache, Percona (MySQL), and Perl language for Back End application development. We make as much use of Open Source Software as we can which allows us to scale by increasing hardware without additional license fee costs. You will be a member of the technical team which currently includes 2 System Administrators, 2 Perl Dev-Ops, among other developers, QC, and management roles totalling about 30 staff. We are looking to expand our team to enable us to take on more strategic initiatives in the immediate future which include: Introduce Hardware Security Module and application support for clients to provide individual encryption keys to protect their data at rest. Introduce Web Application Firewall Develop alternative hosting options using Cloud providers (AWS) Continual improvement to the physical infrastructure within our data centres to ensure reliability and appropriate network segregation Continual improvement to our process of releasing updates to our SaaS platform (2-week agile release process with zero-downtime releases As well as the strategic initiatives, key responsibilities of System Administrator/Dev Ops also include: Ensure that routine maintenance, backups, patches and monitoring are performed, and maintain network configuration including DNS, load balancing, and Firewall rules. Ensure continued performance into the future by contributing to and documenting a hardware and system software strategy, reviewing progress against the strategy, managing individual projects to improve the hosting environment, capacity planning, sourcing hardware and system software, vendor management, and architecting the infrastructure. Respond to requests for security reviews from clients, arranging regular independent security reviews, and monitoring and enforcing company security policies and client requirements. Key skills & experience  Proven track record of administering Apache and MySQL, on Linux in a high performance, high availability environment We want to see individuals who are Linux officiando's Knowledge of AWS will be an advantage. You will be organised, able to develop and document procedures and demonstrate that they are being followed, and able to deliver with minimal supervision. You will be both a strategic and detailed thinker, planning for future requirements but also keeping an eye on the day to day details You will work closely with the rest of the technical team and be able to demonstrate your ability to work well in a team and willing to roll up your sleeves and get the task at hand done Experience in-depth of some of the following technologies is required: Cisco Firewall, Switches, and VPN. HP Servers and Switches. LAMP: Debian Linux, Apache, MySQL administration and replication. Perl/Catalyst application development and GIT source code control. Supporting Python, Docker, Jupyter Notebook, Docker, Mesos, Kafka, Postgress for Data Science. Apache Solr. Security and Monitoring: ELK stack for monitoring, Nagios, colletd, syslog, Snort, penetration testing. Ansible configuraiton management. This really is an excellent chance to join a field leading organisation that can offer a stable working environment with opportunities for career development. For more information and a full job description, please contact Ben Turner at RBW Consulting."	"Wimbledon, London, United Kingdom"	"IT"	"£55k - £65k Per annum"	"RBW Consulting"	"Ben Turner "	"JSBT - SYSTEMS ADMINISTRATOR / DEVOPS"	"05/12/2018 17:06:21"	"http://www.jobserve.com/Glpci"	"ASAP"	NA	NA	"Executive"
"Data Engineering Manager to shape the future of ITV Online"	"Competitive"	"200 Grays Inn Road, London, WC1X 8X2"	"Permanent"	"Data Engineering Manager to shape the future of ITV Online"	"200 Grays Inn Road, London, WC1X 8X2 - Competitive"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	" ITV is on a journey, join us... The ITV Hub has over 25 million registered users in the UK, including over 75% of all 16 - 24-year-olds. We have the advertising strength that makes us the UK's largest commercial broadcaster. Couple those two things together and we are in a unique position to define and lead the market in providing innovative and valuable Data and Digital Advertising products to our broad client base of agencies and advertisers, as well as providing strategic insight to our own leadership teams. We're scaling up ITV Online, the home of ITV Hub. We're in the early stages of transforming the architecture behind our ATS systems. And we're taking on new challenges from using new streaming platforms and integrating our shows with smart connected homes to looking at how to distribute our shows globally and direct from our studios. Due to this new strategy, we are now looking for a Data Engineering Manager - Could this be you? As the Data Engineering Manager, you'll lead a team of Engineers working on the systems that collect, process, and analyse mountains of behavioural data. These systems provide the insight that drives business decisions, power features on the ITV Hub, and let us understand how our services are being used, and how to make them better. As well as developing your team, you'll be able to roll your sleeves up and provide technical leadership and work with other teams to support their data requirements. Responsibilities: Lead a team of Data Engineers, providing mentorship and demonstration of best practices Design, build and run data processing systems at scale Monitor and resolve data integrity, performance, and availability issues Build cross-functional relationships with providers and consumers of data Minimum Qualifications: Development experience with Java Modern Agile style of working Background in Data Science with Machine Learning Experience mentoring and managing other Engineers Preferred Qualifications: Experience running production systems at scale Experience with SQL, data modelling, ETL development, and data warehousing Knowledge of public cloud services, eg AWS/GCP Proficiency with data processing using Cloud Dataflow, Spark, or similar Familiarity with Linux and Shell Scripting This is a fantastic opportunity to be a part of the future of television, instead of just watching it. Apply using the methods provided and a member of our Technical Recruitment team will be in touch. ITV is committed to increasing the diversity of its workforce and we strongly encourage applications from candidates from all backgrounds and as a Disability Confident employer, we are committed to offering an interview to disabled candidates who meet the minimum criteria for the role. \"ITV, where creativity, diversity, and collaboration put us right at the heart of popular culture.\""	"200 Grays Inn Road, London, WC1X 8X2, UK"	"IT"	"Competitive"	"ITV PLC"	"Gurdev Landa"	"JSGL\DATAENGMAN"	"06/12/2018 10:06:00"	"http://www.jobserve.com/GlwvL"	"ASAP"	NA	NA	NA
"Java Developer"	"£50k - £55k per annum"	"Central London"	"Permanent"	"Java Developer"	"Central London - £50k - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Java Developer - Central London A Java Developer is urgently required by an exciting, dynamic FinTech organisation based in Central London. You will be tasked with building innovative products and pilots and work to develop existing and future greenfield projects. Responsibilities: The role requires quick problem-solving skills, logical thinking, and application of programming techniques to design, build, and maintain code. Deep knowledge of computer science fundamentals, data structures, and algorithms is a must. As a Software Engineer you'll undertake development of several innovation projects in a fiscal year. These projects are instrumental in making an impact on the business and the industry as a whole. Experience/Skills required: Expert level skills in Java (applicants with a C#/C++ background will be considered also) Mid-level hands-on development experience required In-depth knowledge of data structures implementation and optimization Expert level skills in multi-threading, concurrency, and error-handling Experience building enterprise scale web services (RESTful), and their scalability, resiliency, and availability Experience building application frameworks or reusable components Experience implementing multiple cross cutting concerns and non-functional requirements using aspect-oriented programming (viz. aspectJ) Demonstrated proficiency in troubleshooting, root-cause analysis, application design, and implementing large components for enterprise projects Experience in building ODATA compliant REST services Experience in language features such as lambda expressions, generics, and streams Experience in working on cryptography and Bluetooth based transmission protocols Experience in IoT, NFC, Bluetooth LE, machine learning/data science, NLP. "	"Central London, UK"	"IT"	"£50k - £55k per annum"	"Spencer Rose Ltd"	"Brendan Connolly"	"JSBC5764"	"10/12/2018 14:53:56"	"http://www.jobserve.com/Gmih4"	"ASAP"	NA	NA	"Executive"
"DBA: Mongo, MySQL, DevOps, IoT"	"£50k-£85k + Bonus + Benefits"	"London"	"Permanent"	"DBA: Mongo, MySQL, DevOps, IoT"	"London - £50k-£85k + Bonus + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Key words: - PKI, IAM, Cloud, IOT, IOE, MongoDB, PostgreSQL, MySQL, Elasticsearch, RabbitMQ, Linux, Agile Company Profile An industry leader in security solutions who provide an invaluable service to businesses, Cloud service providers and IoT innovators around the world. They already have millions of users who take advantage of their secure online communications services; who all have verified digital identities (through automated authentication and encryption). It really is PKI and IAM on a huge scale supporting billions of services, devices and people. A multinational company on an upwards trajectory. The Job You will be working as part of a tightknit infrastructure team as a DBA with a DevOps mentality, the idea being to improve the performance of databases across projects. You will be working with SQL tables and JSON documents selecting the right tool for each job and optimizing the configuration and schema for the use-case. Automation is a big part of the job and your opinion will always be heard. Day to Day You will be building and optimising their database real estate Use monitoring and alerting to ensure proactive issue resolution Perform life cycle management and scaling Stability and performance monitoring and management across all layers of the system Schedule and perform updates to ensure the latest security and bug fixes are applied and all new features are made available Develop tools and scripts in order to automate regular tasks. Work with the infrastructure team to set up one-touch deployment and centralised management of database Servers. Research new technologies in order to prototype their use and recommend the optimum solution for potential problems Work with the engineering team in order to identify the best tool for a job and ensure it is deployed and configured appropriately Tech Stack MongoDB PostgreSQL MySQL ElasticSearch RabbitMQ Qualifications/Experience Bachelor degrees in Computer/Data science or equivalent practical experience Commercial experience in a DBA role: set up, admin and optimisation Experience of administrating and troubleshooting Linux and/or FreeBSD systems Scripting experience - eg (Python, Javascript, Ruby) Commercial experience in benchmarking, clustering and tuning databases for performance, reliability, high availability and scalbility DevOps experience with one or more of (chef/puppet, foreman, rundeck/ansible) preferable Understanding of networking concepts and version control systems "	"London, UK"	"IT"	"£50k-£85k + Bonus + Benefits"	"Optima Connections"	"JIm Smart "	"JSDBAMON3"	"10/12/2018 11:18:39"	"http://www.jobserve.com/GmhXn"	NA	NA	NA	NA
"Data Engineer - E-commerce - East London"	"£60k - £90k per annum + Full benefits + share options"	"London"	"Permanent"	"Data Engineer - E-commerce - East London"	"London - £60k - £90k per annum + Full benefits + share options"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"StackJava, Python, Spark, Airflow, GCP, Kubernetes,The company:One of the fastest growing names in E-commerce this company recently IPO'd with a valuation in the billions. Using the next generation of technology to better solve some of the longstanding challenges in the E-commerce domain. A chance to join a small, business facing team in a global company working at pace and scale.The environment/Culture:Flexible, a great job spec key word these guys embrace modern working practices with members of the team completely in charge of where and when they deliver. High levels of communication each team member is aware of the key strengths of other team members and is not afraid to ask for or offer help when they need to. Flat structure with a \"Best idea wins\" approach. Pace is key these guys move fast!The role:Joining a team of 3 existing data engineers you will be heavily involved in a greenfield project to deliver scalable and predictable data pipelines as part of the wider build out of the company's data platform. Playing a supporting role to the Data Science team to make sure they have the tools and infrastructure to predict the latest trends and create pricing models.The challenges:Multi-terabyte data problemsAt scaleAt paceWhat experience is required?Strong SQL knowledgeExperience of multi-cloud environments (GCP)Strong ETL and Datamodelling abilitiesExperience ow working on large datasetsNice to have experience of Hadoop, Hive, Impala, Spark, GCP"	"London, UK"	"IT"	"£60k - £90k per annum + Full benefits + share options"	"Tecknuovo Ltd"	"Oliver Short "	"JS-1820"	"06/12/2018 10:10:16"	"http://www.jobserve.com/Gkj6E"	"ASAP"	NA	NA	NA
"Senior Data Engineer"	"£65k - £80k per annum"	"London"	"Permanent"	"Senior Data Engineer"	"London - £65k - £80k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job title: Senior Data EngineerLocation: LondonSalary: £65,000 pa - £80,000 paType: Permanent full timeCapita are looking for a Senior Data Engineer to be a technical contributor with hands-on experience. You will be part of the Data and Analytics engineering technology team and will partner closely with a team of data scientists, business analysts and data engineers to lead Capita's cloud based Big Data and Analytics strategy.The candidate will be expected to be an innovative forward-thinker who will help lead full life cycle execution of data engineering initiatives and contribute directly to existing and emerging business strategies and goals.Key Responsibilities:Lead the design, implementation, and continuous delivery of pipelines using distributed Azure based big data technologies, supporting data processing initiatives across batch and streaming datasets.Provide administrative support on deployed Azure platform components.Identify, evaluate and implement the cutting edge, big data pipelines and frameworks required to provide requested capabilities in order to integrate external data sources and APIs.Review, analyse and evaluate market requirements, business requirements and project briefs in order to design the most appropriate end-to-end technology solutions.Process and manage high volume Real Time customer interaction streams.Provide architectural support by building Proof of Concepts and Prototypes.Requirements: Bachelor's Degree or higher in Computer Sciences or similar.Development experience with cloud services (Azure, GCP, AWS etc).Experience with Spark.Exeprince of Python or similar prpogramming language. Able to tune Big Data solutions to improve performance and end-user experience.Knowledge of Visualization and Data Science Tools.The Senior Data Engineer should be passionate about working with cutting edge technologies and developing prototypes using both proprietary data sets and open source tools for the selected solutions.Senior Data Engineer/Cloud/Azure/Python/Spark/LondonCapita IT Resourcing is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	"£65k - £80k per annum"	"Capita Resourcing IT"	"Waqar Zaidi "	"JS-BBBH16179"	"07/12/2018 15:49:17"	"http://www.jobserve.com/Gl6PC"	NA	NA	"Permanent"	NA
