"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"
"Category Brand and Insight Analyst"	"28k Annual 00 GBP"	"Peterborough, Cambridgeshire"	"Unspecified"	"Category Brand and Insight Analyst"	"Peterborough, Cambridgeshire - 28k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Role Description This is an exciting and challenging opportunity, which offers fantastic learning and growth opportunities to work alongside their Sales and Branded team to assist in the drive of their product and brand offerings to their customers in the FMCG health + beauty/personal care categories, across markets worldwide. This is a key role, critical in improving overall business sales performance and decisions. This role will be pivotal and key in providing exemplary data to a wide-range of internal and external customers, across a vast product range in a fast paced and dynamic environment. This is an exciting opportunity to join this FMCG group operating in an industry that is continuously growing and evolving and where there is an abundance of opportunity. It will also provide a vital support system to the wider business identifying both sales trends and market trends as well as consumer insight analysis. Role Responsibilities Analysing market trends, market categories and consumer insight.Analysing data from existing reports to facilitate effective decision making on the key questions facing the sales and brand team.Support in ongoing brand management - a breakdown of bestsellers, identifying opportunities and gaps.Facilitate the generation of new product and brand concepts - including design attributes, formulations, price positioning and market positioning.Segment analysis by customer, brand category, channel to understand and drive category performance.Present supported recommendations for new product and brand opportunities.Working with Export team to review global opportunities outlining key retailers and categories.Collating key statistics to support negotiations with suppliers.Delivering data and recommendations to support the strategy for the category.Provide key data and market insight to group colleagues through monthly reports.Updates to team on rival brand activity in markeCandidate Description Proven category management experience and understanding of category management principles.Your approach must be very analytical in order to influence the category agenda.A forward thinking, flexible attitude is vital and you must have the drive and resilience to succeed and be able to work from your own initiative.The role will involve cross functional team working therefore the ability to successfully develop and maintain relationships by adopting a collaborative working style is crucial.Working knowledge of IRI, Nielson etc.A natural enthusiasm and passion for the beauty category.Ideally degree educated - not essential depending on background & experienceIdeally industry experience of working within health + beauty industry preferred but not essential depending upon background and experienceHighly proficient in MS Office systems including Excel, PowerPoint and Word.Full Driving LicenceCommutable within one hour of Peterborough Head OfficeThis position is within easy commutable distance of Market Deeping, Oundle, Northampton, Corby, Wisbech, Grantham, Stamford, Spalding Exceptional forward planning and organisational skillsExcellent communication skills : written and oralStrong numerate and analytical thinkingCommercially awareness and problem-solving abilityConfidence to make business recommendations and strong stakeholder management skills to ensure these are carried out.Curiosity about customer motivations and human behaviour.Ability to multi-task and work on multi-projectsDeadline driven and motivated : self-starter : a 'can do' attitudeSuccessful within a fast paced environment : responds well to pressureProfessional, adaptable and flexibleTeam playerThsi "	"Peterborough, Cambridgeshire, UK"	"Retail"	NA	NA	NA	"28k Annual 00 GBP"	"JTH Recruitment Ltd"	"JTH Recruitment Ltd"	"JS3561_36483302/590124661"	"07/12/2018 07:03:34"	"http://www.jobserve.com/Gl2Fx"	NA
"Community Safety Support Officer"	"GBP"	"South East"	"Permanent"	"Community Safety Support Officer"	"South East - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Community Safety Support OfficerEast Herts is consistently rated as amongst the best areas in the country to live, with excellent schools and healthcare, a huge array of green space, beautiful waterways, unique market towns and picturesque villages. We also enjoy high levels of employment and a diverse local economy.Whatever their role, everyone contributes to delivering great services to our local community. Our vision is to preserve the unique character of East Herts and ensure it remains one of the best places to live and work. To accomplish this, our focus is to improve the health and wellbeing of our communities, enhance the quality of people's lives and enable a flourishing local economy.Our team is at the very heart of our council - we recognise that together with our elected members, we make the difference to our local communities. We are dedicated to staff development and individual success within a team framework. To help our staff deliver, we provide a supportive work environment, development opportunities and work to help everyone achieve their potential, whilst enjoying a positive work-life balance.Position: Community Safety Support OfficerLocation: Wallfields, Hertford although some travel may be requiredJob type: Full Time, PermanentHours: 37 hours per weekSalary: £21,138 to £26,060 per annumBenefits: A variety of flexible working options available, including part-time working, job share, compressed hours and home working. Flexi-time scheme. Local Government pension scheme. Generous annual leave. A range of discounts including high street retailers and local leisure centres.Closing date is: 16th December 2018 at 23:00.About the role:An opportunity for a highly driven Community Safety Support Officer has become available to work at Wallfields, Pegs Lane, Hertford as part of the Community Safety team. This is an exciting time for you to join us to work as part of the team who take responsibility for developing strategies and work operationally to reduce crime and disorder across the district.Responsibilities:- Providing a service to record and monitor enquiries, issues and reports of ASB coming into the Community Safety Service, including the production of performance statistics and where appropriate make revisions in procedures- Administrate meetings for the Service, including organising attendance and room bookings, take minutes/notes, ensuring actions are accurately recorded and appropriate documentation is circulated- Monitor performance against objectives and targets in relation to the Community Safety Partnership strategy and action plans- Ensure that the Council's policies and procedures relating to data protection and data exchange are met and that the partnership data sharing protocols are observed- Manage, promote and administrate the safety advisory group and coordinate its public events calendar for partnership use- Facilitate requests for advice and guidance about events and road closures under the Town Police Clauses Act (1947) as appropriate- Ensure that notifications about large public events and road closures are dealt with according to policy and procedure- Create databases, maintain and analyse statistical other information relating to crimeAbout you:- Ability to deal diplomatically and constructively with colleagues and external customers- Have effective communication skills that include meeting customers and clients, dealing with queries and to have the ability to respond in writing and verbally, both face to face or whilst on a telephone- Evidence of effective planning, prioritising and workload management- Attention to detail, thorough and methodical- Knowledge of community safety desirable but not essentialEHC is an equal opportunity employer committed to embracing a diverse and inclusive work environment. We aim to attract and retain the best people regardless of their gender, marital/parental status, ethnic origin, nationality, age, background, disability, sexual orientation and gender identity.You may have experience of the following: Community Safety Support Officer, Customer Service, Community Support, Community Safety, Customer Support, Community Liaison, Local Authority, Public Sector, Local Government, Administrator, Project Assistant, Administration, Project Support etc "	"South East, UK"	"Military"	NA	NA	NA	"GBP"	"East Herts Council"	"East Herts Council"	"JS608578/598783930"	"06/12/2018 11:23:45"	"http://www.jobserve.com/GlxMn"	NA
"Qualified Accountant - Business Partner"	"GBP"	"London"	"Permanent"	"Qualified Accountant - Business Partner"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Leading National CharityLondonSalary - £36,000 to £46,000 per annumThis is an exciting opportunity for a newly qualified accountant to join a leading UK charity as they embark on a new programme of business transformation and change. This is an excellent opportunity for a newly qualified accountant to FastTrack their progression in to a business partnering role. This charity are well known and highly regarded within the industry for their work over the past decade. The successful candidate will be overseeing a notably broad and challenging remit, taking a leading role in the finance team, managing two staff and reporting directly to the Head of Finance.The main responsibilities of the role:Focused predominately on 'business partnering' and analysis, but also taking a lead role with regard to statutory reporting during year end (April-June)The preparation of the trial balance and the statutory accounts for our Lottery-distribution activities.Oversee the payroll function, including the preparation of a salary budget and maintain the staff complement and staffing statisticsActing as the first point of contact for statistical information within Finance and the rest of the organisationTo ensure the timely payment of duly authorised grants including transmission of approved paymentsThe ideal candidate will be:A fully qualified accountant (or finalist level) CCAB or any equivalentCompetent in using excel spreadsheetsStrong communication skills and the ability to engage and influence a wide range of finance and non-finance stakeholdersA self starter who is able to think on their feet and react quickly to situationsKeen and able to take on a broad, challenging role in a newly structured teamBenefits:Annual leave of 26 days, rising to 31 days after 5 years' reckonable serviceCycle to work schemeBenenden HealthcareCivil Service Pension "	"London, UK"	"Military"	NA	NA	NA	"GBP"	"Allen Lane Financial Recruitment"	"Allen Lane Financial Recruitment"	"JS608110/598784302"	"06/12/2018 11:23:13"	"http://www.jobserve.com/GlxMS"	NA
"Head of Programme Office & Business Assurance"	"GBP"	"London"	"Permanent"	"Head of Programme Office & Business Assurance"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Immigration Enforcement has overall responsibility for the removal of Foreign National Offenders (FNOs) and works with the Ministry of Justice, the National Offender Management Service, the Foreign and Commonwealth Office and the Police to expedite the removal of FNOs. Criminal Casework's (CC) objective is to protect the public by deporting or removing FNOs who commit criminal offences, where legislation permits, and to actively monitor and manage FNOs released into the community pending deportation. We do this by rigorously pursuing deportation against foreign offenders who have committed criminal offences, managing each case through the legal process, negotiating barriers and ensuring that the use of immigration detention is appropriate. As Head of Programme Office & Business Assurance, you will lead on strategy, transformation, planning, risk and assurance and your role will include:  Lead the Programme Management Office team to ensure that appropriate governance is in place deliver the agreed outcomes and benefits of CC Transformation projects and the wider IE/Home Office Transformation programme;  Establish and operate controls to report on project progress to appropriate bodies; and manage business assurance processes to a high degree of buy-in across CC;  Consolidate the processes and standards for managing and mitigating risks and issues across CC, including critical incident groups;  Lead on business change and continuous improvement activity and the creation of business change products to prepare CC for the impact of changes being delivered by Transformation projects and initiatives (including a change network);  Act as CC Single Point of Contact for ICIBI inspections; IE Assurance and Risk Team reviews; HMCIP inspection reports of prisons and IRCs; Government Internal Audit Agency audits - working with thematic leads to monitor and report progress against related action plans, and supporting progress against the FNO Action Plan;  Lead as Data Protection Practitioner for CC reporting to Home Office Data Protection Officer; and as lead for Business Continuity across CC;  Lead the Data Analysis and Management Information Team to produce accurate statistics, data for Transparency Data and regular CC performance reports to inform strategic planning in casework teams; and to drive improvements in Data Quality across CC;  Ensure appropriate systems are in place to support the delivery of effective command meetings, including the quarterly Business Improvement Boards, and other regular boards eg the HO/HMPPS bilateral performance management board; and oversee CC's Outreach Programme. This is not an exhaustive list of duties and you will be required to undertake other activities. In addition, you will work collaboratively with the SMT delivering transformation and embedding a culture of innovation and continuous improvement in all aspects of the role, utilising data, management information and digital solutions to drive the business forward. You will deploy staff flexibly to deliver priority and urgent work, effectively managing risk in all that you do. You will be an approachable and visible leader, who will support and implement the CC people strategy, developing our people and driving up staff engagement. You will be asked to provide cover for other ADs/DDs on matters such as detention reviews and release referrals; and in line with other parts of IE, on a rotational basis, you will be asked to provide on-call weekend (Friday evening to Monday morning) cover for CC. Desirable skills:  Agile practitioner qualification.  Chartered Institute of Internal Audit: Assurance and Risk level 6 qualified.  Management of Risk practitioner qualification.  Data Protection practitioner. Person specificationEssential skills:  Programme and Project Management: experience in a project leadership role (as a project officer on a small to medium project, or as a work stream leader on a large project).  An inspiring and motivational leader with excellent communication and influencing skills, who builds strong teams with 'can do' capability.  Experience of managing, and learning from, change and continuous improvement.  Working effectively as part of a senior management team. CompetenciesWe'll assess you against these competencies during the selection process:Seeing the big picture Delivering at pace Collaborating and partnering Leading and communicating Changing and improving  Civil Service Competency Framework BenefitsPensionsCivil Service pension schemes may be available for successful candidates.Things you need to knowSecuritySuccessful candidates must meet the security requirements before they can be appointed. The level of security needed is counter-terrorist check .Nationality statementCandidates will be subject to UK immigration requirements as well as Civil Service nationality rules .If you're applying for a role requiring security clearance please be aware that foreign or dual nationality is not an automatic bar. However certain posts may have restrictions which could affect those who do not have sole British nationality or who have personal connections with certain countries outside the UK.Selection process detailsThis vacancy is using the Civil Service Competency Framework . Guidance on writing competency examples is available: A brief guide to competencies A sift on the lead competency, seeing the big picture, will be used to determine who is invited to interview, if a large number of application are received. If your application progresses to a full sift, all competences will then be considered. Feedback will only be provided if you attend an interview or assessment.Nationality requirementsOpen to UK, Commonwealth and European Economic Area (EEA) and certain non EEA nationals. Further information on whether you are able to apply is available here .Working for the Civil ServiceThe Civil Service Code sets out the standards of behaviour expected of civil servants.We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles .The Civil Service embraces diversity and promotes equality of opportunity. There is a guaranteed interview scheme (GIS) for candidates with disabilities who meet the minimum selection criteria."	"London, UK"	"Consulting"	NA	NA	NA	"GBP"	"Home Office"	"Home Office"	"JS1611917/598810690"	"06/12/2018 11:19:34"	"http://www.jobserve.com/GlxKd"	NA
"Analyst - GMS International Prospect Management"	"GBP"	"London"	"Permanent"	"Analyst - GMS International Prospect Management"	"London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"You'll do more than the expected. You'll do the unexpected. Global Merchant Services (GMS) Marketing is dedicated to bringing buyers and sellers together and transforming how American Express is welcomed. GMS Marketing is responsible for partnering with GMS markets to drive profitable growth, accelerate merchant acceptance and enhance the value of Amex acceptance to merchants and Card Members at scale.  The Analyst of International Prospect Management will be part of the newly created, International Prospect Marketing team, an innovative marketing team aimed at supporting an enterprise-wide coverage expansion initiative and fueling merchant acquisition efforts within LACC, EMEA and JAPA.  The analyst will play a key role in prospect management - to significantly accelerate merchant acceptance in identified markets and priority industries, working closely with many stakeholders including Global Merchant Analytics, GMs, sales leaders, client management teams, and external sales channels. The analyst will own the reporting for at least 12 markets to measure performance toward international coverage goals.  Key responsibilities will include: Reporting & Analytics: Develop and maintain a robust set of reporting to monitor lead movement through the \"prospect funnel\" and measure performance toward international coverage goals. Provide data-driven, actionable plans to optimise targeting and prioritization, and improve field performance and conversion rate strategies.Prospect Management: Involvement in the end-to-end prospect management funnel including supporting creation of prospect database working with the Merchant analytics team, prospect scoring, tele-verification, and routing/assignment to the correct sales channels.Lead Routing: Work with the Center of Excellence (CoE) team to ensure leads are correctly tracked in MerchantForce and assigned to the appropriate sales channel based on pre-determined business rules.Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.QualificationsRequired skills:A strong customer-first mindset - A passion for learning and understanding the needs of our merchants.Tableau skills mandatory.Reporting experience mandatory and exposure to Salesforce strongly preferred.Ability to manage multiple projects for stake holders across functions & geographies.Demonstrated analytical skills, excellent attention to detail.Strategic thinking and the ability to innovate and openly share insights and new ideas.Ability to efficiently prioritise, solve problems, manage tight deadlines, and handle changing priorities in a dynamic and fast-paced environment.Advanced degree in statistics, mathematics, economics, engineering or equivalent preferred.Why American Express? There's a difference between having a job and making a difference. American Express has been making a difference in people's lives for over 160 years, backing them in moments big and small, granting access, tools, and resources to take on their biggest challenges and reap the greatest rewards. We've also made a difference in the lives of our people, providing a culture of learning and collaboration, and helping them with what they need to succeed and thrive. We have their backs as they grow their skills, conquer new challenges, or even take time to spend with their family or community. And when they're ready to take on a new career path, we're right there with them, giving them the guidance and momentum into the best future they envision. Because we believe that the best way to back our customers is to back our people. The powerful backing of American Express. Don't make a difference without it. Don't live life without it.  To complete your application please click on the links below. However, if you require any assistance with the completion of this process - or need any reasonable adjustments to be made - then please contact the Recruitment Team on or (for Russia based candidates )."	"London, UK"	"Consulting"	NA	NA	NA	"GBP"	"American Express"	"American Express"	"JS18019215/598336197"	"06/12/2018 07:10:22"	"http://www.jobserve.com/GlvL3"	NA
"Dairy Knowledge and Interpretation Manager - South West"	"Competitive salary dependent on experience + exclusive benefits. GBP"	"Somerset"	"Permanent"	"Dairy Knowledge and Interpretation Manager - South West"	"Somerset - Competitive salary dependent on experience + exclusive benefits. GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"De Lacy Executive has been retained to recruit a Dairy Knowledge and Interpretation Manager in the South West. Our client is at the forefront of providing technical knowledge, services and advice to farmers throughout the UK. Whilst providing on going professional support and development to current employees. The successful well organised candidate will have practical and commercial farming experiences, with desirable sales expertise to farmers and agricultural businesses alike. In addition, applicants should have a strong systematic approach when analysing and cross-examining data, therefore a solid understanding of Excel and databases is essential. This exciting role would suit a driven individual who is looking to establish their own status within the industry, whilst working as a team to influence the future directions of this company, with the possibility of some UK travel and occasional nights away. Successful applicants will preferably have relevant qualifications to degree level with the ability to learn new skills swiftly. Key Responsibilities: Managing B2B sales, client accounts and acquisition of new businesses Sourcing new business leads Endorsing the current service to farmers, by attending shows and delivering presentations Writing technical reports, including data statistics and trends Maintaining a high level of customer support and service Managing the program and financial development for our clients current services Salary: Competitive salary dependent on experience plus exclusive benefits. De Lacy Executive will upload your CV to our database and retain some data about you in order to process your application.  Please be assured that all contact is treated in complete confidence and your details will not be passed to a third party without your prior permission. Please note that this advertisement is not a job description and you should satisfy yourself about the full details at interview. De Lacy Executive is an Approved member of the Recruitment and Employment Confederation, which promotes high standards in recruitment practice, and is registered with the Information Commissioners Office. De Lacy Executive complies with all relevant data protection legislation. "	"Somerset, UK"	"Sales and Marketing"	NA	NA	NA	"Competitive salary dependent on experience + exclusive benefits. GBP"	"De Lacy Executive"	"De Lacy Executive"	"JS3574_1401358146/598455241"	"06/12/2018 07:05:39"	"http://www.jobserve.com/GlvIN"	NA
"Graduate Analyst, Technology Management Consultancy"	"29k Annual 00 GBP"	"Basingstoke, Hampshire"	"Unspecified"	"Graduate Analyst, Technology Management Consultancy"	"Basingstoke, Hampshire - 29k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Graduate Analyst, Technology Management Consultancy £27,000 + Benefits Hampshire (Relocatees encouraged) I am recruiting for a specialist consultancy focused on commercial valuation and management of intellectual property. They work on a variety of projects within this area, including assessment and development of intellectual property portfolios, audit, due diligence, risk research, patent brokerage and valuation. The client base of the consultancy is international and very varied, ranging from businesses on the FTSE 100 and the top of the NASDAQ to universities, specialist patent law firms, government agencies and small technology start-up businesses. Clients work in many industries, including telecommunications, software, biomedical technology, energy, electronics and digital entertainment. End clients of the consultancy have the common ground in that they all own or develop cutting edge technology, ownership of which is key to being able to licence or sell. The values of client portfolios of intellectual property is often incredible, and may include various patents, trademarks, designs, database rights, knowhow and trade-secrets. It will vary from client to client, but the consultancy will analyse the technical capabilities of patented technology and value or potential value to industry, enabling businesses to better do this in a strategic, planned way. They are now looking to hire two analysts to join their team. Analysts take part in a key role in the core projects of the consultancy. The work varies, ie, you will work across multiple industries and with clients with very different personalities, cultural backgrounds and ways of working, so you need to be someone who learns quickly and is adaptable. Although the work is not technical, you need to understand and be interested in technology and on a practical level be good at professionally researching, analysing, talking and writing about all things tech. To have the right grounding for the work I do need you to have a degree in a technical subject, including but not limited to computer science, physics, engineering and mathematics. Although the management consultancy's clients place a high value on their patents and technology, for the consultancy itself, their people and their people's knowledge are their biggest asset. And you can't patent people! They place a huge value in having a close knit, highly skilled team of consultants and analysts who are well connected within their industries and knowledgeable specialists in field. They offer a dynamic and challenging work environment, supported by excellent training and development. Responsibilities: Able to work independently as well as supporting consulting activity of senior consultants leading project team.Review of current patent documentation.Research of technology. Understanding the unique properties of the technology on a high level and able to grasp existing and potential applications of technology. Includes identification of competing technologies.Research of commercial potential of technology. Able to research and understand relevant markets, current and potential client bases, sales and accounting figures, licencing opportunity, commercial advantages and disadvantages (SWOT) and competitors.Identification of patents and technology that would make interesting acquisition opportunities.Qualitative analysis and critical thinking. Able to make and support recommendations given available evidence and where appropriate think outside the box.Quantitative analysis and critical thinking. Able to analyse large amounts of quantitative data and make recommendations based on data. Use of Excel, Visual Basic, Python and other applications and tools to manage and analyse data.Producing written reports and presentations incorporating data and visualisations where appropriate.Developing marketing collateral and valuation models for IP portfolios.Assisting clients in fully identifying and documenting their innovation with a view to ensuring it is fully protected.Keeping abreast with relevant latest technology and market developments.Attending and meaningfully contributing to meetings both internally and externally.Requirements: Interested in technology, it's business application and commercial value.Motivated to achieve best result possible for both consultancy and their clients.2.1 Bachelor's, merit Master's or PhD in a technical subject, including computer science, physics, an engineering course discipline, statistics or mathematics.Able to understand and competently assess complex technologies in a variety of fields.Thorough and methodical approach to research, data analysis and report writing.Independent, motivated and self-driven whilst also able to work collaboratively with client and project team.Excellent presentation and communication skills, verbal and written.Fluent English is mandatory, a second language could be a plus.Exposure or a relevant qualification within intellectual property is advantageous.All analysts are also sponsored towards professional certification within their industry body, WIPO. Interested? Please send me your CV and a covering letter explaining your interest in starting a career in management consultancy. "	"Basingstoke, Hampshire, UK"	"Consulting"	"Graduate"	NA	NA	"29k Annual 00 GBP"	"TARGETrecruit"	"TARGETrecruit"	"JS3561_36477098/587180953"	"06/12/2018 07:04:46"	"http://www.jobserve.com/GlvHQ"	NA
"Support Analyst"	"GBP"	"London"	"Permanent"	"Support Analyst"	"London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"An exciting opportunity has arisen for a Support Analyst to join the Experian pH team. Experian is the market leading global information services company, providing data and analytical tools to clients around the world. The Group helps businesses to manage credit risk, prevent fraud, target marketing offers and automate decision making. Experian also helps individuals to check their credit report and credit score, and protect against identity theft.Experian pH is a data-driven B2B marketing, risk, compliance and analytics consultancy which is part of the wider Experian PLC group. We work with many FTSE 250 companies transforming how they approach problems using processes and models which have been developed and refined over 25 years. You will be joining a business that encourages growth and progression in a flexible working environment where the opportunity to get involved with exciting new projects as well as working on daily BAU is a standard. Experian pH offers you support to grow your skills and knowledge through a mentoring scheme. Alongside great career development, we also offer a competitive remuneration package, great benefits and security of a global corporate organisation. As a Data Analyst, you will be providing 2nd line support (phone and email) and analysis to FTSE 250 clients. You will have the opportunity to work closely with some major blue chip clients across several sectors including Banking, Financial Services, Energy and Telecommunications. You will also be working directly with senior members of the organisation on a structured career path which will start with 2nd line support. The support would constitute data analysis, simple consultancy work, database/SQL/Oracle querying and development.Key Responsibilities Acting as the point of escalation when simple client queries can't be resolved via first line telephone supportUnderstanding, documenting and resolving data queriesSimple and complex coding to extract data from files to underpin support activitiesChecking of own and others work for coding and data errorsRunning of simple and complex batch processes to deliver data and analytical support to clientsProvision of counts and profile analysis to support campaign and strategic activity for clients Small adjustments to batch processes to evolve processesWriting of basic batch processes for new clientsEngagement with marketing and other teams at clients to ensure briefs and data deliveries are understood and fulfilled accurately and to expectationsRole Requirements  A strong degree preferred in Computer Science, Information Technology, Mathematics, Statistics or Science based with a solid Mathematics A-LevelCommunication skills to engage externally with clientsBasic SQL Basic OracleGeneral Database skillsAnalytical thinking with numerical and data problem solving skillsUnderstanding of data, data structures and their value regarding use for analysis, marketing and CRMAttention to detailTime management to complete multiple task to set deadlinesThe ability to explain technical issues to non-technical stakeholders Here at Experian, we believe that great work deserves great rewards. In return for your ideas, commitment and ambition, we'll give you a very competitive base salary and a range of benefits as soon as you join.On top of your base salary, we offer:Performance related bonus scheme25 days' annual leave (plus the ability to purchase 5 additional days)Generous contributory pensionOpportunity to buy shares with the company share-save schemeLife assuranceMedical and Dental coverRetail discount schemes3 Community involvement days per annumWe also work with our colleagues to understand their long term career aspirations to ensure they have the career development and growth they need to achieve these goals. Through personalised career objectives and performance plans, we open up conversations on progression whether this is achieved through mentoring and coaching or classroom learning environments, we offer rewarding ways in which to learn."	"London, UK"	"Consulting"	NA	NA	NA	"GBP"	"Experian"	"Experian"	"JS185929/596592379"	"05/12/2018 16:58:46"	"http://www.jobserve.com/GlpZC"	NA
"Data Analyst (Balance Sheets)"	"25k Annual 00 GBP"	"Stoneleigh Park, Warwickshire"	"Unspecified"	"Data Analyst (Balance Sheets)"	"Stoneleigh Park, Warwickshire - 25k Annual 00 GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Company InformationThe Agriculture and Horticulture Development Board (AHDB) is a statutory levy board, funded by farmers, growers and others in the supply chain and managed as an independent organisation (independent of both commercial industry and of Government).Our purpose is to inspire our farmers, growers and industry to succeed in a rapidly changing world.Our vision is for a world-class food and farming industry inspired by, and competing with the best.Our philosophy is that levy payers are at the heart of what we do. In order to deliver genuine levy payer focus there is a sector advisory committee (known as 'sector board') for each of the six commodity sectors represented by AHDB. Each sector board comprises levy payers, other stakeholders from the sector and independent members. The main AHDB Board has delegated the responsibility to each sector board to develop the most appropriate strategies to meet the challenges of the sector; to ensure the relevant levy rate is recommended in order to provide adequate funding for the required work; to monitor strategy implementation and to approve remedies where performance deviates from plan. The sector board members are appointed by AHDB.Team/department purposeThe Data Analysis team within the Market Intelligence function collects and analyses agricultural market information across a range of sectors.Good Market Intelligence (MI) on both the supply and demand side of the agriculture and horticulture industry provides the information our levy payers need to make informed decisions on their business. MI also underpins the strategic planning process of all of the sectors within AHDB.The Market Intelligence team is one team, working together to deliver the requirements of all sectors.Role responsibilitiesTo support Senior Analysts/Managers within the Data & Analysis team by assisting with the collection, collation, verification and analysis of agricultural market information. Collect, collate, verify, quality assure and analyse agricultural market information - input agricultural marketdata from primary and secondary sources to produce key industry statistics Ensure market information is high quality, accurate and clearly presented - distribute market information andupdate relevant information on AHDB websites Ensure deadlines are met and information enquiries are answered accurately and in a timely manner Keep abreast of appropriate industry developments to ensure analysis is accurate and relevant Follow existing data and information quality processes, ensuring the accuracy of outputs (includes telephoningdata providers) - maintain and update quality procedures Maintain effective working relationships with internal and external stakeholders - building strong collaborative rapport Contribute to small and medium-sized projects as required by senior analysts and managers Seek, with the support of senior analysts and managers, ways of utilising the latest software available to presentdata in clear, concise and innovative ways. Undertake any other duties required to assist with the operational priorities of the D&A team Person specificationEssential Analytical work experience of collating data and presenting findings Clear evidence of planning and organising skills - working to deadlines Ability to support and build relationships Professional qualification typically to degree standard in Economics/Agriculture or another numerate discipline, orequivalent experience Experience of using modern IT applications: Excel. Experience of delivering accurate work with high level of detail Good communication skills - written and verbalDesirable Experience of using modern IT applications such as Access Experience of data visualisation techniques and data visualisation software Knowledge of agricultural industrySalary range: £22,000 - £25,000Location: Stoneleigh Contract type: Permanent Hours: 35 Closing date: 9th December 2018Interview dates: 17th and 18th December 2018For application details visit our website:  "	"Stoneleigh Park, Warwickshire, UK"	"Science"	NA	NA	NA	"25k Annual 00 GBP"	"AHDB"	"AHDB"	"JS3561_36714826/589790382"	"05/12/2018 14:33:57"	"http://www.jobserve.com/GloC6"	NA
"Health and Safety Manager"	"60k Annual GBP"	"Runcorn, Cheshire"	"Unspecified"	"Health and Safety Manager"	"Runcorn, Cheshire - 60k Annual GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Leading Independent National Pharmaceutical Group seeks an experienced and talented HSE Manager, who will be happy to work in a stand-alone role to lead and develop protective and preventative safety measures across multiple sites in the UK. Work activities Driving, Leading & Promoting the HSE strategy and its execution at multiple manufacturing sitesPoint of contact for HSE and Environmental authoritiesUnderstand the application of the Health and Safety at Work, etc. Act 1974 and other legislation relevant to each Companies businessCreating and executing health and safety strategies and developing internal policyBeing up to date with new legislation and maintaining a working knowledge of all Health and Safety Executive (HSE) legislation and any developments that affect the employer's industryCreation of emergency response plans and training of duty staffAdvising on a range of specialist areas, eg DSEAR, fire regulations, hazardous substances, noise, safeguarding machinery and occupational diseasesLiaising with the relevant authorities such as the HSE, fire brigade, local authorities etc.Environmental permit compliance and liaison with Environment InspectorsCarrying out regular site inspections to check policies and procedures are being properly implementedTo recommend control measures and advise on the standard of PPE issued to employeesPromoting Employee Health surveillance as necessary (in line with Group Operations strategy)Carrying out risk assessments (including COSHH, Manual handling etc) and considering how risks could be reduced. Ensure that all \"assessments\" as required by legislation are conducted and reviewed at relevant intervals and records maintained of the sameWriting safe operational procedures which identify and take account of all relevant hazardsMaking changes to working practices that are safe and comply with legislation to highlight areas where training/certification is required to meet the standards imposed by legislation, Approved Codes of Practice (eg Legionella compliance) or HSE guidanceLeading and delivering in-house training with managers and employees about health and safety issues and risksLeading site health and safety meetings and acting as a figurehead and leader in improving safety cultureKeeping records of inspection findings and producing reports that suggest improvementsRecording/investigation of incidents, ill health cases and accidents and producing statistics for managers; RIDDOR complianceAttending IOSH seminars and reading professional journals;Producing management reports, newsletters and bulletins;Ensuring the safe installation of equipment;Management of hazardous substances, eg asbestos; flammables, explosives etc.Key skills for Health and Safety Managers NEBOSH qualified and significant experience across multiple manufacturing businessesA team player who has an engaging style and directing only when necessaryCalm, patient and assertive, with excellent negotiation, communication and interpersonal skills.Strong analytical, problem-solving and organisational skills.Capable of acquiring and applying detailed legal, technical and regulatory information."	"Runcorn, Cheshire, UK"	"Manufacturing"	NA	NA	NA	"60k Annual GBP"	"Marketplace Group"	"Marketplace Group"	"JS3561_36690420/587501431"	"05/12/2018 12:52:20"	"http://www.jobserve.com/GlnFE"	NA
