"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"start_date"	"duration"	"company_summary"
"Big Data Engineer - Apache Spark/Hadoop"	"£50k - £70k per annum"	"Newcastle upon Tyne"	"Permanent"	"Big Data Engineer - Apache Spark/Hadoop"	"Newcastle upon Tyne - £50k - £70k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Big Data Engineer - Apache Spark/HadoopNewcastle upon Tyneup to £70,000 per annumA company with a local feel, but international reach are looking at strategic expansion to match business demand. A tech company through and through, we have been tasked to recruit a specialist data scientist/engineer with big data experience. Investment is ever present and this is one of the key positions that has been classed as integral to the organisations ongoing and future anticipated success.This role will really take internal precedent and it is anticipated that further positions will be created as consequence. This is one of the few big data opportunities in the North East and we're looking for experience of Apache Spark and ideally Hadoop respectively.You will work with existing teams in place and help to keep data centralised, as it really is the core of the overall business function and future direction. There will be Python Developers and Data Analysts at your disposal and ideally, you will begin to start filling their diaries with work, inevitably development opportunity.Work is done with market leaders throughout the world and your daily tasks will introduce elements of various projects which will allow for full data immersion. There really is a start-up feel and we're looking for personalities that can blend with this seamlessly.To be considered, we are looking for experience of:- Big data - Apache Spark/Hadoop- Programming - Python- Machine Learning/Artificial Intelligence"	"Newcastle upon Tyne, UK"	"IT"	"£50k - £70k per annum"	"Reed Technology"	"Scott Dawson "	"JS-78474"	"11/12/2018 09:49:58"	"http://www.jobserve.com/Gms8e"	NA	NA	NA	NA
"MS Analytics Consultant (D365 AI)"	"£85k"	"London"	"Permanent"	"MS Analytics Consultant (D365 AI)"	"London - £85k"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"This is an opportunity for a highly ambitious Analytics Consultant/Architect to help enterprise clients realise the opportunities afforded by Microsoft D365 (AI) and the Microsoft Azure Data Platform. Our client is an emerging leader in Microsoft Business Applications (MS D365), working with some of the UK's most forward-thinking companies to realise the potential of this exciting, cloud platform from a CRM, ERP and Data Analytics perspective. The Job The MS Analytics Consultant influences across the data/analytics solution life cycle including, data strategy, solution design and development in a highly agile environment. Specific responsibilities: Acting as the Technical Design Authority in designated client engagements for the project and leading technical teams to deliver solutions that meet the requirementDesign and develop enterprise solutions that leverage the Microsoft BI capabilities in SQL Server 2016/17 (including Azure Analysis Services and Power BI) to transform complex data into actionable insights for clientsTechnically leading solutions from concept through to go-live, managing multi-disciplined teams including client resourcesConsistently staying up to date with the latest developments in Microsoft data & analytics technologies to drive the practice strategy and inform clientsActing as a key member of the practice, supporting various activities including pre-sales, recruitment, mentoring and client/stakeholder engagementEngaging with clients at an early stage to help them understand the possibilities afforded by MS D365 AI, discussing/documenting requirements, showcasing customer-tailored demonstrations and articulating the proposed solution roadmap The Candidate We are a highly passionate and motivated bunch of consulting professionals, looking for like-minded people to join our team. Aside from technical expertise, we are looking for people with entrepreneurial spirt and excellent consulting skills who want to take part in an exciting journey, building the UK's leading independent MS D365 consulting company. Alongside that, we are looking for: Excellent consulting/stakeholder engagement skillsDemonstrable experience in the application of MS stack technology to achieve or overcome a business solution or problemSQL Server up to 2014 or above and experience with the traditional Microsoft BI Stack: SSRS, SSIS, SSASA deep passion for and understanding of the MS D365 AI and MS SQL platformsDeveloped appreciation for modern approaches to data architecture principles and methods for enabling Big Data/Data Science solutions Deep technical capability in the MS SQL 16/17 stack ideally including: SSAS/SSRS/SSIS/Azure Machine Learning/R/Power BI Enthusiasm for the Microsoft roadmap for D365 AI/MS Azure/MS SQL Server and associated BI stack technologyAwareness of Data Science technologies, such as R or Azure Machine LearningOur Offer We offer a platform for your individual career development, and a highly respectful and flexible working environment. We want to attract people motivated to help build a market-leading company and we have structured our benefits and training/certification program accordingly. TravelWhilst our client is respectful of our employees work/life balance candidates should be prepared to undertake travel to client sites throughout the UKTravel expenses are covered from your home location, including your travel to and from the officeSalary Up to £85k +Bonus +Benefits +Pension +Stock Options - based on experience & ability"	"London, UK"	"IT"	"£85k"	"Shareforce Ltd"	"Laura Hawker"	"JSLH103"	"11/12/2018 17:11:22"	"http://www.jobserve.com/GmvW2"	NA	NA	NA	NA
"Senior Developer/Architect - Ecommerce - C#/.Net/AWS"	"£50k - £70k per annum + Bonus & Benefits"	"Cosham"	"Permanent"	"Senior Developer/Architect - Ecommerce - C#/.Net/AWS"	"Cosham - £50k - £70k per annum + Bonus & Benefits"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Senior Developer/Technical Lead/Architect/C#, .NET Core, AWSLeading Edge TechnologyWork with an ASP.NET MVP and learn from the best in industryGreat Career Prospects with competiive salary, bonus & much moreFlexible working hours, autnomous working culture, great team incentivesWe are working with the market leading travel/retail specialist in Europe at a very exciting time. The software & digital services teams are in the process of designing and architecting a greenfield E-commerce solution to move a travel booking platform to a full service digital solution - the project is huge! The role of Senior/Lead Developer is to play a key role in the development of new products and enhancement to existing platforms and services contributing to strategy, innovation, ideas and best practice. The work is varied and exciting, you will help develop a wide range of solutions using the best & most relevant technologies. Teams are structured by product rather than project giving developers great time and scope to complete a fulll development life cycle.What you need to know - Core SkillsC#, ASP.NET, MVCHTML, CSS, JavaScript + librariesSQL Server, T-SQLUse of Design PatternsThe wider production environment looks like this (training in all areas provided)Production tech stack in AWSCI/CD consisting of Git, Team City and OctopusNew code written in .NET core to speed up and automate deploymentUtilisation of many native AWS Services namelyEC2, DockerElastic Search, Cloud formationSNS SQS, Serverless Lambda functionsMachine LearningYou are not expected to be an expert in all areas - enthusiasm, intelligence and aptitude goes a long way in filling any skill gaps. The company offer a great working environment, competitive salaries, a great social scene and fun, open and collaborative team ethos. Salaries range from £50k to £70k for mid to senior level developers - salary dependent on experienceTo apply, please send your CV and covering info to (see below) or call me if you want to discuss the role in more detail. Apply Now!"	"Cosham, UK"	"IT"	"£50k - £70k per annum + Bonus & Benefits"	"Spectrum IT Recruitment (South) Ltd"	"Daniel Sumpter "	"JS-DS.SDVIG2"	"13/12/2018 15:38:05"	"http://www.jobserve.com/GnK2K"	NA	NA	NA	NA
"iOS Android Developer Mobile App React Native Banking London"	"£65k - £80k per annum + 20-30% Bonus + 10% Pension"	"London"	"Permanent"	"iOS Android Developer Mobile App React Native Banking London"	"London - £65k - £80k per annum + 20-30% Bonus + 10% Pension"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"iOS Android Developer (Mobile Android iOS React Native PhoneGap Apache Cordova Objective C Swift JavaScript Angular Backbone Ember ES5 ES6 ECMAScript Finance Banking Digital) required by our banking client in London.You MUST have the following:Current experience as a mobile phone developer/software engineer/programmeriOS and Android development experience (React Native, PhoneGap, Apache Cordova, Objective C, Swift)Advanced JavaScriptAgileThe following is DESIRABLE, not essential:Banking or financeRole: iOS Android Developer (Software Engineer Programmer JavaScript Mobile iOS Android React Native PhoneGap ES5 ES6 Finance Banking) required by our banking client in London. You will be one of two mobile application developers based in the London office. Working together with a core team from the head office, you will be responsible for building mobile banking applications. You and your London colleague will focus on those for the UK market. The work will be a combination of improving existing applications as well as greenfield projects. The applications include personal current account, saving account, credit card accounts and accounts for high net worth individuals such as concierge services.The applications are built in JavaScript, Objective C, Apache Cordova, React Native, Phone Gap and Swift for iOS and Android development. You will be influential in deciding the tools and methods for the next generation of applications that the team builds.This is an excellent time to join the bank and team. The bank is seeking a period of rapid expansion and investment into IT. They are moving towards AWS, machine learning and AI. As the team grows, there may be an opportunity to move into a team lead role.The bank has an excellent, relaxed culture. Hours are 9-5 and work-life balance is encouraged.Salary: £65k - £80k + 20-30% bonus + 10% Pension"	"London, UK"	"IT"	"£65k - £80k per annum + 20-30% Bonus + 10% Pension"	"Joseph Harry Ltd"	"Anthony Russell "	"JS-MOBDEV"	"10/12/2018 08:41:52"	"http://www.jobserve.com/GmgNU"	NA	"ASAP"	NA	NA
"Junior Software Engineer - Java"	"£28k-£37k per annum"	"Havant, Hampshire"	"Permanent"	"Junior Software Engineer - Java"	"Havant, Hampshire - £28k-£37k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Job Role: Junior Software Engineer JavaLocation: HampshireType: PermanentSalary/Rate: £28,000 - £37,000Start Date: ASAPClearance: BPSS or willing to undergoSoftware Engineer Java - Permanent - Havant - £28,000 - £37,000Reporting to the Software Engineering Manager and under general direction of the Engineering Leadership Team, the role provides support to programmes as used by Military and Commercial customers.Duties include:Convert requirements into appropriate software design and code, documented in adherence to relevant standards.Develop software in accordance with requirements and agreed design, with consideration for software quality and future maintenance.Ensure code reviews are carried out for the code developed and participate in reviews of other developers' code.Produce the required documentation for Software such as User Guides, Design Documents and Coding Standards.Work with colleagues in other engineering disciplines to support capture of requirements and testing of software.Produce Configuration Management documentation such as Software Version Description Documents.Contribute towards identification of improvements to processes in order to save cost or schedule.Required skills, qualifications and experience:Java 7/8 Design and Development.Jira or similar tools for tracking work progress and producing metrics.Ability to collaborate and communicate ideas in an inclusive environment.A desire to learn new technologies and find creative solutions to complex technical and logistical problems.Desired skills, qualifications and experience:SpringHibernateDroolsJSF/PFJEE5/6UMLEclipseJenkinsMavenHadoopKafkaDesign patterns.Machine Learning or other Artificial IntelligenceRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of BPSS or willing to undergo. If you do not hold an active BPSS or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Havant, Hampshire, UK"	"IT"	"£28k-£37k per annum"	"Datasource Computer Employment"	"Edward Dixon "	"JS-J7148a"	"13/12/2018 15:20:47"	"http://www.jobserve.com/GnKxx"	NA	"ASAP"	NA	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."
"Big Data Engineer"	"£80k per year"	"London, Greater London, England"	"Permanent"	"Big Data Engineer"	"London, Greater London, England - £80k per year"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Big Data Engineer ( Hadoop/Spark/Python )Big Data Engineer is required to join one of the fastest growing software companies in the UK. The office is based in a popular central London location. This exciting opportunity is for a Data Engineer with hands-on experience in Hadoop, Spark and Python and a proven track record in big data projects to help produce new understandings for the company.What's in it for you:The Big Data Engineer position will have a strong salary package of £80,000 plus healthy bonuses and benefitsHuge opportunities due to scale of growthPrivate healthcare, Life assurance, Group income protection25 days holidaysExposure to a cutting-edge learning environmentDirect influence on the end-to-end product lifestyleResponsibilities of the role: Manage, transform and cleanse high volume data for the companyUse leading open source big-data tools, such as Spark, Hadoop, Scala and ElasticsearchWork with their expert software development team to produce reusable applicationsCollaborate on scalability issues involving access to massive amounts of data information Candidate must have the following:A proven big data experience, either from an implementation or a data science prospectiveExcellent technical skills including expert knowledge of at least one big data technology such as Spark, Hadoop, or ElasticsearchStrong coding experience in the likes of Scala, Java or PythonExperience of building data processing pipelines for use in production, traditional ETL pipelines and/or analytics pipelines.This is an exciting opportunity to join a rapid growing software company in central London as a Big Data Engineer.Please apply for the position through this website.Keywords - Big Data Engineer, Kafka, Hadoop, Python, Scala, Java, AWS, Machine Learning, Azure, SQL, Data Engineer, Sqoop, Hive, PIG, Zookeeper, software engineer, NiFi, GCP, Cloudera, Oozie, HBase, MongoDB, KiDu, Senior Big Data Engineer, Kafka, Hadoop, Python, Scala, Java, data scientist, AWS, Machine Learning, Azure, SQL, Big Data Engineer, Sqoop, Hive, PIG, Zookeeper, Data Architect, NiFi, GCP, Cloudera, Oozie, HBase, MongoDB, KiDu, Data Engineer, Kafka, Hadoop, Python, Scala, Java, AWS, Machine Learning, Azure, SQL, Big Data Engineer, Sqoop, Hive, PIG, Zookeeper, Big Data Architect, NiFi, GCP, Cloudera, Oozie, HBase, MongoDB, KiDu Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law  "	"London, Greater London, England, UK"	"IT"	"£80k per year"	"Venturi Limited"	"Ben Quinn"	"JS49627"	"13/12/2018 19:22:39"	"http://www.jobserve.com/GnMZo"	NA	"02 January 2019"	NA	NA
"IP Network Automation Engineer - ISP"	"£40k-£50k PLUS PACKAGE"	"Surrey"	"Permanent"	"IP Network Automation Engineer - ISP"	"Surrey - £40k-£50k PLUS PACKAGE"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"IP Network Automation Engineer Are you an existing IP Network Engineer who has a passion or keen interest in network automation and SDN? Do you have experience of using any programming automation language in your current role or through self study? If you do, my client would be very interested in speaking to you about an IP Network Automation role that they have. You will be responsible for analysing the existing network to identify where Scripting can be used to automate support and engineering tasks. You will be tasked to resolve issues by developing automated scripts to deploy fixes, proactively stop problems repeating, etc.   Another common request would be automation/Scripting to identify and alert on common network issues and integrate this into the network systems. You will still use your existing IP network engineering or support skills to assist in understanding automation tasks and to support the existing IP support team. Although ISP network skills such as MPLS/BGP are preferred, it is not essential. Do you need to demonstrate good Cisco IP WAN skill and an excellent understanding of IP network support tasks.   At a more strategic you may be asked to assist in the development of new monitoring solutions and machine learning systems. This is a newly created role where you really can develop and build your career in automation.   CCNA CCNP ISP BASH PERL PYTHONG SDN SD-WAN PROVISSIONING SOFTWARE "	"Surrey, UK"	"IT"	"£40k-£50k PLUS PACKAGE"	"AspireCom"	"Dan Robinson "	"JSAUTOMATION"	"12/12/2018 15:43:00"	"http://www.jobserve.com/GlO8r"	NA	"ASAP"	NA	NA
"Senior Full Stack Engineer"	""	"Cardiff, Wales"	"Permanent"	"Senior Full Stack Engineer"	"Cardiff, Wales"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Who is AMPLYFI? AMPLYFI is an artificial intelligence and advanced data analytics company headquartered in the Welsh capital. Our flagship platform, DataVoyant, is a game-changer in the sphere of business intelligence, informing organisations of global market trends, technology advances and emerging business disrupters to maintain their competitive advantage. It is a deep learning powered bridge between data scientists and Business Intelligence teams. We're based right in the heart of Cardiff, in Tramshed Tech - a funky co-working space for the creative and tech industry that's less than a five-minute walk from central station. We have the best of both worlds with our own large office space, as well as access to the co-working space, giving us endless opportunity to network with other cutting-edge companies and attend events and meet-ups. The AMPLYFI Team We're all about the team - it's super important to us that everyone gets on and enjoys working with each other. We like each other so much, that we even spend some of our evenings and weekend hanging out. Whether that's going to the cinema, playing beach volleyball or just grabbing a cheeky beer or two. One of our co-founders has proudly built an office bar that is always stocked with a great selection of ales, beers, ciders and wine! We're a pretty autonomous bunch, with a flat structure and a flexible approach to how we work. We encourage creativity and welcome people to share new ideas that can be implemented to make an impact. We're doing industry-shaking work so out of the box thinking is essential. We don't have a dress code and we have a flexible approach to work hours so you can be yourself and perform at your best. You should know that we are big dog fans with a resident pooch, Milo. As acting Head of Cuddles, he's always on hand to give you some affection and a boost when you need it. Working as part of AMPLYFI's software engineering team. We're developing software, tools and techniques to harvest huge quantities of data from the surface and deep web, process that data at scale to extract features and then feed those corpuses into our Machine Learning platform to identify emerging technologies, the companies behind them and how that fits into a global landscape.As a Senior Full Stack Software Engineer you will have, or build an understanding of the whole stack. You'll be involved in searching and harvesting the web at scale, document feature extraction, through to delivering new and exciting insights to our customers via our SAAS offerings. Software - Modern JavaScript, C# .NET Core 2, Python 3, Angular 6, TypeScriptStack - AWS, CDNs, Serverless, Message Queues, ElasticSearch Who are you? Have a number of years' experience in the joys and pain of production systems, preferably at scale. Knowledge of a number of programming languages, with a strong sense of the right, and the wrong, way of engineering things. You actively work to encourage and educate less experienced team members. You must be a forward thinker that can bring new ideas to the table. Have the enthusiasm and a flair for troubleshooting and problem solving. Pride and accuracy in everything you do. Ability to deliver to deadlines. If you would like to hear more on why AMPLYFI is an exceptional place to work, please get in touch with Chloe Murray, Talent Manager, today. "	"Cardiff, Wales, UK"	"IT"	NA	"Talentbe - Amplyfi"	"Chloe Murray"	"JS"	"10/12/2018 07:05:20"	"http://www.jobserve.com/Gi22s"	NA	NA	NA	NA
"Senior Software Engineer"	""	"Cardiff, Wales"	"Permanent"	"Senior Software Engineer"	"Cardiff, Wales"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Who is AMPLYFI? AMPLYFI is an artificial intelligence and advanced data analytics company headquartered in the Welsh capital. Our flagship platform, DataVoyant, is a game-changer in the sphere of business intelligence, informing organisations of global market trends, technology advances and emerging business disrupters to maintain their competitive advantage. It is a deep learning powered bridge between data scientists and Business Intelligence teams. We're based right in the heart of Cardiff, in Tramshed Tech - a funky co-working space for the creative and tech industry that's less than a five-minute walk from central station. We have the best of both worlds with our own large office space, as well as access to the co-working space, giving us endless opportunity to network with other cutting-edge companies and attend events and meet-ups. The AMPLYFI Team We're all about the team - it's super important to us that everyone gets on and enjoys working with each other. We like each other so much, that we even spend some of our evenings and weekend hanging out. Whether that's going to the cinema, playing beach volleyball or just grabbing a cheeky beer or two. One of our co-founders has proudly built an office bar that is always stocked with a great selection of ales, beers, ciders and wine! We're a pretty autonomous bunch, with a flat structure and a flexible approach to how we work. We encourage creativity and welcome people to share new ideas that can be implemented to make an impact. We're doing industry-shaking work so out of the box thinking is essential. We don't have a dress code and we have a flexible approach to work hours so you can be yourself and perform at your best. You should know that we are big dog fans with a resident pooch, Milo. As acting Head of Cuddles, he's always on hand to give you some affection and a boost when you need it. Working as part of AMPLYFI's software engineering team. We're developing software, tools and techniques to harvest huge quantities of data from the surface and deep web, process that data at scale to extract features and then feed those corpuses into our Machine Learning platform to identify emerging technologies, the companies behind them and how that fits into a global landscape. As a Senior Software Engineer you will have, or build an understanding of the whole stack, from web harvesting at scale, feature extraction, Machine Learning and delivering new and exciting insights to our customers. Software - C# .NET Core 2, Python 3, Angular 6, TypeScript Stack - AWS, Serverless, Message Queues, ElasticSearch Who are you? Have a number of years' experience in the joys and pain of production systems, preferably at scale. Knowledge of a number of programming languages, with a strong sense of the right, and the wrong, way of engineering things. You actively work to encourage and educate less experienced team members. You must be a forward thinker that can bring new ideas to the table. Have the enthusiasm and a flair for troubleshooting and problem solving. Pride and accuracy in everything you do. Ability to deliver to deadlines. If you would like to hear more on why AMPLYFI is an exceptional place to work, please contact Chloe Murray, Talent Manager, today. "	"Cardiff, Wales, UK"	"IT"	NA	"Talentbe - Amplyfi"	"Chloe Murray"	"JS"	"10/12/2018 07:05:21"	"http://www.jobserve.com/Gi22Q"	NA	NA	NA	NA
"Mobile Developer iOS Android App React Native Banking London"	"£65k - £80k per annum + 20-30% Bonus + 10% Pension"	"London"	"Permanent"	"Mobile Developer iOS Android App React Native Banking London"	"London - £65k - £80k per annum + 20-30% Bonus + 10% Pension"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Mobile Developer (Mobile Android iOS React Native PhoneGap Apache Cordova Objective C Swift JavaScript Angular Backbone Ember ES5 ES6 ECMAScript Finance Banking Digital) required by our banking client in London.You MUST have the following:Current experience as a mobile phone developer/software engineer/programmeriOS and Android development experience (React Native, PhoneGap, Apache Cordova, Objective C, Swift)Advanced JavaScriptAgileThe following is DESIRABLE, not essential:Banking or financeRole: Mobile Developer (Software Engineer Programmer JavaScript Mobile iOS Android React Native PhoneGap ES5 ES6 Finance Banking) required by our banking client in London. You will be one of two mobile application developers based in the London office. Working together with a core team from the head office, you will be responsible for building mobile banking applications. You and your London colleague will focus on those for the UK market. The work will be a combination of improving existing applications as well as greenfield projects. The applications include personal current account, saving account, credit card accounts and accounts for high net worth individuals such as concierge services.The applications are built in JavaScript, Objective C, Apache Cordova, React Native, Phone Gap and Swift for iOS and Android development. You will be influential in deciding the tools and methods for the next generation of applications that the team builds.This is an excellent time to join the bank and team. The bank is seeking a period of rapid expansion and investment into IT. They are moving towards AWS, machine learning and AI. As the team grows, there may be an opportunity to move into a team lead role.The bank has an excellent, relaxed culture. Hours are 9-5 and work-life balance is encouraged.Salary: £65k - £80k + 20-30% bonus + 10% Pension"	"London, UK"	"IT"	"£65k - £80k per annum + 20-30% Bonus + 10% Pension"	"Joseph Harry Ltd"	"Anthony Russell "	"JS-MOBDEV"	"13/12/2018 10:26:46"	"http://www.jobserve.com/GnIym"	NA	"ASAP"	NA	NA
"Marketing Technology Consultant"	"£65k - £70k per annum + benefits package & bonus"	"London"	"Permanent"	"Marketing Technology Consultant"	"London - £65k - £70k per annum + benefits package & bonus"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Marketing Technology - Business Partner/Analyst - B2BWest London£65,000 - £70,000 plus full benefits package, bonus & car allowanceOne of the world's most successful & recognised FMCG brands has ambitious plans to grow, digital and data will be at the heart of that. They are looking for a marketing technology specialist to act as a partner to the business, managing demand, consult on and influence the usage of/piloting new technologyThe roleThe customer marketing teams develop the category range and space vision for customers and environments. They develop the physical and digital shopper marketing environment plans in customers and rely on data, analytics, and technology to enable the most advanced campaigns, whether it is through beacon devices or in pure play E-commerce channels.You will be accountable for the successful delivery of data and technology initiatives that make this possible. You will partner with marketing and commercial directors to understand their strategy and shape the process and technology change initiatives that will realise the vision. For each initiative, you will ensure value is understood, facilitate cross-team collaboration and manage technical delivery quality.Key Skills/Experience will include:Understanding requirements for multichannel customer engagement across channels including physical, digital, social, and mobileSupporting marketing to make effective use of advanced analytics to inform decision making and marketing operationsDefining an analytics dashboard to track customer marketing performance and ROIPiloting innovative solutions like connected sensors, machine learning, and AIExposure as superuser, trainer or implementation of martech technologies: ad server, analytics, campaign management, ROI analysisUnderstanding and passion for marketing and customer experienceData-driven mindset, experience in formulating analytics questions and defining how data can resolve a business problemProcess definition and optimisationHave worked in an agile team delivering a marketing technology initiativeAbout UsNP Group is an award-winning international recruitment organisation focused on solving the challenges both clients and candidates face, in a different way. Specialising in technology, NP Group partner with some of the most recognised, innovative and inspiring business across the globe. NP Group's Strategic Workforce Resourcing, Talent Solutions, and Executive Search business units use specialist knowledge to genuinely solve clients and candidates' recruitment problems. NP Group has been recognised by Best Companies as 'one to watch' and are in the Recruiter Fast 50 as one of the fastest growing UK recruitment companies.For more information please visit our website Networking People (UK) is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT, Sales and Marketing, Retail"	"£65k - £70k per annum + benefits package & bonus"	"NP Group"	"Peter Reed "	"JS-BBBH10671"	"12/12/2018 18:36:39"	"http://www.jobserve.com/GnBSm"	NA	"Negotiable"	"Perm"	NA
"Big Data Engineer with Python/Scala"	"Up to £49,337 per annum + great benefits"	"Newcastle"	"Permanent"	"Big Data Engineer with Python/Scala"	"Newcastle - Up to £49,337 per annum + great benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Big Data Engineer with Python/Scala - Up to £49,337 + up to 10% bonus + up to 10% pension + great benefits and work-life balance Do you want to be part of something really big? Do you have expertise in Big Data Pipelining in the Cloud? Are you Proficient in Hive/Hadoop Stack, Python or Scala?  Are you ready to be part of an epic digital transformation?  Then click APPLY now, we'd love to hear from you  We currently have a Data & Analytics community of 80 Engineers and we are looking for additional Big Data Engineers with expertise in data pipelining in Cloud/Cloudera. You'll help us to take raw data and land it so that DWP can shape real change to products and services used by millions. This includes one of our flagship projects the \"Child Analytic Platform\" where we will look at data analysis to help protect children. About you and the role  BPDTS Ltd is a new organisation that provides dedicated services to the Department for Work and Pensions (DWP). Our digital, data and technology specialists work closely with experts in DWP Digital's community to make digital services quicker, simpler and more efficient for the millions of people that use them every day. As public servants, we help make a difference to people at critical times in their lives - as they look for work, deal with illness or disability, support children after separation, or plan for retirement. Operating on a scale unrivalled almost anywhere, our people work with experts in DWP Digital's community to create effortless, secure and intuitive digital services that are used by millions of people. What are we looking for? Technical Skills Cloud/Cloudera Spark SQL Hive SQL Spark Streaming Python Scala HDFS Unix The key skills and experience we value for this role are  * Hands-on experience on Data Engineering projects where you have delivered data processing pipelines in a cloud or on premise environment (distributed ETL and machine learning) using Hadoop/Hive to support different analytics use cases, relating to high-volume, complex and distributed datasets. * Experience of having created and maintained data pipelines, data streaming, working with large sets of unstructured and structured data and creating curated datasets for end users. * A good understanding of big data engineering techniques and concepts using Hadoop; data streaming, data transformation, data loading strategy, data archiving, data reconciliation, data manipulation, data integration, error handling, error logging mechanism, standards and best practices with hands-on experience in developing data solutions. * Experience of developing data solutions on Oracle, Cloudera or HortonWorks platforms. * An ability to quickly comprehend and convert business requirements into technical solutions. * Significant and demonstrable experience implementing Data Engineering best practices Desirable Skills/Experience Core Java Spark Kafka NoSQL eg Hbase, MongoDB, Cassandra Sqoop Flume OOzie GitHub Java Programming Background in DevOps/Data Operations Where will you work? You'll join us in one of our easy-to-reach digital hubs in either Newcastle, Leeds or London. Each of our nationwide hubs has been designed for and by members of our digital community. We provide the latest tech and tooling and foster a collaborative culture to help our agile, multi-disciplinary teams think big and try new things.Our central hubs have the best of each location on our doorstep, and we have a range of facilities inside from coffee shops and restaurants, to table tennis, a swimming pool, gym facilities and loads more.We are an equal opportunity employer and we welcome applications regardless of age, gender, race or sexuality. What is our offer? We'll reward you with a very competitive salary of up to £49,337 Dependent on level of expertise You will be eligible for a pension with employer contributions of up to 10% We can offer you a performance-related annual bonus of up to 10% We'll help you balance your life and work We'll give you a generous leave allowance, with the option to buy and sell extra days We also offer much more as part of a flexible benefits package - including a cycle to work scheme and lots of family friendly perks - which can be tailored to your lifestyle. Building our future We believe the work we do really matters, so we're serious about investing in you. You'll have access to a huge suite of training and learning opportunities to complement the new skills you'll acquire on the job. You'll get the chance to share knowledge with colleagues from across our digital communities, and to grow your skills through our coaching and mentoring programmes. For further information and to start your application click Apply. "	"Newcastle, UK"	"IT"	"Up to £49,337 per annum + great benefits"	"Department of Work & Pensions"	NA	"JS-BPDTS 83.18"	"10/12/2018 10:57:25"	"http://www.jobserve.com/Gjj5G"	"Graduate"	"ASAP"	NA	NA
"Software Engineer (Java/C#/C++)"	"£55k per annum"	"Central London"	"Permanent"	"Software Engineer (Java/C#/C++)"	"Central London - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Software Engineer (Java/C#/C++) - Central London A Software Engineer is urgently required by an exciting, dynamic FinTech organisation based in Central London. You will be tasked with building innovative products and pilots and work to develop existing and future greenfield projects. While you will be required to have basic/intermediate Java development skills, they are open to applicants with a C# or C++ background. Responsibilities: The role requires quick problem-solving skills, logical thinking, and application of programming techniques to design, build, and maintain code. Deep knowledge of computer science fundamentals, data structures, and algorithms is a must. As a Software Engineer you'll undertake development of several innovation projects in a fiscal year. These projects are instrumental in making an impact on the business and the industry as a whole. Experience/Skills required: Expert level skills in Java (applicants with a C#/C++ background will be considered also) Mid-level hands-on development experience required In-depth knowledge of data structures implementation and optimization Expert level skills in multi-threading, concurrency, and error-handling Experience building enterprise scale web services (RESTful), and their scalability, resiliency, and availability Experience building application frameworks or reusable components Experience implementing multiple cross cutting concerns and non-functional requirements using aspect-oriented programming (viz. aspectJ) Demonstrated proficiency in troubleshooting, root-cause analysis, application design, and implementing large components for enterprise projects Experience in building ODATA compliant REST services Experience in language features such as lambda expressions, generics, and streams Experience in working on cryptography and Bluetooth based transmission protocols Experience in IoT, NFC, Bluetooth LE, machine learning/data science, NLP. "	"Central London, UK"	"IT"	"£55k per annum"	"Spencer Rose Ltd"	"Brendan Connolly"	"JSBC5764"	"10/12/2018 14:53:56"	"http://www.jobserve.com/Gmih4"	"Executive"	"ASAP"	NA	NA
