"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"category"	"company_summary"
"Legal Entity Controller, Associate"	"GBP"	"London"	"Permanent"	"Legal Entity Controller, Associate"	"London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Company ProfileMorgan Stanley is a leading global financial services firm providing a wide range of investment banking, securities, investment management and wealth management services. The Firm's employees serve clients worldwide including corporations, governments and individuals from more than 1,200 offices in 43 countries. As a market leader, the talent and passion of our people is critical to our success. Together, we share a common set of values rooted in integrity, excellence and strong team ethic. Morgan Stanley can provide a superior foundation for building a professional career - a place for people to learn, to achieve and grow. A philosophy that balances personal lifestyles, perspectives and needs is an important part of our culture.Department ProfileThe Finance Division reports to the Chief Financial Officer and consists of some 3,000 employees worldwide. Finance protects the Morgan Stanley franchise by serving as guardian of the Firm's books and records and by contributing to Firm wide risk management and risk reduction. This division maintains relationships with Morgan Stanley's various industry and government regulators and also serves as the conduit of financial information to the outside investment community. Finance plays a critical role as advisor to Morgan Stanley's various businesses and its senior management team. Team ProfileThe specific role is in the Global Corporate Controllers (GCC) group. Within the Global function, this role will be in the London Office of Morgan Stanley, specifically in the Legal Entity Control (LEC) area. The London LEC team consists of 15 staff, working on a range of projects, regulatory and statutory reporting and control functions, specific to the main PRA regulated entities in the Morgan Stanley group. Regulated entities controlled by the team has a balance sheet >$450Bn and annual revenues >$5Bn. Primary ResponsibilitiesA legal entity associate level role exists for an individual with good financial accounting skills and a strong sense of guardianship. The candidate must have well-developed communication skills (both written and verbal) and be able to build a high level of credibility with management. The key responsibilities of the role are: - Production of key month end adjustment process required for IFRS reporting including presentation of results to Executive Director for sign-off; - Preparation and delivery of Profit & Loss (Revenue and Expense) reporting to tight deadlines including commentary supporting monthly and quarterly movements including presentation of results to Executive Directors for sign-off; - Preparation and delivery of additional external reporting including Federal Reserve, and U.S. Securities and Exchange Commission reporting as well as Office for National Statistics submissions including presentation of results to Executive Directors for sign-off where required; - Monthly due diligence and sign-off of account balances; - Liaise with various Product Control, Expense Control, Tax and Transfer Pricing Control groups around the globe; - Liaise with Controllers of branches of the entities; - Involvement in developing and re-engineering existing processes through exposure to key firm projects; and - Escalation of issues to Management. The role provides an excellent exposure to a broad range of financial issues, corporate governance and product accounting and involves regular interaction with a varied range of groups.Qualifications Skills required (essential)We are looking for a candidate with the following attributes:-  - Strong time management skills  - Inquisitive and analytical minded. - Highly committed and self-motivated. - High regard for attention to detail and accuracy. - Must be confident and have strong communication skills. - Providing timely, accurate and professional responses in a deadline driven role is one of the main focuses of the group. - Strong verbal and written skills are required. The ability to work in a team environment is essential. - Pro-active in solving ad hoc requests/issues. - Good computer skills. Advanced Excel skills. - Qualified ACA or equivalent or studying towards this. Skills desired - Knowledge of financial products or experience in an investment banking environment would be beneficial. - Knowledge of IFRS and US GAAP accounting.Morgan Stanley is an equal opportunities employer. We work to provide a supportive and inclusive environment where all individuals can maximise their full potential. Our skilled and creative workforce is comprised of individuals drawn from a broad cross section of the global communities in which we operate and who reflect a variety of backgrounds, talents, perspectives and experiences. Our strong commitment to a culture of inclusion is evident through our constant focus on recruiting, developing and advancing individuals based on their skills and talents. "	"London, UK"	"Legal"	"GBP"	"Morgan Stanley"	"Morgan Stanley"	"JS3123825/590455203"	"02/12/2018 15:41:55"	"http://www.jobserve.com/GlFNt"	NA	NA	NA	NA
"Night Manager"	"24k Annual GBP"	"London"	"Permanent"	"Night Manager"	"London - 24k Annual GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"The hotelThe Dixon, Tower Bridge, a new boutique style hotel part of Autograph Collection Hotels is scheduled to open its doors in late 2018. Taking centre stage in the Tower Bridge neighbourhood on Tooley Street, The Dixon, Tower Bridge, Autograph Collection is set to be become a new cultural hub for the capital's centre of artistic activity. Named after John Dixon Butler, the architect who originally constructed the building in 1905 as a Magistrates Court and police station, the hotel takes inspiration from the area's vibrant cultural heritage, while also capturing its new wave of creative cool. The 193 rooms will redefine the traditional boutique hotel by seamlessly incorporating the local neighbourhood's culture through an artful mix of heritage design. Think simple brickwork, tall windows and modern furniture from British designers that will sit alongside more classic pieces, whilst curated artworks from local artists will hang on the walls. Cleverly reflecting the buildings purpose as a courtroom, the restaurant will serve as a neighbourhood oasis that will welcome not only hotel guests but also the local trade.Service expectationAn individual, whose personality shines in the service they provide with the ultimate aim to create memories \"Exactly like nothing else\". A passionate professional who understands and actively promotes, lives and shares his/her knowledge about the brand's 4 pillars: The vision of an individual - product of passion; understand and showcases passion for the brand/hotel and vision we stand for. Heartfelt design - purposeful and uncompromising; fully aware of the fascinating history behind the building and shares this with our guests. A mark of craft - unique skill and expertise; aware and promotes the concept of Shakedown coffee actively in business. A role in the locality - rooted in the local; in the know of the local area and is able to recommend local specialities, unique placesKey responsibilities People To take overall responsibility for the safety and welfare of all guests and staff in the hotel during the night hours. To ensure the smooth operation of the night shift, including supporting the reception team as well as any other department operating overnight. Inform the housekeeper, the concierge, room service, etc. of special requests, early and late departures, room changes, taxis, newspaper requests and all other important information. Train Night Receptionist Staff on new policies and procedures. Receive sickness reports during the night service for all departments of the hotel, pass these on to the corresponding departments and obtain replacement Team Members as necessary. Has the ability to offer insightful and bespoke recommendations based on individual guest preferences and be able to maintain a high level of product and service knowledge in order to best serve and facilitate guest requests. To seek ways to maintain, improve and effectively work within the Front of House teams. Supervises, motivates and drives the Reception team in the performance of their duties, with special focus on up-selling opportunities, Marriott Rewards promotion and delivering the brand promise. Conducts on-the-job training and coaching in accordance to standards. Handles VIP arrangements, including but not limited to, room assignment, personalized welcome and pre and post-arrival contact when necessary. Ensures that all guest-related incidents are resolved and followed-up. Carries out daily briefings with the team, providing direction, support and any relevant information to the rest of the team. To perform other duties or responsibilities as assigned. Quality To be fully conversant with the Hotel Emergency and Evacuation procedures, ensuring all night reception team are competently trained in such procedures and to conduct regular emergency procedure checks. Ensure consistently high standards of presentation are maintained for the department, product and all personnel on duty. Ensure all legal, health and safety standards are adhered to, including provisions of the Licensing Act. Dealing with any crises/incident according to company standard guidelines. Represent the General Manager and Front of House Manager in their absence. Take over from the previous shift and pass on all relevant information to the next shift, including the volume of business, special guests/events, and items to be clarified/completed. Know all the functions of the computer system and eliminate minor/standard errors in the hardware or software. Ensure that all interfaces are running. Carry out the daily closing and a data backup of the software system for Reception and accounting. Be responsible for maintaining order, safety and security in the hotel. Carry out regular rounds and check all areas of the hotel. Undertake regular inspections in the reception and hall area to ensure that the installations and equipment are in a clean, perfect condition, well maintained and are replaced/renewed as required. Document all significant events during the night in the logbook which is passed on to the Front of House Manager. Responsible for the orderly sequence of works (daily accounts closing, etc.) during the night. Is able to complete all tasks on his/her designated task list in a timely and efficient manner while ensuring all necessary follow-up and communication is complete prior to ending a shift. Understands and is fully conversant with the systems in use, standards of performance and job description. Understands and is conversant with the Computer Systems in place, Marriott Global Source, Guest Voice and any other relevant systems. To contribute to regular departmental communications meetings ensuring objectives are reviewed and results monitored and minutes recorded as required by the Front of House Manager. To be aware and comply with safe working practices as laid down under the Health and Safety Act as applicable to your place of work. This will include your awareness of any specific hazards at your work place.Profit To understand the Hotel Early Bird Report. This report informs all the Heads of Department and Hotel Owner about the Statistics of the previous Day. Assists the Front of House Manager in the administration of the department. Demonstrates excellent knowledge of room categories, hotel facilities, rates, packages and any ongoing promotions. Maximizes occupancy and helps optimizing the RevPAR by adjusting the selling strategy under the recommendations of the Revenue Manager. Supervises, motivates and drives the Reception team in achieving KPI, with special focus on up-selling opportunities, Marriott Rewards promotion and delivering the brand promise. Ensures follow-up of no-show charges, charge-backs and outstanding payments. Coordinates the stock order and take for the department. - Previous guest exposure in the Tourism and Hospitality Industry desired - Previous related Night Manager experience from a busy 4* or 5* hotel environment - Genuine passion for delivering inspirational guest service at all times- Proven ability to work well under pressure in an organized manner- Inspirational and motivating attitude- Good knowledge of Microsoft Office, PMS such as Opera, Internet - Knowledge of the guest Internet access (both wired connection and wireless), television systems, iPod docking stations and entertainment systems (Media Hub), HOTSOS (and any other in room technology) and telephone system in order to assist with problems. Strong leadership skills Excellent level of English Approachable, professional and an eye for detail. Good knowledge of dealing with crises. A real drive to grow your career within the Hospitality industry Personality and Leadership potential "	"London, UK"	"Hospitality"	"24k Annual GBP"	"The Dixon Autograph Collection"	"The Dixon Autograph Collection"	"JS5431_603019/583834481"	"02/12/2018 15:09:20"	"http://www.jobserve.com/GlFLJ"	NA	NA	NA	NA
"Trainee Commercial Officer"	"GBP"	"Dereham, Norfolk"	"Permanent"	"Trainee Commercial Officer"	"Dereham, Norfolk - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"We are currently looking to recruit a number of positions within our organisation to aid with the successful implementation of our business plans. We have the following vacancy, based at our Dereham depot: Trainee Commercial Officer We are looking for an exceptional individual to take up this great opportunity for training in all aspects of the commercial planning function of a local bus operator, which may offer a springboard to a wider career within the bus industry. Based in our Dereham depot, but willing to travel by public transport around East Anglia to meet people and experience the product, you will have a sympathy for the public/sustainable transport agenda. You will have an appetite for analysis of information and comment to make real life decisions, and a capacity to prioritise and organise accurate work within strict statutory deadlines.  Training as a scheduler of timetables and duties is a key part of your role, but you will also play a crucial part in supporting our digital information systems, analysing data, and fares planning. (Digital systems include fares, data analysis, schedules statistics, digital timetables, website information and Real Time information. Training will be provided for all these activities).  This role will require excellent IT and communication (both written and verbal) skills and you will need to be keen to liaise with team members, customers and local authorities. This is a graduate level role and might suit a recent (numerate) graduate looking for a career opportunity or someone with experience of using the skills that we need. "	"Dereham, Norfolk, UK"	"Logistics"	"GBP"	"Konectbus"	"Konectbus"	"JS6295_329916730/591230540"	"02/12/2018 13:13:42"	"http://www.jobserve.com/GlE6T"	NA	NA	"Graduate"	NA
"Securities,Systematic Trading Strategies (STS) Equity Stocks Sales Str"	"GBP"	"London"	"Permanent"	"Securities,Systematic Trading Strategies (STS) Equity Stocks Sales Str"	"London - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"MORE ABOUT THIS JOB SECURITIES  Our core value is building strong relationships with our institutional clients, which include corporations, financial service providers, and fund managers. We help them buy and sell financial products on exchanges around the world, raise funding, and manage risk. This is a dynamic, entrepreneurial team with a passion for the markets, with individuals who thrive in fast-paced, changing environments and are energized by a bustling trading floor. RESPONSIBILITIES AND QUALIFICATIONS STS Equity Stocks team is part of a global team responsible for creating systematic quantitative strategies for a wide range of clients. Leaders in a competitive environment, we ensure that we remain at the cutting edge of academic advancements, innovation, and technology/infrastructure. Responsibilities: Research and implementation of quantitative strategies based on academic and in-house research as well as novel data sources Regular performance and risk analysis of strategies, relating strategy performance drivers to markets/geo-political/macro events Communication with clients, strategy marketing presenting both high-level ideas and deep dives of research and implementation rationale Qualifications: Bachelors/Masters in quantitative fields such as Statistics, Econometrics, Operations Research, Computer Science, Financial Engineering, Physics 2+ years of experience in an Equity Structuring role (preferably in single stocks) Excellent written/verbal communication skills Strong background in programming and statistics Hard-working/motivated personality Team player, great attention to detail, ability to multi-task ABOUT GOLDMAN SACHS The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.  The Goldman Sachs Group, Inc., 2018. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet. "	"London, UK"	"Trades & Services"	"GBP"	"Goldman Sachs International"	"Goldman Sachs International"	"JS4842961/573283997"	"02/12/2018 09:09:00"	"http://www.jobserve.com/GlDyk"	NA	NA	NA	NA
"Property Administrator - Apprenticeship"	"12k Annual 00 GBP"	"London"	"Unspecified"	"Property Administrator - Apprenticeship"	"London - 12k Annual 00 GBP"	"Unspecified"	"Posted: Sunday, 2 December 2018"	""	"Job title: Property Administrative Assistant - ApprenticeshipLocation: South Kensington, South West London Wage: £10,000 - £12,000 per annum Start date: January 2019Working hours: 8:30am to 5:30pm Time spent in training: You are required to spend a minimum of 7 hours per week in training that supports your apprenticeship course Course entry requirements: GCSEs at grade C/level 4 or above in English and Maths What is an apprenticeship? Apprenticeship courses are developed by employers and professional bodies, ensuring apprentices study a curriculum that is tailored to real-world job roles. All our courses are accredited by an authorised awarding body or the Institute of Apprenticeships, guaranteeing you work towards an approved, professional certificate. Completing an apprenticeship will help you develop the knowledge and skills required to excel in your chosen career, providing a concrete foundation for future growth. Apprenticeship course available: Business Administrator Level 2Course information: Business & Administration Level 2 About the role: My client is a national and international residential property specialist. They know their business and their markets like no one else and every year help thousands of clients and customers buy, sell, let, rent and manage their homes and investments. Benefits include: Apprenticeship training delivered at your workplace to achieve a nationally recognised certificateCompetitive apprentice wageCareer guidance with opportunities for progressionRetail discountsDiscounted travel23 days annual leave excluding bank holidaysJob duties and responsibilities: To support the effective running of PRIME by providing organisational and administrative support to the team. Pass for payment all supplier invoices and utility bills on a daily basisTo answer mainline and putting calls throughReduce the level of contractor debts through checking of weekly spreadsheet and dealing with any queries.Participating fully in the buddy system in the absence of other team membersKeep thorough file notes of every action and conversation with suppliers, landlords and tenantsAssist with any other ad-hoc tasks required by the team.Provide a same day typing service for department, including standard letters, check ins/outs and fee invoicesAdvise all utility companies of every tenancy changeBe responsible for updating the department statistics and liaising with the Finance departmentProducing rent arrears report and pursue and collect rental payments from the tenants in accordance with instructions from the team.Arrange property visits for the department with the tenants.Chasing up service charge and final utility bills from the necessary agents and The successful candidate will have the following: Time management skills of planning, prioritising and organisationConfidencePersonable mannerCommunication skillsComputer literacyProblem solver and multi taskerGood knowledge of excel/spreadsheetsAt Apprenticeship Connect we take the time to get to know our applicants as individuals and understand their career aspirations, potential and skills. Our talent partners match our candidates to the best opportunities to help them flourish. Apply now to begin your career. "	"London, UK"	"Trades & Services"	"12k Annual 00 GBP"	"Apprenticeship Connect"	"Apprenticeship Connect"	"JS3561_36723047/590494317"	"02/12/2018 09:08:15"	"http://www.jobserve.com/GlDx9"	NA	NA	NA	NA
"Automated Language Processing & Classification Analyst - French News"	"GBP"	"London"	"Permanent"	"Automated Language Processing & Classification Analyst - French News"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Deliver the French news that matters most to our clients. You're the type of person who always knows about the latest news trends and has a real passion for text analysis and technology. Help to build the product which, in an instant, can deliver news to change the direction of our clients' critically important business decisions.Do you have the creativity, customer relationship and technical skills to help us further improve our French-language news product? If so, we are looking for you!What's the Role? As a member of our News Indexing team, you will be responsible for automated classification of the world's most important French-language financial and economic news with the aim of further entrenching Bloomberg as the leader in the financial news market. You will use specialized software in order to create hierarchical rules that automatically classify Bloomberg and third-party news, as well as data from social media sites. You need to have a keen interest in news and perform research in order to identify news topics that are relevant to the French market and modify or create news classification rules accordingly. You will also identify opportunities to create efficiency in our processes and execute on your ideas.In order to build the strongest local-language products, you will closely collaborate with our partners in Product Strategy, Sales, Analytics and Engineering to understand our clients' needs and build a market-leading French news product. You will also partner with our Sales and Analytics groups to promote our French news product and ensure strong customer uptake. Finally, you will have the chance to learn more about the fields of statistical classification, natural language processing, data science, machine learning and text analysis as we build the next-generation of Bloomberg's proprietary news classification products.What we do in Content Indexing We use proprietary and open-source software to automatically retrieve, parse, organize and tag news from social media sites, news feeds, web sites and other sources that run on the Bloomberg Professional Service. We also build and maintain our complex taxonomy of classification tags according to our clients' needs. Our work is not theoretical or hyper-specific - it is practical and impactful.What we look for:  Bachelor's degree in disciplines such as Data Science, Linguistics, Mathematics, Statistics, Computer Science, Business, Finance, Library Science, or other computer-related specialization  Native ability in spoken and written French  Strong interest/knowledge in financial and economic news  Excellent problem solving skills and ability to pay close attention to detail  Strong written and verbal communication skills  Proven understanding of customer service and experience in building strong relationships with stakeholders  1 - 3 years of professional project management experience in information management with the ability to deliver on tight deadlines  Working knowledge of a programming or query language and experience of using it for a data analysis/data science project (eg R, Python, JavaScript, SQL, etc.) We'd love to find someone who has:  Knowledge of French market trends, themes and drivers  Experience working on data science projects and technologies, especially using NLP techniques to deal with unstructured text corpora  Experience in editing, writing, curating or assigning news stories  Experience in using categorization, filtering or mining software (such as OpenCalais, Datasift, GNIP, Inxight, IDOL, Verity, Clear Forest, Microsoft Fast) Does this sound like you? Apply if you think we're a good match. We'll get in touch to let you know what the next steps are! In the meantime feel free to have a look at this:We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Bloomberg is a disability inclusive employer. Please let us know if you require any reasonable adjustments to be made for the recruitment process.If you would prefer to discuss this confidentially, please email . Alternatively, you can get support from our disability partner EmployAbility, please contact or .Please make sure you mention VERCIDA when asked on your application how you found out about the role. "	"London, UK"	"Consulting"	"GBP"	"Bloomberg"	"Bloomberg"	"JS70593/591758600"	"01/12/2018 11:12:04"	"http://www.jobserve.com/Gkz3a"	NA	NA	NA	NA
"Lead Data Scientist"	""	"London"	"Permanent"	"Lead Data Scientist"	"London"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"An exciting opportunity has arisen for a Lead Data Scientist to join our team at Experian pH based in London.  Who are Experian pH? Experian pH is a data-driven B2B marketing, risk and analytics consultancy. We work with FTSE 100 companies transforming how they approach problems using techniques and models developed over 25 years. At Experian pH you can expect to work on projects to improve our analytics, data processing, supporting projects for large and widely known businesses from sectors including banking, utilities and telecommunications. Ultimately you will be helping to provide those businesses with a better understanding of their customers and the people behind them, giving them the better and faster tools to add new customers, automate decision making and guard against fraud and failure. Our people are self-motivated with a flair for problem solving and a proactive attitude to their own professional development. We aim to hire people with a desire to learn and a genuine interest in both analytics and data - they're our lifeblood. What is the Lead Data Scientist responsible for? This role is responsible for managing analytical projects for our clients of significant cost and/or complexity. The role would also be responsible for developing new, market leading analytical capabilities and being an active, driving influence in the company analytical community. Analytics is a growth area for the Experian group and the role would need to build up cross-functional relationships, use Experian group tools and align to the long-term group business plan.  Key Responsibilities  Being the layer between the client and the analytical delivery team. You are the day to day contact with senior stakeholders at the client side understanding their needs and addressing them.  Keeping in touch with the Experian account managers and attending service meetings between the client and product owners.  Responsible for spotting new opportunities and help them materialise. You will have analysts and developers who will deliver the projects for you  Delivery of analytical projects per agreed criteria  Defining, sourcing and managing the necessary resources to complete these projects, making timely changes where necessary to achieve project objectives  Effectively controlling the issues, risk, dependencies and changes in scope, ensuring timely intervention and communication to stakeholders  Conducting regular reviews of analytical outcomes, both internally with project team and with clients during and after the delivery has been completed  Developing communication disciplines as appropriate for the project  Ensuring stakeholders are provided with appropriate timely advice during and after project delivery  Effectively and accurately escalating and communicating issues as appropriate  Managing a project team to maximise quality and high performance outcomes  Providing technical and managerial leadership, mentoring, coaching and performance management of staff to ensure continual improvement in the skills necessary to manage projects  What are we looking for?   We're looking for:  Proven working experience in B2B or B2C analytics/data engineering  Knowledge of the development, use and application of a range of analytical methodologies  Working knowledge of R and Python  Exposure to ML, AI and Regression scoring  Knowledge of Neural nets and random forests  Extensive experience in managing analytical teams, running multiple parallel projects  Experience of training analysts  Previous experience of working within a regulated environment  Knowledge of analytical productionisation  Experience of model monitoring  Excellent negotiating and influencing skills  Well-developed interpersonal skills used to influence internal and client stakeholders  Excellent project management skills  Well-developed leadership and communication skills to drive high performance  Extensive commercial awareness  Degree or equivalent standard, with a high mathematical content eg Mathematics, Statistics, Operations Research (O.R), Economics, Physical Sciences Here at Experian, we believe that great work deserves great rewards. In return for your ideas, commitment and ambition, we'll give you a very competitive base salary and a range of benefits as soon as you join. On top of your base salary, we offer:  Performance related bonus scheme  25 days' annual leave (plus the ability to purchase 5 additional days)  Generous contributory pension  Opportunity to buy shares with the company share-save scheme  Life assurance  Medical and Dental cover  Retail discount schemes  3 Community involvement days per annum We also work with our colleagues to understand their long term career aspirations to ensure they have the career development and growth they need to achieve these goals. Through personalised career objectives and performance plans, we open up conversations on progression whether this is achieved through mentoring and coaching or classroom learning environments, we offer rewarding ways in which to learn. "	"London, UK"	"Science"	NA	"Experian"	"Experian"	"JS185928/591758631"	"01/12/2018 07:09:24"	"http://www.jobserve.com/Gkvel"	NA	NA	NA	NA
"Software Product Manager"	"50k Annual 00 GBP"	"Wokingham, Berkshire"	"Unspecified"	"Software Product Manager"	"Wokingham, Berkshire - 50k Annual 00 GBP"	"Unspecified"	"Posted: Saturday, 1 December 2018"	""	"iRecruit Specialist have a requirement in Wokingham for a Software Product Manager to join a growing organisation. This person will be the decision maker for the product roadmap and positioning whilst working closely with the Product Director to identify potential products and opportunities and bring them to market. You will bring products to market by conducting market research, generating high level product requirements, working closely with the Product Owners in determining specifications, regularly review product progress with Agile teams ensuring product delivery is meeting market need, developing release timelines, providing release communications and collateral. Key Responsibilities:  Taking responsibility for the success of the products and product portfolioGather and evaluate ideas and opinions.Keep abreast of competitor activity and undertake competitor analysis.Determine the need for key improvements and enhancements, reflecting user demand.Build business cases to promote future software enhancements and obtain buy-in from all key business stakeholders.Determine the need for legislative change to make sure products remain compliant.Establish the product strategy and vision.Provide outward-facing communications and maintain good internal and external stakeholder relationships.Work directly with the Head of Product Delivery and Product Owners to apply the product strategy, define project goals, create timelines and roadmaps for developing the products.Ensure product delivered is what was required.Ensure the Sales and Support teams and other business departments receive required training on new product features and ongoing issues to reduce routine queries through education.Analyse product statistics, looking for trends and used to guide recommendations.Build and maintain good relationships with key contacts at government agencies, governing bodies, and industry influencers.Experience required:  Experience working as a Product Manager or Product/Business AnalystSignificant experience working within a software or IT related industryExtensive knowledge of the accountancy software market or a compliance based marketExperience in key decision makingExperience of producing product roadmapsExperience of managing stakeholder relationships (internal and external)"	"Wokingham, Berkshire, UK"	"Consulting"	"50k Annual 00 GBP"	"iRecruit Partners Ltd"	"iRecruit Partners Ltd"	"JS3561_36740260/591759125"	"01/12/2018 07:02:22"	"http://www.jobserve.com/GkvZK"	NA	NA	NA	NA
"Lead Econometrician"	"GBP"	"London"	"Permanent"	"Lead Econometrician"	"London - GBP"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"We're Sky, Europe's biggest entertainment brand. Think top-quality shows. Breaking news. Innovative tech. Must-have products. Careers here mean the freedom and support you need to make an impact - pushing boundaries, creating solutions, hitting targets. And as part of our close-knit team, you'll enjoy plenty of benefits. Plus, experiences you'll only find at Sky.This role is an exciting opportunity to join us and work within our Econometrics team.The perks Sky Q, a generous pension and private health care. Access to over 12,000 LinkedIn Learning courses to support your development. And if that's not enough, our award-winning Osterley campus boasts six subsidised restaurants, a cinema, gym, and much more. You will: Help to drive efficiency of Sky's marketing plans through the delivery of econometric insights. You will be responsible for:- Deliver econometric modelling projects for Sky aligned to key business priorities.- Engage with partners to support the integration of findings in business decisions.- Collaborate with the wider Strategic Insight colleagues to maximise the business value from analytics and drive the reputation of the department across Sky.You'll have:- A numerate degree such as Economics, Econometrics, Maths or Statistics.- Experience of working on econometrics projects with an established provider in the industry.- Experience in leading delivery of econometric projects in particularly managing partners and mentoring Junior Analysts throughout project process.- Understanding of media planning and buying and how econometric outputs can help drive more effective marketing plans.- Clear understanding of the relevant tool sets to build econometric models- Advanced use of Excel to manipulate data and optimise scenarios based on model parameters- Knowledge of Eviews, SQL and Python is desirable- Self-motivation and results oriented individual with excellent numeracy & analytical skills.- Excellent organisational and time management skills: ability to multitask and prioritise workload.So, what are you waiting for? Apply now for a chance to forge your own career path and be brilliant as part of a bright, talented team. Just so you know: if your application is successful, your appointment will be subject to receiving a positive outcome from your criminal record check.We're happy to discuss flexible working. It's our people that make Sky Europe's leading entertainment company. That's why we work hard to be an inclusive employer, so everyone at Sky can be their best.If you are successful in your application for this role, your appointment will be subject to receiving a positive outcome from your Criminal Record Check."	"London, UK"	"Sales and Marketing"	"GBP"	"Sky"	"Sky"	"JS43559/584930956"	"29/11/2018 15:38:51"	"http://www.jobserve.com/GkjNa"	NA	NA	NA	NA
"Category Brand and Insight Analyst"	"28k Annual "	"Peterborough, Cambridgeshire"	"Unspecified"	"Category Brand and Insight Analyst"	"Peterborough, Cambridgeshire - 28k Annual "	"Unspecified"	"Posted: Thursday, 29 November 2018"	""	"Role Description This is an exciting and challenging opportunity, which offers fantastic learning and growth opportunities to work alongside their Sales and Branded team to assist in the drive of their product and brand offerings to their customers in the FMCG health + beauty/personal care categories, across markets worldwide. This is a key role, critical in improving overall business sales performance and decisions. This role will be pivotal and key in providing exemplary data to a wide-range of internal and external customers, across a vast product range in a fast paced and dynamic environment. This is an exciting opportunity to join this FMCG group operating in an industry that is continuously growing and evolving and where there is an abundance of opportunity. It will also provide a vital support system to the wider business identifying both sales trends and market trends as well as consumer insight analysis. Role Responsibilities Analysing market trends, market categories and consumer insight.Analysing data from existing reports to facilitate effective decision making on the key questions facing the sales and brand team.Support in ongoing brand management - a breakdown of bestsellers, identifying opportunities and gaps.Facilitate the generation of new product and brand concepts - including design attributes, formulations, price positioning and market positioning.Segment analysis by customer, brand category, channel to understand and drive category performance.Present supported recommendations for new product and brand opportunities.Working with Export team to review global opportunities outlining key retailers and categories.Collating key statistics to support negotiations with suppliers.Delivering data and recommendations to support the strategy for the category.Provide key data and market insight to group colleagues through monthly reports.Updates to team on rival brand activity in markeCandidate Description Proven category management experience and understanding of category management principles.Your approach must be very analytical in order to influence the category agenda.A forward thinking, flexible attitude is vital and you must have the drive and resilience to succeed and be able to work from your own initiative.The role will involve cross functional team working therefore the ability to successfully develop and maintain relationships by adopting a collaborative working style is crucial.Working knowledge of IRI, Nielson etc.A natural enthusiasm and passion for the beauty category.Ideally degree educated - not essential depending on background & experienceIdeally industry experience of working within health + beauty industry preferred but not essential depending upon background and experienceHighly proficient in MS Office systems including Excel, PowerPoint and Word.Full Driving LicenceCommutable within one hour of Peterborough Head OfficeThis position is within easy commutable distance of Market Deeping, Oundle, Northampton, Corby, Wisbech, Grantham, Stamford, Spalding Exceptional forward planning and organisational skillsExcellent communication skills : written and oralStrong numerate and analytical thinkingCommercially awareness and problem-solving abilityConfidence to make business recommendations and strong stakeholder management skills to ensure these are carried out.Curiosity about customer motivations and human behaviour.Ability to multi-task and work on multi-projectsDeadline driven and motivated : self-starter : a 'can do' attitudeSuccessful within a fast paced environment : responds well to pressureProfessional, adaptable and flexibleTeam player"	"Peterborough, Cambridgeshire, UK"	"Sales and Marketing, Retail"	"28k Annual "	"JTH Recruitment Ltd"	"JTH Recruitment Ltd"	"JS3561_36483302/590124661"	"29/11/2018 11:03:26"	"http://www.jobserve.com/GkhEL"	NA	NA	NA	NA
