"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Supply Teaching - Peterborough"	"120.00 - 130.00 Annual GBP"	"Peterborough, Cambridgeshire"	"Unspecified"	"Supply Teaching - Peterborough"	"Peterborough, Cambridgeshire - 120.00 - 130.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Are you looking for a Job in teaching without the pressures of marking and preparing? If so Supply teaching could be for you!At Reed Education we have a number of positions, full and part time that could be of interest. We work in close partnership with a number of primary schools around the Peterborough area. Reed are fast expanding in the Education sector and now require more fantastic teachers.We require teachers from right across the board from NQT to highly experienced individuals to support our primary schools. We are in the position to offer outstanding support and candidate care throughout your time working with Reed. We pride ourselves on our open and understanding working practices and would be happy to talk at any point.To be eligible for this role, you must: Be a qualified teacher (ideally PGCE, GTP, BEd, Cert Ed, BA with QTS) Have UK teaching experience. Be eligible to work in the UK. Hold a current and up to date DBS disclosure on the update service (or be willing to undergo a DBS check). Have the ability to encourage students to reach their potential. Excellent classroom management skills. Positive approach to teaching.As a part of the Reed Supply Team you could benefit from: Great rates of pay and a variety of work. A dedicated primary consultant. On going support throughout all assignments. Reed Global CPD and access to classroom tips and techniques. Potential long term teaching roles. Network of branches across the whole of the UK. A simple \"thank you\" for a job well done. Outstanding refer a friend scheme.Please apply with your CV and a member of the Reed Education Team will be in touch shortly! Reed Specialist Recruitment Limited is an employment agency and employment business "	"Peterborough, Cambridgeshire, UK"	"Education"	NA	"120.00 - 130.00 Annual GBP"	"Reed Education"	"Reed Education"	"JS3561_35639485/598331326"	"06/12/2018 07:02:43"	"http://www.jobserve.com/GlvEO"	NA
"Cover Supervisor Teaching/Child Support - Part-time"	"Swale Academies Trust Support Staff Payscale GBP"	"Sittingbourne, Kent"	"Permanent"	"Cover Supervisor Teaching/Child Support - Part-time"	"Sittingbourne, Kent - Swale Academies Trust Support Staff Payscale GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Pay: Swale Academies Trust Support Staff Payscale Start Date: Jan 2019 Cover Supervisor Band 5 £18,059 - £19,864 (£13,591.20 - £14,949.65 pro rata) 33 hours per week, worked over 5 days, term time only plus 5 inset days. We are a happy and ambitious school, excited about the future of education and determined to become 'outstanding'. The successful candidate will supervise classes in the absence of the teacher or form tutor, using plans and resources provided for them. We offer: A successful and vibrant workplace with great staff and pupils. A well-resourced environment with excellent opportunities for CPD. A supportive team who are committed to helping the school strive for excellence. Ofsted - 'Teachers have high expectations of their pupils and expect all pupils to give of their best'. Application packs available online  Please note - we cannot accept CVs without an application form. Closing date: Friday 14th December 2018 (noon) Interview date: Monday 17th December 2018 Swale Academies Trust is committed to safeguarding and promoting the welfare of children and young people and expects all staff and volunteers to share this commitment. This post is subject to an enhanced DBS Disclosure. Contact details: Emma Rannard Trust Principal: Mr J Whitcombe MA Executive Headteacher: Mr S Murphy Headteacher: Ms Y Peden Information about the school The Sittingbourne Community College - Part of the Swale Academies Trust The specialist Arts, Sport and Engineering school for Swale Swale Academies Trust - Registered in England - Company no.  Our School and all its personnel are committed to safeguarding and promoting the welfare of the children. This post is subject to an Enhanced Disclosure Application to the Disclosure and Barring Service. KTJ1 "	"Sittingbourne, Kent, UK"	"Education"	NA	"Swale Academies Trust Support Staff Payscale GBP"	"THE SITTINGBOURNE COMMUNITY COLLEGE"	"THE SITTINGBOURNE COMMUNITY COLLEGE"	"JS3573_6819324/594488006"	"05/12/2018 17:25:07"	"http://www.jobserve.com/GlpkQ"	NA
"Teaching Assistant + SEN Support - Term Time"	"KR GBP"	"Ramsgate, Kent"	"Permanent"	"Teaching Assistant + SEN Support - Term Time"	"Ramsgate, Kent - KR GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Pay: KR Start Date: Jan 2019 We have a vacancy at Chilton Primary School for a Teaching Assistant in one of our wonderful Year 1 classes. The post is required to support three children with additional needs within a whole class setting for twenty five hours per week. The successful candidate will be supporting these children at different points throughout the day but will also very much be working alongside the class teacher with the whole class to support teaching and learning. Our school ethos is 'One Childhood, one chance' and we are looking for someone with the enthusiasm and commitment to join our team. You must have: Previous experience of working with primary aged children - this is essential Great communication skills The skills to work within and contribute to a successful team The desire to make a difference to the education of our children We will offer you: An excellent teaching and support staff who are passionate about the work that we do Training and in-house expertise Advice and support from our experienced Trust Senco A friendly, vibrant and welcoming school. When completing the application form, candidates must thoroughly outline their suitability for the post within the 'reason for application' section. Without this detail, candidates will not be successful in being short-listed. Visits to the school prior to application are welcome. Please contact Mrs Kate Law, Head of School, by email to arrange this. The Viking Academy Trust is committed to safeguarding and promoting the care and welfare of children and expects all staff and volunteers to share this commitment. Appointment to this post will be subject to a Disclosure and Barring Service records check and references. Closing Date: 11/12/2018 at 09:00 Interviews: 14th December Information about the school Chilton Primary School is part of Viking Academy Trust which comprises of one junior school and two primary schools; Upton Juniors, Chilton Primary and Ramsgate Arts Primary School. Chilton is a two form entry school situated on the outskirts of Ramsgate. We provide distinctive and exciting learning environments in which all pupils receive the support and encouragement they need to become successful, confident pupils. The Viking Academy Trust has a dedicated staff team; determined in their efforts to ensure all pupils receive a first class educational experience. We combine a broad, challenging, high-quality education with excellent pastoral care and extra-curricular opportunity. Our aim is to educate our pupils in the broadest sense, offering a firm foundation for life, a challenging but safe environment and a strong community spirit. Our pupils; staff, parents and governors are proud of their school - come and see why! Our School and all its personnel are committed to safeguarding and promoting the welfare of the children. This post is subject to an Enhanced Disclosure Application to the Disclosure and Barring Service. KTJ1 "	"Ramsgate, Kent, UK"	"Education"	NA	"KR GBP"	"CHILTON PRIMARY SCHOOL-1"	"CHILTON PRIMARY SCHOOL-1"	"JS3573_6819314/594487991"	"05/12/2018 17:21:15"	"http://www.jobserve.com/GlpjC"	NA
"P/T Science teaching job - Wandsworth - January 2019"	"GBP"	"Wandsworth, London"	"Permanent"	"P/T Science teaching job - Wandsworth - January 2019"	"Wandsworth, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description P/T Science teaching job - Wandsworth - January 2019Passionate about teaching?Want to teach without the hassle?We are looking for qualified Science teachers to join us at Teaching Personnel for part time and full time roles!Secondary school is relaxed and a fun place to learn.KS3/KS4 Science.Ofsted rated 'Good'3/4 days a weekSchool - Mixed Secondary school in the Wandsworth area.Job Type: Part-timeExperience:teaching: NQT/FQTEducation:Bachelor's/QTSLicence:QTS (Qualified Teacher Status) (Required)Language:English (RequiredPlease send your CV today!All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Wandsworth, London, UK"	"Science"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSC5014DF2/574190905"	"05/12/2018 16:19:38"	"http://www.jobserve.com/Glo6b"	NA
"Mathematics/English/Science Graduate TAs- LB of Hounslow"	"GBP"	"Hounslow, London"	"Permanent"	"Mathematics/English/Science Graduate TAs- LB of Hounslow"	"Hounslow, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Are you a recent Mathematics/Science or English Graduate in the last five years?Able to start ASAP or in January 2019?Keen to start a career in Education with the possibility to complete a School's Direct Programme in 2019?If you have answered yes to above questions, then we would like to hear from you!An 'Outstanding' School in the London Borough of Hounslow are looking for strong English/Science and Mathematics Graduates to join their school ASAP or in January 2019. For the right candidates the school are willing to offer a School's Direct Programme for candidates who are looking to pursue a teaching career through their school. Job specification .  Maths/English/Science Graduate Teaching Assistant*Ofsted rated \"Outstanding\" Secondary School*Borough of Hounslow - Excellent public transport links*£70 - £80 per day *Opportunity to train to become a fully qualified teacher - NO FEES!Details of the School The school has great resources to aid skilled learning and education. The ideal candidate will be joining a team of highly experienced teachers and support staff, who are committed to delivering an outstanding level of education for students in their school to enhance their academic knowledge.As a Graduate Teaching Assistant you will:Support the classroom teacher with all relevant lesson requirements.Provide students with one to one support and small group intervention in the build up to the examination period.Have a very positive and confident approach and strong knowledge of your subject. Engage, inspire and encourage students to achieve their highest academic potential.In return, the school offers you the chance to train to become a fully qualified teacher in a supportive environment, with an excellent Continued Professional Development programme post qualification. If you are interested in this fantastic opportunity, please submit your CV without delay! "	"Hounslow, London, UK"	"Science"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JS1A8C60CC/586922177"	"05/12/2018 16:16:57"	"http://www.jobserve.com/Glo4y"	"Graduate"
"Maths Support Specialist"	"20193.85 - 22397.00 Annual and membership of a comprehensive Healthcare Benefits Plan GBP"	"Headington, Oxfordshire"	"Permanent"	"Maths Support Specialist"	"Headington, Oxfordshire - 20193.85 - 22397.00 Annual and membership of a comprehensive Healthcare Benefits Plan GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Cheney School is a popular, high-performing school located in the heart of Oxford serving a diverse community of students who are eager to learn and to be challenged. You can read the outcome of our recent Ofsted inspection here: Ofsted Report  We are committed to continuous professional development and have wide-ranging training and development opportunities. In addition to an induction and training programme, if you wish to develop your career with us you will be provided with comprehensive support in preparation for making an application for teacher training or to undergo the School-centred initial teacher training ( SCITT ) programme with us. For further details about teacher training programmes we participate in please see the Oxfordshire Teaching Schools Alliance's website. We are looking for a skilled and enthusiastic Maths Support Specialist to join our Student Support and Maths Faculty. This role may involve planning, preparing and delivering learning activities to targeted individuals/small groups or short term for whole classes. Monitoring pupils and assessing, recording and reporting on pupil's achievement. There may be some responsibility for the management of other teaching assistants. This is a valuable opportunity for an individual who Has experience of working with and supporting young people with a high level of physical, emotional and learning needs Has an ability to work flexibly and independently Has a desire to promote high expectations and aspirations for young people Enjoys helping young people to overcome barriers to learning in order to raise attainment and achievement We can offer you Salary - Grade 8: £20,193.85 - £22,397.18 pro rata 37 hours a week, Term Time plus 1 INSET day The position comes with membership of a comprehensive Healthcare Benefits Plan. We also welcome applicants looking for flexibility with their work-life, where this subject can easily be discussed at the interview stage. Visits to the school prior to interview are warmly welcomed. To arrange a visit or if you would like more information about the role, please contact Becky Robson, Head of Student Progress (Vulnerable Students), by phone on: . How to Apply: Please download an application form and email it via the button below.  The Community Schools Alliance Trust is committed to safeguarding and promoting the welfare of children and young people and expect all staff to share this commitment.  Closing Date: Monday, 10th December, 8am  Interviews: W/c 10th December "	"Headington, Oxfordshire, UK"	"Education"	NA	"20193.85 - 22397.00 Annual and membership of a comprehensive Healthcare Benefits Plan GBP"	"CHENEY SCHOOL"	"CHENEY SCHOOL"	"JS3573_6817990/592930400"	"05/12/2018 15:23:46"	"http://www.jobserve.com/GlogM"	NA
"Science Graduates required for Teaching assistant roles"	"GBP"	"Brent, London"	"Permanent"	"Science Graduates required for Teaching assistant roles"	"Brent, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Science Graduate required for TA role in Brent areaDaily rate- £60-£75Ofsted rated \"good\" and \"outstanding\" schoolsTeaching Personnel are working alongside schools in the Brent area to find Science graduates who are seeking a successful start to their working careers! Not only do we offer work within the top schools in the borough- we also offer CPD training courses at a discounted price, competitive salary rates and Future Teacher Programmes! Your support and background knowledge will raise attainment and progress levels within the school environment- this opportunity will also allow you to become a positive role model to children who will soon be transitioning to Secondary Schools!What the schools are looking for:Positive attitudeEnthusiastic graduateHigh level of patience and creativityIf you are interested in this fantastic opportunity- please apply as soon as possible!All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Brent, London, UK"	"Science"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS3E1EDDE7/573882406"	"05/12/2018 14:19:03"	"http://www.jobserve.com/Gln4R"	"Graduate"
"Head of Science - Bromley Secondary School - September 2019"	"GBP"	"Bromley, Kent"	"Permanent"	"Head of Science - Bromley Secondary School - September 2019"	"Bromley, Kent - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description *Head of Science - Permanent Appointment*Salary - MPS or UPS with TLR*Permanent & Full time*September 2019 postLarger than average & highly reputable Coeducational Secondary School within mainstream education is recruiting for a permanent experienced Head of Science (MPS or UPS with TLR). This post is to start in September 2019.Situated in the borough of Bromley, this exemplary & successful school pride themselves on their courteous and academically driven students. Their pupils who want to learn and very passionate about their education. At this school, they have an Inspiring Headteacher who has excellent vision for this school. In addition he has a solid Senior Leadership Team with years of experience. They teach through the Key Stages up to their outstanding 6th form. Students are articulate, focused and respond well to Good to outstanding teaching.They are recruiting for a Good to Outstanding and experienced Science Teacher/Teacher of Science/Head of Science (MPS or UPS + TLR). It is imperative that you have a UK recognised teaching qualification to work within a secondary mainstream school. You will have a strong STEM background with sound subject knowledge, dedicated, enthusiastic, with impeccable leadership & managerial capabilities and experience. As an experienced MPS or UPS Science Teacher/Teacher of Science, you must have held a TLR post in your current school or a past school. This post would be suitable for either a Head of Physics/Head of Biology/Head of Chemistry/Head of Science/2IC Science/AST Science. It is essential that your teaching experience in Secondary Mainstream setting & taught at a minimum of KS3 and KS4 (KS5 beneficial).You will be looking for a 'step up' into responsibility OR already have a TLR role. The successful Head of Science will be leading with clear example & managing a team of Science teachers, Science Technicians etc. This is an exceptional and thriving School located in Bromley & a great school to have on your CV. If you are looking for an outstanding school that essentially is supportive, a true visionary of a Head teacher then this could be what you are looking for in your next appointment.Please apply today with your CV to avoid disappointment for this experienced Science Teacher + TLR appointment! You will have a Secondary School teaching certificate (UK recognised)Well qualified & experienced Science TeacherSound knowledge of the UK curriculum with a strong STEM background as a Science TeacherYou will have Secondary School mainstream Teaching experience (KS3 - KS4 minimum)You will either be an experienced Physics Teacher/HOD/2IC Science/Biology Teacher/Chemistry Teacher/Coordinator/Head of Science/Head of Chemistry/Head if Biology, AST etcExperience managing a team within a secondary school with excellent Leadership and Managerial attributesMust be able to enthuse your students, are engaging and able to inspire your pupils'good' to 'outstanding' Teacher of Science Teacher/Head of Science"	"Bromley, Kent, UK"	"Science"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JSD813AB0A/592977620"	"05/12/2018 14:18:56"	"http://www.jobserve.com/Gln4L"	NA
"Maths, English or Science Grad Teaching Assistant - Hammersmith"	"GBP"	"Hammersmith And Fulham, London"	"Permanent"	"Maths, English or Science Grad Teaching Assistant - Hammersmith"	"Hammersmith And Fulham, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Have you recently graduate from university in the last three years?Hold a 2:2 or higher English, Mathematics or Science Degree ?Able to start n January 2019?Does an opportunity to complete a School's Direct Programme in 2019 appeal to you?If you have answered yes to above questions, then we would like to hear from you!An 'Outstanding' School in Hammersmith & Fulham are looking for strong English/Science and Mathematics Graduates to join their school ASAp or in January 2019. For the right candidates the school are willing to offer a School's Direct Programme for teaching assistants who are looking to pursue a teaching career through their school. Job specification .  Maths/English/Science Graduate Teaching Assistant*Ofsted rated \"Outstanding\" Secondary School*Hammersmith & Fulham - Excellent public transport links*£65 - £80 per day *Opportunity to train to become a fully qualified teacher - NO FEES!Details of the SchoolThe school has great resources to aid skilled learning and education. The ideal candidate will be joining a team of highly experienced teachers and support staff, who are committed to delivering an outstanding level of education for students in their school to enhance their academic knowledge.As a Graduate Teaching Assistant you will:Support the classroom teacher with all relevant lesson requirements.Provide students with one to one support and small group intervention in the build up to the examination period.Have a very positive and confident approach and strong knowledge of your subject. Engage, inspire and encourage students to achieve their highest academic potential.In return, the school offers you the chance to train to become a fully qualified teacher in a supportive environment, with an excellent Continued Professional Development programme post qualification. If you are interested in this fantastic opportunity, please submit your CV without delay!In addition, we also offer a referral scheme. Should you know anyone who is looking for a teaching assistant role, please contact us and we will be in touch.  "	"Hammersmith And Fulham, London, UK"	"Science"	NA	"GBP"	"Servoca Education"	"Servoca Education"	"JS3F6E4044/591393118"	"05/12/2018 14:18:09"	"http://www.jobserve.com/Gln3p"	"Graduate"
"Science and Maths Graduates"	"GBP"	"Childwall, Lancashire"	"Permanent"	"Science and Maths Graduates"	"Childwall, Lancashire - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description .*Science and Maths graduates required .*Earn up to £300 per week and potentially secure a permanent job .*Excellent CPD opportunities with Teaching Personnel Teaching Personnel are looking to recruit science and maths graduates for their support team on a full and part time basis for a secondary school in the Childwall area in Liverpool. The post of Graduate teaching assistant will involve working with children who are under achieving and lacking confidence and additionally present challenging behaviours. At this time of year there is also a high demand for day to day teaching assistants so if you are available 3 days or more per week between 8.30-3.30pm, please get in touch.Applications are welcome from Graduates of all backgrounds, previous experience as working with children or vulnerable adults is desirable, if you are in the process of applying for teacher training or have a place secured for 2018/19 this opportunity to work as a graduate teaching assistant would be ideal preparation for you.*Full time temporary position employed via Teaching Personnel*Graduate teaching assistant position in Childwall area in Liverpool*Great preparation for aspiring teachers*Earn up to £300 per week and potentially secure a permanent jobTeaching Personnel work with over 3000 schools nationwide; if you are looking to quickly secure work in a school and want to be considered for this position please apply straight away: Want to enquire? Email and please make sure you include a small cover letter telling us why you feel you would be right to work in these environments. The more information you give us the more we tell our schools about you! WE ARE HERE TO HELP and we want to help you succeed in a position that's right for you!Not the role for you? Call today and find out if there are any other roles which may interest you. We have a primary, secondary and SEN branch within the Liverpool office. Call today.All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Childwall, Lancashire, UK"	"Science"	NA	"GBP"	"Broadbean_UK_Organic"	"Broadbean_UK_Organic"	"JSB91B6876/582753653"	"05/12/2018 14:17:51"	"http://www.jobserve.com/Gln3f"	"Graduate"
"Higher Level Teaching Assistant Teaching/Child Support - Full-time"	"6.00 Annual plus SENA GBP"	"Folkestone, Kent"	"Permanent"	"Higher Level Teaching Assistant Teaching/Child Support - Full-time"	"Folkestone, Kent - 6.00 Annual plus SENA GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Pay: KR6 plus SENA Start Date: Jan 2019 The Beacon, Folkestone are looking to appoint a HLTA to work with our post 16 students. We are looking for enthusiastic and experienced HLTA's to join our dedicated and highly effective team. The school prides itself on providing our students with much more than academic support within lessons. This role includes, planning and delivering specified learning activities to individuals, small groups and/or classes set by or with teachers and/or support pupils undertaking lessons delivered via distance learning or computer aided techniques. The successful candidate will be expected to progress pupils' learning and to assess, record and report on development, progress and attainment as agreed with the teacher. It is necessary for the candidate to have qualifications in Maths/Numeracy or English/Literacy equivalent to at least NVQ Level 2. An HLTA qualification or evidence of working at this level would be advantageous. This post is term time only (39 working weeks per year) KR6 £19,864 - £21,789 (pro rata to term time) depending on experience plus £1,257.60 SENA (pro rata to term time). This role provides an exciting and excellent opportunity to work in a brand new, high quality and well-resourced environment and to work with an established, experienced and highly motivated team. The Beacon is committed to safeguarding and promoting the welfare of children and young people, and expects all staff to share this commitment. Please note that these posts are subject to an Enhanced DBS and receipt of 2 good references. Closing Date: 09/12/2018 at 20:00 Interviews: TBA Information about the school The Beacon, Folkestone is a new purpose built centre of excellence for learning, with outstanding facilities including hydro pool, hi-tech sensory rooms, soft play areas, state of the art PE hall, specialist subject rooms, sensory garden, grassed amphitheatre and life skills house. The school building is specifically designed to meet the needs of the pupils and caters for 354 pupils aged 3-19 years with Profound, Severe and Complex Needs (PSCN). The Beacon also hosts a Multi Agency Support Hub. This is one of four centres across the County that brings NHS colleagues, paediatricians, speech and occupational therapists, and nursing services, alongside children's social services and portage colleagues into one cohesive centre. We are proud of the strong partnerships this brings to benefit the children and families of Shepway. The Beacon is committed to safeguarding and promoting the welfare of children and young people and views it with paramount importance. It engages with children and staff in policy and practice developments, and proactively encourages feedback. All postholders are required to obtain an enhanced Criminal Records disclosure via the Disclosure and Barring Service (DBS), including checks against the barred list together with all other appropriate vetting procedures. Our School and all its personnel are committed to safeguarding and promoting the welfare of the children. This post is subject to an Enhanced Disclosure Application to the Disclosure and Barring Service. KTJ1 "	"Folkestone, Kent, UK"	"Education"	NA	"6.00 Annual plus SENA GBP"	"The Beacon"	"The Beacon"	"JS3573_6819306/594487975"	"05/12/2018 12:58:27"	"http://www.jobserve.com/GlnKd"	NA
"Supply Teachers Needed in Bradford"	"GBP"	"Bradford, Yorkshire"	"Permanent"	"Supply Teachers Needed in Bradford"	"Bradford, Yorkshire - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Supply teachers required to work in schools across Bradford, immediate supply work available for newly qualified or experienced secondary teachers.Teaching Personnel are working in partnership with secondary schools across West Yorkshire, we are the preferred staff supplier to both BDAT and also the Bradford and Keighley Catholic Partnership. As this is a busy time of year for schools preparing Christmas, we are receiving an increased number of demands for supply teachers on a daily basis. This can include;Daily cover (morning or night before call to cover 1 day sickness)Week long bookings to cover for absent teachersPaternity covers for a period of 2 school weeksFull and half days, covering from 8:30am to 3pmCross curricular cover with pre-set class work from teachersWhether you are an experienced teacher nearing the end of your career or a teacher returning from a period outside the classroom, working as a supply teacher is an excellent way to network and build contacts in schools whilst gaining experience in a range of different schools. Teaching Personnel Leeds Bradford Secondary Branches work across Bradford including areas such as Keighley, Shipley, Skipton and Cleckheaton. If you are a qualified teacher looking for work in Bradford as a supply teacher, apply straight away for consideration.Please call Christian Walshe in the Teaching Personnel Leeds Bradford Secondary branch or submit a CV/Covering letter via the \"apply now\" link below. You will need to have a DBS (formerly CRB) certificate and suitable teaching based references to be cleared for supply work.All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Bradford, Yorkshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS1D075CCD/575815003"	"05/12/2018 12:57:13"	"http://www.jobserve.com/GlnIv"	NA
"SEN Teaching Assistant to start immediately - South East London"	"70.00 - 80.00 Annual GBP"	"London"	"Unspecified"	"SEN Teaching Assistant to start immediately - South East London"	"London - 70.00 - 80.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"We are working with a SEN Primary School based in South East London which is looking for an SEN Teaching Assistant to start immediately. The School caters for pupils who have learning difficulties, often exacerbated by additional needs, including medical, speech and communication, emotional, psychological and behavioural and some physical disabilities. The school is well resourced and has excellent amenities as well as enjoying a professional and caring work ethos. The school possesses a calm and secure work environment and is led by a strong Head Teacher who provides exceptional on-going support throughout the school. We are looking for individuals who are patient, caring and confident and who want to make a difference in the education of children. You must have at least 6 months experience in a similar role. You must also have a valid CRB check. The school is located very close to an underground station and mainline station and its central location makes it an easy commute from any area in London. We are currently working with numerous long term positions so if this position is not quite for you please do send us your CV to discuss other opportunities more suitable to your requirements. ASQ Education is a quality mark teaching agency that is committed to offering teachers and teaching assistants the finest opportunities throughout London and the UK. To apply for this position, please send your CV ASAP to the following email address or visit our website and register online today. "	"London, UK"	"Education"	NA	"70.00 - 80.00 Annual GBP"	"ASQ EDUCATION"	"ASQ EDUCATION"	"JS3561_36684576/587173200"	"05/12/2018 12:45:49"	"http://www.jobserve.com/GlnBO"	NA
"Higher Level Teaching Assistant"	""	"London"	"Unspecified"	"Higher Level Teaching Assistant"	"London"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"This is an exciting opportunity to work in an excellent school in Kensington and Chelsea Higher Level Teaching Assistant  These are full-time, long-term positions, starting in January 2019.   This primary school set in the heart of North Kensington has been graded as 'good' by Ofsted. They are a friendly multi-cultural two form entry school, with a strong community feel. The school prides itself on providing a vibrant and caring learning environment which nurtures and supports the children. The school can offer a rewarding and challenging Higher Level Teaching Assistant role in a supportive environment with outstanding training opportunities for aspiring teachers. As a Higher Level Teaching Assistant at this primary school, you will need to be highly organised and excellent at working under pressure. As well as assisting the class Teacher with the planning and preparation of lessons, you will also need to develop and prepare the resources for those lessons, when required. One of the key duties which sets this Higher Level Teaching Assistant role apart from a Teaching Assistant role is PPA Cover in Years 3 and 6. Within a pre-determined framework, you will be required to teach whole classes to cover the Teacher's PPA considerations. If this Primary School Higher Level Teaching Assistant role, located in Notting Hill, is suited to your skill set and experiences then apply for this role today!  "	"London, UK"	"Education"	NA	NA	"REESON EDUCATION"	"REESON EDUCATION"	"JS3561_36747686/592833575"	"05/12/2018 10:53:08"	"http://www.jobserve.com/GlmL6"	NA
"Head of Science role in Richmond - January 2019 - MPS/UPS"	"GBP"	"Twickenham, London"	"Permanent"	"Head of Science role in Richmond - January 2019 - MPS/UPS"	"Twickenham, London - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Head of Science - Richmond - January 2019 start - MPS/UPS. Are you an experienced Science 2ic who is ready to step up and lead your own Science Department?  Or... Are you an existing Head of Science who is keen on finding a role where you can add more value and progress your career towards SLT in the future?  If you are a middle leader looking to propel your career and take on more responsibilities in an inclusive secondary school in Richmond as a Head of Science, then look no further and keep reading for more information. .* Head of Science position available in Richmond* Permanent, Full-Time Head of Science role at a large secondary * Excellent CPD and career advancement opportunities available * MPS/UPS + TLR * Apply to this role to book a school tour and chat with the Headteacher  Head of Science - Person Specification - Richmond This post requires a committed and experienced Science Teacher looking for more responsibility or a current career-minded Head of Science who feels they would thrive in a new environment where staff development is a true priority. We want to see experienced teachers with the drive to maintain a happy and motivated workforce through an open and honest management style that caters to the needs of their staff.  About the Head of Science role  In this Head of Science post, you will be leading the well-equipped Science Department as an important member of the middle management team, displaying Outstanding lessons for the rest of the department to model their practice. Part of this role will involve leading observations on all staff within the department and ensuring all staff are given the training and support needed to become true master teachers.  The School  This inclusive secondary school is found in Richmond and is surrounded by local shops and busy public transport routes that allows for quick and easy access. Thanks to the large amount of support and guidance offered by the MAT, the school is transforming after a period of coasting and is now reaching new heights for both results and behaviour.Head of Science - Richmond - January 2019 start - MPS/UPS. This exciting Head of Science vacancy is your chance to join an inclusive secondary school in Richmond - apply today to take the next step in your career. Simply click 'Apply' and send your CV All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Twickenham, London, UK"	"Science"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS575D3B83/597175311"	"05/12/2018 09:39:37"	"http://www.jobserve.com/GllTL"	NA
