"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"duration"	"category"
"Software Developer (Visual Studio)"	"£25k - £45k per annum + Package"	"Poole, Dorset"	"Permanent"	"Software Developer (Visual Studio)"	"Poole, Dorset - £25k - £45k per annum + Package"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Software Developer (Visual Studio) WPF, C++, Embedded, VB6, Poole, AI, Visual Processing, £25-45k, Software Developer (Visual Studio) Poole, Dorset  £25000 - £45000 + Package.  Please note my client cannot offer sponsorship for VISA holders/international applicants.Your new company  This specialist manufacturing business have become well-reputed key players in their field and due to continued growth and seeking a specialist Software Developer to join the team. You will be based from their head office in Poole, easily commutable from most location on the South Coast and 5 minutes from the beach. Your new role  The role is open to junior developers right to up to senior level, providing you have an excellent grasp of Visual Studio and understand you'll be working on Windows Desktop or Embedded projects.  This is predominantly a hands-on position working to support the development of a scalable system which underpins the companies design and distribution of products. You'll work across a range of technologies and be able to broaden your skill set, whilst gaining knowledge of a competitive and technical market.  You will be part of a well-established team for a business pushing 50 years in industry. The role will involve maintenance work but as they dip into new markets new development projects will become the focus for the team.  The company operate a flat structure and select elements of Agile that work for them. It's a small team with good tenure and retention and of course they champion open communication and collaboration, with developers needing to react and firefight at short notice. What you'll need to succeed  You must have demonstrable experience working with Visual Studio and an OO programming language, namely Vb.NET, though C# is fine. They've replaced Silverlight with WPF for the UI and would like to see a solid grasp of modern, clean coding principles, perhaps including UWP. Wider knowledge of Embedded Software, Real Time processing, VB6, Artificial Intelligence and Image Processing will reflect well but are not essential. What you'll get in return  You'll join a profitable, successful company with plans to gradually add to the development team throughout the year. There's free parking, 32 days' holiday a good company pension and support to improve your skill set through company funded courses where appropriate. What you need to do now Salary is negotiable for the right candidate up to £45000 and is representative of the company's flexible approach to employment and empowering developers.  To be considered for this position please apply directly, or contact Max Wilcock.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Poole, Dorset, UK"	"IT, Engineering"	"£25k - £45k per annum + Package"	"Hays DT - South Coast"	"Maxwell Wilcock "	"JS-3331005"	"06/12/2018 17:26:52"	"http://www.jobserve.com/GlykX"	NA	NA	NA	NA
"Full Stack Developer"	""	"London"	"Permanent"	"Full Stack Developer"	"London"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"A Lead Full Stack Developer Role working for one of the World's leading consultancies. The Team Lead Developer is a key role in the IT department, leading the development capability for both the Mode 2 Digital & Innovation technology division as well as the Operational IT division. Delivering business transformation across the organisation and to our clients through prototyping, piloting, development & scaling of user-centric digital products as well as implementing new & emerging technologies to drive efficiencies and improvement across the business. Their role will work closely with the business relationship management, architects, solution design teams and agile project manager to build, & deliver a balanced portfolio of strategic and tactical digital & innovation projects, working closely with suppliers, business stakeholders and team members to scope, plan and deliver change as well as supporting existing solutions through continuous improvement. This is an incredible opportunity to join a progressive IT department at a leading Accounting & Professional services firm. Team Lead Developer:Hands on full-stack developer, including strong Front End development capability and a good understanding of UXManagement responsibility of a small team of developers and one UX/UI designerResponsible for building, maintaining and supporting both enterprise and client facing applicationsCollaborating with Business Relationship Managers and Solution Designers to turn concepts into practical solutions for relevant business challengesRun software development using modern DevOps methodologies to increase efficiency and productivityScan and leverage cross-industry trends in new & emerging technologies such as artificial intelligence, machine learning and data science to apply in the context of accountancy and professional servicesDemonstrate creative flair and the ability to pay attention to detailAssist in the planning and development and deployment of systems and servicesProvide proactive maintenance on support issues to ensure that we deliver excellent customer serviceAct as technical point of contact when collaborating with external vendor partners and work with them to leverage their development capabilitiesCommunication:Demonstrate strong skills to communicate, influence, negotiate and deal effectively with all levels of the IT, the Business organisation and SuppliersSeek to build relationships across the firm and to work for the overall benefit of the businessManage client expectations by listening carefully to their needs and balancing requirements with ability to deliverDemonstrate ability to tailor communication style and approach depending upon the target audience and key messages to be delivered (eg Stakeholder reporting, Steering Groups, Clients). Ensure effective communication of key issues to the department and the wider firm using non-technical languageAble to represent IT within the firmLeadership:Development Leadership - work with the senior technical manager to create best-practice software development processesContribute to thought leadership by keeping up-to-date on new approaches, techniques and tools and take account of changes and trends in technology, the market-place and in the business and propose changes to future plans accordinglyMentor & help improve junior developers. Proven track record of successfully building and delivering digital products (mobile & web apps and services) to market using agile methodologies.Expert hands-on development skills for building mobile & web apps and services.Key development skillsets: C#, .NET platform, JavaScript, HTML/CSS, Azure PaaS (Azure Functions; Azure Logic Apps; Cosmos DB; Azure App Service; ARM templates), SharePoint & ReactExperience of hands-on technical management and collaborating with agile cross-functional teamsExperience with Office 365 including PowerApps, Flow; SharePoint OnlineExperience of authentication, access and identity management technology using Azure ADExperience with cloud platforms, especially Microsoft AzureExperienced in agile software development - scrum master certified or equivalentExperience of application integration at the various levels application, application interface or data layerExperienced in modern DevOps methodologies and continuous integration using Git.Demonstrate a passion & good understanding of key new & emerging technologies and the ability to quickly learn new technology conceptsExperience of test driven development desirableDemonstrate a good understanding of User Experience methodology and its importance in digital product developmentBSc/MSc in Computer Science with a required minimum of 6 years of applicable industry experience strongly preferred)Experience building fin-tech and reg-tech products advantageousHays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"London, UK"	"IT"	NA	"Hays Specialist Recruitment"	"Anthony Ray "	"JS-3467839"	"12/12/2018 15:59:49"	"http://www.jobserve.com/Gm8oG"	NA	NA	NA	NA
"Software Developer (Visual Studio)"	"£25k - £45k per annum + Package"	"Poole, Dorset"	"Permanent"	"Software Developer (Visual Studio)"	"Poole, Dorset - £25k - £45k per annum + Package"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Software Developer (Visual Studio) WPF, C++, Embedded, VB6, Poole, AI, Visual Processing, £25-45k, Software Developer (Visual Studio) Poole, Dorset  £25000 - £45000 + Package.  Please note my client cannot offer sponsorship for VISA holders/international applicants.Your new company  This specialist manufacturing business have become well-reputed key players in their field and due to continued growth and seeking a specialist Software Developer to join the team. You will be based from their head office in Poole, easily commutable from most location on the South Coast and 5 minutes from the beach. Your new role  The role is open to junior developers right to up to senior level, providing you have an excellent grasp of Visual Studio and understand you'll be working on Windows Desktop or Embedded projects.  This is predominantly a hands-on position working to support the development of a scalable system which underpins the companies design and distribution of products. You'll work across a range of technologies and be able to broaden your skill set, whilst gaining knowledge of a competitive and technical market.  You will be part of a well-established team for a business pushing 50 years in industry. The role will involve maintenance work but as they dip into new markets new development projects will become the focus for the team.  The company operate a flat structure and select elements of Agile that work for them. It's a small team with good tenure and retention and of course they champion open communication and collaboration, with developers needing to react and firefight at short notice. What you'll need to succeed  You must have demonstrable experience working with Visual Studio and an OO programming language, namely Vb.NET, though C# is fine. They've replaced Silverlight with WPF for the UI and would like to see a solid grasp of modern, clean coding principles, perhaps including UWP. Wider knowledge of Embedded Software, Real Time processing, VB6, Artificial Intelligence and Image Processing will reflect well but are not essential. What you'll get in return  You'll join a profitable, successful company with plans to gradually add to the development team throughout the year. There's free parking, 32 days' holiday a good company pension and support to improve your skill set through company funded courses where appropriate. What you need to do now Salary is negotiable for the right candidate up to £45000 and is representative of the company's flexible approach to employment and empowering developers.  To be considered for this position please apply directly, or contact Max Wilcock.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Poole, Dorset, UK"	"IT, Engineering"	"£25k - £45k per annum + Package"	"Hays DT - South Coast"	"Maxwell Wilcock "	"JS-3331005"	"06/12/2018 08:56:39"	"http://www.jobserve.com/Gfjve"	NA	NA	NA	NA
"Big Data Engineer - Apache Spark/Hadoop"	"£50k - £70k per annum"	"Newcastle upon Tyne"	"Permanent"	"Big Data Engineer - Apache Spark/Hadoop"	"Newcastle upon Tyne - £50k - £70k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Big Data Engineer - Apache Spark/HadoopNewcastle upon Tyneup to £70,000 per annumA company with a local feel, but international reach are looking at strategic expansion to match business demand. A tech company through and through, we have been tasked to recruit a specialist data scientist/engineer with big data experience. Investment is ever present and this is one of the key positions that has been classed as integral to the organisations ongoing and future anticipated success.This role will really take internal precedent and it is anticipated that further positions will be created as consequence. This is one of the few big data opportunities in the North East and we're looking for experience of Apache Spark and ideally Hadoop respectively.You will work with existing teams in place and help to keep data centralised, as it really is the core of the overall business function and future direction. There will be Python Developers and Data Analysts at your disposal and ideally, you will begin to start filling their diaries with work, inevitably development opportunity.Work is done with market leaders throughout the world and your daily tasks will introduce elements of various projects which will allow for full data immersion. There really is a start-up feel and we're looking for personalities that can blend with this seamlessly.To be considered, we are looking for experience of:- Big data - Apache Spark/Hadoop- Programming - Python- Machine Learning/Artificial Intelligence"	"Newcastle upon Tyne, UK"	"IT"	"£50k - £70k per annum"	"Reed Technology"	"Scott Dawson "	"JS-78474"	"11/12/2018 09:49:58"	"http://www.jobserve.com/Gms8e"	NA	NA	NA	NA
"Cloud Solutions Architect"	""	"Manchester"	"Permanent"	"Cloud Solutions Architect"	"Manchester"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"You will be familiar with major cloud platforms, and while you will have deep technical skills, you will also be strongly customer-focused, recognising the impact on the end user experience. You will be highly collaborative, at heart a team-player, always keen to engage with other technical experts across the organisation. You will not be happy just to do things the way they always have been done, but be at the leading edge of learning to work with new technologies, partners and adopting new ways of working.The role will include the following tasks:Technical specification and design of a portfolio of connected car servicesHelp shape technical best practicesIn conjunction with product owners, systems engineers and other business stakeholders, take a leading role in developing the best connected car solutionsDrive the creation of prototypes and proofs of conceptsEnsuring the scalability and robustness of all created servicesDefine and create APIs for the created servicesWork and engage with ecosystem players, external data sources, platform providers and other third parties to create compelling data-driven applicationsEnsure security and data privacy business needs are metHelp define scope, interfaces and estimate project development effortEssentialsUnderstanding and experience of emerging cloud services and data architectures, such as serverless services, IoT services, telematics, mobile services.Experience as an architect or software development lead for cloud-hosted software, creating application software and developing and specifying associated APIs.Experience in working in an agile software development environmentExperience and Qualifications RequiredA university degree in Computer Science or a related subjectExperience of creating consumer productsExperience working with Cloud based architectures/services (eg AWS, Azure, GCP)Understanding of software security, threats, vulnerabilitiesUnderstanding of Analytics and DatamodellingExperience with RESTful servicesExperience with Continuous Integration PlatformsExcellent teamwork skillsExcellent communication skills, able to simplify complex conceptsIn-depth experience in programming in one language - node.js, Java, PythonExperienced in working in an Agile environment, with agile tools and in a Matrix structured organisation.Desirable Experience and QualificationsPrevious experience with Automotive and vehicle systems eg Telematics, Connected ServicesExperience working with a number of agile workflow tools including: JIRA, Confluence, agile kanbansExperience at working with agile at scale using frameworks such as SAFe or LeSSBig Data experienceExperience working with Machine Learning or other branches of Artificial IntelligenceExperience working with and managing complex stakeholder relationshipsBenefits:Bonus (Individual Performance Payment)Pension: Contribution by employee 4% - Company 8%, Contribution by employee 5% - Company 9% or Contribution by employee 6% - Company 10%Privilege Discount Scheme - up to 20% discount on Jaguar Land Rover for employee and family -discounts on Ford - amount varies by modelYearly pay reviewFlexible Working arrangementsCanteen facilitiesOccupational Health services26 days holiday + 8 days statutoryChildcare VouchersEmployee Discount offers for family and leisure activities"	"Manchester, UK"	"IT"	NA	"Experis IT"	"Oliver Hurved "	"JS-BBBH94565"	"07/12/2018 15:28:35"	"http://www.jobserve.com/Gl6MF"	NA	NA	NA	NA
"Solutions Architect - Oracle ERP"	"600.00 / day"	"Liverpool"	"Contract"	"Solutions Architect - Oracle ERP"	"Liverpool - 600.00 / day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"This assignment is suited to someone looking for a complex and delivery-focussed environment, with lots of moving parts. You will be an experienced Solutions Architect with a specialism in Oracle ERP, with experience in HR, Payroll and Core Merchandising. Whilst you'll have a technical skill-set you will be competent working closely with a variety of cross-functional stakeholders. This purpose of this engagement is to lead on a piece of work to looking at implementing Oracle Core Merchandising in the Cloud (Oracle) and migrating existing ERP, HR and Payroll from on-prem to Cloud. The successful candidate will have  Worked around e2e Supply Chain for a considerable number of years as and SME and Architect. Some Cloud awareness (but not necessarily an expert, as support will come from a dedicated Cloud team) A significant track record as an Architect for large, complex organisations - preferably business to consumer Detailed knowledge of Oracle ERP and some knowledge of the broader vendor landscape Both implementation and migration experience Excellent people and communication skills. The client is a privately owned, dynamic B2C organisation, investing heavily in digital transformation, data & analytics, artificial intelligence and other leading-edge retail and Supply Chain technologies."	"Liverpool, UK"	"IT"	"600.00 / day"	"Laudale Associates Limited"	"Alec Laurie "	"JS"	"06/12/2018 15:00:47"	"http://www.jobserve.com/GlxfT"	NA	"ASAP"	"6 months"	NA
"Site Reliability Engineer"	"£55k - £70k per annum + Exceptional Benefits"	"City of London"	"Permanent"	"Site Reliability Engineer"	"City of London - £55k - £70k per annum + Exceptional Benefits"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"We know AI is the hot topic, so why not join one of the fastest growing in AI companies in their industry?Focused on producing Software in which has truly revolutionised the way in which their industry operates, this is now an opportunity for you to work solely on this product and be part of a team responsible for changing the landscape of globally recognised companies. You will support both the platform and the AI research through managing and maintaining the AWS cloud Infrastructure, Python being a key and Automating everything possible! Working closely with researchers on breakthrough discoveries in deep learning you will use your DevOps and Infrastructure skills to apply these to their latest products.They have buy in from 9 internationally renowned companies worldwide and have recently secured over 30 million in funding to continue their vision and journey to use deep learning, automating and training its AI to improve the inefficiency in a process that saves both time and money. This Industry agnostic product, means the sky is the limit with the software's ability to transfer across industries and allow you to be part of something BIG at the forefront of AI.You will be a keen technologist with from a strong Linux Infrastructure background, an interest in joining a forward thinking start up, liaising with AI researchers and proficient in maintaining and supporting CI/CD pipelines, Containerization and Infrastructure as code.Apply, or get in contact directly to if you would like to join a company within the 100 most promising start-ups in Artificial Intelligence in the coming 2019."	"City of London, UK"	"IT"	"£55k - £70k per annum + Exceptional Benefits"	"Linuxrecruit"	"Jack Martin "	"JS-BBBH3241"	"12/12/2018 15:22:52"	"http://www.jobserve.com/Gm8BH"	NA	"ASAP"	NA	NA
"Lead Machine Learning Scientist (Bayesian Inference,Statistics)"	"GBP"	"London"	"Permanent"	"Lead Machine Learning Scientist (Bayesian Inference,Statistics)"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Lead Machine Learning Scientist (Bayesian Inference, Statistics)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Machine Learning Scientist (Bayesian Inference, Statistics) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Machine Learning Scientist within our startup/SME (currently 600 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Machine Learning Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Machine Learning Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Machine Learning Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil "	"London, UK"	"Science"	"GBP"	"Understanding Recruitment"	"Understanding Recruitment"	"JSDFBBE997/603304364"	"12/12/2018 09:10:45"	"http://www.jobserve.com/Gm4OU"	NA	NA	NA	NA
"Bayesian Inference Researcher/ML Scientist (leading tech)"	"GBP"	"London"	"Permanent"	"Bayesian Inference Researcher/ML Scientist (leading tech)"	"London - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Lead Bayesian Inference Researcher/ML Scientist (Leading tech company)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Bayesian Inference Researcher/ML Scientist (Leading tech company) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Bayesian Inference Researcher/ML Scientist within our startup/SME (currently 250 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless! As a Lead Bayesian Inference Researcher/ML Scientist, the research that you create within the areas of Bayesian Inference, Gaussian Process, Probabilistic Programming, and Probabilistic Modelling you could be able push forward work theoretically within the areas of Energy waste reduction, the affect of electronic cars on power grids, compleix decision making of AI agents and more.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Bayesian Inference Researcher/ML Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Bayesian Inference Researcher/ML Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Bayesian Inference Researcher/ML Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil "	"London, UK"	"Science"	"GBP"	"Understanding Recruitment"	"Understanding Recruitment"	"JS62422572/596762289"	"12/12/2018 09:10:22"	"http://www.jobserve.com/Gm4OL"	NA	NA	NA	NA
"Graduate Recruitment Consultant"	"20k Annual 00 GBP"	"Brighton, Sussex"	"Unspecified"	"Graduate Recruitment Consultant"	"Brighton, Sussex - 20k Annual 00 GBP"	"Unspecified"	"Posted: Tuesday, 11 December 2018"	""	"Our client in Brighton is an award winning recruitment agency who provides intelligent recruitment solutions, specialising in niche technologies. They work in the market of brand new edging technology, such as driver-less cars, artificial intelligence, smart cities and new mobile technology. They partner with major clients across Europe in their hiring and sourcing for key projects. The ideal candidate will be hard-working, resilient and dynamic. This is a graduate opportunity so previous experience in recruitment/sales isn't necessary. The job changes daily and therefore makes it challenging. Our client will provide full training and future opportunities for development and progression. Our client offers a fun and dynamic work environment where you will be rewarded for your hard-work and commitment. Key duties include: Sourcing of candidates on job boards and LinkedInHolding initial phone calls to screen candidates and assessing suitabilityMeeting with candidates to discuss possible job opportunitiesSchedule interviews with candidates and helping with their preparation for interviewsProviding feedback to candidatesRemaining in touch with placed candidates and using their experience to educate the recruitment processBasic salary £18,000 - £20,000. OTE in the first year circa £30,000. If you have strong communication skills and are driven to succeed, this could be the right opportunity for you! Please apply today and we will be in touch. Why Red Robin? Red Robin Recruitment is a local Brighton based Recruitment agency. We appreciate that seeking a new job can be stressful and daunting. Whatever your employment situation we are here to help and excited to assist you in finding a great new opportunity. We pride ourselves on keeping you updated throughout the whole recruitment process. Our aim is to ensure you are best informed and prepared prior to interviews. We'll always give feedback or great news quickly. Recommend a friend! If this job isn't for you but you know someone that would be interested in it, contact us now to introduce your friend to us and find out about our referral bonus scheme. "	"Brighton, Sussex, UK"	"HR"	"20k Annual 00 GBP"	"Red Robin Recruitment"	"Red Robin Recruitment"	"JS3561_36717110/590124777"	"11/12/2018 07:05:30"	"http://www.jobserve.com/Gmr1e"	NA	NA	NA	"Graduate"
"Business Data Analyst"	"60k Annual 00 GBP"	"City, London"	"Unspecified"	"Business Data Analyst"	"City, London - 60k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Birch & James is partnered with an outstanding machine learning and AI driven data consultancy firm who are challenging traditional big 4 consultancy with innovation and outside of the box delivery science. We are looking for Business Data Analysts who are ambitious, motivated, innovative, and organised. Our client is a rapidly growing organisation that marries cutting edge technology with large scale transformation/change management. With a team of world class technical consultants they are delivering significant data driven changes within the financial services industry. Our client use techniques such as machine learning and artificial intelligence to help teams to foresee issues, improve productivity and deliver efficiently. We are looking for outstanding Business Data Analysts who have a drive to be part of something disruptive and ground-breaking. Key Requirements: 3+ years experience as either a data analyst or business analyst in Consulting/SI/Commercial/BankingStrong data utilisation and stakeholder management skillsGathering, challenging, documenting and presenting requirements in an agile transformation programmeStrong ability in using SQLCommercial experience evidencing creative, innovative or unique utilisation of data & analytics.Benefits: Be a part of a world class teamWork from home on Fridaysoutstanding work life balance challenging the traditional consultancy modelAttractive basic salary + sharesPersonal development enrolmentPersonal growth coachingWork with most cutting edge technologiesPension SchemePrivate HealthcareGym membershipUber for business All successful applicants will be contacted within 48 hours.  "	"City, London, UK"	"Consulting"	"60k Annual 00 GBP"	"Birch & James Associates Limited"	"Birch & James Associates Limited"	"JS3561_36720522/590369635"	"06/12/2018 09:10:46"	"http://www.jobserve.com/Glwak"	NA	NA	NA	NA
"Senior Data Scientist - NLP"	"55k - 70k Annual GBP"	"London"	"Unspecified"	"Senior Data Scientist - NLP"	"London - 55k - 70k Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - NLP London £55,000-£70,000 + benefits + bonus Do you want to be building solutions to the most challenging business problems, using the most cutting-edge tools and techniques? This is a brand-new opportunity to join a global company where small changes drive massive impact in saving or producing the company millions. This company is investing heavily into finding the next top talent Senior Data Scientist to champion exploratory approaches to machine learning techniques, specifically NLP. THIS COMPANY: This household-name company has a clear vision and business plan, emphasising on a future where customer experience is made simpler. Future plans include bringing artificial intelligence/AI and IoT into their day to day work.You will be joining a culture that pioneers innovation and initiation in product analysis, receiving excellent training and learning opportunities as you will be reporting into one of the leaders in this field. THIS ROLE: You will be working closely with a variety of business areas and with large messy data sets, using Python, to build tailored machine learning products to generate high value and higher impact for the company. Exploring machine learning techniques, including natural language processing (NLP) and building algorithms, in Python, for feature extractionBuilding machine learning models for feature extraction to develop upon brand-new and existing products, using PythonPerforming text analysis on social media textual data using NLP in PythonYOUR SKILLS AND EXPERIENCE: The successful Senior Data Scientist will have applied natural language processing techniques, using Python, to an industry problemThe ideal Senior Data Scientist will have developed machine learning solutions, in Python, for feature extraction to solve customer analytics problemsExperience performing natural language processing of textual data and creating insights that have been used to improve revenueAbility to effectively deliver complex technical concepts to non-technical management and stakeholdersTHE BENEFITS: £55,000-£70,000BonusPension"	"London, UK"	"Science"	"55k - 70k Annual GBP"	"Harnham"	"Harnham"	"JS3561_36488561/596925986"	"06/12/2018 09:10:25"	"http://www.jobserve.com/GlwaW"	NA	NA	NA	NA
"Senior Associate Project Assurance"	"- GBP"	"Reading, Oxfordshire"	"Permanent"	"Senior Associate Project Assurance"	"Reading, Oxfordshire - - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"A career within Information Technology Risk Assurance services, will allow you to develop and apply strategies that help clients leverage enterprise technologies so they can get a higher return on their investment, mitigate risks, streamline processes, and find operational inefficiencies. We assist clients in understanding and challenging their current risk profiles and develop strategies to build digital confidence by embracing opportunities to stay competitive through building trust and resilience into their technology systems. We cover a wide range of disciplines, including risk evaluation, operational and strategic Information Technology processes, project governance, application implementation, data integrity, cyber security, and accounting/audit. About the team Risk Assurance in the South East (RAiSE) is one of the largest businesses in PwC's UK firm and a strategic priority for growth. And we're growing. Fast. We provide external audit and risk assurance services to a broad range of clients, from large multinationals to tech start-ups, from our six offices. Our clients are from an incredibly diverse mix of sectors; from engineering to financial services and gaming to pharmaceuticals. Our proximity to big business means that you'll get to work on some of the largest and most complex projects across the firm and help to solve some of industry's most challenging problems, whilst maintaining an unparalleled breadth of client experience. All of our offices provide a supportive environment in which to grow and develop your skills. Outside of our client work, the offices have a great community and social programme. We pride ourselves on our community affairs activities from volunteering support and fundraising days. We have a lively and active social scene and numerous networks that you can involve yourself in. In the South East we take very seriously the Firm's commitment to ensuring that you can maintain a healthy balance in your working life. A significant number of our staff are on formal flexible working patterns and all of us are able to demonstrate everyday flexibility in our working arrangements. About the role The Technology Risk practice provides our clients with independent review and confidence in the technology decisions, applications and the platforms they operate. We partner with ourclients to provide assurance in relation to their activities spanning Technology Strategy and Transformation, IT Operations, Digital Integration and Emerging Technology as well as specialist Technology support for internal and external audit services. Technology and digital solutions have moved from being an enabler of business processes to becoming a key factor in long term business strategy. As clients identify and embrace new technologies and redesign their business operating models, the Programme and Projects Assurance team is growing to help our clients navigate the risks presented by what is often large scale change. PwC provides confidence over technology enabled business transformation programmes to ensure that agreed outcomes will be delivered and that risks are mitigated. Transformation programmes might relate to business systems such as SAP, Oracle, Workday, Salesforce and Microsoft Dynamics and include both traditional waterfall and Agile programme approaches. In addition, our team also assists our clients in developing and implementing programmatic enablers such as Portfolio Offices and Programme Management Offices across an organisation. You'll support the delivery of end-to-end delivery of strategy and transformation engagements for a range of clients. A highly motivated individual who is a keen programme and project assurance specialist, you'll build relationships with internal stakeholders and support and develop relationships with existing and prospective clients. Required Skills and experience. The ideal candidate will have expertise using leading portfolio, programme and project management practices such as agile project delivery, performance data analytics, programme management office development and operation and portfolio planning and delivery;. Experience of large transformation project/programme management. Experience of designing and implementing portfolio, programme and project management governance structures;. Experience of designing and implementing programmatic disciplines such as risk and issue frameworks and dependency management;. Benefits management experience including tracking benefits from identification to realisation;. Technology experience (eg but not limited to SAP, Oracle, Cloud. Mobile App or Artificial Intelligence). Project Management qualifications eg MSP, Prince2, MAPM, MoR, Agile, Scrum. Ability to communicate clearly with colleagues and clients at all levels, and excellent report writing skills. A proactive approach to problem solving and delivering client solutions whilst demonstrating integrity and courage to challenge the status quo. Can talk credibly with clients over technology challenges, issues and how to provide assurance. Assurance Assurance is a dynamic place to be right now, and the variety of opportunities on offer is unprecedented. It's work that really does matter. It matters for businesses, governments and society at large. Our team provides confidence on the most complex decisions companies have to take and this provides a wealth of opportunities to everyone who joins us and works with us. The skills we look for in future employees All our people need to demonstrate the skills and behaviours that support us in delivering our business strategy. This is important to the work we do for our business, and our clients. These skills and behaviours make up our global leadership framework, 'The PwC Professional' and are made up of five core attributes; whole leadership, technical capabilities, business acumen, global acumen and relationships. Diversity We work in a changing world which offers great opportunities for people with diverse backgrounds and experiences. We seek to attract and employ the best people from the widest talent pool, as well as those who reflect the diverse nature of our society. And we aim to encourage a culture where people can be themselves and be valued for their strengths. Creating value through diversity is what makes us strong as a business and as an organisation with an increasingly agile workforce, we're open to flexible working arrangements where appropriate. "	"Reading, Oxfordshire, UK"	"Legal"	"- GBP"	"Pricewaterhousecoopers LLP"	"Pricewaterhousecoopers LLP"	"JS10172677/600429933"	"11/12/2018 09:15:26"	"http://www.jobserve.com/Gmsv1"	NA	NA	NA	NA
