"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"duration"
"Data Scientist"	"£650 - £800 per Day"	"London"	"Contract"	"Data Scientist"	"London - £650 - £800 per Day"	"Contract"	"Posted: Friday, 30 November 2018"	""	"Contract Requirement - Banking - Spark -AI - ML- R Data Scientist You'll be supporting the bank's evolution of its Data Science capability, selecting and developing new techniques for solving complex data related problemsThe team's remit is to explore new ways to use the banks data, and you'll have the opportunity to work through proofs of concept in an agile environmentDeliverablesDriving, educating and selling the developments in data science, across the data analyst and data science communityBeing a key member of the team of data scientists exploring and demonstrating how new techniques can be applied to data to drive value across our businessFormulating the data science business strategy in conjunction with the broader data science communitySupporting the broader data scientist and data analyst community to identify and deliver opportunities to support the bank's strategic direction through better use of our dataWorking within multiple concurrent virtual teams of data science specialists to implement the strategyEmbedding new data techniques in to the business through role modelling, training and design oversightSupporting the processes of pilots and proof of concept delivery to provide opportunities and develop business cases to drive those opportunitiesExperience RequiredDeep experience of data science techniques, including the pragmatic implementation of Machine Learning, Artificial Intelligence and multi-variant analysis techniquesExperience of the tools used to deploy advanced techniques, including some of R, Impala, SAS, Python, Spark in a structured and unstructured data environmentAn ability to work with and influence a range of stakeholdersAn ability to support a portfolio of technically complex opportunities simultaneouslyLocation: LondonDuration: 6 monthsRate: £650 - £800 per DayHow to Apply: If you want to work with passionate individuals and be part of a business critical team then this is the opportunity for you. Alternatively if you have a friend or colleague that may be suitable please pass on my details. Successful referrals will be rewarded.  To discuss this in more detail please send your CV:Ryan Baker | (see below)Empiric is a global provider of niche and specialist recruitment services operating across Investment Banking, Oil & Gas, Engineering, IT and Industry & Commerce. Our expert knowledge of the market and strong working relationships with our clients has enabled us to become the preferred supplier to over 150 global corporations. "	"London, UK"	"IT"	"Executive"	"£650 - £800 per Day"	"Empiric Solutions"	"Empiric "	"JS-013756"	"30/11/2018 17:34:31"	"http://www.jobserve.com/Gkqvo"	NA	"ASAP"	"6 months"
"Solution Architect"	""	"London"	"Permanent"	"Solution Architect"	"London"	"Full Time"	"Posted: 11/30/2018 10:27:10 AM"	""	"Solution ArchitectWithin Hiscox we are undergoing an extensive business systems transformation and change programme in preparation for an enterprise digital transformation project. Within our current FCP team we are in the process of moving our current internal business systems, service and applications to a cloud based platform and designing and building an API suite to wrap around these to enable a more versatile overall experience across our enterprise user base.The purpose of this Solution Architect role is to create and deliver optimum solutions meeting our the business needs. You will need to engage throughout whole project life cycle from understanding the business case and requirements to transition into BAU support. This is a key role for the delivery of projects within Hiscox and the successful Solution Architect will actively contribute to the wider architecture team; working alongside the Lead Architect and Enterprise Architects to deliver the Hiscox enterprise architectural roadmap.Within this role you will be expected to have:Experience of API design, management and service based architectures (SOA, Micro services, ESBs)Datamodelling; conceptual, logical and physical schema separationObject Oriented Design; use of UML or other suitable taxonomy to convey design.Demonstrable knowledge of Cloud/Hybrid architectures (Microsoft Azure/AWS)Experience of software development (Microsoft .NET and/or Java with SQL)An appreciation of Agile and DevOps best practicesExperience implementing Artificial Intelligence (AI) and Machine Learning (ML) in solutions would be a bonus This is a challenging and exciting role - we expect you to be able to work autonomously and thrive in a high pressure environmentFlexible working: Working life doesn't always have to be 'nine to five' and we support flexible working wherever we can. No promises, but please chat to our resourcing team about the flexibility we could offer for this role.Apply now for further information We insure the unique and the interesting. And we search for the same when it comes to talented people. Hiscox is full of smart, reliable human beings that look out for customers and each other. We believe in doing the right thing, making good and rebuilding when things go wrong. Everyone is encouraged to think creatively, challenge the status quo and look for solutions."	"London, UK"	"IT"	NA	NA	"Hiscox"	"Hiscox Group "	"JS-PCK498-22220"	"11/30/2018 10:27:10 AM"	"http://www.jobserve.com/GkqLt"	NA	NA	NA
"Lead DevOps Engineer (FinTech Giant, Start-Up Culture)"	"£50k - £90k per annum + Package"	"Southampton, Hampshire"	"Permanent"	"Lead DevOps Engineer (FinTech Giant, Start-Up Culture)"	"Southampton, Hampshire - £50k - £90k per annum + Package"	"Permanent"	"Posted: Monday, 26 November 2018"	""	"Lead DevOps Engineer, £50-90k + Excellent benefits, Enterprise project work, AWS stack, FinTech, Southampton. Lead DevOps Engineer (FinTech Giant, Start-up Culture) Southampton, Hampshire £50000 - £90000 + 15% Bonus + 8% Pension NO VISA SPONSORSHIP OFFERED FOR THIS POSITION.Your new company  I've been engaged on an exclusive project to recruit a Lead DevOps Engineer to within the product and innovation team of a leading FinTech business with global reach.  The role suits a hybrid candidate, someone who wants to get their hands dirty with DevOps tasks but that can also coordinate the backlog for 3 offshore DevOps Engineers. Your new role  The ethos in the team is to challenge accepted norms and to build amazing products. Yes, there are deadlines but the drive is to build something of quality which can be supported in the future, not just deliver something as quickly as possible. You'll drive the DevOps delivery team forward and will spearhead efforts to maximise product flow for the business. You'll work in a highly talented team home to some of the best dev/infra people in Hampshire and will be responsible for translating the strategy and designs of the wider digital team. Into reality. The team love the SOLID principles are big on testing, big on automated builds and CI. They practice Agile and are improving at a mature adoption of it each day.  The team build financial platforms for global players. The work is very challenging and very interesting and there is no restriction on the application of their product to other verticals. You will be all about automation and implementing the underlying infrastructure and code. There are Back End tests, Front End tests, UI tests and even integration tests for their APIs.  You will champion the use of emerging technologies, keeping abreast of these as a natural course of action. This is a cutting edge role and provides the opportunity to work in a technical team actively researching the use of Blockchain/Artificial Intelligence for new projects.What you'll need to succeed  The team operate in the enterprise software space. You'll need 5+ years in a DevOps role and ideally 2 years working directly with AWS. The range of products are hosted on a mix Java Spring Boot and MS .NET fully automated from Development to Production through AWS Cloud Services along with third party tooling to compliment this offering.  The wider stack we will be looking for: Kubernetes, Jenkins, Ansible, Lambda, Terraform, Java/Node.js/Python/Go, Kibana, Confluence/Jira, .NET Core, ELK.What you'll get in return  The team are energetic, passionate about driving the business forward and although cliché, they work hard play hard and enjoy social outings and team events on a weekly basis. On top of this the management understand IT staff and understand that quality development doesn't come easy or cheap. Each individual is treated as an adult and it shows. You'll receive one of the best benefits packages in the area including 10-15% bonus, 30 days holiday option, flexible and home working and a 8% non-contributory pension scheme. There is also a flexible benefits system to opt in for healthcare and other individual benefits of interest. What you need to do now There are excellent transport links to the business within walking distance from Southampton Central train station so getting to the office is not a problem. There is also  This is an extremely rare opportunity in the local area to work on creating/supporting innovative solutions.  To be considered please apply directly, or contact Max Wilcock.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Southampton, Hampshire, UK"	"IT"	NA	"£50k - £90k per annum + Package"	"Hays DT - South Coast"	"Maxwell Wilcock "	"JS-3482178"	"26/11/2018 19:59:33"	"http://www.jobserve.com/GkADp"	NA	NA	NA
"Lead NLP Engineer | Journalism Start-Up | London | £80-90k"	"£80-90k"	"London"	"Permanent"	"Lead NLP Engineer | Journalism Start-Up | London | £80-90k"	"London - £80-90k"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	" Young people just aren't engaged with the important issues in the world!   Millennials should read the news more!  Does this sound familiar? It is an all too common argument that not enough young people read and engage with the news but did anybody ever think that maybe this isn't the fault of these young people? The world has moved on, nobody has the time to sit down and read a broadsheet cover to cover anymore! Neither do we have the time to sift through all the crap articles, fake news and clickbait just to get an understanding of the most important issues. Maybe, just maybe, it is journalism which is broken? Red Cat Digital's newest client certainly think so. The Company My client is a VC-funded journalism start-up with an aim of building something that connects people to the news in a meaningful way. They are passionate about helping people understand what is happening in the world, what it means and why it matters. Their product is a mobile app that summarises the biggest news stories in bullet points twice a day. Unlike many news feeds that scroll endlessly, theirs is designed to be consumed in its entirety. To do this they have developed an Artificial Intelligence editor which is able to process millions of articles and pick out the very best, with a summarisation system able to produce effective extractive summaries. With a current team of 10 people, they now have a clear roadmap which includes expanding to 25 people in the next 6-12 months. The NLP Engineer Role The next stage of this growth includes finding somebody to lead their NLP efforts. This engineer will have a passion to NLP and will focus on building and improving their AI systems further. As well as the summarisation system they have also developed a category classifier which is able to identify the topic of an article from its content, as well as an evergreen classifier which is able to identify news articles which are likely to stay relevant over time. Key tasks and responsibilities include: Acquisition, cleansing, processing and visualising the integrity of data used for analysis Data mining using state-of-the-art techniques Building and optimising classifiers using machine learning & NLP techniques Deploying machine learning systems into production Delivering real impact to the product through rigorous data-driven solutions Collaborating with product managers, engineers and developers to improve data infrastructure The right person for this role will have a passion for Natural Language Processing with demonstrable experience developing similar classifiers. You will be experienced in leading a team of engineers but will also still be very much hands-on'. You will have strong expertise with Python as well as with relevant libraries and toolkits such as Pandas, NumPy, SciPy, scikit-learn etc. as well as with databases such as SQL and NoSQL. It is expected you will have an educational background in a mathematical discipline and will be experienced in statistical analysis and machine learning techniques. If you have any experience working in a start-up this is also a plus! Although it is not a necessity. In return you will join an exciting niche start-up with a bright future and have the chance to develop and grow your own team, expected to be 3-4 people within the next year. If you are results focused with a track record of innovating and challenging the status quo then get in touch with Andy Driver today"	"London, UK"	"IT"	NA	"£80-90k"	"RedCat Solutions "	"Andy Driver "	"JS"	"28/11/2018 07:02:43"	"http://www.jobserve.com/GgyRF"	NA	NA	NA
"Senior Business Development Manager"	"GBP"	"London"	"Permanent"	"Senior Business Development Manager"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Job Description Snr BDM - £60-70k + double OTEArtificial intelligence & marketing software (SaaS) combined creates a truly exceptional product that enables retailers to reach & engage consumers like never before.ESP's, if not upgraded, are slowly becoming outdated and less useful for brands to use as a marketing tool. We have partnered with a company who replaces the typical ESP and enables brands instant access to consumer data like never, which then enables them to create super engaging marketing experiences for their customers.After a round of funding (most recently to fund the growth of UK office) they are looking to build out their commercial sales team with several energetic, motivated, selfless sales people.The business is looking to double the size (employees) next year, which is an exciting prospect for anyone looking to be involved in the initial stages. They are based in really cool offices in the east end.Despite being a 'start up' - this company is working with brands that you see on the high street as well as up & coming online retailers. They have fantastic USP's over competitors and an excellent work ethic which creates a high-flying & friendly team.What do I need to join?We are looking for the best of the best to join this businessYou need to be energetic, motivated & selflessYou'll ideally have top experience selling SaaS tech platforms into big brandsSuccess in closing complex dealsMore importantly, you will be interested in this area and eager to continue learning Get in touch if you want to find out more! "	"London, UK"	"Consulting"	NA	"GBP"	"Ultimate Asset"	"Ultimate Asset"	"JS109EFB6B/591393032"	"01/12/2018 13:25:00"	"http://www.jobserve.com/Gk3II"	NA	NA	NA
"German Speaking Business Development Executive - AI Startup"	"25k - 40k Annual + OTE, Benefits, Bonus, Trips GBP"	"London"	"Permanent"	"German Speaking Business Development Executive - AI Startup"	"London - 25k - 40k Annual + OTE, Benefits, Bonus, Trips GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"The CompanyWe are a cutting-edge AI SaaS company located in quirky offices on The Thames. Since our birth in 2016, we havesecured substantial VC funding, whilst forming a partnership with the leading American multinational computer technology corporation, Oracle. Using artificial intelligence software, our innovative solutions help sales and marketing teams become more effective and close more deals. Essentially, we make businesses more money. The OpportunityWe are now recruiting an additional Business Development Representative to join an established but growing team based in London. We are seeking candidates who are strong team players, have great communications skills and thrive in a target driven environment. Must be good at a problem solving with a dynamic approach to sales.What're we looking for?Bachelor's degree from a UK top 30 university Professional proficiency in GermanSales/commercial experience preferred but not essentialStrong written and verbal communication skills Startup mentality; proactive, flexibleWillingness to learn core technology toolsA passion for sales and relationship building Main Responsibilities will include:Create meeting opportunities through lead generation, networking, and research Engage customers and communicate products to prospectsGenerate a sales pipelineLead repeatable process building effortsDeliver marketing material and product insight to prospectsReport directly to the Sales Team Manager Your PackageWe appreciate that to get the best talent, we have to offer an excellent package and fantastic long-term opportunities.£25,000 + £15,000 OTEExcellent benefits such as Trips abroad, subsidised gym membership and travel. "	"London, UK"	"Trades & Services"	NA	"25k - 40k Annual + OTE, Benefits, Bonus, Trips GBP"	"WISER GRADUATES"	"WISER GRADUATES"	"JS3573_6810588/574329815"	"02/12/2018 13:13:09"	"http://www.jobserve.com/GlE5m"	NA	NA	NA
"Programmatic Trading Manger"	"30k - 45k Annual GBP"	"London"	"Permanent"	"Programmatic Trading Manger"	"London - 30k - 45k Annual GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Programmatic Trading ManagerCompanyA fast-growing media agency, that has been around for just over a decade, from a small team of 10 they now employ over 700 employees worldwide. They are known for their award-winning campaigns and their emphasis in prioritising quality over quantity. Although they have a global presence, the company still puts a large emphasis in maintaining a laid back and family feel environment. They are a pioneering and data driven agency, where you will have the opportunity to work on a variety of clients ranging from high end fashion, Gaming, Fintech, Engineering to Artificial Intelligence.RoleThey are looking for an experienced and commercial savvy Programmatic manager with a passion for the industry and who's looking to shape the development of programmatic buying and share new thinking in collaboration with the teams and clients. * Oversee and actively implement campaign setup and optimization strategies. * Contribute to client's business growth by identifying new opportunities and help implement creative solutions. * Establish best practices and optimization strategies for campaigns utilizing DSP platforms * Creating and monitoring programmatic campaigns (KPIs, bid strategies, targeting, budget)* Support and mentor junior team members with their training and development. Skills* Previous hands-on experience using at least one DSP. * Prior experience in the activation and management of programmatic campaigns. * Have a practical understanding of Programmatic campaigns and the technology involved to run them so you can be as effective in the role as early as possible to assist clients * Expertise in the ability to build programmatic strategies for clients across sectors* Be highly organised so that you can manage multiple campaigns at once and ensure attention to detail is paid to each of them, "	"London, UK"	"Media"	NA	"30k - 45k Annual GBP"	"ASPIRE-1"	"ASPIRE-1"	"JS3573_6810488/574329822"	"02/12/2018 13:15:28"	"http://www.jobserve.com/GlE8B"	NA	NA	NA
"Recruitment Manager"	"GBP"	"City, London"	"Permanent"	"Recruitment Manager"	"City, London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Job Description Do you want to work with an organisation that offers you 1st class support, market leading L+D and the capital to allow you to invest and grow your team? Then as a Recruitment Manager, we'd be a great fit for you. Hydrogen Group have always led in the market when utilising the most advanced technology and being at the forefront of capitalising on the ever-changing world of recruitment. We recently took on the newest advent of RPO, utilising this in our Internal Talent model as well as building our own Artificial Intelligence Bot to focus talent on closing deals, rather than admin.As a Recruitment Manager, you will work with an organisation who currently works in over 67 countries, providing thousands of talented individuals to the most renowned organisations in the world. With over twenty years of experience operating in the market, we have an enviable reputation and a great client base.We have a great team here, with an exciting, dynamic and driven group of people. We have won several awards, including Most Socially Engaged, MarCom Platinum Award Winner and Disability Confident Member for example and continue to build on these accolades.We continue to be highly successful, growing year on year and because of this, we are currently looking to continue to increase our head count and bring on board a new Manager for one of our teams. The team are currently performing well but need a great manager who can:Drive and lead a team to achieve the bestLead all one-to-ones and review of consultants in your teamBuild better relationships and improve cross-selling between divisionsActively build out your own desk space, demonstrating your understanding of the market to your teamCreate and develop all process improvement and look at ways we do things and make any relevant suggestions to changeSupport your Director in all reporting and analysisIn return you will be offered the following:Excellent personal bonus potentialTeam bonus - market leading bonus offeringMinority Interest in place to offer your own \"cut\" of your businessTraining and Development - both internal and externalGreat remuneration, including car allowance, free breakfast, Subsidised Gym and HealthcareWhat we're looking for:Those individuals with a first-class approach to talent management and developmentA real understanding of their market space, looking to build on this even further within a supportive and well-established businessExperience of process improvement - making a real difference to what your division is doingA proven track record in bringing on board talent and growing them into market specialists and leader in their fieldA hardworking, driven mentality who never settles for second bestWhat's it like working at Hydrogen? Follow the link below to see yourself?... "	"City, London, UK"	"HR"	NA	"GBP"	"Hydrogen Group"	"Hydrogen Group"	"JS8E1357DB/574191160"	"01/12/2018 11:12:37"	"http://www.jobserve.com/Gkz4b"	NA	NA	NA
"Senior Manager - IT Risk Management (IRM - Audit)"	"£20k - £29,999, £30k - £39,999, £40k - £49,999, GBP"	"City, Newcastle Upon Tyne"	"Permanent"	"Senior Manager - IT Risk Management (IRM - Audit)"	"City, Newcastle Upon Tyne - £20k - £29,999, £30k - £39,999, £40k - £49,999, GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"AutoReq ID139617BRJob TitleSenior Manager - IT Risk Management (IRM - Audit)CountryUnited KingdomLocationNewcastle upon TyneFunctionAuditService LineAuditService Line InformationAt KPMG, our vision is to be the clear choice on the future of Audit. In today's complex and ever-changing business world, we recognise that we need to be one step ahead for our clients - rather than reacting to emerging trends we need to anticipate them by harnessing technology. Our people are integral to this, bringing their natural curiosity, diversity of ideas and perspectives to help deliver client excellence.KPMG OverviewKPMG is part of a global network of firms that offers Audit, Tax & Pensions, Consulting, Deal Advisory and Technology services. Through the talent of over 16,000 colleagues, we bring our creativity and insight to our clients' most critical challenges.With offices across the UK, we work with everyone from small start-ups and individuals to major multinationals, in virtually every industry imaginable. Our work is often complex, yet our vision is simple: to be the clear choice for our clients, for our people and for the communities we work in.Job DescriptionSenior Manager - IT Risk Management (IRM - Audit)We have a fantastic opportunity for the right candidate to work at a world renowned professional services company. We are keen to recruit talented people who have the energy and drive to succeed in a dynamic and challenging environment and who have a passion for delivering excellent service and building strong relationships.We believe we are market leaders in promoting diversity and inclusion in the workplace and want to encourage applications from people of all backgrounds and cultures.Take a look at our website with the link below to see \"What Makes Us Different\"The Team - National Markets IRM (Newcastle)The IRM team based in Newcastle is an integral part of our rapidly growing National Markets Audit practice. Whilst the IRM team sits within our Audit practice, we work closely with a multi-disciplinary Consulting practice to deliver a comprehensive range of services that our clients demand. Our IRM specialists deliver four key proposition to our clients:- The use of technology in the External Audit.- Assurance of technology through Internal Audit.- Attestation over the use of technology at third parties (eg cloud software vendors and providers of outsourced operations).- Advice on the management of technology risk (eg technology change programmes, emerging technology risk such as artificial intelligence, robotic process automation and Blockchain).Our core client base is predominantly within financial services and large corporates, but we are increasingly finding that our specialist skills are needed by firms in other industries like Health and Public Sector. Through one of our key propositions External Audit, we evaluate the design and operational effectiveness of technology controls and assess how they may present a risk of financial misstatement. We work closely with specialist financial auditors, working as one team to deliver this type of work.Our clients need to deal effectively with their operational risks, to achieve maximum value from their technology, data and processes and our IRM specialists provide independent, jargon-free advice to help them achieve this potential. We also work closely with our Consulting teams, for example cyber security specialists, digital experts and technology strategists to ensure our clients receive the best possible advice.The team works in an agile and flexible manner, with plenty of opportunities to develop new skills and gain new knowledge. We are keen to support and develop our people to enable them to be the best they can be.The Role- Building, managing and deepening relationships across a number of clients.- Developing internal networks and maintaining relationships with colleagues across other teams within KPMG.- Promoting high quality audit of IT and leveraging IT for an efficient External Audit.- Continuing to evolve and embed innovation into our propositions.- Having a demonstrable understanding of the firm's risk appetite for high risk assurance engagements.- Delivering value added assurance services to clients.- Managing and supervising project teams in delivery of assurance assignments.- Developing and nurturing existing talent in the growing team to maximise their potential.- Actively identifying and progressing business development opportunities, as well as managing sales activities such as proposal development and assisting with client presentations- Continued service line development, eg independent project assurance, emerging technology risk and IT due diligence.- Contributing to practice management, eg local and national initiatives, knowledge sharing, training, proposition development, and knowledge management.The PersonQualifications, experience and background:- An outstanding track record of delivering client quality and successful relationships- Evidence of leading or held significant responsibility for developing and owning senior relationships.- An excellent track record in managing multiple and complex engagements.- Ability to perform in an autonomous, highly proactive style.- Excellent oral/written communication, planning, project management, networking and influencing skills.- Flexibility to work across the UK (and internationally) where required.- Effective skills in the coaching, management and mentoring of professional staff.- Demonstrable ability to grow and develop teams.- Capacity to deliver work within tight timescales to a high quality.- Undergraduate degree or equivalent; ideally, in technology, business, or related field.- Experience in one or more areas including IT risk management, project assurance, IT External/Internal Audit, ASOX Attestation, as well as any experience with SAP, Oracle ERP and Microsoft DynamicsAdditional InformationThe role will be based at our Newcastle office, but will include travel; candidates must have a willingness to travel frequently, both domestically and internationally on occasions, with the potential to be away from home for up to four days per week for set periods of time.-Our DealIf the chance to work with interesting clients and innovative technology wasn't rewarding enough, we'll motivate you in other ways too. At KPMG you can expect real responsibilities and opportunities to grow professionally.'Our Deal' sets out all the different ways you'll be rewarded at KPMG. Among other things you can benefit from honest conversations about your career as well as a range of other rewards. In all these ways and more, we have created an environment that can bring out the best in you.Flexible WorkingWhile some of our client-facing professionals can be required to travel regularly, and at times be based at client sites, we are supportive where possible of helping you to achieve a balance between your home and work demands.We are happy to discuss individual requirements and our range of flexible working arrangements could be of interest. Furthermore, as part of the recruitment process, we can put you in touch with people who work flexibly so you can understand from them what our culture is like.Applying with a DisabilityKPMG are proud to be an inclusive, equal opportunity employer and we seek to attract and retain the best people from the widest possible talent pool. As a member of the Business Disability Forum we're committed to ensuring that you are treated fairly throughout our Recruitment Process. Should you be successful after the initial application stage, please discuss any reasonable adjustments that you may require, with your recruitment contact.KPMG's commitment to diversityWe are proud of the value we place on individuality; we want you to bring your full self to work and truly maximise your potential. We believe that your individuality helps us to deliver the best results for our clients. Diversity of background, diversity of experience, diversity of perspective - that's the KPMG difference. But, don't take our word for it, find out more about diversity at KPMG.Returning to work after a break At KPMG, we appreciate that returning to work after an extended career break can be daunting. We understand that those with experience who have taken a career break have a wealth of experience and knowledge to offer our organisation, which helps us to achieve our business goals. We will support you to refresh your skills, develop your confidence and provide a supportive network across the firm to help you best integrate into the working environment. This role welcomes applications for individuals who have been out of work for 18 months or more and who have previous relevant experience.Policy for AgenciesKPMG has a commitment to sourcing candidates directly and as such we do not accept speculative CV's from agencies. Please check here to see our policy on agencies: PolicyJob Segment:  Audit, Risk Management, Manager, Consulting, Database, Finance, Management, Technology"	"City, Newcastle Upon Tyne, UK"	"Consulting"	NA	"£20k - £29,999, £30k - £39,999, £40k - £49,999, GBP"	"KPMG"	"KPMG"	"JS3569_5117626/593093684"	"03/12/2018 16:29:47"	"http://www.jobserve.com/GlRXP"	NA	NA	NA
"Cyber Security Architect IT"	"GBP"	"Ermine Business Park, Cambridgeshire"	"Unspecified"	"Cyber Security Architect IT"	"Ermine Business Park, Cambridgeshire - GBP"	"Unspecified"	"Posted: Sunday, 2 December 2018"	""	"Salary- £47,000 - £57,000 As our region flourishes it is our priority to support our economy, customers and communities; driving sustainable growth and building resilience across our services. We recently announced plans to invest £6.5 billion to protect our regions water supplies over the coming years. Our IS team is currently undergoing a transformation which will enhance the services it delivers and ensure they are best positioned to play a proactive and value orientated role across our business. Our goal is to exceed customer expectations whilst embracing new technology to drive digital transformation; better connecting our customers, people, assets and information. As part of this transformation we are recruiting for a number of new and exciting roles within our IS team. What will you be doing? To help us complete exciting and innovative projects and day-to-day to activities, we are looking for a Cyber Security Architect (IT) to ensure our complex set of technologies remain fit for purpose in an ever- changing cyber landscape. Ensuring the technical roadmap for all products is actively managed to understand their replacement strategy, you'll lead the security effort in the adoption of new and higher risks areas such as mobility, cloud computing and artificial intelligence. Key responsibilities include: Create and maintain technical roadmaps for all of our secure technologies.Maintain an awareness of developing new technologies and hold \"Proof of Concepts\" and \"Innovation Labs\" to test and promote new approaches to work.Act as the interface for major programmes ensuring IT strategy is \"secure by design\" and in line with current and future strategy.Lead the planning effort within the Cyber team for large scale programmes ensuring Cyber is considered and implemented to contribute to future enhancements.Perform risk assessments for projects and third party services.Raise security incidents where significant risks are identified.What do you need? As our next Cyber Security Architect, we are looking for you to have broad knowledge of IT, Operational Technology (OT) and Networks to compliment your technical security and architectural framework qualifications. With expert knowledge of cyber security technical controls in a complex and large organisation, you'll understand the difference between IT and OT and have demonstrable experience of commissioning new projects and writing business cases. Able to work operationally and think strategically, you'll be confident of your own ability to run and maintain secure networks whilst being able to convince and persuade others to challenge current processes to implement and suggest improvements. If the opportunity to join an increasingly vital part of our business appeals to your career aspirations, please apply today! What benefits do we offer? Being a successful water company doesn't come easy! Our people are important to us and we want to make sure that we reward and recognise all of the great work that they do. Some of our benefits include: Bonus schemePrivate health careCompetitive pension scheme26 days annual leave rising with length of serviceFlexible benefits to support your wellbeingFlexible working (dependent on your role)Plus lots more!We are passionate and committed to the learning and development of our people making sure they have the right skills and knowledge to be successful and to help achieve their potential. We also take Health and Safety very seriously in everything that we do. If you are offered a job with us, you'll be subject to the relevant/standard employment checks, including: your right to work in the UK, reference, driving licence and identity check. Depending on your role, you may also be subject to further pre-employment checks. Due to the nature of this role, you'll have the opportunity to work from home on occasion. There is also the ability to work from one of our other offices/sites on occasion. Closing date:12 December 2018Interview dates: Early- Mid January 2019 #loveeverydrop "	"Ermine Business Park, Cambridgeshire, UK"	"Energy"	NA	"GBP"	"Anglian Water"	"Anglian Water"	"JS3561_36725452/590495998"	"02/12/2018 09:06:15"	"http://www.jobserve.com/GlDwb"	NA	NA	NA
"Manager Strategy and Transformation London"	"GBP"	"London"	"Permanent"	"Manager Strategy and Transformation London"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"A career within Information Technology Risk Assurance services, will allow you to develop and apply strategies that help clients leverage enterprise technologies so they can get a higher return on their investment, mitigate risks, streamline processes, and find operational inefficiencies. We assist clients in understanding and challenging their current risk profiles and develop strategies to build digital confidence by embracing opportunities to stay competitive through building trust and resilience into their technology systems. We cover a wide range of disciplines, including risk evaluation, operational and strategic Information Technology processes, project governance, application implementation, data integrity, cyber security, and accounting/audit.ResponsibilitiesAs a Manager, you'll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to Proactively assist in the management of a portfolio of clients, while reporting to Senior Managers and aboveBe involved in the financial management of clientsBe actively involved in business development activities to help identify and research opportunities on new/existing clientsContribute to the development of your own and team's technical acumenDevelop strategies to solve complex technical challengesAssist in the management and delivering of large projectsTrain, coach, and supervise staffKeep up to date with local and national business and economic issuesContinue to develop internal relationships and your PwC brandYou'll be part of our industry leading, London Top-Tier (LTT) team. Our LTT team provides services to a wide range of FTSE 100 clients from both the public and private sectors.You'll be a key member of our Strategy and Transformation team. The team helps our clients to reduce the risk of project failure and increase the value delivered by projects. With the delivery of business critical transformation and IT programmes becoming more complex and challenging, we're finding the requirement for good programme assurance is stronger than ever before.ResponsibilitiesManaging engagements, working to meet client commitments and expectationsManaging teams, including taking an active role in coaching and developing your team membersBuilding long-term relationships with key individuals/clientsRaising the team's profile externally by expanding the network, including with external bodiesDeveloping existing client relationships and winning new work, including working on proposals and being activity involved in client pitchesWorking to increase awareness of Programme Assurance across the wider PwC businessRequirementsEssential skills, qualifications and experience Experience of large transformation project/programme managementTechnology experience, eg but not limited to SAP, Oracle, Cloud. Mobile App or Artificial IntelligenceSector vertical experience ideally in FTSE100 or Government agenciesLeading management practice experience, eg Agile Project Delivery, PMO Development and Operation, or portfolio managementWell-developed consultant skill set developed in a Big Four firm or boutique project management consultancy or Systems Integrator or industry roleExcellent interpersonal, communication and presentational skillsDesirable skills, qualifications and experience Professional Services organisation experienceBusiness development experienceProject Management qualifications, eg MSP, Prince2, MAPM, MoR, Agile, ScrumFunctional expertise in Enterprise Apps, eg CRM, Billing, SCM, or ERP systemsProject Management qualifications, eg MSP, Prince2, MAPM, MoRData & analytics and/or Cyber expertise"	"London, UK"	"Consulting"	NA	"GBP"	"PwC"	"PwC"	"JS23845BR/590809593"	"01/12/2018 13:07:22"	"http://www.jobserve.com/Gk2ot"	NA	NA	NA
